,f_1,f_2,R_x
7,23.45395785418733,1291,21-6-56-8-10-17-43-13-22-19-18-39-48-29*8-52-64-51-58-33-20-55-16-26-62-21-6-35-34-45-36-54-65-18-69-19*45-41-34-51-56-28-8-55-16-1-49-15-30-63-6-47-53-40-46*11-59-9-68-1-16-10-55-52-64-58-45-36-54-65-37-67-27-25*40-7-4-12-25-57-58-33-50-0-3-48-69-66-54-5-37-67*37-65-18-19-38-3-69-0-2-14-44-60-17-10-8-56-6-47-7-46-40-12-41-45-22-13-50-23-29-48*51-56-6-47-53-4-25-41-58-64-52-10-59-9-11-1-49-42-15*39-48-69-23-2-50-43-20-10-28-56-51-41-27-67-5-54-19-22-33-58-34-57*28-8-51-35-58-45-36-19-66-3-23-50-17-59-1-26-30-24-63*56-51-35-64-58-33-43-61-17-9-68-11-15-62-24-30-63-21*53-40-47-7-4-25-34-51-8-26-30-42-62-24-63-6-35-41-36-38-69-48-39-32-65-37-18-67*1-16-9-11-15-49-26-8-51-41-36-54-18-32-39-48-66-19-38*32-37-18-66-3-23-50-13-20-52-8-28-56*18-32-54-19-29-3-38-36-41-57-35-64-52-10-16-26-49-62-21-63-24*12-25-27-41-58-34-51-56-28-8-26-1-31-11-9-17-20-33-22-38-54-5-37-32-39-48-29-3-0*
8,23.457711416956965,1280,21-6-56-8-10-17-43-13-22-19-18-39-48-29*8-52-64-51-58-33-20-55-16-26-62-21-6-35-34-45-36-54-65-18-69-19*45-41-34-51-56-28-8-55-16-1-49-15-30-63-6-47-53-40-46*11-59-9-68-1-16-10-55-52-64-58-45-36-54-65-37-67-27-25*40-7-4-25-34-51-8-26-30-42-62-24-63-6-35-41-36-38-69-48-39-32-65-37-18-67*37-65-18-19-38-3-69-0-2-14-44-60-17-10-8-56-6-47-7-46-40-12-41-45-22-13-50-23-29-48*51-56-6-47-53-4-25-41-58-64-52-10-59-9-11-1-49-42*39-48-69-23-2-50-43-20-10-28-56-51-41-27-67-5-54-19-22-33-58-34-57*28-8-51-35-58-45-36-19-66-3-23-50-17-59-1-26-30-24-63*51-35-64-58-33-43-61-17-9-68-11-15-62-24-30-63-21*53-40-47-7-4-12-25-57-58-33-50-0-3-48-69-66-54-5-37*1-16-9-11-15-49-26-8-51-41-36-54-18-32-39-48-66-19-38*32-37-18-66-3-23-50-13-20-52-8-28-56*18-32-54-19-29-3-38-36-41-57-35-64-52-10-16-26-49-62-21-63-24*12-25-27-41-58-34-51-56-28-8-26-1-31-11-9-17-20-33-22-38-54-5-37-32-39-48-29-3-0*
9,23.458832813303083,1276,21-6-56-8-10-17-43-13-22-19-18-39-48-29*8-52-64-51-58-33-20-55-16-26-62-21-6-35-34-45-36-54-65-18-69-19*41-34-51-56-28-8-55-16-1-49-15-30-63-6-47-53-40-46*11-59-9-68-1-16-10-55-52-64-58-45-36-54-65-37-67-27-25*40-7-4-25-34-51-8-26-30-42-62-24-63-6-35-41-36-38-69-48-39-32-65-37-18-67*37-65-18-19-38-3-69-0-2-14-44-60-17-10-8-56-6-47-7-46-40-12-41-45-22-13-50-23-29-48*51-56-6-47-53-4-25-41-58-64-52-10-59-9-11-1-49-42*39-48-69-23-2-50-43-20-10-28-56-51-41-27-67-5-54-19-22-33-58-34-57*28-8-51-35-58-45-36-19-66-3-23-50-17-59-1-26-30-24-63*51-35-64-58-33-43-61-17-9-68-11-15-62-24-30-63-21*53-40-47-7-4-12-25-57-58-33-50-0-3-48-69-66-54-5-37*1-16-9-11-15-49-26-8-51-41-36-54-18-32-39-48-66-19-38*32-37-18-66-3-23-50-13-20-52-8-28-56*18-32-54-19-29-3-38-36-41-57-35-64-52-10-16-26-49-62-21-63-24*12-25-27-41-58-34-51-56-28-8-26-1-31-11-9-17-20-33-22-38-54-5-37-32-39-48-29-3-0*
159,23.488471941728925,1258,9-1-68-11-15-42-62-30-63-6-47-53-4-25-27-67-5-54-66-69-0-50-43-20-10-28-56-51-34-57*28-56-8-55-16-1-11-15-30-24-63-6-35-34-45-36-38-3-48-39*7-46-40-53-47-6-63-21-62-42-49-1-16-10-52-64-58-45-36-54-65-37-67-5-32-18-69-23-0-2*15-62-26-16-10-28-56-6-47-40-46*26-49-9-68-59-10-55-52-64-58-41-25-4-7-40-46*44-60-17-43-13-22-45-41-12-40-46-53*37-32-39-18-54-36-38-69-23-50-43-20-55-16-26-30-24-21-6-56-51-8-52-64-58-57-25*39-18-66-48-3-23-50-2-14-44-60-61-17-9-11-49-1-26-30-24-21*0-2-14-44-17-10-8-56-6-47-53-7-4-12*60-61-43-13-22-19-54-18-37-65-32*46-40-12-25-27-41-34-57-35-51-64-52-20-17-50-33-22-19-29-3-38-54-5-37-67*62-21-63-6-35-58-45-36-38-19-66-3-29-69-23-50-17-9-31-1-26-8-51-34-25-12-4-7-40-46*25-12-27-67-65-18-19-3-0-50-13-33-58-41-57-35-6*8-28-56-6-63-30-42-15-49-1-59-17-20-33-22-38-54-5-65-39-48-69-19-18-37*67-18-39-48-29-19-36-41-51-8-26-49-42-24*
160,23.491903622214032,1257,9-1-68-11-15-42-62-30-63-6-47-53-4-25-27-67-5-54-66-69-0-50-43-20-10-28-56-51-34-57*28-56-8-55-16-1-11-15-30-24-63-6-35-34-45-36-38-3-48-39*7-46-40-53-47-6-63-21-62-42-49-1-16-10-52-64-58-45-36-54-65-37-67-5-32-18-69-23-0-2*15-62-26-16-10-28-56-6-47-40-46*26-49-9-68-59-10-55-52-64-58-41-25-4-7-40-46*60-17-43-13-22-45-41-12-40-46-53*37-32-39-18-54-36-38-69-23-50-43-20-55-16-26-30-24-21-6-56-51-8-52-64-58-57-25-12*39-18-66-48-3-23-50-2-14-44-60-61-17-9-11-49-1-26-30-24-21*0-2-14-44-17-10-8-56-6-47-53-7-4-12*60-61-43-13-22-19-54-18-37-65-32*46-40-12-25-27-41-34-57-35-51-64-52-20-17-50-33-22-19-29-3-38-54-5-37-67*62-21-63-6-35-58-45-36-38-19-66-3-29-69-23-50-17-9-31-1-26-8-51-34-25-12-4-7-40-46*25-12-27-67-65-18-19-3-0-50-13-33-58-41-57-35-6*8-28-56-6-63-30-42-15-49-1-59-17-20-33-22-38-54-5-65-39-48-69-19-18-37*67-18-39-48-29-19-36-41-51-8-26-49-42-24*
161,23.49267198637711,1251,9-1-68-11-15-42-62-30-63-6-47-53-4-25-27-67-5-54-66-69-0-50-43-20-10-28-56-51-34-57*28-56-8-55-16-1-11-15-30-24-63-6-35-34-45-36-38-3-48-39*7-46-40-53-47-6-63-21-62-42-49-1-16-10-52-64-58-45-36-54-65-37-67-5-32-18-69-23-0-2*15-62-26-16-10-28-56-6-47-40-46*26-49-9-68-59-10-55-52-64-58-41-25-4-7-40*60-17-43-13-22-45-41-12-40-46*37-32-39-18-54-36-38-69-23-50-43-20-55-16-26-30-24-21-6-56-51-8-52-64-58-57-25*39-18-66-48-3-23-50-2-14-44-60-61-17-9-11-49-1-26-30-24-21*0-2-14-44-17-10-8-56-6-47-53-7-4-12*44-60-61-43-13-22-19-54-18-37-65-32*46-40-12-25-27-41-34-57-35-51-64-52-20-17-50-33-22-19-29-3-38-54-5-37-67*62-21-63-6-35-58-45-36-38-19-66-3-29-69-23-50-17-9-31-1-26-8-51-34-25-12-4-7-40-46*25-12-27-67-65-18-19-3-0-50-13-33-58-41-57-35-6*8-28-56-6-63-30-42-15-49-1-59-17-20-33-22-38-54-5-65-39-48-69-19-18-37*67-18-39-48-29-19-36-41-51-8-26-49-42-24*
162,23.495330111049388,1246,9-1-68-11-15-42-62-30-63-6-47-53-4-25-27-67-5-54-66-69-0-50-43-20-10-28-56-51-34-57*28-56-8-55-16-1-11-15-30-24-63-6-35-34-45-36-38-3-48-39*7-46-40-53-47-6-63-21-62-42-49-1-16-10-52-64-58-45-36-54-65-37-67-5-32-18-69-23-0-2*15-62-26-16-10-28-56-6-47-40-46*26-49-9-68-59-10-55-52-64-58-41-25-4-7-40*60-17-43-13-22-45-41-12-40-46*37-32-39-18-54-36-38-69-23-50-43-20-55-16-26-30-24-21-6-56-51-8-52-64-58-57-25*39-18-66-48-3-23-50-2-14-44-60-61-17-9-11-49-1-26-30-24-21*0-2-14-44-17-10-8-56-6-47-53-7-4-12*44-60-61-43-13-22-19-54-18-37-65-32*46-40-12-25-27-41-34-57-35-51-64-52-20-17-50-33-22-19-29-3-38-54-5-37-67*62-21-63-6-35-58-45-36-38-19-66-3-29-69-23-50-17-9-31-1-26-8-51-34-25-12-4-7-40-46*25-12-27-67-65-18-19-3-0-50-13-33-58-41-57-35-6*8-28-56-6-63-30-42-15-49-1-59-17-20-33-22-38-54-5-65-39-48-69-19-18*67-18-39-48-29-19-36-41-51-8-26-49-42-24*
164,23.50763951260792,1242,9-68-1-11-15-42-62-30-63-6-47-53-4-25-27-67-5-54-66-69-0-50-43-20-10-28-56-51-34-57*28-56-8-55-16-1-11-15-30-24-63-6-35-34-45-36-38-3-48-39*7-46-40-53-47-6-63-21-62-42-49-1-16-10-52-64-58-45-36-54-65-37-67-5-32-18-69-23-0-2*15-62-26-16-10-28-56-6-47-40-46*26-49-9-68-59-10-55-52-64-58-41-25-4-7-40*60-17-43-13-22-45-41-12-40-46*37-32-39-18-54-36-38-69-23-50-43-20-55-16-26-30-24-21-6-56-51-8-52-64-58-57-25*39-18-66-48-3-23-50-2-14-44-60-61-17-9-11-49-1-26-30-24-21*0-2-14-44-17-10-8-56-6-47-53-7-4-12*44-60-61-43-13-22-19-54-18-37-65-32*46-40-12-25-27-41-34-57-35-51-64-52-20-17-50-33-22-19-29-3-38-54-5-37-67*62-21-63-6-35-58-45-36-38-19-66-3-29-69-23-50-17-9-31-1-26-8-51-34-25-12-4-7-40-46*25-12-27-67-65-18-19-3-0-50-13-33-58-57-41-35-6*8-28-56-6-63-30-42-15-49-1-59-17-20-33-22-38-54-5-65-39-48-69-19*67-18-39-48-29-19-36-41-51-8-26-49-42-24*
163,23.508127527684472,1240,9-68-1-11-15-42-62-30-63-6-47-53-4-25-27-67-5-54-66-69-0-50-43-20-10-28-56-51-34-57*28-56-8-55-16-1-11-15-30-24-63-6-35-34-45-36-38-3-48-39*7-46-40-53-47-6-63-21-62-42-49-1-16-10-52-64-58-45-36-54-65-37-67-5-32-18-69-23-0-2*15-62-26-16-10-28-56-6-47-40-46*26-49-9-68-59-10-55-52-64-58-41-25-4-7-40*60-17-43-13-22-45-41-12-40-46*37-32-39-18-54-36-38-69-23-50-43-20-55-16-26-30-24-21-6-56-51-8-52-64-58-57-25*39-18-66-48-3-23-50-2-14-44-60-61-17-9-11-49-1-26-30-24-21*0-2-14-44-17-10-8-56-6-47-53-7-4-12*44-60-61-43-13-22-19-54-18-37-65-32*46-40-12-25-27-41-34-57-35-51-64-52-20-17-50-33-22-19-29-3-38-54-5-37-67*62-21-63-6-35-58-45-36-38-19-66-3-29-69-23-50-17-9-31-1-26-8-51-34-25-12-4-7-40-46*25-12-27-67-65-18-19-3-0-50-13-33-58-41-57-35-6*8-28-56-6-63-30-42-15-49-1-59-17-20-33-22-38-54-5-65-39-48-69-19*67-18-39-48-29-19-36-41-51-8-26-49-42-24*
165,23.51109195969203,1239,9-68-1-11-15-42-62-30-63-6-47-53-4-25-27-67-5-54-66-69-0-50-43-20-10-28-56-51-34-57*28-56-8-55-16-1-11-15-30-24-63-6-35-34-45-36-38-3-48-39*7-46-40-53-47-6-63-21-62-42-49-1-16-10-52-64-58-45-36-54-65-37-67-5-32-18-69-23-0-2*15-62-26-16-10-28-56-6-47-40-46*49-9-68-59-10-55-52-64-58-41-25-4-7-40*60-17-43-13-22-45-41-12-40-46*37-32-39-18-54-36-38-69-23-50-43-20-55-16-26-30-24-21-6-56-51-8-52-64-58-57-25*39-18-66-48-3-23-50-2-14-44-60-61-17-9-11-49-1-26-30-24-21*0-2-14-44-17-10-8-56-6-47-53-7-4-12*44-60-61-43-13-22-19-54-18-37-65-32*46-40-12-25-27-41-34-57-35-51-64-52-20-17-50-33-22-19-29-3-38-54-5-37-67*62-21-63-6-35-58-45-36-38-19-66-3-29-69-23-50-17-9-31-1-26-8-51-34-25-12-4-7-40-46*25-12-27-67-65-18-19-3-0-50-13-33-58-57-41-35-6*8-28-56-6-63-30-42-15-49-1-59-17-20-33-22-38-54-5-65-39-48-69-19*67-18-39-48-29-19-36-41-51-8-26-49-42-24*
166,23.51335032733352,1235,9-68-1-11-15-42-62-30-63-6-47-53-4-25-27-67-5-54-66-69-0-50-43-20-10-28-56-51-34-57*28-56-8-55-16-1-11-15-30-24-63-6-35-34-45-36-38-3-48-39*7-46-40-53-47-6-63-21-62-42-49-1-16-10-52-64-58-45-36-54-65-37-67-5-32-18-69-23-0-2*15-62-26-16-10-28-56-6-47-40-46*49-9-68-59-10-55-52-64-58-41-25-4-7-40*60-17-43-13-22-45-41-12-40-46*37-32-39-18-54-36-38-69-23-50-43-20-55-16-26-30-24-21-6-56-51-8-52-64-58-57-25*18-66-48-3-23-50-2-14-44-60-61-17-9-11-49-1-26-30-24-21*0-2-14-44-17-10-8-56-6-47-53-7-4-12*44-60-61-43-13-22-19-54-18-37-65-32*46-40-12-25-27-41-34-57-35-51-64-52-20-17-50-33-22-19-29-3-38-54-5-37-67*62-21-63-6-35-58-45-36-38-19-66-3-29-69-23-50-17-9-31-1-26-8-51-34-25-12-4-7-40-46*25-12-27-67-65-18-19-3-0-50-13-33-58-57-41-35-6*8-28-56-6-63-30-42-15-49-1-59-17-20-33-22-38-54-5-65-39-48-69-19*67-18-39-48-29-19-36-41-51-8-26-49-42-24*
167,23.514762456065665,1233,9-68-1-11-15-42-62-30-63-6-47-53-4-25-27-67-5-54-66-69-0-50-43-20-10-28-56-51-34-57*28-56-8-55-16-1-11-15-30-24-63-6-35-34-45-36-38-3-48-39*7-46-40-53-47-6-63-21-62-42-49-1-16-10-52-64-58-45-36-54-65-37-67-5-32-18-69-23-0-2*15-62-26-16-10-28-56-6-47-40-46*49-9-68-59-10-55-52-64-58-41-25-4-7-40*60-17-43-13-22-45-41-12-40-46*37-32-39-18-54-36-38-69-23-50-43-20-55-16-26-30-24-21-6-56-51-8-52-64-58-57-25*18-66-48-3-23-50-2-14-44-60-61-17-9-11-49-1-26-30-24-21*0-2-14-44-17-10-8-56-6-47-53-7-4-12*44-60-61-43-13-22-19-54-18-37-65-32*46-40-12-25-27-41-34-57-35-51-64-52-20-17-50-33-22-19-29-3-38-54-5-37-67*62-21-63-6-35-58-45-36-38-19-66-3-29-69-23-50-17-9-31-1-26-8-51-34-25-12-4-7-40-46*12-27-67-65-18-19-3-0-50-13-33-58-57-41-35-6*8-28-56-6-63-30-42-15-49-1-59-17-20-33-22-38-54-5-65-39-48-69-19*67-18-39-48-29-19-36-41-51-8-26-49-42-24*
