,f_1,f_2,Routes
0,21.43941430909516,225,9-23-4-7-27-29*7-28-17-19*6-13-18-19*10-6-13-0-12*15-16-28-17-22*26-0-25-7-24-1-3*20-7-25-22-12-8*6-10-21*19-17-28-16-27-29*14-4-7-16-6-5*2-7*5-6-13-0-17-11*
1,23.1011515080664,197,3-24-7-10-21*9-14-7-28-0-26-8*29-2-7-25*20-7-10-15-5-6*16-28-17-12*13-18-0-25*21-10-16-28*3-14*22-19-17-11-14-23-4*9-14*1-14-7-16*11-14-7-27*
2,21.41068505962123,216,5-6-13-18-12-8*25-7-28-17-19*13-6-16-7-20-23*9-14-7-28*0-22-17-11*12-17-28-7-20*2-16-7-24*9-23*18-0-28-7-20-4*1-14-7-16-6-15*3-14-7-27-29*10-21-5-6-13-0-26*
3,23.238747954173487,203,24-4-14-11-17-12*9-3-14-7-27*6-13-18-19*0-28-16-10*0-17-11-3-1*23-4-7-25-0-18*6-13-0-17*7-28-0-26*16-27-29*7-16*7-16-15-5-21-2*20-4-7-25-22-19-8*
4,23.121288286181905,183,5-21-15-16-28-25*8-12-0-25*9-3-11*9-14-7-10*20-4-7-25-22-12*19-17-28-16-27-29*10-6-13-18-22*8-19-17-28*26-0-13*2-29*1-14-7-16*22-17-11-14-23-24*
5,27.870645312134673,209,19-17-11-14-23*14-7-10-21*26-8-12-0-28-16-27*5-15-29*21-10-16-28*10-6-13-0-12*25-0-17-11-3-9*15-6-13-18-22*10-6-13-0-22*12-17-11-14-23*24-20-4-1-9*6-2-29*
6,29.93006195931728,199,9-23-20*26-8-12-0-13-6-21-15-5*3-11-17-12*11-17-19*18-17-28*24-1-3-11-25*8-12-0-28-16-27-29*11-25-28*4-20-14*1-3-11-25-28*4-7-25-22-19*2-10-21-6-13-0-22*
7,25.803892915595043,211,29-15-27-7-20-4*1-24-7-10-6*18-0-26*2-16-28-17-19-8*1-3-11-17-0-26*23-20-7-25-0-26*11-17-22-18-13*8-12-17-11-14-20*2-21-5*19-22-25*13-0-26*9-3-11-17-22-0-26*
8,24.990384615384617,218,1-14-7-28*12-18*25-22-0-28*8-12-0-28-16*12-0-28-16-15*26-8-19-17-28-16-10-29*6-16-27-2-21-5*0-22-17-11-3-9*12-17-28-16-15*19-17-11-14-23-4*3-23-20-24*6-13-0-12-8*
9,24.496200607902736,187,10-16-28-0-22*15-2-27*3-11-17-22-0-13*20-23-4-7-16*13-6-21*9-14-7-10*7-25-0-18-19*29-2-16*1-24-7-16-6-5*26-8-12-0-13*0-22-17-11-3*1-14*
