,Run_nr,HV
0,Run_1,0.8461493486470358
1,Run_2,0.8465474088045779
2,Run_3,0.8394279787434273
3,Run_4,0.8450552839081978
4,Run_5,0.8507298436993164
5,Run_6,0.8479850707417775
6,Run_7,0.8461381356848516
7,Run_8,0.8394928537389221
8,Run_9,0.8359255299125788
9,Run_10,0.8510390010852545
10,Run_11,0.8356155716007706
11,Run_12,0.8496437882191814
12,Run_13,0.8507762973997942
13,Run_14,0.8462222329012338
14,Run_15,0.8380864279106647
15,Run_16,0.8444650015417824
16,Run_17,0.8433461081009647
17,Run_18,0.8464969504747485
18,Run_19,0.841222052692913
19,Run_20,0.8506994085162447
20,Means,0.8447532147162118
