,f_1,f_2,R_x
2,15.828209025017536,563,25-28-17-19-8-26-0-13-6-15-10-7-4-23*4-14-7-27-29-10-6-13-0-28-25*4-1-3-11-17-22-25-28-16-10-2-6-13*14-11-25-28-17-19-18-13-6-15-10-27-16*9-23-14-11-17-22-0-28-16-27-2-7-20-24-1*28-17-12-19-18-13-6-5-21-10-7-20-14-24-23*3-9-14-20-7-25-28-17*18-22-25-11-3-9-1-24-7-2-29-27*9-3-24-23-20-7-28-16-15-29-2-21-6-10-27*20-24-4-23-9-3-14*13-6-16-7-14-23-3-1-4-20-24*26-8-12-18-0-25-7-4*
3,15.833206686930092,558,25-28-17-19-8-26-0-13-6-15-10-7-4-23*4-14-7-27-29-10-6-13-0-28-25*4-1-3-11-17-22-25-28-16-10-2-6-13*11-25-28-17-19-18-13-6-15-10-27-16*9-23-14-11-17-22-0-28-16-27-2-7-20-24-1*28-17-12-19-18-13-6-5-21-10-7-20-14-24-23*3-9-14-20-7-25-28-17*18-22-25-11-3-9-1-24-7-2-29-27*9-3-24-23-20-7-28-16-15-29-2-21-6-10-27*20-24-4-23-9-3-14*13-6-16-7-14-23-3-1-4-20-24*26-8-12-18-0-25-7-4*
4,15.8769873743278,538,25-28-17-19-8-26-0-13-6-15-10-7-4*4-14-20-7-25-28-17*4-1-3-11-17-22-25-28-16-10-2-6-13-18*11-25-28-17-19-18-13-6-15-10-27-16*9-23-14-11-17-22-0-28-16-27-7-20-24-1*28-17-12-19-18-13-6-5-21-10-7-20-14-24*9-14-7-27-29-10-6-13-0-25-28*18-22-25-11-3-9-1-24-7-2-29-27*9-3-24-23-20-7-28-16-15-29-2-21-6-10-27*24-4-23-9-3-14*13-6-16-7-14-23-1-4-20-24*26-8-12-18-0-25-7-4*
5,15.89373392564882,517,28-17-19-8-26-0-13-6-15-10-7-4*14-20-7-25-28-17*4-1-3-11-17-12-22-25-28-16-10-2-6-13*11-25-28-17-19-18-13-6-15-10-27-16*9-23-14-11-17-22-0-28-16-27-7-20-24-1*17-19-12-18-13-6-5-21-10-7-20-14-24*9-14-7-27-29-10-6-13-0-25-28*18-22-0-25-11-3-9-1-24-7-2-29*9-3-24-23-20-7-28-16-15-29-2-21-6-10-27*24-4-23-9-3-14*6-16-7-14-23-1-4-20-24*26-8-12-18-0-25-7-4*
6,15.894318447509937,507,28-17-19-8-26-0-13-6-15-10-7-4*14-20-7-25-28-17*4-1-3-11-17-12-22-25-28-16-10-2-6-13*11-25-28-17-19-18-13-6-15-10-27-16*9-23-14-11-17-22-0-28-16-27-7-20-24-1*17-19-12-18-13-6-5-21-10-7-20-14-24*9-14-7-27-29-10-6-13-0-25-28*18-22-0-25-11-3-9-1-24-7-2-29*3-24-23-20-7-28-16-15-29-2-21-6-10*24-4-23-9-3-14*6-16-7-14-23-1-4-20*26-8-12-18-0-25-7-4*
38,15.950111059153611,465,13-18-22-25-7-20-14-1-3*3-14-11-17-18-13-6-10-15-21-2-29*19-22-25-7-10-21-5-6-13-0-12-8-26*28-16-15-2-10-29-27-7-14-23-1-3-11-17*27-10-7-16-6-13-0-22-17-11-3-9-1*7-25-22-12-19-17-11-14-24-4*20-14-9-1-3-24-7-28-0-26-8-19-17-11*9-23-1-3-4*4-23-24-20*12-22-17-28-16-27-2-10-21*15-16-7-14-11-25-0-18-19-12*1-9-3-4-7-16-2-29*
39,15.95168926817863,464,13-18-22-25-7-20-14-1-3*3-14-11-17-18-13-6-10-15-21-2-29*19-22-25-7-10-21-5-6-13-0-12-8-26*28-16-15-2-10-29-27-7-14-23-1-3-11-17*27-10-7-16-6-13-0-22-17-11-3-9-1*7-25-22-12-19-17-11-14-24-4*20-14-9-1-3-24-7-28-0-26-8-19-17-11*9-23-1-3-4*4-23-24-20*12-22-17-28-16-27-2-10-21*15-16-7-14-11-25-0-18-19-12*9-1-3-4-7-16-2-29*
40,15.955400981996728,461,13-18-22-25-7-20-14-1-3*3-14-11-17-18-13-6-10-15-21-2-29*19-22-25-7-10-21-5-6-13-0-12-8-26*28-16-15-2-10-29-27-7-14-23-1-3-11-17*27-10-7-16-6-13-0-22-17-11-3-9-1*7-25-22-12-19-17-11-14-24-4*20-14-23-9-1-3-24-7-28-0-26-8-19-17-11*9-1-3-4*4-23-24-20*12-22-17-28-16-27-2-10-21*15-16-7-14-11-25-0-18-19-12*9-1-3-4-7-16-2-29*
41,15.96168459200374,454,13-18-22-25-7-20-14-1-3*3-1-14-11-17-18-13-6-10-15-21-2-29*19-22-25-7-10-21-5-6-13-0-12-8-26*28-16-15-2-10-29-27-7-14-23-1-3-11-17*27-10-7-16-6-13-0-22-17-11-3-9-1*7-25-22-12-19-17-11-14-24-4*20-14-23-9-1-3-24-7-28-0-26-8-19-17-11*9-3-1-4*4-24-23-20*12-22-17-28-16-27-2-10*15-16-7-14-11-25-0-18-19-12*9-3-4-7-16-2-29*
42,15.968406593406591,452,13-18-22-25-7-20-14-1-3*3-1-14-11-17-18-13-6-10-15-21-2-29*19-22-25-7-10-21-5-6-13-0-12-8-26*28-16-15-2-10-29-27-7-14-23-1-3-11-17*27-10-7-16-6-13-0-22-17-11-3-9*7-25-22-12-19-17-11-14-24-4*20-14-23-9-1-3-24-7-28-0-26-8-19-17-11*9-3-1-4*4-24-23-20*12-22-17-28-16-27-2-10*15-16-7-14-11-25-0-18-19-12*9-3-4-7-16-2-29*
