,Unnamed: 0,Total_iterations,Insert_inside_vertex,Delete_inside_vertex
0,0.0,0.0,0.5,0.5
1,1.0,0.10900000000000001,0.5,0.5
2,2.0,0.31601,0.5,0.5
3,3.0,0.6191589000000001,0.5,0.5
4,4.0,1.015801321,0.5,0.5
5,5.0,1.50262148669,0.5,0.5
6,6.0,2.0757334209441005,0.5,0.5
7,7.0,2.7307768275633495,0.5,0.5
8,8.0,3.4630081252450404,0.5,0.5
9,9.0,4.2673862119061114,0.5,0.5
10,10.0,5.138652627782014,0.5,0.5
11,11.0,6.071405875792507,0.5,0.5
12,12.0,7.060169740244025,0.5,0.5
13,13.0,8.099455520847952,0.5,0.5
14,14.0,9.183818168183006,0.5,0.5
15,15.0,10.307906369102724,0.5,0.5
16,16.0,11.466506686239443,0.5,0.5
17,17.0,12.654581904800096,0.5,0.5
18,18.0,13.867303782456686,0.5,0.5
19,19.0,15.100080434523047,0.5,0.5
20,20.0,16.348578617037543,0.5,0.5
21,21.0,17.608741195130214,0.5,0.5
22,22.0,18.876800103462312,0.5,0.5
23,23.0,20.14928511992658,0.5,0.5
24,24.0,21.423028783545156,0.5,0.5
25,25.0,22.695167792966423,0.5,0.5
26,26.0,23.963141223515898,0.5,0.5
27,27.0,25.224685898775267,0.5,0.5
28,28.0,26.477829247520948,0.5,0.5
29,29.0,27.720879968916847,0.5,0.5
30,30.0,28.95241681848399,0.5,0.5
31,31.0,30.17127581490958,0.5,0.5
32,32.0,31.376536153543515,0.5,0.5
33,33.0,32.567505096778625,0.5,0.5
34,34.0,33.74370209472243,0.5,0.5
35,35.0,34.90484237192463,0.5,0.5
36,36.0,36.05082019768737,0.5,0.5
37,37.0,37.18169203889697,0.5,0.5
38,38.0,38.29765977559663,0.5,0.5
39,39.0,39.399054140870355,0.5,0.5
40,40.0,40.48631852820801,0.5,0.5
41,41.0,41.55999329152982,0.5,0.5
42,42.0,42.62070064560415,0.5,0.5
43,43.0,43.669130257815,0.5,0.5
44,44.0,44.70602560622662,0.5,0.5
45,45.0,45.73217116373481,0.5,0.5
46,46.0,46.748380453854836,0.5,0.5
47,47.0,47.755485010424316,0.5,0.5
48,48.0,48.7543242612326,0.5,0.5
49,49.0,49.745736344347726,0.5,0.5
50,50.0,50.730549855707864,0.5,0.5
51,51.0,51.70957651737491,0.5,0.5
52,52.0,52.68360474770151,0.5,0.5
53,53.0,53.65339410751842,0.5,0.5
54,54.0,54.61967059027847,0.5,0.5
55,55.0,55.58312271885972,0.5,0.5
56,56.0,56.544398407394254,0.5,0.5
57,57.0,57.504102543001395,0.5,0.5
58,58.0,58.462795239617805,0.5,0.5
59,59.0,59.42099071417639,0.5,0.5
60,60.0,60.379156734137354,0.5,0.5
61,61.0,61.337714584760846,0.5,0.5
62,62.0,62.29703950447439,0.5,0.5
63,63.0,63.257461537171835,0.5,0.5
64,64.0,64.21926675122782,0.5,0.5
65,65.0,65.19269877636592,0.5,0.5
66,66.0,66.17786061122655,0.5,0.5
67,67.0,67.16472765648885,0.5,0.5
68,68.0,68.16326072066003,0.5,0.5
69,69.0,69.16330787120751,0.5,0.5
70,70.0,70.16471722798816,0.5,0.5
71,71.0,71.17733847681087,0.5,0.5
72,72.0,72.1909242159832,0.5,0.5
73,73.0,73.20524213907846,0.5,0.5
74,74.0,74.22007584847341,0.5,0.5
75,75.0,75.23522542844414,0.5,0.5
76,76.0,76.25050779613335,0.5,0.5
77,77.0,77.2657568490923,0.5,0.5
78,78.0,78.29082342826442,0.5,0.5
79,79.0,79.3154751152367,0.5,0.5
80,80.0,80.33950688235937,0.5,0.5
81,81.0,81.36274040394619,0.5,0.5
82,82.0,82.39502316933488,0.5,0.5
83,83.0,83.42612742649133,0.5,0.5
84,84.0,84.45585998366724,0.5,0.5
85,85.0,85.48406068528888,0.5,0.5
86,86.0,86.51060070989547,0.5,0.5
87,87.0,87.53538072494246,0.5,0.5
88,88.0,88.55832893123531,0.5,0.5
89,89.0,89.57939902758652,0.5,0.5
90,90.0,90.59856812402676,0.5,0.5
91,91.0,91.6158346295827,0.5,0.5
92,92.0,92.63121613828721,0.5,0.5
93,93.0,93.6447473347384,0.5,0.5
94,94.0,94.65647793819707,0.5,0.5
95,95.0,95.66647070192792,0.5,0.5
96,96.0,96.67479948226641,0.5,0.5
97,97.0,97.68154738974839,0.5,0.5
98,98.0,98.68680503258469,0.5,0.5
99,99.0,99.69066886081151,0.5,0.5
100,100.0,100.69323961760755,0.5,0.5
101,101.0,101.69462090254788,0.5,0.5
102,102.0,102.69491784996872,0.5,0.5
103,103.0,103.69423592414778,0.5,0.5
104,104.0,104.69267983166745,0.5,0.5
105,105.0,105.69035255011849,0.5,0.5
106,106.0,106.68735447122323,0.5,0.5
107,107.0,107.68378265550528,0.5,0.5
108,108.0,108.67973019480407,0.5,0.5
109,109.0,109.67528567822492,0.5,0.5
110,110.0,110.67053275652145,0.5,0.5
111,111.0,111.6655497994231,0.5,0.5
112,112.0,112.66040964004037,0.5,0.5
113,113.0,113.65517940019551,0.5,0.5
114,114.0,114.64992039033316,0.5,0.5
115,115.0,115.64468807755374,0.5,0.5
116,116.0,116.63953211527671,0.5,0.5
117,117.0,117.63449642807463,0.5,0.5
118,118.0,118.629619345312,0.5,0.5
119,119.0,119.62493377737252,0.5,0.5
120,120.0,120.62046742845325,0.5,0.5
121,121.0,121.61624304014138,0.5,0.5
122,122.0,122.6122786602593,0.5,0.5
123,123.0,123.60858793176283,0.5,0.5
124,124.0,124.60518039679837,0.5,0.5
125,125.0,125.60206181136239,0.5,0.5
126,126.0,126.59923446635636,0.5,0.5
127,127.0,127.59669751118739,0.5,0.5
128,128.0,128.59444727642344,0.5,0.5
129,129.0,129.59247759237164,0.5,0.5
130,130.0,130.6007801008013,0.5,0.5
131,131.0,131.61924455738,0.5,0.5
132,132.0,132.637670122727,0.5,0.5
133,133.0,133.65587643031205,0.5,0.5
134,134.0,134.67370334283547,0.5,0.5
135,135.0,135.6910105306782,0.5,0.5
136,136.0,136.71767689442987,0.5,0.5
137,137.0,137.74349985286207,0.5,0.5
138,138.0,138.77830551692242,0.5,0.5
139,139.0,139.8218475594075,0.5,0.5
140,140.0,140.86381692205003,0.5,0.5
141,141.0,141.9039511792078,0.5,0.5
142,142.0,142.94203249885774,0.5,0.5
143,143.0,143.9778853615541,0.5,0.5
144,144.0,145.01137408436523,0.5,0.5
145,145.0,146.06240019405163,0.5,0.5
146,146.0,147.11069969082888,0.5,0.5
147,147.0,148.15606224102012,0.5,0.5
148,148.0,149.19832791378204,0.5,0.5
149,149.0,150.23738374012996,0.5,0.5
150,150.0,151.27316014644177,0.5,0.5
151,151.0,152.30562731065797,0.5,0.5
152,152.0,153.334791485346,0.5,0.5
153,153.0,154.36069132771175,0.5,0.5
154,154.0,155.3833942725638,0.5,0.5
155,155.0,156.402992980205,0.5,0.5
156,156.0,157.41960188728004,0.5,0.5
157,157.0,158.4333538847748,0.5,0.5
158,158.0,159.44439714367232,0.5,0.5
159,159.0,160.45289210524336,0.5,0.5
160,160.0,161.45900864960487,0.5,0.5
161,161.0,162.46292345303416,0.5,0.5
162,162.0,163.4648175415902,0.5,0.5
163,163.0,164.46487404587475,0.5,0.5
164,164.0,165.46327615927208,0.5,0.5
165,165.0,166.46020529973694,0.5,0.5
166,166.0,167.45583947315794,0.5,0.5
167,167.0,168.45035183450528,0.5,0.5
168,168.0,169.44390944137285,0.5,0.5
169,169.0,170.4366721931399,0.5,0.5
170,170.0,171.42879194779886,0.5,0.5
171,171.0,172.42041180751394,0.5,0.5
172,172.0,173.4116655631824,0.5,0.5
173,173.0,174.40267728765218,0.5,0.5
174,174.0,175.39356106679847,0.5,0.5
