,test,count,mean,std,min,lq,med,uq,max,outliers,parameter,value,HV_overall
0,HV,10.0,0.7831469979296066,0.0264672257814009,0.7247145700429696,0.7696567231719867,0.7913628154146193,0.8028432868395866,0.8095430317446969,,max_iterations_t,10.0,0.8368001409629533
0,HV,10.0,0.7991281120975848,0.0074895093437682,0.7908654404491593,0.7932592076440366,0.7982127339204119,0.8031512428367193,0.8144591147366357,,max_iterations_t,50.0,0.8341146365198167
0,HV,8.0,0.8025060970481878,0.0066050920213929,0.7926418940294981,0.7992971875488065,0.8028857359107129,0.8041215645285951,0.8152087813512421,"0.8165054803352677, 0.7761756590618755",max_iterations_t,100.0,0.8351478308925115
0,HV,8.0,0.8264959292942642,0.0067815420373639,0.8181874246629103,0.8227753282794911,0.8249496417859047,0.8289666854884248,0.8407286823568044,"0.6698327266319866, 0.8010115693741967",max_iterations_t,250.0,0.850723436292354
0,HV,10.0,0.8227600706416617,0.0096895232634111,0.8047679117059319,0.817245736070898,0.8222753503049525,0.8294410338351135,0.8365630669053424,,max_iterations_t,500.0,0.8506209177809546
0,HV,10.0,0.8038747191753666,0.0092352975406922,0.7862296815118277,0.7990861435819809,0.804110752029346,0.810586037459303,0.8168739062356083,,min_accepts,5.0,0.8437649923311349
0,HV,9.0,0.820923387435876,0.0064878974169809,0.8109046057242173,0.8168618923475538,0.8189314847964249,0.8258651000556643,0.8305000580671256,0.794206102254206,min_accepts,10.0,0.8427566266604195
0,HV,8.0,0.8140050898839059,0.0041136238496561,0.8084353512660637,0.8119035605159566,0.8132537213018249,0.8158701458886471,0.8208088550364222,"0.7971246761256011, 0.7682953494239341",min_accepts,25.0,0.8457392746014392
0,HV,9.0,0.8085408065056536,0.0066362788007584,0.8003075555341974,0.804123967306206,0.8066725134255199,0.8128812907721324,0.8221808410522564,0.7757175294640607,min_accepts,50.0,0.8361714141547629
0,HV,8.0,0.8088760607261996,0.0055899872568254,0.8029081618350813,0.805522584107228,0.8082791707213539,0.8107478244851047,0.8204035865460473,"0.7757607794610567, 0.8285289795003024",min_accepts,100.0,0.8452683301896992
0,HV,10.0,0.8056357949789957,0.0092813819354482,0.7921845653575532,0.7983358762729716,0.8048924556787647,0.8131652189931562,0.8194921329056389,,max_attempts,10.0,0.8377172010844538
0,HV,9.0,0.8044724590515524,0.014932120905932,0.7862112602168105,0.7952441021821224,0.8016354906271648,0.8098826243137065,0.8291056461269226,0.634072988374561,max_attempts,25.0,0.8394912518871815
0,HV,9.0,0.8174684602066655,0.0091768118397524,0.8081382077681799,0.810634693705924,0.8141099110571821,0.8203931745097334,0.8339977013427523,0.7933675328679953,max_attempts,50.0,0.8440156821285407
0,HV,7.0,0.8034021042610971,0.006096236493096,0.7915438246613085,0.8021068355018401,0.8034551942045003,0.8074590226301606,0.8096839946978707,"0.8361217567508039, 0.7558689845461353, 0.7447601427249901",max_attempts,100.0,0.8429304275742758
0,HV,10.0,0.8057372722867633,0.0135328403488875,0.7868696212822022,0.7964643127455338,0.804741481152212,0.8157253785375894,0.8268406277656971,,max_attempts,250.0,0.8457128440477192
0,HV,10.0,0.80461853903112,0.0158238535552282,0.7780233950446717,0.7936290351646503,0.805021805206819,0.8202462046125321,0.8214351790670014,,max_reheating_times,1.0,0.8424338535346861
0,HV,10.0,0.8042005358194071,0.0168159298333204,0.779895158803577,0.7919901406025365,0.8068679393378745,0.817961563567484,0.8225204336212661,,max_reheating_times,3.0,0.8425772192654706
0,HV,8.0,0.8064331367060321,0.0118903678495982,0.7825782604691023,0.8014106306890766,0.8077829971446994,0.8157890521442787,0.818136966333081,"0.8396594463199459, 0.7614282110119298",max_reheating_times,5.0,0.8456527746074463
0,HV,10.0,0.8140487203206905,0.0073334809981247,0.7993864907833457,0.8100165791655152,0.8154919086463951,0.8200409673582663,0.8221207716119836,,max_reheating_times,10.0,0.8421631405905226
0,HV,8.0,0.8099608147017954,0.0092450438596271,0.7996427870618434,0.803916327274329,0.805879997276852,0.8164934664472129,0.824691743655666,"0.7511226978387013, 0.6977441922862829",max_reheating_times,25.0,0.8340970161506702
0,HV,10.0,0.8013123971310835,0.0102591604256939,0.7794626588336117,0.7950266508083343,0.8045889047739188,0.8085590943130258,0.8123342584027134,,max_poor_epochs,100.0,0.8385173260288894
0,HV,9.0,0.8118120547352741,0.0077160800229897,0.8008641990140603,0.8067814393438817,0.811132068671384,0.8194472810569018,0.8226862252764195,0.7802091217447368,max_poor_epochs,200.0,0.8455046033214395
0,HV,9.0,0.8130449466249651,0.0059818401582184,0.8035072543860704,0.8089639623404656,0.8121132028625091,0.8190195866421583,0.8211132068671383,0.7811061587194801,max_poor_epochs,400.0,0.8408872656791251
0,HV,10.0,0.815177064686778,0.0077932959485635,0.8024700553840238,0.8101375189719316,0.8136573879404593,0.8206088238003132,0.8292562201905402,,max_poor_epochs,600.0,0.8451161542743411
0,HV,10.0,0.8037454497398995,0.0182717535641912,0.7672581504218876,0.7970469863161816,0.8049925714125529,0.8192838921793594,0.8241751464693187,,max_poor_epochs,800.0,0.841211640656599
0,HV,8.0,0.7824810480915939,0.0134389258829507,0.7544577531626562,0.7802113242908804,0.7848264593870513,0.7907390943931185,0.7963197456259437,"0.7316954399285575, 0.8222897669706181",Temp,0.0001,0.8367576918918267
0,HV,9.0,0.7937251017732054,0.0240846889394126,0.7520814061054579,0.7765256636671992,0.7989123426681243,0.8081958744308421,0.8307691691595485,0.6799956750003003,Temp,0.001,0.8359423493558553
0,HV,8.0,0.8143863305981714,0.0034661645602841,0.8111144483022374,0.8119666334282432,0.8133826703669442,0.8160747824485104,0.8212397531546469,"0.8026855044431362, 0.7867871259175605",Temp,0.1,0.8451562005678563
0,HV,9.0,0.8105170465947524,0.0115559160987376,0.7902671488240408,0.8051699764928257,0.8078474716772589,0.8169644108589529,0.8295862016491065,0.5779312885695864,Temp,1.0,0.8453171866677882
0,HV,6.0,0.8007819706247088,0.001207454301105,0.7994753935549495,0.7999805775476452,0.800528210611467,0.8013629755997933,0.8027207451814298,"0.8180776978186787, 0.7823043438214576, 0.7839182094501244, 0.8291472942721787",Temp,10.0,0.8380207519892997
0,HV,10.0,0.8032001794073949,0.0122981546829384,0.7875552138271842,0.7954359239280608,0.8014456711959024,0.8100880617994403,0.8239332668564862,,Cooling_rate,0.95,0.8386558862044522
0,HV,10.0,0.7979010936642759,0.0205496819655497,0.765311900557044,0.7795291356808469,0.8013727869417044,0.8162882291929471,0.8223954891854984,,Cooling_rate,0.96,0.8327250301348359
0,HV,9.0,0.8130383612344758,0.0104142802852857,0.7900789312445186,0.8101637492941839,0.8170621238151303,0.8180016098609993,0.8234062576338246,0.7676033494719896,Cooling_rate,0.97,0.8420349924512737
