,Unnamed: 0,Generation,Intertwine_two,Add_vertex,Delete_vertex
0,0.0,0.0,0.3333333333333332,0.3333333333333332,0.3333333333333332
1,1.0,1.0,0.33906297372538835,0.25582284008310285,0.40511418619150874
2,2.0,2.0,0.35462342744214226,0.2422425138516517,0.40313405870620594
3,3.0,3.0,0.34964760315610766,0.2634875567975846,0.3868648400463078
4,4.0,4.0,0.35887371014672115,0.25071597106333493,0.39041031878994376
5,5.0,5.0,0.3395299285825339,0.2660197503101018,0.3944503211073642
6,6.0,6.0,0.34728246337888263,0.2752727355915066,0.37744480102961064
7,7.0,7.0,0.3507290642833981,0.2735042415159178,0.375766694200684
8,8.0,8.0,0.3472160643559682,0.26848226847902534,0.3843016671650064
9,9.0,9.0,0.35373910818795895,0.26707827951701163,0.3791826122950293
10,10.0,10.0,0.3540700821198211,0.26214040590034204,0.3837895119798368
11,11.0,11.0,0.3219402819060923,0.2873281439900672,0.3907315741038406
12,12.0,12.0,0.330952697256441,0.2917291122749329,0.3773181904686259
13,13.0,13.0,0.31632789964748387,0.31302041555345966,0.3706516847990565
14,14.0,14.0,0.34128685504907647,0.278509061146777,0.3802040838041467
15,15.0,15.0,0.3277190795796359,0.3024722707782496,0.36980864964211435
16,16.0,16.0,0.36344847261511565,0.28563777883844255,0.35091374854644175
17,17.0,17.0,0.34361214607505036,0.3059520630582399,0.3504357908667096
18,18.0,18.0,0.3195472818862655,0.30215132244541465,0.3783013956683198
19,19.0,19.0,0.3248632950312582,0.30514176361505263,0.36999494135368916
20,20.0,20.0,0.3472439022831284,0.298116158774619,0.35463993894225243
21,21.0,21.0,0.332296865019684,0.3052024876928631,0.3625006472874528
22,22.0,22.0,0.29951680785259205,0.3199939090078704,0.38048928313953756
23,23.0,23.0,0.3300325980034392,0.29671926759656647,0.3732481343999942
24,24.0,24.0,0.3319863267139076,0.29501891166974825,0.37299476161634415
25,25.0,25.0,0.3162944522010925,0.29279381816608285,0.3909117296328245
26,26.0,26.0,0.3020878984485468,0.29926258306935327,0.3986495184821
27,27.0,27.0,0.34289311027955105,0.2914466221971786,0.36566026752327024
28,28.0,28.0,0.3216086451185357,0.28666142554543633,0.3917299293360278
29,29.0,29.0,0.3201532593052508,0.3167193462947168,0.36312739440003233
30,30.0,30.0,0.3133200673484923,0.3195069097379598,0.36717302291354764
31,31.0,31.0,0.3298298576144854,0.31102485446930944,0.35914528791620504
32,32.0,32.0,0.32232833604386885,0.3133915319802294,0.36428013197590164
33,33.0,33.0,0.3163254572390304,0.33055233852354104,0.35312220423742846
34,34.0,34.0,0.33003065003075394,0.29956271914131066,0.37040663082793535
