,test,count,mean,std,min,lq,med,uq,max,outliers,parameter,value,HV_overall
0,HV,10.0,0.7412798234670299,0.0086733784016741,0.7272681044133732,0.7334021687011059,0.7440927360255614,0.748065976110396,0.7524221819502912,,max_iterations_t,10.0,0.7596769262214763
0,HV,10.0,0.7447289794570486,0.0076772005023864,0.7343819111544677,0.739251772678334,0.7441385104791158,0.7492405196497449,0.7576514731600635,,max_iterations_t,50.0,0.7622136178974531
0,HV,10.0,0.7108978661953715,0.0442161245377728,0.6467206433331678,0.6644467969050807,0.7393441372426459,0.7458822952659678,0.7504239490004587,,max_iterations_t,100.0,0.7556691796526591
0,HV,10.0,0.7126853369971421,0.0440822779637148,0.6453076819941763,0.6749143126202832,0.7373097785362583,0.7468217019755172,0.7539819918422468,,max_iterations_t,250.0,0.7631510867570729
0,HV,7.0,0.7434345519884856,0.0031958465754662,0.7398908587923042,0.7414916705742631,0.7416218798923067,0.7455108647282508,0.7485240546297617,"0.7636364351238321, 0.4880037677503782, 0.6366854470595097",max_iterations_t,500.0,0.76561127443209
0,HV,8.0,0.7439929541212476,0.0035976756077817,0.7404995450926322,0.7414428970461648,0.7425446775474156,0.7458811858234191,0.7497384012894271,"0.7348963168727032, 0.7311516420900523",max_attempts,10.0,0.757323843783513
0,HV,8.0,0.7437786790993663,0.0083306986307462,0.7303218086117802,0.7409778561202218,0.745975768640379,0.7483675095666317,0.7546161439916065,"0.6637223288717529, 0.1093133520953581",max_attempts,25.0,0.7642992062614146
0,HV,8.0,0.7424443818286475,0.0040572782593429,0.7371359861761599,0.7390944457813889,0.7424434197341352,0.7446195396725717,0.748845274107437,"0.5042338257887266, 0.6782205666977692",max_attempts,50.0,0.7545389643324188
0,HV,9.0,0.7388363922329987,0.0233624493271736,0.6849790794147742,0.7409186550717677,0.7481945957038981,0.752494183823017,0.7567518264883848,0.6559697893281606,max_attempts,100.0,0.7690610518718428
0,HV,9.0,0.7456257222420185,0.0077158874212212,0.7341655882997249,0.7409991278185268,0.7423194606341696,0.7522182348633002,0.757107223424623,0.6370584896345788,max_attempts,250.0,0.7651680878673357
0,HV,10.0,0.6939387125782366,0.0422848857634672,0.6368444960146856,0.6626542902991847,0.674180706934282,0.7391153361633667,0.7475031216900181,,max_poor_epochs,100.0,0.7588404465612736
0,HV,8.0,0.7424397279631794,0.006259314096284,0.7357560330234804,0.7381620599926252,0.7398580950349949,0.746066789983586,0.7535821764237368,"0.6409963139251352, 0.6327091315002569",max_poor_epochs,200.0,0.7602234177619763
0,HV,8.0,0.7424067052431829,0.0054106139640372,0.7370830689920865,0.738092381536215,0.740766537862027,0.7457625005916121,0.751421442458703,"0.6532988909004416, 0.675622755122186",max_poor_epochs,400.0,0.7553612460625649
0,HV,8.0,0.7430022605174632,0.0035848476033105,0.7364267235393133,0.7419846445086291,0.7431166680266941,0.7447211028829668,0.7487688337561736,"0.6530569665995386, 0.7004346872052051",max_poor_epochs,600.0,0.7581942813158851
0,HV,7.0,0.737794763472356,0.0038762064305335,0.7305697709313745,0.73624942386842,0.7392254397666206,0.7402356978730371,0.7417978901255832,"0.6908321249027729, 0.6648056421572448, 0.7549419179137216",max_poor_epochs,800.0,0.7575781884777895
0,HV,9.0,0.7290265627490146,0.0362969192803713,0.6561667434486249,0.7402658110606606,0.7464129800771989,0.7475177508998959,0.7539305764469648,0.4016086805136697,Cooling_rate,0.95,0.757904389328474
0,HV,8.0,0.7272603401369873,0.0280755374861341,0.6764988088042733,0.7204359734350391,0.735477807448695,0.7462319577844733,0.7552250545331551,"0.1865555156902809, 0.5090350805794561",Cooling_rate,0.96,0.7610302184489419
0,HV,9.0,0.7410848311064512,0.0048219762897617,0.7334781697530905,0.7376721351974891,0.7424683343403637,0.7434876470968083,0.7477715036216346,0.6225020384435193,Cooling_rate,0.97,0.7582028460959889
0,HV,10.0,0.7090889912047589,0.0403055309468734,0.6515262689050624,0.6709095069912708,0.7332404498232953,0.7417515191205585,0.7460072562668041,,Cooling_rate,0.98,0.7564345967032291
0,HV,10.0,0.6789098285558127,0.041834665618516,0.622043545492781,0.6574364984342322,0.6685642060323138,0.714166227397324,0.7440830340510339,,Cooling_rate,0.99,0.752405309215092
0,HV,7.0,0.7503414868067501,0.0017237179897212,0.7479052381108418,0.7493312736945831,0.7500156604816939,0.7515248763529123,0.7527572089597239,"0.7364126393489377, 0.5944193221896533, 0.7582695650438824",min_accepts,5.0,0.7601370851954383
