,f_1,f_2,R_x
6,10.370728562217923,202,0-1-2-5-7-9-10-11*0-1-4-3-5-14-6-9*11-3-4-1-2-5-14-8*0-1-3-11-10-12-13-9*13-12-10-9-6-14-8*0-1-2-5-7-14-6*
7,10.37137330754352,200,0-1-2-5-7-9-10-11*0-1-4-3-5-14-6-9*11-3-4-1-2-5-14-8*0-1-3-11-10-12-13-9*12-10-9-6-14-8*0-1-2-5-7-14-6*
8,10.377820760799484,195,0-1-2-5-7-9-10-11*0-1-4-3-5-14-6-9*11-3-4-1-2-5-14-8*0-1-3-11-10-12-13-9*10-9-6-14-8*0-1-2-5-7-14-6*
5,10.38039974210187,188,0-1-2-5-7-9-10-11*0-1-4-3-5-14-6-9*4-1-2-5-14-8*0-1-3-11-10-12-13-9*13-12-10-9-6-14-8*0-1-2-5-7-14-6*
53,10.38749194068343,170,8-14-7-9-10*13-12-10-11-3-1-0*6-14-5-3-11*0-1-2-5-7-9-10-11*4-1-2-5-7-14-6-9*4-3-5-7-9-13-12*
57,10.392649903288202,164,8-14-7-9-10*13-12-10-11-3-1-0*6-14-5-3-4*0-1-2-5-7-9-10-11*4-1-2-5-7-14-6-9*4-3-5-7-9-13-12*
56,10.402321083172149,162,8-14-7-9-10*12-10-11-3-1-0*6-14-5-3-4*0-1-2-5-7-9-10-11*4-1-2-5-7-14-6-9*4-3-5-7-9-13-12*
52,10.406834300451322,160,8-14-7-9-10*13-12-10-11-3-1-0*6-14-5-3*0-1-2-5-7-9-10-11*4-1-2-5-7-14-6-9*4-3-5-7-9-13-12*
54,10.416505480335267,158,8-14-7-9-10*12-10-11-3-1-0*6-14-5-3*0-1-2-5-7-9-10-11*4-1-2-5-7-14-6-9*4-3-5-7-9-13-12*
51,10.41972920696325,155,8-14-7-9*13-12-10-11-3-1-0*6-14-5-3*0-1-2-5-7-9-10-11*4-1-2-5-7-14-6-9*4-3-5-7-9-13-12*
55,10.429400386847195,153,8-14-7-9*12-10-11-3-1-0*6-14-5-3*0-1-2-5-7-9-10-11*4-1-2-5-7-14-6-9*4-3-5-7-9-13-12*
50,10.458413926499032,151,8-14-7-9*13-12-10-11-3-1-0*6-14-5*0-1-2-5-7-9-10-11*4-1-2-5-7-14-6-9*4-3-5-7-9-13-12*
49,10.46808510638298,149,8-14-7-9*12-10-11-3-1-0*6-14-5*0-1-2-5-7-9-10-11*4-1-2-5-7-14-6-9*4-3-5-7-9-13-12*
