,f_1,f_2,Routes
0,24.725245499181668,188,5-6-10*20-4-24-14-11-17-19-8-26*11-17-0-13*19-22-25*1-9-3-11-17-18-13*3-24-7-10-21*12-19*2-21-10-27*23-4-7-27-29-15*11-17-12*19-17-28-16-27*17-19*
1,29.974894786065,195,10-7-24*4-7*20-23-9*2-7-14-23-3*14-24*8-12-17-28*4-7-16-15-29*4-14*18-17-0-13-6-21-5*1-23-14-11-25-22*2-16-28-17-19-8*26-8-12-0-28-16-15-27*
2,23.628448678980593,209,21-6-16-28-25*9-3-11-17-22-18*12-0-28-16-15*16-7-20-23*5-6-16-28-25-11*14-11-17-22-18*26-8-12-18-13-6-10*7-14-9*6-13-0-22-17-19*4-1-14-24*27-10-6-13-18*6-10-29-2*
3,24.23360416179565,199,13-6-15*10-2-21-15-16-28*12-8-26*12-0-13*16-28-25*9-1-3-11-17-19*17-28*5-15-16-28-0-26*4-20-23-14-7-27-29*13-0-22-17*8-12-17-28-16-27-29*13-18-17-11-14-24*
4,21.0158989946224,241,0-12-8-26*6-13-18-19*9-1-14-7-16-6*4-14-11-17-19*25-22-17-11-14-24*21-15-16-7-24*17-11-14-20*8-12-17-28-16-27-10*12-18-13-6-15-29*5-6-13-0-17*13-18-22-17-11-14-23*2-7-14-11-3*
5,22.70537175590367,215,26-8-19-17-28-7-20-23-4*3-14-7-16-6-5-21*0-13-6*17-28-7-20*5-15-27-2-10*13-18*0-22-17-11-3-1*3-14-7-27-15-29*9-3-11-17-22-18*1-24-7-28*1-3-11-17-12*25-0-18*
6,27.26928922141688,210,12-0-28-16-15-5-21-6*14-7-27-29*10-16-2*8-12-0-28-16-27*20-23-3-9*0-22-17-11-3-1*12-18*24-7-27-29*19-8-12-17-28-16-27*0-22-25*13-0-28-16-10*4-1-3-11-17-22-0-26*
7,22.360270049099835,232,23-20-7-28*13-0-25*3-11-17-0-13*21-5-15-10-7-24*4-24-14-11-17-12-18*22-0-28*8-19-17-28-16-27-29*1-14-7-27-29*6-16-7-14-9*22-25-7-27*2-16-28-17-19-8*4-24-14-11-17-19-8-26*
8,22.863280336684593,232,15-16-28-17*24-7-27-29*21-10-7-20-23*8-19-17-11*3-11-25*5-21-6-13-18-22-12*1-14-7-16-2*4-7-28-17-19-8*3-24-7-16-6*8-19-17-11-14-24*26-0-13-6-10*13-0-17-11-14-9*
9,23.336947626841244,216,4-14-11-17-19*14-7-28*10-21-5*29-2-16-28-17-12-8*9-1-3-11-17-18-13-6*26-8-12-0-25*27-15-16-28-17-22*1-14-7-2*7-25-0-18*8-12-0-25-7-20*1-24-20*21-10-7-24-23*
