,f_1,f_2,R_x
0,23.107482724785456,1609,53-46-7-4-25-34-51-8-26-1-11-31*53-47-6-21-63-30-26-16-10-17-43-13-20-52-8-56-51-58-33-22-19-66-18-5-37-67-27-12-4-40*14-60-17-20-55-52-64-35-57-25-41-45-22-13-50-2-0-3-23*46-40-7-47-6-63-24-42-15-49-1-59-17-43-33-58-34-41-27-25-12*33-22-19-29-48-39-18-5-37-65-54-66-3-0-50-17-9-31-11-68-59-10-8-28-56-51-34-41-12*42-15-49-62-24-21-63-6-35-41-36-19-66-29-48-39-65-67-18-69-38-22-13-43-33-58-51-64-52*20-52-64-58-57-35-6-63-21-62-42-15-49-26-8-51-41-27-67-5-65-32-39-48-66-69-23-50-2-14*59-11-15-30-26-49-9-68-1-16-10-55-52-64-51-57-34-41-45-22-19-65-37-32-39-48-29-69-18-54*55-20-13-50-0-3-48-39-65-5-18-54-36-45-58-64-52-10-59-68-9-11-31-1-16-26-49-42-30-62*12-25-27-67-37-65-54-19-18-69-3-38-36-41-57-51-35-58-33-22-13-43-61-44-14-2-0-23-29-48*61-60-44-17-55-8-56-6-63-24-30-26-16-10-20-43-50-23-69-29-48-3-38-54-32-39*24-21-6-56-8-52-10-17-59-11-49-42-62-26-16-55-20-33-22-38-18-32-39*36-45-41-27-67-37-65-5-18-69-0-2-14-44-60-17-10-8-28-56-6-47-53-40-7-4-25-34-58-33*44-14-61-17-10-8-56-6-47-53-4-7-46*25-27-67-65-18-54-36-45-34-35-6-47-53-46-40-7-4-12-41-58-33-13-50-0-23-29-3-38-66-19*
2,23.126748937009715,1569,47-53-4-25-34-51-8-26-1-31-11-9-68*1-49-62-21-63-6-35-64-52-8-28-56-51-58-33-22-19-18-54-36-41-34-57*14-61-17-20-52-64-35-57-25-12-41-45-36-54-32-39-65-37-18-5*34-58-35-57-41-36-54-5-37-67-27-12-40-46-7-47-6-56-8-10-17-61-14-2-0-3-48-29-23-50*57-41-36-19-29-48-39-18-54-66-3-0-50-17-9-11-49-26-16-55-20-33-22-45-34-25-12-27-67-65*63-30-24-62-15-49-26-8-51-41-27-67-37-5-65-32-39-48-69-23-50-2-14-44-60-61-43-20-33-13*68-11-15-30-42-62-21-6-35-41-36-19-66-48-39-32-18-54-38-22-13-43-17-10-28-8-26-49-1-31*11-15-42-49-62-30-26-1-16-55-52-64-35-51-57-25-27-67-65-18-69-3-38-36-41-12-40-46-53-7*37-5-32-65-54-36-45-58-64-52-10-59-9-68-11-49-1-31*60-14-44-61-43-13-33-58-35-34-45-22-19-65-37-67-18-54-66-3-69-38*46-40-47-6-63-24-42-49-1-59-17-60-44-14-2-0-69-18-5-37-65-54-32*16-26-1-9-31-11-68-59-10-55-8-28-56-6-63-30-21*32-54-19-29-23-2-14-44-17-10-28-56-6-47-40-7-4-12-25-34-57-51-58-45-36-22*58-64-52-8-56-6-63-21-24-30-26-16-10-20-43-50-23-69-29-48-39-32-37-67-27-25-4-7-40-46*57-25-27-67-37-5-18-66-29-69-38-36-45-34-35-6-47-53-4-12-41-58-33-50-23-0-2*
3,23.128176640691112,1568,47-53-4-25-34-51-8-26-1-31-11-9*1-49-62-21-63-6-35-64-52-8-28-56-51-58-33-22-19-18-54-36-41-34-57*14-61-17-20-52-64-35-57-25-12-41-45-36-54-32-39-65-37-18-5*34-58-35-57-41-36-54-5-37-67-27-12-40-46-7-47-6-56-8-10-17-61-14-2-0-3-48-29-23-50*57-41-36-19-29-48-39-18-54-66-3-0-50-17-9-11-49-26-16-55-20-33-22-45-34-25-12-27-67-65*63-30-24-62-15-49-26-8-51-41-27-67-37-5-65-32-39-48-69-23-50-2-14-44-60-61-43-20-33-13*68-11-15-30-42-62-21-6-35-41-36-19-66-48-39-32-18-54-38-22-13-43-17-10-28-8-26-49-1-31*11-15-42-49-62-30-26-1-16-55-52-64-35-51-57-25-27-67-65-18-69-3-38-36-41-12-40-46-53-7*37-5-32-65-54-36-45-58-64-52-10-59-9-68-11-49-1-31*60-14-44-61-43-13-33-58-35-34-45-22-19-65-37-67-18-54-66-3-69-38*46-40-47-6-63-24-42-49-1-59-17-60-44-14-2-0-69-18-5-37-65-54-32*16-26-1-9-31-11-68-59-10-55-8-28-56-6-63-30-21*32-54-19-29-23-2-14-44-17-10-28-56-6-47-40-7-4-12-25-34-57-51-58-45-36-22*58-64-52-8-56-6-63-21-24-30-26-16-10-20-43-50-23-69-29-48-39-32-37-67-27-25-4-7-40-46*57-25-27-67-37-5-18-66-29-69-38-36-45-34-35-6-47-53-4-12-41-58-33-50-23-0-2*
1,23.12922535394072,1564,47-53-4-25-34-51-8-26-1-31-11-9-68*1-49-62-21-63-6-35-64-52-8-28-56-51-58-33-22-19-18-54-36-41-34-57*14-61-17-20-52-64-35-57-25-12-41-45-36-54-32-39-65-37-18-5*34-58-35-57-41-36-54-5-37-67-27-12-40-46-7-47-6-56-8-10-17-61-14-2-0-3-48-29-23-50*57-41-36-19-29-48-39-18-54-66-3-0-50-17-9-11-49-26-16-55-20-33-22-45-34-25-12-27-67-65*63-30-24-62-15-49-26-8-51-41-27-67-37-5-65-32-39-48-69-23-50-2-14-44-60-61-43-20-33-13*68-11-15-30-42-62-21-6-35-41-36-19-66-48-39-32-18-54-38-22-13-43-17-10-28-8-26-49-1-31*11-15-42-49-62-30-26-1-16-55-52-64-35-51-57-25-27-67-65-18-69-3-38-36-41-12-40-46-53-7*37-5-32-65-54-36-45-58-64-52-10-59-9-68-11-49-1-31*60-14-44-61-43-13-33-58-35-34-45-22-19-65-37-67-18-54-66-3-69*46-40-47-6-63-24-42-49-1-59-17-60-44-14-2-0-69-18-5-37-65-54-32*16-26-1-9-31-11-68-59-10-55-8-28-56-6-63-30-21*32-54-19-29-23-2-14-44-17-10-28-56-6-47-40-7-4-12-25-34-57-51-58-45-36-22*58-64-52-8-56-6-63-21-24-30-26-16-10-20-43-50-23-69-29-48-39-32-37-67-27-25-4-7-40-46*57-25-27-67-37-5-18-66-29-69-38-36-45-34-35-6-47-53-4-12-41-58-33-50-23-0-2*
4,23.132044419755264,1563,47-53-4-25-34-51-8-26-1-31-11-9*1-49-62-21-63-6-35-64-52-8-28-56-51-58-33-22-19-18-54-36-41-34-57*14-61-17-20-52-64-35-57-25-12-41-45-36-54-32-39-65-37-18-5*34-58-35-57-41-36-54-5-37-67-27-12-40-46-7-47-6-56-8-10-17-61-14-2-0-3-48-29-23-50*57-41-36-19-29-48-39-18-54-66-3-0-50-17-9-11-49-26-16-55-20-33-22-45-34-25-12-27-67*63-30-24-62-15-49-26-8-51-41-27-67-37-5-65-32-39-48-69-23-50-2-14-44-60-61-43-20-33-13*68-11-15-30-42-62-21-6-35-41-36-19-66-48-39-32-18-54-38-22-13-43-17-10-28-8-26-49-1-31*11-15-42-49-62-30-26-1-16-55-52-64-35-51-57-25-27-67-65-18-69-3-38-36-41-12-40-46-53-7*37-5-32-65-54-36-45-58-64-52-10-59-9-68-11-49-1-31*60-14-44-61-43-13-33-58-35-34-45-22-19-65-37-67-18-54-66-3-69-38*46-40-47-6-63-24-42-49-1-59-17-60-44-14-2-0-69-18-5-37-65-54-32*16-26-1-9-31-11-68-59-10-55-8-28-56-6-63-30-21*32-54-19-29-23-2-14-44-17-10-28-56-6-47-40-7-4-12-25-34-57-51-58-45-36-22*58-64-52-8-56-6-63-21-24-30-26-16-10-20-43-50-23-69-29-48-39-32-37-67-27-25-4-7-40-46*57-25-27-67-37-5-18-66-29-69-38-36-45-34-35-6-47-53-4-12-41-58-33-50-23-0-2*
5,23.134785610823556,1559,47-53-4-25-34-51-8-26-1-31-11-9*1-49-62-21-63-6-35-64-52-8-28-56-51-58-33-22-19-18-54-36-41-34-57*14-61-17-20-52-64-35-57-25-12-41-45-36-54-32-39-65-37-18-5*34-58-35-57-41-36-54-5-37-67-27-12-40-46-7-47-6-56-8-10-17-61-14-2-0-3-48-29-23-50*57-41-36-19-29-48-39-18-54-66-3-0-50-17-9-11-49-26-16-55-20-33-22-45-34-25-12-27-67*63-30-24-62-15-49-26-8-51-41-27-67-37-5-65-32-39-48-69-23-50-2-14-44-60-61-43-20-33*68-11-15-30-42-62-21-6-35-41-36-19-66-48-39-32-18-54-38-22-13-43-17-10-28-8-26-49-1-31*11-15-42-49-62-30-26-1-16-55-52-64-35-51-57-25-27-67-65-18-69-3-38-36-41-12-40-46-53-7*37-5-32-65-54-36-45-58-64-52-10-59-9-68-11-49-1-31*60-14-44-61-43-13-33-58-35-34-45-22-19-65-37-67-18-54-66-3-69-38*46-40-47-6-63-24-42-49-1-59-17-60-44-14-2-0-69-18-5-37-65-54-32*16-26-1-9-31-11-68-59-10-55-8-28-56-6-63-30-21*32-54-19-29-23-2-14-44-17-10-28-56-6-47-40-7-4-12-25-34-57-51-58-45-36-22*58-64-52-8-56-6-63-21-24-30-26-16-10-20-43-50-23-69-29-48-39-32-37-67-27-25-4-7-40-46*57-25-27-67-37-5-18-66-29-69-38-36-45-34-35-6-47-53-4-12-41-58-33-50-23-0-2*
6,23.146118982228984,1555,47-53-4-25-34-51-8-26-1-31-11-9*1-49-62-21-63-6-35-64-52-8-28-56-51-58-33-22-19-18-54-36-41-34-57*14-61-17-20-52-64-35-57-25-12-41-45-36-54-32-39-65-37-18-5*34-58-35-57-41-36-54-5-37-67-27-12-40-46-7-47-6-56-8-10-17-61-14-2-0-3-48-29-23-50*57-41-36-19-29-48-39-18-54-66-3-0-50-17-9-11-49-26-16-55-20-33-22-45-34-25-12-27-67*63-30-24-62-15-49-26-8-51-41-27-67-37-5-65-32-39-48-69-23-50-2-14-44-60-61-43-20-33*68-11-15-30-42-62-21-6-35-41-36-19-66-48-39-32-18-54-38-22-13-43-17-10-28-8-26-49-1-31*11-15-42-49-62-30-26-1-16-55-52-64-35-51-57-25-27-67-65-18-69-3-38-36-41-12-40-46-53-7*37-5-32-65-54-36-45-58-64-52-10-59-9-68-11-49-1-31*60-14-44-61-43-13-33-58-35-34-45-22-19-65-37-67-18-54-66-3-69-38*46-40-47-6-63-24-42-49-1-59-17-60-44-14-2-0-69-18-5-37-65-54-32*16-26-1-9-31-11-68-59-10-55-8-28-56-6-63-30-21*32-54-19-29-23-2-14-44-17-10-28-56-6-47-40-7-4-12-25-34-57-51-58-45-36-22*58-64-52-8-56-6-63-21-24-30-26-16-10-20-43-50-23-69-29-48-39-32-37-67-27-25-4-7-40-46*57-25-27-67-37-5-18-66-69-38-36-45-34-35-6-47-53-4-12-41-58-33-50-23-0-2*
7,23.149301463526065,1550,53-4-25-34-51-8-26-1-31-11-9*1-49-62-21-63-6-35-64-52-8-28-56-51-58-33-22-19-18-54-36-41-34-57*14-61-17-20-52-64-35-57-25-12-41-45-36-54-32-39-65-37-18-5*34-58-35-57-41-36-54-5-37-67-27-12-40-46-7-47-6-56-8-10-17-61-14-2-0-3-48-29-23-50*57-41-36-19-29-48-39-18-54-66-3-0-50-17-9-11-49-26-16-55-20-33-22-45-34-25-12-27-67*63-30-24-62-15-49-26-8-51-41-27-67-37-5-65-32-39-48-69-23-50-2-14-44-60-61-43-20-33*68-11-15-30-42-62-21-6-35-41-36-19-66-48-39-32-18-54-38-22-13-43-17-10-28-8-26-49-1-31*11-15-42-49-62-30-26-1-16-55-52-64-35-51-57-25-27-67-65-18-69-3-38-36-41-12-40-46-53-7*37-5-32-65-54-36-45-58-64-52-10-59-9-68-11-49-1-31*60-14-44-61-43-13-33-58-35-34-45-22-19-65-37-67-18-54-66-3-69-38*46-40-47-6-63-24-42-49-1-59-17-60-44-14-2-0-69-18-5-37-65-54-32*16-26-1-9-31-11-68-59-10-55-8-28-56-6-63-30-21*32-54-19-29-23-2-14-44-17-10-28-56-6-47-40-7-4-12-25-34-57-51-58-45-36-22*58-64-52-8-56-6-63-21-24-30-26-16-10-20-43-50-23-69-29-48-39-32-37-67-27-25-4-7-40-46*57-25-27-67-37-5-18-66-69-38-36-45-34-35-6-47-53-4-12-41-58-33-50-23-0-2*
8,23.149322230125065,1544,53-4-25-34-51-8-26-1-31-11-9*1-49-62-21-63-6-35-64-52-8-28-56-51-58-33-22-19-18-54-36-41-34-57*14-61-17-20-52-64-35-57-25-12-41-45-36-54-32-39-65-37-18-5*34-58-35-57-41-36-54-5-37-67-27-12-40-46-7-47-6-56-8-10-17-61-14-2-0-3-48-29-23-50*57-41-36-19-29-48-39-18-54-66-3-0-50-17-9-11-49-26-16-55-20-33-22-45-34-25-12-27-67*63-30-24-62-15-49-26-8-51-41-27-67-37-5-65-32-39-48-69-23-50-2-14-44-60-61-43-20-33*68-11-15-30-42-62-21-6-35-41-36-19-66-48-39-32-18-54-38-22-13-43-17-10-28-8-26-49-1-31*11-15-42-49-62-30-26-1-16-55-52-64-35-51-57-25-27-67-65-18-69-3-38-36-41-12-40-46-53-7*37-5-32-65-54-36-45-58-64-52-10-59-9-68-11-49-1-31*60-14-44-61-43-13-33-58-35-34-45-22-19-65-37-67-18-54-66-3-69-38*46-40-47-6-63-24-42-49-1-59-17-60-44-14-2-0-69-18-5-37-65-54-32*16-26-1-9-31-11-68-59-10-55-8-28-56-6-63-30-21*32-54-19-29-23-2-14-44-17-10-28-56-6-47-40-7-4-12-25-34-57-51-58-45-36-22*58-64-52-8-56-6-63-21-24-30-26-16-10-20-43-50-23-69-29-48-39-32-37-67-27-25-4-7-40-46*25-27-67-37-5-18-66-69-38-36-45-34-35-6-47-53-4-12-41-58-33-50-23-0-2*
9,23.155713150967983,1533,53-4-25-34-51-8-26-1-31-11-9*1-49-62-21-63-6-35-64-52-8-28-56-51-58-33-22-19-18-54-36-41-34-57*61-17-20-52-64-35-57-25-12-41-45-36-54-32-39-65-37-18-5*34-58-35-57-41-36-54-5-37-67-27-12-40-46-7-47-6-56-8-10-17-61-14-2-0-3-48-29-23-50*57-41-36-19-29-48-39-18-54-66-3-0-50-17-9-11-49-26-16-55-20-33-22-45-34-25-12-27-67*63-30-24-62-15-49-26-8-51-41-27-67-37-5-65-32-39-48-69-23-50-2-14-44-60-61-43-20-33*68-11-15-30-42-62-21-6-35-41-36-19-66-48-39-32-18-54-38-22-13-43-17-10-28-8-26-49-1-31*59-11-15-42-62-30-26-1-16-55-52-64-35-51-57-25-27-67-65-18-69-3-38-36-41-12-40-46-53-7*37-5-32-65-54-36-45-58-64-52-10-59-9-68-11-49-1-31*60-14-44-61-43-13-33-58-35-34-45-22-19-65-37-67-18-54-66-3-69-38*46-40-47-6-63-24-42-49-1-59-17-60-44-14-2-0-69-18-5-37-65-54-32*16-26-1-9-31-11-68-59-10-55-8-28-56-6-63-30-21*32-54-19-29-23-2-14-44-17-10-28-56-6-47-40-7-4-12-25-34-57-51-58-45-36-22*58-64-52-8-56-6-63-21-24-30-26-16-10-20-43-50-23-69-29-48-39-32-37-67-27-25-4-7-40-46*25-27-67-37-5-18-66-69-38-36-45-34-35-6-47-53-4-12-41-58-33-50-23-0-2*
