,test,count,mean,std,min,lq,med,uq,max,outliers,parameter,value,HV_overall
0,HV,19.0,0.7049805324754113,0.0070875214485628,0.6899118184907244,0.7015869709074747,0.7071233097217767,0.7088527167099934,0.7164127463795963,0.6843392000070073,mutation_funcs,0,0.7285854417467839
0,HV,20.0,0.7227815809345788,0.0043840529947586,0.7155960155303984,0.7187685754183464,0.7235750329393378,0.7255893275713972,0.7292151960967445,,mutation_funcs,1,0.734514099330453
0,HV,19.0,0.6976450736834201,0.0049929672030091,0.6872705579523363,0.6948089431833193,0.6979645225161124,0.7003316985047012,0.7056015226812733,0.683046991756029,mutation_funcs,2,0.7148032415568171
0,HV,19.0,0.6968835926670401,0.0043834273346355,0.6885113989753706,0.6933560876007174,0.6970089267490487,0.6987867502097911,0.7046191465825685,0.6813523179722178,mutation_funcs,3,0.7151130270596309
0,HV,20.0,0.7017781928870233,0.0051507931520255,0.6950085659362213,0.6981750138342085,0.7005591174545953,0.7048968889407967,0.7105569774131567,,mutation_funcs,4,0.7203163336095681
0,HV,20.0,0.6877199205868132,0.0053193388993683,0.6801418277353571,0.6843256528672725,0.6875588519174711,0.6900344775785208,0.6985833278027328,,mutation_funcs,5,0.7067170626481354
0,HV,20.0,0.6894735488701059,0.0053529176815244,0.6803711980695956,0.6855490584270253,0.6891554359529968,0.6930189317163711,0.6999736639513381,,mutation_funcs,6,0.7026915175395466
0,HV,20.0,0.7030341310615771,0.004958231469672,0.6945732712255243,0.6989647762613458,0.7041872574342247,0.7060360768697429,0.71032470297296,,mutation_funcs,7,0.7238194601203678
0,HV,17.0,0.6905808546442105,0.0036393086411769,0.6851652788615128,0.6884639918919151,0.6908487550810198,0.6926273884816241,0.6987357680169763,"0.7059189326891794, 0.7060871626830498, 0.7065633942679623",mutation_funcs,8,0.7161770423439732
0,HV,17.0,0.6908124846289951,0.0043690778528527,0.6817475845118426,0.6883901208026569,0.6907529583408885,0.694118507600581,0.6988431816869003,"0.6778943031081144, 0.6793181178841128, 0.675308216130491",mutation_funcs,9,0.7072269070408832
0,HV,20.0,0.7191727136429484,0.0077340789510554,0.703858491419806,0.7144640133638216,0.7194403155470248,0.7240286485170279,0.735095930012376,,mutation_funcs,10,0.7435328813880709
0,HV,20.0,0.6928040417286259,0.0079360102938369,0.6786863412142953,0.6860683715470015,0.6930883423684524,0.6992385335818814,0.7049007870799567,,mutation_funcs,11,0.7094207907596781
0,HV,20.0,0.6966926583677706,0.0065180852824575,0.6858132715311844,0.6916102208160932,0.6966724016443282,0.6995728219411365,0.7084057206754703,,mutation_funcs,12,0.7183728582206541
0,HV,20.0,0.6914455432038844,0.0066755208592649,0.6776364243883848,0.6854010083974912,0.6925372871244555,0.69602025211314,0.7018564034638556,,mutation_funcs,13,0.7068517142394122
0,HV,19.0,0.6865619928684463,0.0054710309399367,0.6789834767193446,0.6819667568795205,0.6851181983242758,0.6907237931188603,0.6956957646940776,0.7074973446856794,mutation_funcs,14,0.7100476621527848
0,HV,18.0,0.6931391626598704,0.0047652054616471,0.6846336998681738,0.6899975093489124,0.6921567197183027,0.6950884094718284,0.7016028149765491,"0.7118512249842291, 0.6792311453800831",mutation_funcs,15,0.7186962466452302
0,HV,20.0,0.6914083234466626,0.0061859476717506,0.6805629779453138,0.6880858004459656,0.6910821732425168,0.6950664360583847,0.7043229663289303,,mutation_funcs,16,0.7065519755730759
0,HV,19.0,0.6826303024093203,0.0056278901560527,0.6749018939724697,0.6783124232788096,0.6821940418007606,0.684794853412211,0.6962496435458868,0.7047002216234376,mutation_funcs,17,0.708673639350629
0,HV,19.0,0.7209237520288136,0.0022720448839985,0.7171194729453769,0.71935896506184,0.720675501461467,0.7222183449651323,0.725397984439862,0.7108076069485022,mutation_funcs,18,0.7335858565399169
0,HV,19.0,0.7251674515812733,0.0015997634740595,0.7222031272738372,0.7241442118526384,0.7250447320632802,0.7261470748878458,0.7284524312855263,0.73023584488967,mutation_funcs,19,0.7343489380817405
0,HV,20.0,0.7181994939831904,0.0014224615394539,0.7162518960064522,0.7170435507218718,0.717995709987163,0.7191110559944763,0.7213716393082168,,mutation_funcs,20,0.7234551275357601
