,Unnamed: 0,Generation,Intertwine_two,Add_vertex,Delete_vertex,Invert_path_vertices,Insert_inside_vertex,Delete_inside_vertex,Replace_inside_vertex,Donate_between_routes,Merge_terminals,Trim_one_terminal_cb,Trim_one_path_random_cb,Grow_one_terminal_cb,Grow_one_path_random_cb
0,0.0,0.0,0.07692307692307689,0.07692307692307689,0.07692307692307689,0.07692307692307689,0.07692307692307689,0.07692307692307689,0.07692307692307689,0.07692307692307689,0.07692307692307689,0.07692307692307689,0.07692307692307689,0.07692307692307689,0.07692307692307689
1,1.0,1.0,0.080341778460535,0.07902904019359248,0.07592902054590162,0.07770655796975863,0.0773207928172002,0.07627988037458203,0.07669200415101529,0.07272915948771685,0.07077621995476523,0.07918042208797299,0.07820517990589071,0.07963956054963692,0.07617038350143156
2,2.0,2.0,0.08036309520084466,0.07628817742449455,0.07770735292238584,0.07835053700669767,0.07687984496883228,0.07609010574432049,0.07563548799934457,0.07280211382625677,0.07032202051252946,0.08198231853144486,0.07662879977455513,0.08162373282445634,0.07532641326383702
3,3.0,3.0,0.0819312213970123,0.0787053838432523,0.07592188087977658,0.07553881569583785,0.07751486733438553,0.0767537756888338,0.07507933319379581,0.07362318025933969,0.07080651655126023,0.08214617419540375,0.07680832116081357,0.07967015158998675,0.07550037821030134
4,4.0,4.0,0.07975129564065958,0.0761355365356989,0.07845484889855775,0.0774397809989453,0.07722006648614353,0.07669579612257754,0.07467519013153354,0.0720573318726315,0.07000000000000003,0.0810862096812599,0.07736179253516191,0.08281939253413428,0.07630275856269576
5,5.0,5.0,0.0798530725013076,0.07843054161111188,0.07745993498154014,0.07634705196666375,0.07503956835236855,0.07687959146415622,0.07468413308132346,0.07295164798241097,0.07109727308070375,0.07968639439617448,0.07852051087835885,0.08292022657377433,0.07613005313010567
6,6.0,6.0,0.07953659246143199,0.07768668758395265,0.07660654413123955,0.07683769793099224,0.07771095693583231,0.07683811820504947,0.07283811402352063,0.07275022573693822,0.07049724134717998,0.08526141207779604,0.07680480619661097,0.0810842789160717,0.07554732445338368
7,7.0,7.0,0.07990275001785334,0.07750115367192593,0.07763327778117232,0.07518149419093437,0.07662302112564168,0.07753297600362244,0.07416148444596442,0.07210855596668872,0.07012244435206534,0.08527556262252375,0.07666402666036327,0.08219909132817542,0.07509416183306858
8,8.0,8.0,0.08165844665876745,0.07704755696040036,0.07895541565278533,0.07501020804145378,0.07562178191881518,0.07718952857473003,0.07397990166027313,0.07296871160566129,0.07000000000000003,0.0870786208248989,0.07578126689552402,0.07997730973668407,0.07473125147000595
9,9.0,9.0,0.08050061211419043,0.07714348146445885,0.0778477375619036,0.0751876762511815,0.07782018523802885,0.07622709467700059,0.07388395279118809,0.07350290471362222,0.07033688834186802,0.08172231439870159,0.07858270661966722,0.08113581581232078,0.07610863001586785
10,10.0,10.0,0.08038313983923774,0.07930216807871526,0.07762249311444325,0.07466036940436918,0.07698937661389212,0.07540108844712096,0.07360180438875903,0.07191789036295347,0.0701709973612325,0.08415576313450152,0.07723167037594734,0.08238848365958865,0.07617475521923854
11,11.0,11.0,0.08175815301531819,0.07679017218997951,0.07872074238131761,0.0743914252448521,0.07455795222542849,0.0751324457680391,0.07398274938202273,0.07301212999668122,0.07042258033704642,0.08767650203375352,0.0758604709072801,0.0813950418423957,0.07629963467588494
12,12.0,12.0,0.08156045797967444,0.08025498796395816,0.07889457799763556,0.07470836614290904,0.07441862589609721,0.07750826458235913,0.07388665782875312,0.07247010718306911,0.07076496173442684,0.08466359416207944,0.07459713270799766,0.0816242702967876,0.07464799552425229
13,13.0,13.0,0.08453556421756894,0.07632688803311358,0.0770867519195854,0.07220004612700276,0.07476105109762571,0.0786496454653817,0.07414554666457815,0.07197956039331944,0.07019449443205064,0.08561882784271353,0.07544452964909783,0.08194980882270352,0.07710728533525847
14,14.0,14.0,0.07972291457514045,0.07762113968836495,0.07876344019367373,0.07483837978489358,0.07471902782423542,0.07657852756212627,0.07232299420139432,0.0731991926897483,0.07020480667093683,0.0868121147570747,0.0785458359844258,0.08191547817127856,0.07475614789670683
15,15.0,15.0,0.08143758654184399,0.07588742666631201,0.07973522433878233,0.07336501360180911,0.07621784312357123,0.0757336892747871,0.07319335988312484,0.07373136366133275,0.0705484420440468,0.08636173538387919,0.07765906666914105,0.08030586245841745,0.0758233863529518
