,Unnamed: 0,Generation,Intertwine_two,Add_vertex,Delete_vertex,Invert_path_vertices,Insert_inside_vertex,Delete_inside_vertex,Replace_inside_vertex,Donate_between_routes,Merge_terminals,Trim_one_terminal_cb,Trim_one_path_random_cb,Grow_one_terminal_cb,Grow_one_path_random_cb
0,0.0,0.0,0.07692307692307689,0.07692307692307689,0.07692307692307689,0.07692307692307689,0.07692307692307689,0.07692307692307689,0.07692307692307689,0.07692307692307689,0.07692307692307689,0.07692307692307689,0.07692307692307689,0.07692307692307689,0.07692307692307689
1,1.0,0.10900000000000001,0.07729571539065981,0.0771526269195631,0.07681472477796479,0.07700847635716519,0.07696642795553633,0.07685296849929095,0.07689788999092217,0.07646593992262264,0.07625306951353092,0.07716912754605057,0.07706282614820359,0.07721917363837193,0.07684103334011755
2,2.0,0.31601,0.07766368231621418,0.07710389977223119,0.0768861840426917,0.07715671456766451,0.07696489274852968,0.07676516257361035,0.0767675112784168,0.07602444425171875,0.07554987440512831,0.0776908756964933,0.07704238597526095,0.07770828177873206,0.07667609059330782
3,3.0,0.6191589000000001,0.07817865929767617,0.07729360875803087,0.07678016186548191,0.07702089505041824,0.07702616282098203,0.07674575366665626,0.07658323472381635,0.07567698148695894,0.07491316987251306,0.07821974902663717,0.07703780609623134,0.07799227549206646,0.0765315418425308
4,4.0,1.015801321,0.07846167162635005,0.07722147986534747,0.07692945589801417,0.07707393322166155,0.07705671284649898,0.07672256791399372,0.07636193250314953,0.07518714214772809,0.0742184176048208,0.07862900282403992,0.07708673649318537,0.07857957268946138,0.07647137436574863
5,5.0,1.50262148669,0.07873945664836444,0.07737520493617721,0.07697958306559688,0.0770160531503252,0.07686779159248319,0.07671981255284115,0.07614678737581221,0.0748044202506473,0.07366068369591991,0.07888192178176606,0.07724939624518345,0.07916062176952754,0.07639826693535515
6,6.0,2.0757334209441005,0.07896895132271928,0.0774497254639574,0.07694416195055069,0.07700633567071871,0.0769466190898142,0.0767147831910063,0.07575392831248345,0.07442130059604496,0.07307308589840457,0.07967509533802582,0.07723693070013868,0.07953756722385928,0.07627151524227631
7,7.0,2.7307768275633495,0.07921778869666787,0.07750061016895686,0.07701158013380931,0.07683028318766984,0.07691641363485324,0.07678097589535267,0.07550353405484232,0.07399561518128683,0.07248100973561705,0.08044622976053008,0.07720731251093835,0.08000376649089036,0.07610488054858491
8,8.0,3.4630081252450404,0.0796241616105249,0.07750105216733351,0.07721068726237698,0.07663821944801043,0.0767861708796136,0.07681372458745786,0.0752466004483074,0.07367964327975579,0.07191231110006624,0.08136884988964135,0.07708694730566837,0.08022312092044204,0.07590851110080123
9,9.0,4.2673862119061114,0.07989445662902092,0.077506507464209,0.07729656315290379,0.07646682878922417,0.07687714884221131,0.07675071306045231,0.07499309832763712,0.07344157856243301,0.07141504805125665,0.08172067507257436,0.07724570578923827,0.08053393240276466,0.07585774385607415
