,f_1,f_2,R_x
4,10.29658284977434,193,13-9-7-5-3-4-1-2*8-14-6-9-13-12-10-11*8-14-5-3-1-0*14-7-5-3-11-10-9-6*6-14-5-2-1-0*0-1-2-5-7-9-10-12*
3,10.300451321727918,192,13-9-7-5-3-4-1-2*8-14-6-9-13-12-10-11*8-14-7-5-3-1-0*7-5-3-11-10-9-6*6-14-5-2-1-0*0-1-2-5-7-9-10-12*
6,10.310122501611865,182,12-9-7-5-3-4-1-2*8-14-6-9-13-12-10-11*8-14-5-3-1-0*6-14-7-5-3-11-10-9*6-14-5-2-1*0-1-2-5-7-9-10-12*
7,10.349451966473245,176,10-9-7-5-3-4-1-2*8-14-6-9-13-12-10-11*14-5-3-1-0*6-14-7-5-3-11-10-9*6-14-5-2-1-3-4*0-1-2-5-7-9-10-12*
8,10.353965183752418,173,10-9-7-5-3-4-1*8-14-6-9-13-12-10-11*14-5-3-1-0*6-14-7-5-3-11-10-9*6-14-5-2-1-4*0-1-2-5-7-9-10-12*
5,10.377820760799484,170,9-7-5-3-4-1-2*8-14-6-9-13-12-10-11*8-14-5-3-1-0*6-14-7-5-3-11-10-9*6-14-5-2*0-1-2-5-7-9-10-12*
54,10.38039974210187,146,0-1-3-11-10-12-13*0-1-2-5-7-9-13-12*7-14-6*4-3-5-7-9-10*11-10-9-6-14-8*4-1-2-5-14-6*
42,10.390070921985815,144,0-1-3-11-10-12*0-1-2-5-7-9-13-12*7-14-6*4-3-5-7-9-10*8-14-6-9-10-11*4-1-2-5-14-6*
37,10.422308188265635,142,0-1-3-11-10-12*0-1-2-5-7-9-13-12*7-14*4-3-5-7-9-10*8-14-6-9-10-11*4-1-2-5-14-6*
41,10.425531914893616,141,0-1-3-11-10-12-13*0-1-2-5-7-9-13-12*7-14-6*4-3-5-7-9-10-11*8-14-6-9*4-1-2-5-14-6*
55,10.430045132172792,140,2-1-3-11-10-12-13*0-1-2-5-7-9-13-12*7-14-6*4-3-5-7-9-10*11-10-9-6-14-8*4-1-2-5-14-6*
39,10.435203094777563,139,0-1-3-11-10-12*0-1-2-5-7-9-13-12*7-14-6*4-3-5-7-9-10-11*8-14-6-9*4-1-2-5-14-6*
56,10.439716312056738,138,2-1-3-11-10-12*0-1-2-5-7-9-13-12*7-14-6*4-3-5-7-9-10*11-10-9-6-14-8*4-1-2-5-14-6*
43,10.452611218568665,136,1-3-11-10-12*0-1-2-5-7-9-13-12*7-14-6*4-3-5-7-9-10*8-14-6-9-10-11*4-1-2-5-14-6*
16,10.482914248871696,132,9-6-14-8*12-13-9-7-5-3-4*3-5-7-14-6*1-3-11-10-9*6-14-5-2-1-4*0-1-2-5-7-9-10-12*
53,10.493230174081235,128,1-3-11-10-9-6-14-8*0-1-2-5-7-9-13-12*7-14-6*4-3-5-7-9-10*10-12-13*4-1-2-5-14-6*
44,10.502901353965184,126,1-3-11-10-9-6-14-8*0-1-2-5-7-9-13-12*7-14-6*4-3-5-7-9-10*10-12*4-1-2-5-14-6*
51,10.535138620245004,124,1-3-11-10-9-6-14-8*0-1-2-5-7-9-13-12*7-14*4-3-5-7-9-10*10-12*4-1-2-5-14-6*
52,10.572533849129591,123,1-3-11-10-9-6-14-8*0-1-2-5-7-9-13-12*7-14-6*4-3-5-7-9*10-12-13*4-1-2-5-14-6*
45,10.58220502901354,121,1-3-11-10-9-6-14-8*0-1-2-5-7-9-13-12*7-14-6*4-3-5-7-9*10-12*4-1-2-5-14-6*
49,10.61444229529336,119,1-3-11-10-9-6-14-8*0-1-2-5-7-9-13-12*7-14*4-3-5-7-9*10-12*4-1-2-5-14-6*
50,10.683430045132171,118,1-3-11-10-9-6-14-8*0-1-2-5-7-9-13-12*7-14*4-3-5-7-9-10*10-12*1-2-5-14-6*
51,10.68729851708575,117,4-3-1-2-5-14-6*9-7-5-3-4*12-10*1-2*12-13-9-7-5-2-1-0*8-14-6-9-10-11-3*
46,10.73049645390071,115,1-3-11-10-9-6-14-8*0-1-2-5-7-9-13-12*7-14-6*4-3-5-7-9*10-12*1-2-5-14-6*
48,10.76273372018053,113,1-3-11-10-9-6-14-8*0-1-2-5-7-9-13-12*7-14*4-3-5-7-9*10-12*1-2-5-14-6*
36,10.80206318504191,111,4-1-3-11*0-1-2-5-7-14-6*5-14*13-12-10-9-7-5-3-4*8-14-6-9-10-11*9-13*
21,10.810444874274662,110,8-14-6-9*6-14-7-5-2-1-0*13-12-10-9-7-5-3-4*4-1-2*1-3-11-10-9*13-9*
24,10.849129593810446,108,8-14-6-9*6-14-7-5-2-1-0*13-12-10-9-7-5-3-4*4-1*9-10-11-3-1*13-9*
9,10.875564152159896,107,4-1-2*0-1-2-5-7-14-6-9*6-14*13-12-10-9-7-5-3-4*8-14-5*9-10-11-3-1-2*
8,10.903288201160542,106,4-1-2*0-1-2-5-7-14-6*6-14*13-12-10-9-7-5-3-4*8-14-6-9*9-10-11-3-1-2*
7,10.91618310767247,104,4-1-2*0-1-2-5-7-14-6*6-14*13-12-10-9-7-5-3-4*8-14-6-9*9-10-11-3-1*
23,10.927143778207608,103,0-1-2-5-7-14-6-9*5-14-8*13-12-10-9-7-5-3-4*1-4*14-6*1-3-11-10-9*
21,10.944551901998713,102,0-1-2-5-7-14-6-9*14-8*13-12-10-9-7-5-3-4*2-1-4*14-6*1-3-11-10-9*
22,10.983236621534497,100,0-1-2-5-7-14-6-9*14-8*13-12-10-9-7-5-3-4*1-4*14-6*1-3-11-10-9*
17,11.004513217279175,99,2-1-3-11*0-1-2-5-7-14-6-9*14-7*13-12-10-9-7-5-3-4*8-14-5*9-10-11*
13,11.032882011605416,98,1-3-11*0-1-2-5-7-14-6-9*14-5*13-12-10-9-7-5-3-4*8-14-5*9-10-11*
16,11.04642166344294,97,1-3-11*0-1-2-5-7-14-6-9*14-5*13-12-10-9-7-5-3-4*8-14-7*9-10-11*
18,11.06060606060606,96,2-1-3-11*0-1-2-5-7-14-6-9*14-7*13-12-10-9-7-5-3-4*8-14*9-10-11*
19,11.0889748549323,94,1-3-11*0-1-2-5-7-14-6-9*14-7*13-12-10-9-7-5-3-4*8-14*9-10-11*
32,11.17150225660864,93,1-3-11*0-1-2-5-14-6-9*14-7*13-12-10-9-7-5-3-4*8-14*9-10-11*
25,11.196647324306898,92,1-3-11*0-1-2-5-7-14-6-9*14-7*13-12-10-9-7-5-3-4*8-14-5*10-11*
26,11.214055448098,91,1-3-11*0-1-2-5-7-14-6-9*14-7*13-12-10-9-7-5-3-4*8-14-7*10-11*
24,11.252740167633783,89,1-3-11*0-1-2-5-7-14-6-9*14-7*13-12-10-9-7-5-3-4*8-14*10-11*
14,11.299161831076724,88,1-3*0-1-2-5-7-14-6-9*14-5*13-12-10-9-7-5-3-4*8-14-5*9-10-11*
15,11.312056737588652,87,1-3*0-1-2-5-7-14-6-9*14-5*13-12-10-9-7-5-3-4*8-14-7*9-10-11*
22,11.31592520954223,86,1-3*0-1-2-5-7-14-6-9*14-7*13-12-10-9-7-5-3-4*8-14-7*9-10-11*
20,11.352030947775628,84,1-3*0-1-2-5-7-14-6-9*14-7*13-12-10-9-7-5-3-4*8-14*9-10-11*
30,11.429400386847195,83,1-3*0-1-2-5-14-6-9*14-7*13-12-10-9-7-5-3-4*8-14*9-10-11*
10,11.480980012894909,82,0-1-2-5-7-14-6-9*5-14-8*13-12-10-9-7-5-3-4*11-10*14-6*3-1*
23,11.495809155383624,81,1-3*0-1-2-5-7-14-6-9*14-7*13-12-10-9-7-5-3-4*8-14-7*10-11*
11,11.527401676337847,80,1-3*0-1-2-5-7-14-6-9*14-5*13-12-10-9-7-5-3-4*8-14*10-11*
21,11.534493874919407,79,1-3*0-1-2-5-7-14-6-9*14-7*13-12-10-9-7-5-3-4*8-14*10-11*
29,11.61766602192134,78,1-3*0-1-2-5-14-6-9*14-7*13-12-10-9-7-5-3-4*8-14*10-11*
14,12.049000644745323,75,8-14*9-6-14-5-3-4*12-10-9-7-5-2-1-0*1-2*11-10*12-13*
31,12.316569954867829,74,2-1-3*0-1-2-5-7-14-6*14-7*13-12-10-9-7-5-3-4*8-14*10-11*
12,12.331399097356543,73,1-3*0-1-2-5-7-14-6*14-5*13-12-10-9-7-5-3-4*8-14*10-11*
27,12.338491295938104,72,1-3*0-1-2-5-7-14-6*14-7*13-12-10-9-7-5-3-4*8-14*10-11*
28,12.658284977433912,71,1-3*0-1-2-5-14-6*14-7*13-12-10-9-7-5-3-4*8-14*10-11*
16,12.86073500967118,69,8-14*6-14-7-5-3-4*12-10-9-7-5-2-1-0*1-2*11-10*12-13*
2,13.106382978723405,68,14-8*4-3-5-7-9-10-12-13*5-14-6*5-2-1-0*7-14*10-11*
4,13.237911025145069,67,7-14-6*4-3-5-7-9-10-12-13*6-14*5-2-1-0*14-8*10-11*
3,13.369439071566733,66,0-1-2-5*3-5*8-14*3-4*13-12-10-9-7-5-14-6*11-10*
0,13.53900709219858,65,11-10*0-1-2-5*12-13*8-14*4-3-5-14-6-9-10-12*5-7*
0,13.609929078014185,63,10-11*14-8*4-3*9-10-12-13*0-1-2-5-7-14-6-9*3-1*
