,Run_nr,HV
0,Run_1,0.8547296674956248
1,Run_2,0.8551028989511876
2,Run_3,0.853123010199791
3,Run_4,0.8485481216286026
4,Run_5,0.8560912414751453
5,Run_6,0.8524718574672321
6,Run_7,0.8516461028949464
7,Run_8,0.8554929498500267
8,Run_9,0.8542499128993115
9,Run_10,0.8547857323065464
10,Run_11,0.8557132044643607
11,Run_12,0.8542074638281854
12,Run_13,0.8550956906183549
13,Run_14,0.8511230983016367
14,Run_15,0.854397283259448
15,Run_16,0.8569033803076356
16,Run_17,0.8561136673995138
17,Run_18,0.8544941952897551
18,Run_19,0.8560279683313912
19,Run_20,0.8557043942797873
20,Means,0.8543010920624241
