,f_1,f_2,R_x
174,22.81802229294403,1708,65-5-67-27-12-4-40-47-6-21-24-30-26-16-10-20-43-50-2-0-69-29-48-39-18-19-54-32-37*30-62-24-42-49-26-16-55-20-33-22-19-65-37-5-54-36-41-12-25-57-58-64-52-10-59-1*16-1-49-15-42-62-21-63-6-56-8-52-20-13-50-0-3-38-36-45-22-33-43-17-55-10-28*31-11-9-17-43-13-22-38-18-65-37-67*41-34-57-35-6-21-30-15-49-11-9-31-1-26-8-51-58-45-36-54-18-32-39-48-69-23-50-17-59-68*64-58-34-35-51-8-10-17-60-14-2-0-69-19-54-5-37-67-27-41-45-22-13-43-50-23-29-66-18-32*30-24-63-6-35-58-33-43-61-17-59-1-49-15-62-26-16-55-52-64-51-57-34-41-12-40-7-53-4*4-7-46-40-12-27-67-37-5-54-66-38-36-41-35-6-63-24-42-15-11-68-9-59-17-60-61-43-13-33*2-50-13-22-45-34-25-27-67-37-65-39-48-66-19-36-41-51-56-28-8-26-16-1-31-11-59-10-52-64*5-32-39-18-54-38-19-69-23-0-50-43-20-55-16-1-11-9-68-59-10-52-64-58-41-12-40-46-53-47*32-65-67-27-25-34-57-35-64-52-20-17-44-14-2-23-69-38-36-41-12-4-53-47-6-63-30-24-42*31-11-68-9-1-26-30-63-6-35-57-34-45-22-33-20-10-16*63-24-30-15-62-21-6-47-40-46-7-4-25-34-51-8-26-16-9-68-11*28-56-8-55-17-50-23-3-48-39-32-65-5-67-27-25-12-4-53-7-40-47-6-21-24-30-26-16-9-68*46-7-4-25-27-67-5-18-69-0-50-33-58-64-52-8-28-10-17-44-60-61-43-13-22-45-36-54-19-66*
175,22.820078186245244,1705,65-5-67-27-12-4-40-47-6-21-24-30-26-16-10-20-43-50-2-0-69-29-48-39-18-19-54-32-37*30-62-24-42-49-26-16-55-20-33-22-19-65-37-5-54-36-41-12-25-57-58-64-52-10-59-1*1-49-15-42-62-21-63-6-56-8-52-20-13-50-0-3-38-36-45-22-33-43-17-55-10-28*31-11-9-17-43-13-22-38-18-65-37-67*41-34-57-35-6-21-30-15-49-11-9-31-1-26-8-51-58-45-36-54-18-32-39-48-69-23-50-17-59-68*64-58-34-35-51-8-10-17-60-14-2-0-69-19-54-5-37-67-27-41-45-22-13-43-50-23-29-66-18-32*30-24-63-6-35-58-33-43-61-17-59-1-49-15-62-26-16-55-52-64-51-57-34-41-12-40-7-53-4*4-7-46-40-12-27-67-37-5-54-66-38-36-41-35-6-63-24-42-15-11-68-9-59-17-60-61-43-13-33*2-50-13-22-45-34-25-27-67-37-65-39-48-66-19-36-41-51-56-28-8-26-16-1-31-11-59-10-52-64*5-32-39-18-54-38-19-69-23-0-50-43-20-55-16-1-11-9-68-59-10-52-64-58-41-12-40-46-53-47*32-65-67-27-25-34-57-35-64-52-20-17-44-14-2-23-69-38-36-41-12-4-53-47-6-63-30-24-42*31-11-68-9-1-26-30-63-6-35-57-34-45-22-33-20-10-16*63-24-30-15-62-21-6-47-40-46-7-4-25-34-51-8-26-16-9-68-11*28-56-8-55-17-50-23-3-48-39-32-65-5-67-27-25-12-4-53-7-40-47-6-21-24-30-26-16-9-68*46-7-4-25-27-67-5-18-69-0-50-33-58-64-52-8-28-10-17-44-60-61-43-13-22-45-36-54-19-66*
177,22.82427303924368,1699,65-5-67-27-12-4-40-47-6-21-24-30-26-16-10-20-43-50-2-0-69-29-48-39-18-19-54-32-37*30-62-24-42-49-26-16-55-20-33-22-19-65-37-5-54-36-41-12-25-57-58-64-52-10-59-1*26-1-49-15-42-62-21-63-6-56-8-52-20-13-50-0-3-38-36-45-22-33-43-17-55-10-28*31-11-9-17-43-13-22-38-18-65-37*41-34-57-35-6-21-30-15-49-11-9-31-1-26-8-51-58-45-36-54-18-32-39-48-69-23-50-17-59-68*64-58-34-35-51-8-10-17-60-14-2-0-69-19-54-5-37-67-27-41-45-22-13-43-50-23-29-66-18-32*30-24-63-6-35-58-33-43-61-17-59-1-49-15-62-26-16-55-52-64-51-57-34-41-12-40-7-53*4-7-46-40-12-27-67-37-5-54-66-38-36-41-35-6-63-24-42-15-11-68-9-59-17-60-61-43-13-33*2-50-13-22-45-34-25-27-67-37-65-39-48-66-19-36-41-51-56-28-8-26-16-1-31-11-59-10-52-64*5-32-39-18-54-38-19-69-23-0-50-43-20-55-16-1-11-9-68-59-10-52-64-58-41-12-40-46-53-47*32-65-67-27-25-34-57-35-64-52-20-17-44-14-2-23-69-38-36-41-12-4-53-47-6-63-30-24-42*31-11-68-9-1-26-30-63-6-35-57-34-45-22-33-20-10-16*63-24-30-15-62-21-6-47-40-46-7-4-25-34-51-8-26-16-9-68-11*28-56-8-55-17-50-23-3-48-39-32-65-5-67-27-25-12-4-53-7-40-47-6-21-24-30-26-16-9-68*46-7-4-25-27-67-5-18-69-0-50-33-58-64-52-8-28-10-17-44-60-61-43-13-22-45-36-54-19-66*
176,22.824600113177965,1696,65-5-67-27-12-4-40-47-6-21-24-30-26-16-10-20-43-50-2-0-69-29-48-39-18-19-54-32-37*30-62-24-42-49-26-16-55-20-33-22-19-65-37-5-54-36-41-12-25-57-58-64-52-10-59-1*1-49-15-42-62-21-63-6-56-8-52-20-13-50-0-3-38-36-45-22-33-43-17-55-10-28*31-11-9-17-43-13-22-38-18-65-37*41-34-57-35-6-21-30-15-49-11-9-31-1-26-8-51-58-45-36-54-18-32-39-48-69-23-50-17-59-68*64-58-34-35-51-8-10-17-60-14-2-0-69-19-54-5-37-67-27-41-45-22-13-43-50-23-29-66-18-32*30-24-63-6-35-58-33-43-61-17-59-1-49-15-62-26-16-55-52-64-51-57-34-41-12-40-7-53*4-7-46-40-12-27-67-37-5-54-66-38-36-41-35-6-63-24-42-15-11-68-9-59-17-60-61-43-13-33*2-50-13-22-45-34-25-27-67-37-65-39-48-66-19-36-41-51-56-28-8-26-16-1-31-11-59-10-52-64*5-32-39-18-54-38-19-69-23-0-50-43-20-55-16-1-11-9-68-59-10-52-64-58-41-12-40-46-53-47*32-65-67-27-25-34-57-35-64-52-20-17-44-14-2-23-69-38-36-41-12-4-53-47-6-63-30-24-42*31-11-68-9-1-26-30-63-6-35-57-34-45-22-33-20-10-16*63-24-30-15-62-21-6-47-40-46-7-4-25-34-51-8-26-16-9-68-11*28-56-8-55-17-50-23-3-48-39-32-65-5-67-27-25-12-4-53-7-40-47-6-21-24-30-26-16-9-68*46-7-4-25-27-67-5-18-69-0-50-33-58-64-52-8-28-10-17-44-60-61-43-13-22-45-36-54-19-66*
178,22.828213501404345,1693,65-5-67-27-12-4-40-47-6-21-24-30-26-16-10-20-43-50-2-0-69-29-48-39-18-19-54-32-37*30-62-24-42-49-26-16-55-20-33-22-19-65-37-5-54-36-41-12-25-57-58-64-52-10-59-1*26-1-49-15-42-62-21-63-6-56-8-52-20-13-50-0-3-38-36-45-22-33-43-17-55-10-28*31-11-9-17-43-13-22-38-18-65-37*41-34-57-35-6-21-30-15-49-11-9-31-1-26-8-51-58-45-36-54-18-32-39-48-69-23-50-17-59-68*64-58-34-35-51-8-10-17-60-14-2-0-69-19-54-5-37-67-27-41-45-22-13-43-50-23-29-66-18-32*30-24-63-6-35-58-33-43-61-17-59-1-49-15-62-26-16-55-52-64-51-57-34-41-12-40-7-53*4-7-46-40-12-27-67-37-5-54-66-38-36-41-35-6-63-24-42-15-11-68-9-59-17-60-61-43-13-33*2-50-13-22-45-34-25-27-67-37-65-39-48-66-19-36-41-51-56-28-8-26-16-1-31-11-59-10-52-64*5-32-39-18-54-38-19-69-23-0-50-43-20-55-16-1-11-9-68-59-10-52-64-58-41-12-40-46-53-47*32-65-67-27-25-34-57-35-64-52-20-17-44-14-2-23-69-38-36-41-12-4-53-47-6-63-30-24*31-11-68-9-1-26-30-63-6-35-57-34-45-22-33-20-10-16*63-24-30-15-62-21-6-47-40-46-7-4-25-34-51-8-26-16-9-68-11*28-56-8-55-17-50-23-3-48-39-32-65-5-67-27-25-12-4-53-7-40-47-6-21-24-30-26-16-9-68*46-7-4-25-27-67-5-18-69-0-50-33-58-64-52-8-28-10-17-44-60-61-43-13-22-45-36-54-19-66*
179,22.828706708130643,1689,65-5-67-27-12-4-40-47-6-21-24-30-26-16-10-20-43-50-2-0-69-29-48-39-18-19-54-32-37*30-62-24-42-49-26-16-55-20-33-22-19-65-37-5-54-36-41-12-25-57-58-64-52-10-59-1*26-1-49-15-42-62-21-63-6-56-8-52-20-13-50-0-3-38-36-45-22-33-43-17-55-10-28*31-11-9-17-43-13-22-38-18-65-37*41-34-57-35-6-21-30-15-49-11-9-31-1-26-8-51-58-45-36-54-18-32-39-48-69-23-50-17-59-68*64-58-34-35-51-8-10-17-60-14-2-0-69-19-54-5-37-67-27-41-45-22-13-43-50-23-29-66-18-32*30-24-63-6-35-58-33-43-61-17-59-1-49-15-62-26-16-55-52-64-51-57-34-41-12-40-7-53*4-7-46-40-12-27-67-37-5-54-66-38-36-41-35-6-63-24-42-15-11-68-9-59-17-60-61-43-13-33*2-50-13-22-45-34-25-27-67-37-65-39-48-66-19-36-41-51-56-28-8-26-16-1-31-11-59-10-52-64*5-32-39-18-54-38-19-69-23-0-50-43-20-55-16-1-11-9-68-59-10-52-64-58-41-12-40-46-53-47*65-67-27-25-34-57-35-64-52-20-17-44-14-2-23-69-38-36-41-12-4-53-47-6-63-30-24*31-11-68-9-1-26-30-63-6-35-57-34-45-22-33-20-10-16*63-24-30-15-62-21-6-47-40-46-7-4-25-34-51-8-26-16-9-68-11*28-56-8-55-17-50-23-3-48-39-32-65-5-67-27-25-12-4-53-7-40-47-6-21-24-30-26-16-9-68*46-7-4-25-27-67-5-18-69-0-50-33-58-64-52-8-28-10-17-44-60-61-43-13-22-45-36-54-19-66*
180,22.832756194936064,1654,65-5-67-27-12-4-40-47-6-21-24-30-26-16-10-20-43-50-2-0-69-29-48-39-18-19-54-32*30-62-24-42-49-26-16-55-20-33-22-19-65-37-5-54-36-41-12-25-57-58-64-52-10-59-1*26-1-49-15-42-62-21-63-6-56-8-52-20-13-50-0-3-38-36-45-22-33-43-17-55-10*31-11-9-17-43-13-22-38-18-32*41-34-57-35-6-21-30-15-49-11-9-31-1-26-8-51-58-45-36-54-18-32-39-48-69-23-50-17-59-68*58-34-35-51-8-10-17-60-14-2-0-69-19-54-5-37-67-27-41-45-22-13-43-50-23-29-66-18-32*30-24-63-6-35-58-33-43-61-17-59-1-49-15-62-26-16-55-52-64-51-57-34-41-12-40-7-53*7-46-40-12-27-67-37-5-54-66-38-36-41-35-6-63-24-42-15-11-68-9-59-17-60-61-43-13*2-50-13-22-45-34-25-27-67-37-65-39-48-66-19-36-41-51-56-28-8-26-16-1-31-11-59-10-52-64*47-53-46-40-12-41-58-64-52-10-59-68-9-11-1-16-55-20-43-50-0-23-69-19-38-54-18-65*65-67-27-25-34-57-35-64-52-20-17-44-14-2-23-69-38-36-41-12-4-53-47-6-63-30-15-42*31-11-9-1-26-30-63-6-35-57-34-45-22-33-20-10-16*30-15-62-21-6-47-40-46-7-4-25-34-51-8-26-16-9-68-11*28-56-8-55-17-50-23-3-48-39-32-65-5-67-27-12-4-53-7-40-47-6-21-24-30-26-16-9-68*46-7-4-25-27-67-5-18-69-0-50-33-58-64-52-8-28-10-17-44-60-61-43-13-22-45-36-54-19-66*
181,22.838415093164155,1634,65-5-67-27-12-4-40-47-6-21-24-30-26-16-10-20-43-50-2-0-69-29-48-39-18-19-54-32*30-62-24-42-49-26-16-55-20-33-22-19-65-37-5-54-36-41-12-25-57-58-64-52-10-59-1*26-1-49-15-42-62-21-63-6-56-8-52-20-13-50-0-3-38-36-45-22-33-43-17-55-10*31-11-9-17-43-13-22-38-18-32*41-34-57-35-6-21-30-15-49-11-9-31-1-26-8-51-58-45-36-54-18-32-39-48-69-23-50-17-59-68*58-34-35-51-8-10-17-60-14-2-0-69-19-54-5-37-67-27-41-45-22-13-43-50-23-29-66-18-32*30-24-63-6-35-58-33-43-61-17-59-1-49-15-62-26-16-55-52-64-51-57-34-41-12-40-7-53*7-46-40-12-27-67-37-5-54-66-38-36-41-35-6-63-24-42-15-11-68-9-59-17-60-61*2-50-13-22-45-34-25-27-67-37-65-39-48-66-19-36-41-51-56-28-8-26-16-1-31-11-59-10-52-64*47-53-46-40-12-41-58-64-52-10-59-68-9-11-1-16-55-20-43-50-0-23-69-19-38-54-18*54-65-67-27-25-34-57-35-64-52-20-17-44-14-2-23-69-38-36-41-12-4-53-47-6-63-30-15-42*11-9-1-26-30-63-6-35-57-34-45-22-33-20-10-16*15-62-21-6-47-40-46-7-4-25-34-51-8-26-16-9-68-11*28-56-8-55-17-50-23-3-48-39-32-65-5-67-27-12-4-53-7-40-47-6-21-24-30-26-16-9-68*7-4-25-27-67-5-18-69-0-50-33-58-64-52-8-28-10-17-44-60-61-43-13-22-45-36-54-19-66*
182,22.84729800588733,1627,65-5-67-27-12-4-40-47-6-21-24-30-26-16-10-20-43-50-2-0-69-29-48-39-18-19-54-32*30-62-24-42-49-26-16-55-20-33-22-19-65-37-5-54-36-41-12-25-57-58-64-52-10-59-1*26-1-49-15-42-62-21-63-6-56-8-52-20-13-50-0-3-38-36-45-22-33-43-17-55*31-11-9-17-43-13-22-38-18-32*41-34-57-35-6-21-30-15-49-11-9-31-1-26-8-51-58-45-36-54-18-32-39-48-69-23-50-17-59-68*58-34-35-51-8-10-17-60-14-2-0-69-19-54-5-37-67-27-41-45-22-13-43-50-23-29-66-18-32*30-24-63-6-35-58-33-43-61-17-59-1-49-15-62-26-16-55-52-64-51-57-34-41-12-40-7-53*7-46-40-12-27-67-37-5-54-66-38-36-41-35-6-63-24-42-15-11-68-9-59-17-60-61*2-50-13-22-45-34-25-27-67-37-65-39-48-66-19-36-41-51-56-28-8-26-16-1-31-11-59-10-52-64*53-46-40-12-41-58-64-52-10-59-68-9-11-1-16-55-20-43-50-0-23-69-19-38-54-18*54-65-67-27-25-34-57-35-64-52-20-17-44-14-2-23-69-38-36-41-12-4-53-47-6-63-30-15-42*11-9-1-26-30-63-6-35-57-34-45-22-33-20-10-16*15-62-21-6-47-40-46-7-4-25-34-51-8-26-16-9-68-11*28-56-8-55-17-50-23-3-48-39-32-65-5-67-27-12-4-53-7-40-47-6-21-24-30-26-16-9-68*7-4-25-27-67-5-18-69-0-50-33-58-64-52-8-28-10-17-44-60-61-43-13-22-45-36-54-19-66*
183,22.847329155785832,1620,65-5-67-27-12-4-40-47-6-21-24-30-26-16-10-20-43-50-2-0-69-29-48-39-18-19-54-32*30-62-24-42-49-26-16-55-20-33-22-19-65-37-5-54-36-41-12-25-57-58-64-52-10-59-1*26-1-49-15-42-62-21-63-6-56-8-52-20-13-50-0-3-38-36-45-22-33-43-17-55*31-11-9-17-43-13-22-38-18-32*41-34-57-35-6-21-30-15-49-11-9-31-1-26-8-51-58-45-36-54-18-32-39-48-69-23-50-17-59-68*58-34-35-51-8-10-17-60-14-2-0-69-19-54-5-37-67-27-41-45-22-13-43-50-23-29-66-18-32*30-24-63-6-35-58-33-43-61-17-59-1-49-15-62-26-16-55-52-64-51-57-34-41-12-40-7-53*46-40-12-27-67-37-5-54-66-38-36-41-35-6-63-24-42-15-11-68-9-59-17-60-61*2-50-13-22-45-34-25-27-67-37-65-39-48-66-19-36-41-51-56-28-8-26-16-1-31-11-59-10-52-64*53-46-40-12-41-58-64-52-10-59-68-9-11-1-16-55-20-43-50-0-23-69-19-38-54-18*54-65-67-27-25-34-57-35-64-52-20-17-44-14-2-23-69-38-36-41-12-4-53-47-6-63-30-15-42*11-9-1-26-30-63-6-35-57-34-45-22-33-20-10*15-62-21-6-47-40-46-7-4-25-34-51-8-26-16-9-68-11*28-56-8-55-17-50-23-3-48-39-32-65-5-67-27-12-4-53-7-40-47-6-21-24-30-26-16-9-68*7-4-25-27-67-5-18-69-0-50-33-58-64-52-8-28-10-17-44-60-61-43-13-22-45-36-54-19-66*
