Total_iterations,Unnamed: 0.1,Add_vertex,Delete_vertex,Insert_inside_vertex,Delete_inside_vertex
43,43.0,0.25,0.25,0.25,0.25
44,44.0,0.25,0.25,0.25,0.25
45,45.0,0.25,0.25,0.25,0.25
46,46.0,0.25,0.25,0.25,0.25
47,47.0,0.25,0.25,0.25,0.25
48,48.0,0.25,0.25,0.25,0.25
49,49.0,0.25,0.25,0.25,0.25
50,50.0,0.25,0.25,0.25,0.25
51,51.0,0.25,0.25,0.25,0.25
52,52.0,0.25,0.25,0.25,0.25
53,53.0,0.25,0.25,0.25,0.25
54,54.0,0.25,0.25,0.25,0.25
55,55.0,0.25,0.25,0.25,0.25
56,56.0,0.25,0.25,0.25,0.25
57,57.0,0.25,0.25,0.25,0.25
58,58.0,0.25,0.25,0.25,0.25
59,59.0,0.25,0.25,0.25,0.25
60,60.0,0.25,0.25,0.25,0.25
61,61.0,0.25,0.25,0.25,0.25
62,62.0,0.25,0.25,0.25,0.25
63,63.0,0.25,0.25,0.25,0.25
64,64.0,0.25,0.25,0.25,0.25
65,65.0,0.25,0.25,0.25,0.25
66,66.0,0.25,0.25,0.25,0.25
67,67.0,0.25,0.25,0.25,0.25
68,68.0,0.25,0.25,0.25,0.25
69,69.0,0.25,0.25,0.25,0.25
70,70.0,0.25,0.25,0.25,0.25
71,71.0,0.25,0.25,0.25,0.25
72,72.0,0.25,0.25,0.25,0.25
73,73.0,0.25,0.25,0.25,0.25
74,74.0,0.25,0.25,0.25,0.25
75,75.0,0.25,0.25,0.25,0.25
76,76.0,0.25,0.25,0.25,0.25
77,77.0,0.25,0.25,0.25,0.25
78,78.0,0.25,0.25,0.25,0.25
79,79.0,0.25,0.25,0.25,0.25
80,80.0,0.25,0.25,0.25,0.25
81,81.0,0.25,0.25,0.25,0.25
82,82.0,0.25,0.25,0.25,0.25
83,83.0,0.25,0.25,0.25,0.25
84,84.0,0.25,0.25,0.25,0.25
85,85.0,0.25,0.25,0.25,0.25
86,86.0,0.25,0.25,0.25,0.25
87,87.0,0.25,0.25,0.25,0.25
88,88.0,0.25,0.25,0.25,0.25
89,89.0,0.25,0.25,0.25,0.25
90,90.0,0.25,0.25,0.25,0.25
91,91.0,0.25,0.25,0.25,0.25
92,92.0,0.25,0.25,0.25,0.25
93,93.0,0.25,0.25,0.25,0.25
94,94.0,0.25,0.25,0.25,0.25
95,95.0,0.25,0.25,0.25,0.25
96,96.0,0.25,0.25,0.25,0.25
97,97.0,0.25,0.25,0.25,0.25
98,98.0,0.25,0.25,0.25,0.25
99,99.0,0.25,0.25,0.25,0.25
100,100.0,0.25,0.25,0.25,0.25
101,101.0,0.25,0.25,0.25,0.25
102,102.0,0.25,0.25,0.25,0.25
103,103.0,0.25,0.25,0.25,0.25
104,104.0,0.25,0.25,0.25,0.25
105,105.0,0.25,0.25,0.25,0.25
106,106.0,0.25,0.25,0.25,0.25
107,107.0,0.25,0.25,0.25,0.25
108,108.0,0.25,0.25,0.25,0.25
109,109.0,0.25,0.25,0.25,0.25
110,110.0,0.25,0.25,0.25,0.25
111,111.0,0.25,0.25,0.25,0.25
112,112.0,0.25,0.25,0.25,0.25
113,113.0,0.25,0.25,0.25,0.25
114,114.0,0.25,0.25,0.25,0.25
115,115.0,0.25,0.25,0.25,0.25
116,116.0,0.25,0.25,0.25,0.25
117,117.0,0.25,0.25,0.25,0.25
118,118.0,0.25,0.25,0.25,0.25
119,119.0,0.25,0.25,0.25,0.25
120,120.0,0.25,0.25,0.25,0.25
121,121.0,0.25,0.25,0.25,0.25
122,122.0,0.25,0.25,0.25,0.25
123,123.0,0.25,0.25,0.25,0.25
124,124.0,0.25,0.25,0.25,0.25
125,125.0,0.25,0.25,0.25,0.25
126,126.0,0.25,0.25,0.25,0.25
127,127.0,0.25,0.25,0.25,0.25
128,128.0,0.25,0.25,0.25,0.25
129,129.0,0.25,0.25,0.25,0.25
130,130.0,0.25,0.25,0.25,0.25
131,131.0,0.25,0.25,0.25,0.25
132,132.0,0.25,0.25,0.25,0.25
133,133.0,0.25,0.25,0.25,0.25
134,134.0,0.25,0.25,0.25,0.25
135,135.0,0.25,0.25,0.25,0.25
136,136.0,0.25,0.25,0.25,0.25
137,137.0,0.25,0.25,0.25,0.25
138,138.0,0.25,0.25,0.25,0.25
139,139.0,0.25,0.25,0.25,0.25
140,140.0,0.25,0.25,0.25,0.25
141,141.0,0.25,0.25,0.25,0.25
142,142.0,0.25,0.25,0.25,0.25
143,143.0,0.25,0.25,0.25,0.25
144,144.0,0.25,0.25,0.25,0.25
145,145.0,0.25,0.25,0.25,0.25
146,146.0,0.25,0.25,0.25,0.25
147,147.0,0.25,0.25,0.25,0.25
148,148.0,0.25,0.25,0.25,0.25
149,149.0,0.25,0.25,0.25,0.25
150,150.0,0.25,0.25,0.25,0.25
151,151.0,0.25,0.25,0.25,0.25
152,152.0,0.25,0.25,0.25,0.25
153,153.0,0.25,0.25,0.25,0.25
154,154.0,0.25,0.25,0.25,0.25
155,155.0,0.25,0.25,0.25,0.25
156,156.0,0.25,0.25,0.25,0.25
157,157.0,0.25,0.25,0.25,0.25
158,158.0,0.25,0.25,0.25,0.25
159,159.0,0.25,0.25,0.25,0.25
160,160.0,0.25,0.25,0.25,0.25
161,161.0,0.25,0.25,0.25,0.25
162,162.0,0.25,0.25,0.25,0.25
163,163.0,0.25,0.25,0.25,0.25
164,164.0,0.25,0.25,0.25,0.25
165,165.0,0.25,0.25,0.25,0.25
166,166.0,0.25,0.25,0.25,0.25
167,167.0,0.25,0.25,0.25,0.25
168,168.0,0.25,0.25,0.25,0.25
169,169.0,0.25,0.25,0.25,0.25
170,170.0,0.25,0.25,0.25,0.25
171,171.0,0.25,0.25,0.25,0.25
172,172.0,0.25,0.25,0.25,0.25
173,173.0,0.25,0.25,0.25,0.25
174,174.0,0.25,0.25,0.25,0.25
175,175.0,0.25,0.25,0.25,0.25
176,176.0,0.25,0.25,0.25,0.25
177,177.0,0.25,0.25,0.25,0.25
178,178.0,0.25,0.25,0.25,0.25
179,179.0,0.25,0.25,0.25,0.25
180,180.0,0.25,0.25,0.25,0.25
181,181.0,0.25,0.25,0.25,0.25
182,182.0,0.25,0.25,0.25,0.25
183,183.0,0.25,0.25,0.25,0.25
184,184.0,0.25,0.25,0.25,0.25
185,185.0,0.25,0.25,0.25,0.25
186,186.0,0.25,0.25,0.25,0.25
187,187.0,0.25,0.25,0.25,0.25
188,188.0,0.25,0.25,0.25,0.25
189,189.0,0.25,0.25,0.25,0.25
190,190.0,0.25,0.25,0.25,0.25
191,191.0,0.25,0.25,0.25,0.25
192,192.0,0.25,0.25,0.25,0.25
193,193.0,0.25,0.25,0.25,0.25
194,194.0,0.25,0.25,0.25,0.25
195,195.0,0.25,0.25,0.25,0.25
196,196.0,0.25,0.25,0.25,0.25
197,197.0,0.25,0.25,0.25,0.25
198,198.0,0.25,0.25,0.25,0.25
199,199.0,0.25,0.25,0.25,0.25
200,200.0,0.249,0.253,0.249,0.249
201,201.0,0.2471766666666666,0.2548033333333334,0.2471766666666666,0.2508433333333333
202,202.0,0.2450472333333333,0.2562283000000001,0.2450472333333333,0.2536772333333334
203,203.0,0.2424636043333334,0.259098487,0.2424636043333334,0.2559743043333334
204,204.0,0.2412803688566667,0.2612240037633334,0.23961370219,0.2578819251900001
205,205.0,0.2400264627629096,0.2631152050031762,0.2369478913343381,0.2599104408995762
206,206.0,0.2398262540794704,0.2642147054975745,0.2338768016985181,0.2620822387244372
207,207.0,0.2390866926124695,0.2670454422208904,0.2304601641204059,0.2634077010462343
208,208.0,0.2374587917946153,0.2713036032306183,0.2263424934208057,0.2648951115539608
209,209.0,0.2355515606730679,0.2756739943581495,0.2221298748136675,0.2666445701551153
210,210.0,0.2345498473022549,0.278694365448105,0.2177394776163647,0.2690163096332756
211,211.0,0.2333076408503346,0.2811897528885811,0.2132389360408391,0.2722636702202453
212,212.0,0.2319233174518419,0.2832496059320256,0.2087461747025732,0.2760809019135594
213,213.0,0.2298765914870782,0.2868283369191647,0.2038327602186407,0.2794623113751165
214,214.0,0.2272095151276631,0.2895189067763937,0.1985411574497128,0.2847304206462305
215,215.0,0.2228163969072585,0.2940327014426067,0.1931935281584054,0.2899573734917296
216,216.0,0.2176477049281002,0.2976003024482851,0.1874739096648278,0.2972780829587871
217,217.0,0.2120778910560626,0.30225183752061,0.1816988887713345,0.303971382651993
218,218.0,0.2072278931060464,0.3075523720456971,0.1758311481196266,0.3093885867286301
219,219.0,0.2022333076420746,0.3134175611268737,0.1700882158629449,0.3142609153681068
220,220.0,0.1970419417938716,0.3186237433860714,0.164392210403358,0.319942104416699
221,221.0,0.1924205704248492,0.3236075209490418,0.158930947472624,0.3250409611534851
222,222.0,0.1882526468434706,0.3289269695742435,0.1536862725831663,0.3291341109991198
223,223.0,0.1841269297492093,0.3344581981320719,0.1487365594273376,0.3326783126913814
224,224.0,0.1805612000533933,0.3396317902385172,0.1441050643273437,0.335701945380746
225,225.0,0.1760593854015354,0.3445520289661696,0.1397386711055571,0.3396499145267381
226,226.0,0.171656226988299,0.3491829410002008,0.1355925688193142,0.3435682631921861
227,227.0,0.1669431057974928,0.3536448568232219,0.1316983344913918,0.3477137028878937
228,228.0,0.1624195870404106,0.3577172700556653,0.1281219950338734,0.3517411478700507
229,229.0,0.1581392065603654,0.3612757472988591,0.1248958510153436,0.3556891951254319
230,230.0,0.1540940620722276,0.365140731694585,0.1219918872165749,0.3587733190166125
231,231.0,0.1503001717203789,0.3692315042835208,0.1194071952920703,0.3610611287040299
232,232.0,0.1473058925732788,0.3726867941188718,0.1173020737632316,0.3627052395446178
233,233.0,0.1448616576776873,0.375452194384092,0.1154407033975829,0.3642454445406378
234,234.0,0.1429512836577743,0.3775673594065327,0.1146555797157357,0.3648257772199572
235,235.0,0.14155286695173,0.3793419232913727,0.1142024098862012,0.3649027998706961
236,236.0,0.1402800431433468,0.3815264669739056,0.1138688850200514,0.3643246048626961
237,237.0,0.1390269797398367,0.3831209242245077,0.1135935956011744,0.3642585004344811
238,238.0,0.1379370996009744,0.3840188801793774,0.1134993424398747,0.3645446777797734
239,239.0,0.1369165222790546,0.3855097737433774,0.1128634052211046,0.3647102987564633
240,240.0,0.1363430673609613,0.3863964201329709,0.1128826575970965,0.3643778549089713
241,241.0,0.1358623946546612,0.3859031952999112,0.1129861430140821,0.3652482670313454
242,242.0,0.1355145503292733,0.385235450541284,0.1131609045147716,0.3660890946146711
243,243.0,0.135321489246197,0.3847321791563713,0.113429863201706,0.3665164683957255
244,244.0,0.1351621006996863,0.3840987840438877,0.1137100927198883,0.3670290225365376
245,245.0,0.1350342368313569,0.3828928896746574,0.1145231361982781,0.3675497372957076
246,246.0,0.1349934855293734,0.3818830405355609,0.115335540777294,0.3677879331577717
247,247.0,0.1350443109930557,0.3804123886775344,0.11616602054791,0.3683772797814999
248,248.0,0.1352270167795088,0.3792571135860624,0.1170075689993586,0.3685083006350703
249,249.0,0.1354140387043364,0.377844087132533,0.1178130141864093,0.3689288599767213
250,250.0,0.1356203251962328,0.376709000346394,0.1186130391470304,0.3690576353103429
251,251.0,0.1358278027159164,0.3763535897137175,0.1193731290254161,0.3684454785449501
252,252.0,0.1360391929258287,0.3755877374292101,0.1200945548749148,0.3682785147700466
253,253.0,0.1362442543343729,0.3752850825168689,0.1203314971792353,0.3681391659695231
254,254.0,0.1367442635034694,0.3745827795397739,0.1205015621160356,0.3681713948407213
255,255.0,0.1371801261493652,0.3738228086298697,0.1206361153633002,0.368360949857465
256,256.0,0.1375498039648734,0.3727717393346496,0.1207360937889398,0.3689423629115373
257,257.0,0.1378354952808984,0.3717094250248999,0.1207860206846704,0.3696690590095314
258,258.0,0.1383300029475054,0.3704173561308809,0.1208030034660377,0.3704496374555762
259,259.0,0.1388286162950534,0.3692113123689093,0.1208099232906461,0.3711501480453914
260,260.0,0.1392967711834075,0.3676851635539523,0.1207929947762356,0.3722250704864048
261,261.0,0.1397386188232952,0.3661105604308973,0.1207611607737964,0.3733896599720113
262,262.0,0.1401096411555516,0.3644156754645062,0.1206741002411298,0.3748005831388127
263,263.0,0.1403918699024293,0.3628364740741554,0.1205532006630967,0.3762184553603189
264,264.0,0.1405872598066452,0.3613804735879823,0.1204014947556423,0.3776307718497306
265,265.0,0.1410935419167872,0.3590141627816847,0.1202475974687782,0.3796446978327502
266,266.0,0.1415151660713345,0.356796130658161,0.1200687885844123,0.3816199146860925
267,267.0,0.1418525863776945,0.3547369955189164,0.1198678937693932,0.3835425243339961
268,268.0,0.1421539602814444,0.3530574881304216,0.1196552602057306,0.3851332913824038
269,269.0,0.1423766676979408,0.3513762702878031,0.1194279750038933,0.3868190870103632
270,270.0,0.1425589765748366,0.3500571324736845,0.1191913678757301,0.3881925230757492
271,271.0,0.1479366622344141,0.3469740142217722,0.1172593783488289,0.3878299451949851
272,272.0,0.1533082555631437,0.3441051340497038,0.115263838938146,0.3873227714490068
273,273.0,0.1586121664751696,0.3413900787841081,0.1132328741440113,0.3867648805967112
274,274.0,0.1637939649614373,0.3386574474902347,0.111189846001136,0.3863587415471923
275,275.0,0.1688730586410161,0.3361210155548315,0.109169997455806,0.3858359283483466
276,276.0,0.1737085765976046,0.3338202181715198,0.107223353538861,0.3852478516920148
277,277.0,0.1782415473654157,0.3315160652620454,0.1053473864959017,0.3848950008766373
278,278.0,0.1824254008554404,0.329252045295288,0.1035524497615826,0.3847701040876891
279,279.0,0.1862816857018546,0.3272675066269975,0.1018515212409649,0.3845992864301831
280,280.0,0.1898102943748761,0.3256724799694253,0.1002588045584891,0.3842584210972096
281,281.0,0.1925615703466713,0.3242608793537441,0.0987687505349122,0.3844087997646725
282,282.0,0.1949637311029423,0.323324611091086,0.0973782460159936,0.3843334117899781
283,283.0,0.1975177769028216,0.322524995572994,0.0960875518566158,0.3838696756675687
284,284.0,0.1999360359528385,0.3217199864153128,0.094908183009102,0.3834357946227468
285,285.0,0.2021283566903795,0.3210357813925519,0.0938107992698613,0.3830250626472074
286,286.0,0.2043073251313831,0.3205314444695376,0.0928083411924323,0.3823528892066472
287,287.0,0.2064263239308426,0.3200780386894024,0.0918808902323192,0.381614747147436
288,288.0,0.2083056610208115,0.3201187961685596,0.0910327612816873,0.3805427815289416
289,289.0,0.2099772330406127,0.320186181131325,0.0902704468027836,0.3795661390252788
290,290.0,0.2116386959716752,0.3197838298740618,0.0896006159250806,0.3789768582291826
291,291.0,0.2130273484658308,0.3198548770280302,0.08899094841022,0.3781268260959191
292,292.0,0.2141298268047543,0.3197899621338953,0.0884630582234372,0.3776171528379133
293,293.0,0.2150394923232498,0.3200155193267711,0.0879971716695949,0.3769478166803843
294,294.0,0.2157783097029888,0.3201360875133125,0.0875978638793619,0.3764877389043369
295,295.0,0.2162825745959319,0.3202183876135852,0.0872726491702684,0.3762263886202147
296,296.0,0.2166161840760225,0.3202877062269338,0.0870090282542442,0.3760870814427997
297,297.0,0.2167917412993459,0.3198847373664871,0.0868026244352773,0.37652089689889
298,298.0,0.2168710002102478,0.3193720094251202,0.0866509341095066,0.3771060562551257
299,299.0,0.2169806199162965,0.3188047978053535,0.0865373290810127,0.3776772531973377
300,300.0,0.2166501372622002,0.3184044705616334,0.0867888188124374,0.3781565733637295
301,301.0,0.2162143517185897,0.3180031680572678,0.0870937092311972,0.3786887709929457
302,302.0,0.2156866732723503,0.3172768291617504,0.0874098979234719,0.3796265996424278
303,303.0,0.2151168471165154,0.3166879252877975,0.0877417603242505,0.380453467271437
304,304.0,0.2145161584813799,0.3158718693443844,0.0880835368227683,0.3815284353514677
305,305.0,0.2138649897211197,0.3153221284895268,0.0884272300522999,0.3823856517370539
306,306.0,0.213305961823175,0.3145811671232422,0.0887851818833106,0.3833276891702725
307,307.0,0.2127434568694014,0.3134915137066168,0.0894246721636898,0.3843403572602923
308,308.0,0.2121666567350266,0.3121457936141764,0.0900736108516046,0.3856139387991927
309,309.0,0.2115483546438166,0.3112663479389326,0.0907213319565441,0.386463965460707
310,310.0,0.2108599073441923,0.3103522788182351,0.0915933583724517,0.3871944554651211
311,311.0,0.2101755920581328,0.3095535042434078,0.0924302722411007,0.3878406314573589
312,312.0,0.2095177168155202,0.3089959571882116,0.0932203545310442,0.3882659714652242
313,313.0,0.2086277159179883,0.3084971002054031,0.0942222799617773,0.3886529039148316
314,314.0,0.207790361298909,0.308046547817104,0.0951650908740219,0.3889980000099654
315,315.0,0.2070015127592266,0.3074628106377399,0.0960396904789487,0.3894959861240852
316,316.0,0.206287641148609,0.3068951226746378,0.0968652453677764,0.3899519908089771
317,317.0,0.2056009647830277,0.3062430117710082,0.0976143461332688,0.3905416773126956
318,318.0,0.2049444924294891,0.3056386966221845,0.0982855945932911,0.3911312163550355
319,319.0,0.2044455472246047,0.3053408394993594,0.0986858695098899,0.3915277437661462
320,320.0,0.204512669917412,0.3049820372378696,0.0989681731510219,0.3915371196936966
321,321.0,0.204632705692874,0.3045502365223624,0.0991789779290918,0.391638079855672
322,322.0,0.2049018589075301,0.3040993374667209,0.0992232060487676,0.3917755975769816
323,323.0,0.2053050847405812,0.3036346911358673,0.099200218033877,0.3918600060896747
324,324.0,0.2058616383690898,0.3030918214520244,0.0991167450179054,0.3919297951609805
325,325.0,0.2064153762402493,0.3027922183669294,0.0989767004183061,0.3918157049745154
326,326.0,0.2069666301159782,0.3023587955350784,0.0987903328598386,0.3918842414891049
327,327.0,0.2074888382174365,0.3022143018524471,0.0985752763115514,0.3917215836185652
328,328.0,0.2081889844406635,0.3015048579979443,0.0983793739501641,0.3919267836112283
329,329.0,0.2088690742963436,0.3007292158484321,0.0981617611648979,0.3922399486903266
330,330.0,0.2097206395898503,0.2996147749466581,0.0980032453760868,0.3926613400874049
331,331.0,0.2107150224018123,0.2984919170602426,0.0978459301078609,0.3929471304300843
332,332.0,0.2116882533291392,0.2974300192578125,0.0978083876345973,0.393073339778451
333,333.0,0.2126782225333159,0.2966111374027454,0.0977698037256238,0.392940836338315
334,334.0,0.2136233440154433,0.2959347892772163,0.097712352320798,0.3927295143865424
335,335.0,0.2143161138475852,0.2952920652842208,0.0979073360196585,0.3924844848485355
336,336.0,0.214948556635293,0.294746735650404,0.0980817648193775,0.3922229428949255
337,337.0,0.2156357823998243,0.2943423604465921,0.0981212531391856,0.391900604014398
338,338.0,0.2162605245827997,0.2940887253647373,0.0981397985573668,0.3915109514950962
339,339.0,0.2169731489092551,0.2937824963602007,0.0980373151468982,0.3912070395836461
340,340.0,0.217585663869517,0.2935314103790776,0.0979037295131338,0.3909791962382717
341,341.0,0.2181142345743026,0.2935400499599663,0.0977639469433347,0.3905817685223965
342,342.0,0.2186572128855305,0.2935641043598224,0.0975982677989516,0.3901804149556955
343,343.0,0.2196269372288414,0.2919055975014739,0.097675126772523,0.3907923384971619
344,344.0,0.2205425672341652,0.2903543108641742,0.0977584641317497,0.3913446577699111
345,345.0,0.2213882076976517,0.2888178485914241,0.0978346503268779,0.3919592933840465
346,346.0,0.2221636125211425,0.2875527158932497,0.0979040159363024,0.3923796556493056
347,347.0,0.223191633023447,0.2860407296603274,0.0978281475524829,0.3929394897637429
348,348.0,0.2241600381689773,0.2848828091320128,0.0977410598879442,0.3932160928110659
349,349.0,0.2251167723020622,0.2837785182713708,0.0976216678462073,0.39348304158036
350,350.0,0.2253745049430875,0.2822843345932682,0.0969884946591029,0.3953526658045417
351,351.0,0.2252068547392205,0.2805928297602635,0.096027680446779,0.3981726350537372
352,352.0,0.2248812237861503,0.2788182857201411,0.0961114633493551,0.4001890271443537
353,353.0,0.2250146770222976,0.2769879155977828,0.0976484400872826,0.4003489672926373
354,354.0,0.2258562613725793,0.2752471764575033,0.0990298500509796,0.3998667121189381
355,355.0,0.2273277143769245,0.2734038624050561,0.1007356750403502,0.3985327481776693
356,356.0,0.2284022469511532,0.2727386030280272,0.1025604966087478,0.3962986534120719
357,357.0,0.2293974653814672,0.2718625183372526,0.1042398295098728,0.3945001867714076
358,358.0,0.2318361797148931,0.2709124196415323,0.1043814050197191,0.3928699956238557
359,359.0,0.2338870930906038,0.269868635822528,0.1041002861465711,0.3921439849402972
360,360.0,0.2365723329258418,0.2686447228147874,0.1037493214452232,0.3910336228141476
361,361.0,0.2392173336231444,0.2674456892151491,0.1033312833644158,0.3900056937972909
362,362.0,0.2426222443755872,0.2654065342624645,0.1030645109466715,0.3889067104152771
363,363.0,0.2463537582192973,0.2633160776319291,0.1026708296531377,0.3876593344956361
364,364.0,0.2497799150312069,0.2612827208754906,0.1026706925325366,0.386266671560766
365,365.0,0.2534252483759853,0.2594924244683522,0.1025394632657327,0.38454286388993
366,366.0,0.2566686836925863,0.2577623635720572,0.1027707574697921,0.3827981952655645
367,367.0,0.258084990572156,0.2563591200521042,0.1029906156194446,0.3825652737562953
368,368.0,0.2595428048030119,0.2559782440324677,0.1029854599956768,0.3814934911688438
369,369.0,0.2610013118776788,0.2554594084138106,0.1027633927527114,0.3807758869557995
370,370.0,0.2624791759365316,0.2556950117273084,0.1023515882825119,0.3794742240536482
371,371.0,0.2639351688610349,0.2559541627366852,0.1017708154436736,0.3783398529586065
372,372.0,0.2648933378918306,0.2562175459898924,0.1010417098153981,0.377847406302879
373,373.0,0.265619834765001,0.2571408789280778,0.1002880513692531,0.3769512349376681
374,374.0,0.2661081791801561,0.2579201735658356,0.0996397302567866,0.3763319169972218
375,375.0,0.2664127139127483,0.2587834029516757,0.0990007979526797,0.3758030851828964
376,376.0,0.2665482525353772,0.2596094150707995,0.098376658615698,0.3754656737781254
377,377.0,0.2665765767940348,0.2593704255892763,0.0978213151923744,0.3762316824243145
378,378.0,0.2664692612025165,0.258848242604088,0.097295844119861,0.3773866520735345
379,379.0,0.2662362859698923,0.2579633818163721,0.0967956805956893,0.3790046516180463
380,380.0,0.2658516730733899,0.2571046250572724,0.0962867164457207,0.3807569854236171
381,381.0,0.2653498223697057,0.2561193321660223,0.0957766367210725,0.3827542087431996
382,382.0,0.2647424085807942,0.255145177803754,0.0952637844088567,0.3848486292065953
383,383.0,0.2640212265651497,0.254185284723861,0.0947562554014381,0.3870372333095513
384,384.0,0.2632721939938868,0.2534176326035621,0.0942873628888268,0.3890228105137244
385,385.0,0.2624918222283302,0.2526913210270262,0.0938587227709645,0.3909581339736793
386,386.0,0.2617069267969277,0.2518696992870474,0.0934716717372542,0.3929517021787708
387,387.0,0.2609145535459731,0.2510273360859965,0.0931273124793411,0.3949307978886894
388,388.0,0.2601345540964833,0.2502078236714732,0.0928253315444931,0.3968322906875506
389,389.0,0.2593504738220694,0.2494496252831339,0.0925513197634399,0.3986485811313568
390,390.0,0.2585888186917317,0.2487562672893183,0.0923115379073616,0.4003433761115884
391,391.0,0.2578563803122474,0.2479938404207806,0.0921055262273705,0.4020442530396015
392,392.0,0.2571386837442306,0.247185492620763,0.0919396762039026,0.403736147431104
393,393.0,0.2564720287240151,0.2460209735180939,0.0918306936608336,0.4056763040970576
394,394.0,0.2558075948569959,0.2448784155282307,0.0917213670530989,0.4075926225616747
395,395.0,0.2552341171255914,0.2439890666177369,0.0916200297123123,0.4091567865443596
396,396.0,0.254685618261817,0.243209736069422,0.0915447886805705,0.4105598569881907
397,397.0,0.2541780723805342,0.2426002951299169,0.0916298495162063,0.4115917829733428
398,398.0,0.2536886501184974,0.2419432114410978,0.0917129002786945,0.4126552381617105
399,399.0,0.2532277204936893,0.241393470908435,0.0918137299381434,0.4135650786597323
400,400.0,0.2528028684872289,0.2410539451297382,0.0919329508311642,0.4142102355518688
401,401.0,0.2523912658318719,0.2406114511202699,0.0920519312609008,0.4149453517869576
402,402.0,0.2520096713225463,0.2403100374327532,0.0921582577398025,0.4155220335048983
403,403.0,0.2516720698081864,0.240128676417473,0.0922739263274918,0.415925327446849
404,404.0,0.251607513741903,0.2408894946015935,0.0942964740339391,0.4132065176225647
405,405.0,0.2513421029053497,0.2415392685995006,0.095833693206344,0.4112849352888061
406,406.0,0.2511142777515841,0.2421686630642608,0.0973298328363144,0.4093872263478411
407,407.0,0.2509191621640489,0.2428734893543669,0.098768789906639,0.4074385585749455
408,408.0,0.2508385120413812,0.2434764891712702,0.1001551547865919,0.4055298440007572
409,409.0,0.25078354503713,0.2441704819330149,0.1014726849019057,0.4035732881279498
410,410.0,0.2507772979709667,0.2449039272037061,0.1027425053032803,0.4015762695220473
411,411.0,0.2507849666358485,0.2456103622109948,0.1039183084317143,0.3996863627214428
412,412.0,0.2509921328978516,0.2462942687657708,0.1050249140821751,0.3976886842542029
413,413.0,0.2512020882866551,0.2470353364629694,0.106043397908505,0.3957191773418708
414,414.0,0.251499331721161,0.2475814028200084,0.1069682908593021,0.3939509745995287
415,415.0,0.2517999276083775,0.2480471947067049,0.1078006876225436,0.3923521900623742
416,416.0,0.252100015263642,0.2484321855473301,0.1085408644987033,0.3909269346903249
417,417.0,0.2524126198864143,0.2485646323884275,0.1091918378799765,0.3898309098451819
418,418.0,0.2528111967823019,0.2488375961526886,0.1098615659102383,0.3884896411547714
419,419.0,0.2531889836616114,0.2489696786334566,0.1104499458639745,0.3873913918409577
420,420.0,0.2535506072210173,0.2490115384994482,0.1109570257376553,0.3864808285418794
421,421.0,0.2548390177048503,0.249828354145502,0.1114505112907176,0.3838821168589301
422,422.0,0.2563753675801479,0.2505132497393323,0.1117778847563182,0.3813334979242016
423,423.0,0.2580930682953521,0.2512112665898389,0.1119286848920265,0.3787669802227825
424,424.0,0.2597389858579628,0.251929996114686,0.1120066382836183,0.376324379743733
425,425.0,0.2613240906521299,0.2526075149325581,0.1120271276966931,0.3740412667186188
426,426.0,0.2628515429444285,0.2531022176549524,0.1119965574129117,0.3720496819877075
427,427.0,0.2643143749102856,0.2535208019305475,0.1119203966330086,0.3702444265261582
