,R_x,f_1,f_2,Generation,Rank
0,0-1-3-11-10-12-13-9*0-1-2-5-7-9-10-12*2-1-4-3-5-7-9-10*11-3-5-7-14-6*8-14-6-9-10-11*0-1-2-5-14-6*,10.252740167633783,180.0,104,0.0
1,0-1-3-11-10-12-13-9*0-1-2-5-7-9-10-12*2-1-4-3-5-7-9-10*4-3-5-7-14-6*8-14-6-9-10-11*0-1-2-5-14-6*,10.254029658284978,174.0,116,0.0
0,0-1-3-11-10-12-13*4-3-5-7-9-10-12-13*2-1-4-3-5-7-14-6*6-14-5-2-1-0*8-14-6-9-10-11*12-13-9-7-5-2-1-0*,10.264990328820115,173.0,189,0.0
0,2-1-4-3-5-7-14-6*12-13-9-7-5-2-1-0*4-3-5-7-9-10-12*0-1-3-11-10-12-13*6-14-5-2-1-0*11-10-9-6-14-8*,10.265635074145711,171.0,183,0.0
1,0-1-4-3-5-7-14-6*12-13-9-7-5-2-1-0*4-3-5-7-9-10*0-1-3-11-10-12*6-14-5-2-1-0*11-10-9-6-14-8*,10.266924564796906,170.0,193,0.0
0,2-1-4-3-5-7-14-6*8-14-6-9-10-11-3-4*10-12-13-9-7-5-3-4*0-1-3-4*0-1-2-5-7-9-10-12*0-1-2-5-14-6*,10.267569310122502,167.0,175,0.0
2,2-1-4-3-5-7-14-6*12-13-9-7-5-2-1-0*4-3-5-7-9-10*0-1-3-11-10-12-13*6-14-5-2-1-0*11-10-9-6-14-8*,10.270148291424888,166.0,154,0.0
2,2-1-4-3-5-7-14-6*8-14-6-9-10-11-3-4*12-13-9-7-5-3-4*0-1-3-4*0-1-2-5-7-9-10-12*0-1-2-5-14-6*,10.277240490006449,162.0,170,0.0
3,2-1-4-3-5-7-14-6*8-14-6-9-10-11-3-1*12-13-9-7-5-3-4*0-1-3-4*0-1-2-5-7-9-10-12*0-1-2-5-14-6*,10.284332688588009,161.0,183,0.0
4,2-1-4-3-5-7-14-6*8-14-6-9-10-11-3*12-13-9-7-5-3-4*0-1-3-4*0-1-2-5-7-9-10-12*0-1-2-5-14-6*,10.297227595099937,158.0,174,0.0
5,2-1-4-3-5-7-14-6*12-13-9-7-5-2-1-0*4-3-5-7-9-10-12-13*11-3-1-0*6-14-5-2-1-0*11-10-9-6-14-8*,10.32301740812379,156.0,140,0.0
6,8-14-6-9-10-11-3-4*4-3-5-7-14-6*12-13-9-7-5-3-4*0-1-2-5-7-9-10-12*0-1-2-5-14-6*0-1-3-4*,10.326241134751774,154.0,160,0.0
13,6-14-7-5-3-4*4-3-1-0*1-3-11-10-9-6-14-8*6-14-5-2-1-0*0-1-2-5-7-9-10-12*4-3-5-7-9-13-12*,10.333333333333334,153.0,198,0.0
0,4-3-11-10-9-6-14-8*0-1-3-5-14-6*7-14-6*4-3-5-7-9-13-12-10*0-1-2-5-7-9-10-12*4-1-2-5-14-6*,10.336557059961317,152.0,160,0.0
7,8-14-6-9-10-11-3-4*3-5-7-14-6*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*0-1-2-5-14-6*0-1-3-4*,10.344294003868471,150.0,135,0.0
1,4-3-11-10-9-6-14-8*0-1-2-5-7-9-10-12*7-14-6*4-3-5-7-9-13-12*0-1-3-5-14-6*4-1-2-5-14-6*,10.346228239845262,147.0,174,0.0
9,8-14-6-9-10-11-3*3-5-7-14-6*4-3-5-7-9-13-12*0-1-2-5-14-6*0-1-2-5-7-9-10-12*0-1-3-4*,10.36428110896196,146.0,163,0.0
2,3-11-10-9-6-14-8*0-1-3-5-14-6*7-14-6*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*4-1-2-5-14-6*,10.36621534493875,143.0,175,0.0
8,8-14-6-9-10-11-3-4*12-13-9-7-5-3-4*6-14-7*12-10-9-7-5-2-1-0*4-3-1-0*6-14-5-2-1-4*,10.38749194068343,142.0,155,0.0
9,8-14-6-9-10-11-3-1*12-13-9-7-5-3-4*6-14-7*12-10-9-7-5-2-1-0*4-3-1-0*6-14-5-2-1-4*,10.39458413926499,141.0,118,0.0
11,4-3-1-0*3-11-10-9-6-14-8*7-14-6*0-1-2-5-7-9-10-12*4-3-5-7-9-13-12*0-1-2-5-14-6*,10.397807865892972,140.0,124,0.0
12,4-3-1-0*3-11-10-9-6-14-8*7-14-6*0-1-2-5-7-9-10-12*4-3-5-7-9-13-12*4-3-1-2-5-14-6*,10.401031592520956,139.0,167,0.0
10,8-14-6-9-10-11-3*12-13-9-7-5-3-4*6-14-7*12-10-9-7-5-2-1-0*4-3-1-0*6-14-5-2-1-4*,10.40747904577692,138.0,124,0.0
11,4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*7-14-6*4-3-1-2*0-1-2-5-14-6*1-3-11-10-9-6-14-8*,10.430045132172792,137.0,100,0.0
11,3-5-14-6*7-14-6*0-1-2-5-7-9-10-12*4-1-2-5-14-6*1-3-11-10-9-6-14-8*4-3-5-7-9-13-12*,10.432624113475176,135.0,179,0.0
15,0-1-3-11*0-1-2-5-7-9-10-12*12-13-9-7-5-3-4*4-1-2-5-14-6*7-14-6*8-14-6-9-10-11*,10.440361057382336,134.0,196,0.0
16,1-3-11*0-1-2-5-7-9-10-12*12-13-9-7-5-3-4*4-1-2-5-14-6*3-5-7-14-6*8-14-6-9-10-11*,10.461637653127015,132.0,197,0.0
17,4-3-5-7-9-13-12*4-1-2-5-14-6*8-14-6-9-10-11-3-1*3-1-2*0-1-2-5-7-9-10-12*7-14-6*,10.46808510638298,131.0,199,0.0
14,4-1-2-5-14-6*2-1*1-3-11-10-9-6-14-8*7-14-6*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*,10.474532559638943,128.0,171,0.0
18,7-14-6*4-3-1-2-5-14-6*0-1-2-5-7-9-10-12*4-3-5-7-9-13*13-12*8-14-6-9-10-11-3-1*,10.494519664732431,127.0,195,0.0
18,1-3-11*0-1-2-5-7-9-10-12*12-13-9-7-5-3-4*4-1-2-5-14-6*7-14-6*8-14-6-9-10-11*,10.495164410058027,126.0,199,0.0
20,7-14-6*4-3-1-2-5-14-6*0-1-2-5-7-9-10-12*4-3-5-7-9-13*13-12*8-14-6-9-10-11-3*,10.517085751128304,124.0,139,0.0
21,4-3-1-2-5-14-6*0-1-2-5-7-9-10-12*4-3-5-7-9-13*12-13*8-14-6-9-10-11-3*7-14*,10.549323017408124,122.0,180,0.0
26,4-3-5-7-9-13*6-14-5-2-1-3-11*6-14-7*0-1-2-5-7-9-10-12*8-14-6-9-10-11*12-13*,10.61444229529336,120.0,69,0.0
27,4-3-5-7-9-13*14-7*6-14-5-2-1-3-11*0-1-2-5-7-9-10-12*8-14-6-9-10-11*12-13*,10.646679561573178,118.0,82,0.0
27,1-2-5-14-6*1-4*11-3-1*0-1-2-5-7-9-10-11*9-6-14-8*4-3-5-7-9-13-12-10*,10.680851063829786,117.0,93,0.0
28,6-14-5-2-1-3-4*4-3-5-7-9-10-12-13*3-11*6-14-7*0-1-2-5-7-9-10-11*8-14-6-9*,10.681495809155384,116.0,68,0.0
29,6-14-5-2-1-3-4*4-3-5-7-9-10-12-13*3-11*14-7*0-1-2-5-7-9-10-11*8-14-6-9*,10.713733075435202,114.0,72,0.0
23,4-1-2*0-1-2-5-7-14-6*1-3-11-10-9-6-14-8*5-14*4-3-5-7-9-10-12-13*13-9*,10.758220502901354,113.0,102,0.0
24,4-3-5-7-9-10-12-13*0-1-2-5-7-14-6*1-3-11-10-9-6-14-8*7-5*4-1-2*13-9*,10.765312701482914,112.0,81,0.0
30,0-1-2-5-7-9-10-11*6-14-5-2-1-3-4*14-7*8-14-6-9*4-3-5-7-9-13-12-10*6-14-7*,10.775628626692455,111.0,176,0.0
39,2-1-4*12-13*1-3-11-10-9-6-14-8*0-1-2-5-7-14-6*13-9*4-3-5-7-9-10-12*,10.778852353320438,110.0,176,0.0
