,Run_nr,HV
0,Run_1,0.8479626448174089
1,Run_2,0.8475637837339967
2,Run_3,0.8468413485989805
3,Run_4,0.8469486726656015
4,Run_5,0.8470535939546114
5,Run_6,0.8424434646451298
6,Run_7,0.8521298621206115
7,Run_8,0.84809639943775
8,Run_9,0.8512216121836844
9,Run_10,0.8480851864755656
10,Run_11,0.8472978763450547
11,Run_12,0.8474236217066928
12,Run_13,0.8436072099346845
13,Run_14,0.8517638389978816
14,Run_15,0.8436704830784387
15,Run_16,0.8490054503005475
16,Run_17,0.85309417686846
17,Run_18,0.8505920844496235
18,Run_19,0.8465009551041004
19,Run_20,0.8519480519480519
20,Means,0.8481625158683437
