Total_iterations,Unnamed: 0.1,Intertwine_two,Invert_path_vertices,Insert_inside_vertex,Delete_inside_vertex,Replace_inside_vertex,Donate_between_routes,MSC_add_terminal,MSC_del_terminal
91,91.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
92,92.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
93,93.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
94,94.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
95,95.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
96,96.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
97,97.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
98,98.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
99,99.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
100,100.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
101,101.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
102,102.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
103,103.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
104,104.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
105,105.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
106,106.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
107,107.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
108,108.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
109,109.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
110,110.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
111,111.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
112,112.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
113,113.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
114,114.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
115,115.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
116,116.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
117,117.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
118,118.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
119,119.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
120,120.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
121,121.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
122,122.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
123,123.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
124,124.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
125,125.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
126,126.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
127,127.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
128,128.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
129,129.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
130,130.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
131,131.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
132,132.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
133,133.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
134,134.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
135,135.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
136,136.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
137,137.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
138,138.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
139,139.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
140,140.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
141,141.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
142,142.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
143,143.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
144,144.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
145,145.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
146,146.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
147,147.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
148,148.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
149,149.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
150,150.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
151,151.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
152,152.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
153,153.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
154,154.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
155,155.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
156,156.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
157,157.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
158,158.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
159,159.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
160,160.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
161,161.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
162,162.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
163,163.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
164,164.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
165,165.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
166,166.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
167,167.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
168,168.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
169,169.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
170,170.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
171,171.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
172,172.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
173,173.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
174,174.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
175,175.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
176,176.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
177,177.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
178,178.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
179,179.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
180,180.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
181,181.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
182,182.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
183,183.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
184,184.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
185,185.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
186,186.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
187,187.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
188,188.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
189,189.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
190,190.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
191,191.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
192,192.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
193,193.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
194,194.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
195,195.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
196,196.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
197,197.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
198,198.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
199,199.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
200,200.0,0.1248611111111111,0.1248611111111111,0.1248611111111111,0.1259722222222222,0.1248611111111111,0.1248611111111111,0.1248611111111111,0.1248611111111111
201,201.0,0.1243347222222222,0.1265569444444444,0.1243347222222222,0.1264347222222222,0.1243347222222222,0.1243347222222222,0.1243347222222222,0.1253347222222222
202,202.0,0.1237037361111111,0.1280148472222222,0.1237037361111111,0.1267727361111111,0.1237037361111111,0.1237037361111111,0.1247037361111111,0.1256937361111111
203,203.0,0.1228829021590909,0.1300399930681818,0.1228829021590909,0.1268933121590909,0.1228829021590909,0.1237919930681818,0.1247819930681818,0.1258440021590909
204,204.0,0.122732746823106,0.1315038910655303,0.1218236559140151,0.126650321723106,0.1218236559140151,0.1243903225806818,0.1245280892473485,0.126547316732197
205,205.0,0.1225372375944467,0.1327834582545865,0.1207281466853558,0.1263320851554467,0.1207281466853558,0.1247994264056355,0.1249188054056355,0.1271726938135376
206,206.0,0.1223056122074141,0.1346041122640694,0.119613703116505,0.125952056687704,0.119613703116505,0.1250423778317897,0.1251440141417897,0.1277244206342232
207,207.0,0.1220456300335474,0.1368733913516949,0.1194042854880928,0.1246129563873045,0.1184951945790019,0.1251388570902573,0.1252235086161573,0.1282061764539439
208,208.0,0.1218055837161258,0.1390523116473439,0.1192361607070349,0.1232851214015568,0.117427069797944,0.1252311180337938,0.1252996367387448,0.128662997957456
209,209.0,0.1215858801326791,0.1411281198272576,0.1191068807364064,0.1219807035488531,0.1164149716454973,0.1253186598844569,0.1253719738635043,0.1290928103613455
210,210.0,0.1213866820456442,0.1424237023545438,0.1190138538948706,0.1207104052944161,0.1161300851069918,0.1254010791330272,0.1254401757189709,0.1294940164515355
211,211.0,0.1211321733104927,0.1435283683934346,0.1188028699864184,0.1194077600852059,0.1158267803106608,0.1254023062714709,0.1254282162377618,0.1304715254045549
212,212.0,0.1208986118975696,0.1445183447505627,0.1186241981931897,0.1181572108869737,0.1155781139484321,0.1253986300575979,0.1254124129665384,0.1314124772991358
213,213.0,0.1206862386887813,0.1453952006305329,0.1184763940215944,0.1169660535906042,0.1153811088405177,0.1253905775887787,0.1253933083170144,0.1323111183221764
214,214.0,0.1204309560316996,0.1460973769581588,0.11822964362298,0.115776158014772,0.1151684663484628,0.1253145644510935,0.1253073209094125,0.1336755136634208
215,215.0,0.1202877037876813,0.1466671369455877,0.1179308733969709,0.114631113963371,0.1147431355162562,0.1249774057234599,0.1253100949835731,0.1354525356831
216,216.0,0.1201653480338224,0.1471353123857179,0.1176610113367701,0.1135611744832249,0.1143632285705693,0.1246411776364835,0.1253113632465405,0.1371613843068716
217,217.0,0.1200630226786454,0.1476236590486453,0.1174198652463987,0.1124532494422422,0.1140280021922071,0.1243091494069682,0.1253112635968043,0.1387917883880887
218,218.0,0.1199637094434524,0.1480045866902886,0.1171922730384277,0.1114135023993891,0.1137243117189345,0.1240871349909125,0.1252938953297506,0.1403205863888447
219,219.0,0.1198668609105491,0.148283788598312,0.1169780191868196,0.110558116607211,0.1134511109614395,0.1238606692066338,0.1252599196517339,0.1417415148773011
220,220.0,0.1197719839212129,0.1484674301531747,0.1167767984851168,0.1097726476133628,0.113319531125914,0.123631449203945,0.1252101218868081,0.1430500376104658
221,221.0,0.1196786383987775,0.1485620392824411,0.1165882274408265,0.1090568660434304,0.1132134601144078,0.1234010495278783,0.1252565016402215,0.144243217552017
222,222.0,0.1196010877978446,0.1485890562834457,0.116425286349212,0.1084233205212836,0.1131426437096903,0.1231831280975882,0.1253024605086734,0.1453330167322623
223,223.0,0.1194909090846543,0.1491740178180521,0.1161918035306839,0.1078225038497461,0.1130566455675107,0.122930997255181,0.1252999619443565,0.1460331609498155
224,224.0,0.1193536573337546,0.150239803627078,0.1158995489384998,0.1072583417866629,0.1129590343192275,0.1226517897264829,0.1252550671523812,0.1463827571159133
225,225.0,0.1191941476605432,0.1517181146014617,0.1155587928841824,0.106733545785937,0.1128526826820515,0.1223517405495276,0.1251731999975509,0.146417775838746
226,226.0,0.1190952662007717,0.1531687450675944,0.1151711726102104,0.1063246610305038,0.1126959880940474,0.1219923942637141,0.1251417730521121,0.1464099996810463
227,227.0,0.119010559637349,0.1545385774612949,0.1148107679826685,0.1059862542089056,0.1125645173134196,0.1216522395600277,0.1251112289783733,0.1463258548579616
228,228.0,0.1189394575462745,0.1558219932658694,0.114478461483189,0.1063028968900925,0.1124570626672366,0.1213327588272927,0.1250817849299018,0.1455855843901437
229,229.0,0.1188486307626619,0.1574396365834922,0.1141094068868363,0.1066111464551441,0.1123396173499537,0.121002399737179,0.1250209456060935,0.1446282166186394
230,230.0,0.1186022431333364,0.159200783358681,0.1135724246576204,0.1067702148283825,0.1120756379915888,0.121637947937172,0.1247937420374553,0.1433470060557637
231,231.0,0.1183696304086362,0.1608563665147694,0.1130673089600671,0.1069710610242041,0.1118337335793075,0.1222877730057347,0.1245703984736303,0.1420437280336508
232,232.0,0.1172323730191628,0.1622585303376463,0.1125566581293564,0.1071695691707948,0.1115998287424369,0.1229296620851372,0.1241112634541803,0.1421421150612854
233,233.0,0.115893022687793,0.1631639287975312,0.1118336185940717,0.1081489349706119,0.1111656137200086,0.1232370299205944,0.1234364763188698,0.1431213749905193
234,234.0,0.1145675822231391,0.1638274175666529,0.1111064374070585,0.1091022596742984,0.1107342530311259,0.1235190463084694,0.1227555472748182,0.1443874565144377
235,235.0,0.1132676327168066,0.1642648587681806,0.1103822358926211,0.110022049491692,0.1103094925229537,0.1237751439032723,0.1220756174769708,0.1459029692275029
236,236.0,0.1120214111292917,0.1646012021144474,0.109703531221176,0.1109380331357776,0.1099127063437674,0.1239081976408916,0.1215361153886862,0.147378803025962
237,237.0,0.1108203329033964,0.1648262138112264,0.1091731354677821,0.1118270635713532,0.109533309436567,0.1240221803247373,0.1210092710028376,0.1487884934820999
238,238.0,0.1097001824169852,0.1653982886255404,0.1088007062270915,0.1126932190691378,0.1085352819017822,0.1242417903182946,0.1206226130200455,0.1500079184211228
239,239.0,0.108572038199454,0.1656104393464675,0.1083795058926078,0.1134378323552558,0.1074987347990504,0.1242816834389191,0.1207596734640265,0.1514600925042188
240,240.0,0.1074622700729635,0.1655120227385894,0.1079325279685439,0.1140783923139957,0.10644880377655,0.1241716080199296,0.1213667131802513,0.1530276619291766
241,241.0,0.1064172392492755,0.1652447876780733,0.1075035222723007,0.1146556009577103,0.1054344276760839,0.1240397628090785,0.1219777649839342,0.1547268943735434
242,242.0,0.1054037506000575,0.165072288097435,0.1070574029313621,0.1151324426247686,0.1044250230601642,0.1237789421196064,0.1229903219125916,0.1561398286540145
243,243.0,0.1044410980529913,0.164749905696594,0.1066245605241487,0.1155384036167072,0.103442500085132,0.1240844486250377,0.1236948525156252,0.1574242308837639
244,244.0,0.1035485842733862,0.1643682148598234,0.1062227555314139,0.1158924931423935,0.1025124185703659,0.1243738408239562,0.1243781536943714,0.1587035391042893
245,245.0,0.1027120675693973,0.1638635297551242,0.1063631650982158,0.1161792055992019,0.1016194855287952,0.1245387672705868,0.124872164695068,0.1598516144836105
246,246.0,0.1019343134005027,0.1632531966603362,0.1064901636729328,0.1164024115694522,0.100768915443516,0.124590025275692,0.1256908744255132,0.1608700995520547
247,247.0,0.1012317497562508,0.1625693807814394,0.1066182237571118,0.1165795353422455,0.0999758414174577,0.1244378457501182,0.1269197971126514,0.1616676260827249
248,248.0,0.1005974729642096,0.1619702856496509,0.1067609769139831,0.1167093235455092,0.0992429940355084,0.1242701504082453,0.1281003108786306,0.1623484856042628
249,249.0,0.1000441839202652,0.1613688147569624,0.1069287131178955,0.1168072997662514,0.0985815692169667,0.1240989589939131,0.1292386382910937,0.1629318219366518
250,250.0,0.0995693167400473,0.1607712203883906,0.1071172567021059,0.116875665440517,0.0979910389536772,0.1239263330285109,0.1303276147112677,0.1634215540354831
251,251.0,0.0991697779089856,0.1601830908352097,0.1073226414927423,0.1169166979662109,0.0974702190927477,0.1237541422267998,0.1313612854741797,0.163822145003124
252,252.0,0.09882038495883,0.1595444258464773,0.1074978394779658,0.1169110753112884,0.0969957017709064,0.1234974848938475,0.1326162297193121,0.1641168580213722
253,253.0,0.098539097750472,0.1589251071740774,0.1076830783974263,0.1168829997398409,0.0965870824269434,0.1232452963340299,0.1338045239027449,0.164332814274465
254,254.0,0.0983219185818153,0.1583293933731009,0.1078755017685057,0.1168349972992352,0.0962418574565106,0.1229996515556317,0.1349209500888135,0.1644757298763869
255,255.0,0.0981862534622214,0.1578258161593501,0.1076395664794308,0.1167911857224383,0.0959787846936042,0.1223727422386844,0.1366325264863895,0.164573124757881
256,256.0,0.0981058271184995,0.1573517560877985,0.1074100781387181,0.1167321035193569,0.0957727991256202,0.1217596132808619,0.1382587262064503,0.1646090965226944
257,257.0,0.0980759199364996,0.1569090020449417,0.1071886869349386,0.11665986857465,0.0956202518887461,0.1211650179358299,0.1397918249195466,0.1645894277648472
258,258.0,0.0980917790718695,0.1560226604921482,0.1069767970664368,0.1165765185119275,0.0955173246222398,0.1210692392719501,0.1412258017392442,0.1645198792241838
259,259.0,0.0981876533060198,0.1552019688450584,0.1068145613028711,0.1162880448718024,0.0953689688209585,0.1212882241691685,0.1424004078963817,0.1644501707877393
260,260.0,0.0982997339368299,0.1548191265080763,0.1066437881414826,0.1159744400272006,0.0952434522532366,0.1214253942221598,0.1432724450084196,0.1643216199025944
261,261.0,0.0985007077133193,0.1537422797403594,0.106542467248661,0.115716781342009,0.0952151743563888,0.1215616698867533,0.1443525800435298,0.1643683396689791
262,262.0,0.0987277981127994,0.1527141468597729,0.1064527891361221,0.1154601733167829,0.0952228165719405,0.1217091177660916,0.1453290635191333,0.1643840947173572
263,263.0,0.0989003649932186,0.1515886226548946,0.1062987287312053,0.1151313193900204,0.0951869528907385,0.1226227219174826,0.1461267381806669,0.1641445512417729
264,264.0,0.0990255861174733,0.1503635715828061,0.1060917159469919,0.1147401741478417,0.0951103974549375,0.1233327298160731,0.14699229257605,0.1643435323578262
265,265.0,0.0990948718441564,0.1490486970832894,0.1058270441434729,0.1142884148292151,0.0949907245362887,0.124561837942514,0.1479035957975475,0.1642848138235157
266,266.0,0.099128800511436,0.1477113317092838,0.1055288035962917,0.1138022980906493,0.0948491202679413,0.1262949294418401,0.1486687914321646,0.1640159249503931
267,267.0,0.099228625111636,0.1464378552227353,0.1053013901583427,0.1123881774145805,0.0947872504006051,0.1279771769746715,0.1495923250547298,0.1642871996626988
268,268.0,0.0992870860991732,0.145134863086778,0.1050403235467931,0.1109533226952304,0.094698088486563,0.1293977486367649,0.1505551538296314,0.1649334136190659
269,269.0,0.0993077332131393,0.1438179222540828,0.104751577732819,0.1095141538718213,0.0945852533373268,0.1309130153265524,0.1517601930373729,0.1653501512268854
270,270.0,0.0993231426254263,0.1428925223383019,0.1044698093504775,0.108114495298668,0.094481241883583,0.1322921103075742,0.1526944253718309,0.1657322528241381
271,271.0,0.0991929252743006,0.1418471963336973,0.1040563796026498,0.1066236337986976,0.0942454531325409,0.1335158119959934,0.1541998806449267,0.1663187192171935
272,272.0,0.0990293540896132,0.1409385260994344,0.1037026367549142,0.1052396461111428,0.0939898307814394,0.1349509862094045,0.1563544557792137,0.1657945641748376
273,273.0,0.0988549108404851,0.1404132725728022,0.1033356685012304,0.1038952036871292,0.0937364250877134,0.135959934795328,0.1586991049304719,0.1651054795848397
274,274.0,0.0986619842018499,0.1402038211391081,0.1029496617818875,0.1025889911417002,0.0934771054785608,0.1368046672214903,0.1610518989834251,0.164261870051978
275,275.0,0.0983872821685475,0.139747372696372,0.1024829262847632,0.1012627933865702,0.0931479869311187,0.1382290268299104,0.1630247494550397,0.1637178622476783
276,276.0,0.0981237572724056,0.139369834786569,0.102044076368481,0.1000277450461345,0.0928413684967184,0.1395610170964882,0.1648543138071249,0.1631778871260783
277,277.0,0.0978729270486697,0.1386824763508884,0.1016347119741196,0.0988870816623282,0.0925580663483998,0.140796555052742,0.1665366250081127,0.1630315565547395
278,278.0,0.0976360303323365,0.1380693068724285,0.1012559781934305,0.0978427713733263,0.0922985818790378,0.1419329305501418,0.1680695852611032,0.1628948155381953
279,279.0,0.0973624735797327,0.1373778653169076,0.1009662419186355,0.0973021017976229,0.0918593913337867,0.143004695107846,0.1694012308982697,0.1627260000471987
