,f_1,f_2,R_x
0,10.475822050290136,198,0-1-2-5-7-9-10-11*8-14-6-9-10-12-13*5-3-11-10-12-13-9-7*0-1-4-3-5-7-14-6*3-1-2-5-7-14-6-9*0-1-3-5-7-9-10-12*
0,10.505480335267569,188,0-1-2-5-7-9-10-11*8-14-6-9-10-12-13*5-3-11-10-12-13-9-7*0-1-4-3-5-7-14-6*4-1-2-5-7-14-6*2-1-3-5-7-9-10-12*
1,10.591231463571887,185,1-2-5-7-9-6-14-8*10-9-12-13*4-3-5-14-6-9-10-11*12-10-9-7-5-3-1-4*3-11-10-12-13-9-6*0-1-2-5-7-14-6-9*
0,10.62669245647969,180,1-2-5-7-9-6-14-8*10-9-12-13*4-3-5-14-6-9-10-11*10-9-7-5-3-1-4*3-11-10-12-13-9-6*0-1-2-5-7-14-6-9*
17,10.76982591876209,178,0-1-2-5-7-9-12-10*10-9-13-12*12-13-9-6-14-8*12-9-10-11-3-4-1-0*0-1-4-3-5-7-14-6*4-3-1-2-5-14-6*
16,10.776273372018052,176,0-1-2-5-7-9-12-10*10-9-13-12*13-9-6-14-8*12-9-10-11-3-4-1-0*0-1-4-3-5-7-14-6*4-3-1-2-5-14-6*
15,10.780786589297229,168,0-1-2-5-7-9-12-10*10-9-13-12*9-6-14-8*12-9-10-11-3-4-1-0*0-1-4-3-5-7-14-6*4-3-1-2-5-14-6*
3,10.87878787878788,161,0-1-3-5-7-14-8*0-1-2-5-7-9-13-12*9-6-14-5-3-11-10-12*7-14-8*4-3-1-2-5-7-9-10*4-1-2-5-7-14-8*
2,10.911669890393297,155,0-1-3-5-7-14-8*0-1-2-5-7-9-13-12*9-6-14-5-3-11-10-12*7-14-8*4-3-1-2-5-7-9-10*1-2-5-7-14-8*
1,10.936170212765957,147,0-1-3-5-7-14*0-1-2-5-7-9-13-12*9-6-14-5-3-11-10-12*7-14-8*4-3-1-2-5-7-9-10*1-2-5-7-14-8*
0,10.945841392649903,145,0-1-3-5-7-14*0-1-2-5-7-9-13-12*9-6-14-5-3-11-10-12*7-14-8*4-3-1-2-5-7-9-10*2-5-7-14-8*
1,11.095422308188263,138,4-3-1-2-5-7-14-8*0-1-2-5-7-9-10-12*4-1-2-5-3-11-10-9*1-2-5-7-14-6-9-10*9-13*1-4-3*
0,11.109606705351386,132,4-3-1-2-5-7-14-8*0-1-2-5-7-9-10-12*1-2-5-3-11-10-9*1-2-5-7-14-6-9-10*9-13*1-4-3*
5,11.45712443584784,129,0-1-2-5-14*2-1-3-5-14-6-9*11-3-5-7-9-10-12-13*5-2-1-4-3-11-10*5-7-14-8*3-1-4*
4,11.47130883301096,126,0-1-2-5-14*2-1-3-5-14-6-9*11-3-5-7-9-10-12-13*2-1-4-3-11-10*5-7-14-8*3-1-4*
3,11.5892972275951,114,1-3*3-1-2-5-14-6-9*7-9-6-14-8*0-1-3-5-7-9-10-11*9-13-12*2-1-4-3-5*
2,11.627981947130884,112,1-3*3-1-2-5-14-6-9*7-9-6-14-8*0-1-3-5-7-9-10-11*9-13-12*1-4-3-5*
1,11.6428110896196,109,1-3*1-2-5-14-6-9*7-9-6-14-8*0-1-3-5-7-9-10-11*9-13-12*1-4-3-5*
0,11.691811734364926,103,1-3*1-2-5-14-6-9*7-9-6-14-8*0-1-3-5-7-9-10-11*9-13-12*4-3-5*
0,11.97678916827853,101,0-1-2-5*2-1-3-5-14-6-9*11-3-5-7-9-10-12-13*1-4-3*5-7-14-8*3-1-4*
3,12.559638942617664,97,0-1-2-5-7-9-12*10-9-13-12*14-8*9-10-11-3*4-3-5-7-14-6*1-2*
2,12.627337201805286,87,0-1-2-5-7-9*10-9-13-12*14-8*9-10-11-3*4-3-5-7-14-6*1-2*
1,12.69825918762089,82,0-1-2-5-7-9*9-13-12*14-8*9-10-11-3*4-3-5-7-14-6*1-2*
0,12.983236621534497,72,0-1-2-5-7-9*9-13-12*14-8*9-10-11*4-3-5-7-14-6*1-2*
2,13.245003223726629,70,11-10*0-1-2-5*12-13*8-14*4-3-5-14-6-9-10-12*2-5-7-14*
1,13.480980012894909,68,11-10*0-1-2-5*12-13*8-14*4-3-5-14-6-9-10-12*2-5-7*
0,13.53900709219858,65,11-10*0-1-2-5*12-13*8-14*4-3-5-14-6-9-10-12*5-7*
0,14.106382978723405,63,10-9*14-8*4-3*11-10-12-13*0-1-2-5-7-14-6-9*3-1*
