,test,count,mean,std,min,lq,med,uq,max,outliers,parameter,value,HV_overall
0,HV,19.0,0.8172978489449592,0.0070892637789843,0.8024796664944676,0.8145111749182056,0.8161714942473499,0.8226373687983309,0.8297600025629628,0.7979360140322214,Mutations,0,0.8421150850383042
0,HV,20.0,0.783151843531122,0.0135248652560242,0.7599240722274951,0.7720354730067958,0.7839666654652779,0.7944834228367994,0.8068719439672263,,Mutations,1,0.8176251747019555
0,HV,20.0,0.8243903152043762,0.0050842988089444,0.8142388601223014,0.8209149777142375,0.824668116342492,0.8278219621882897,0.8331294976993404,,Mutations,2,0.8392077241290934
0,HV,19.0,0.7878198987503235,0.0039080734942819,0.7790413718258307,0.7857579361742174,0.7888959637340767,0.7902687506757813,0.7939041532011004,0.7725418583882969,Mutations,3,0.8097176335844236
0,HV,20.0,0.7730005085879275,0.0158798916825796,0.7401371986015834,0.7634231171233947,0.7741805527189431,0.7874514939269796,0.7958520049176848,,Mutations,4,0.8050314163172628
0,HV,19.0,0.7925953560210339,0.0052088572325196,0.7829506909987946,0.7891342391804927,0.7939409957911348,0.7965424030178887,0.8008794166055961,0.7693958215697345,Mutations,5,0.8196002578981301
0,HV,19.0,0.7901296424983069,0.0051668353567047,0.7812935753731313,0.7867034291641137,0.7894518062880689,0.7946550212045125,0.7987665741597287,0.7711794834829062,Mutations,6,0.8137999527453735
0,HV,20.0,0.787736743675689,0.0076523771182736,0.7711098029321896,0.7808740904485585,0.7896404243305262,0.792820700730044,0.8010684351109882,,Mutations,7,0.816202730356292
0,HV,20.0,0.795053201500935,0.0078672951265413,0.780842654108149,0.7885225320470465,0.79616636832178,0.7999741701406826,0.809187420658281,,Mutations,8,0.8216402160897998
0,HV,20.0,0.7902123654945117,0.0063441201783692,0.7785800385245344,0.7871493446424067,0.789464621101994,0.7933553187484732,0.8012862869477118,,Mutations,9,0.8188065403606569
0,HV,19.0,0.7861982767869131,0.0062194195056328,0.7734060574023571,0.7833231215284868,0.7855208621166068,0.791037639511275,0.796498352095022,0.7663811365939026,Mutations,10,0.8152320082014809
0,HV,20.0,0.7888579598015305,0.0079236299238426,0.7790405708999606,0.7813137987513565,0.7896372206270448,0.7941760675340694,0.8039245367644997,,Mutations,11,0.8144607165883763
0,HV,20.0,0.8154066901337946,0.0035133463532357,0.8084457633023777,0.8135706877149985,0.8153337257870097,0.8179085022285763,0.8216786605315745,,Mutations,12,0.8289222341026227
0,HV,20.0,0.8106342531966954,0.0051411266254331,0.8032149164434085,0.8070018941896833,0.8099743303258566,0.8135008069328142,0.8214215633272063,,Mutations,13,0.8340041087497143
0,HV,20.0,0.8005376615367364,0.0092399610894655,0.7848977417895087,0.791936478569226,0.8025209141767884,0.8078106290872249,0.8129365546571837,,Mutations,14,0.8264281509424894
0,HV,20.0,0.8207726531870844,0.0049018427816411,0.8129774018765693,0.8168240486001817,0.8197540356652289,0.8239156464873394,0.8296182386839186,,Mutations,15,0.8367144418948305
0,HV,20.0,0.8200582273107712,0.0038947559849596,0.8141243277228477,0.8174599837412049,0.8192750819947859,0.8223996940463175,0.82826147025962,,Mutations,16,0.8325584375538122
0,HV,20.0,0.8098473435291197,0.0027300810463675,0.8048520089223142,0.8080887505956887,0.8092154530637419,0.8117928325143866,0.8152880730124022,,Mutations,17,0.8215016559142367
0,HV,20.0,0.7765750807933973,0.0134750457692441,0.7551689753354879,0.7677447128880986,0.7746294716692496,0.7870079812262976,0.7990468982143357,,Mutations,18,0.8083760827516608
0,HV,19.0,0.7875045447273891,0.0093383023175307,0.7664267893685102,0.7848737140133994,0.7884146072860228,0.7936446532191213,0.8050874811281842,0.7650515996491946,Mutations,19,0.8199710865760819
0,HV,20.0,0.729500222256929,0.0177568127622407,0.7077341406666106,0.715437645918682,0.7228908618362827,0.7438589008894281,0.7660847940218892,,Mutations,20,0.7843939594170862
