,f_1,f_2,R_x
0,10.475822050290136,198.0,0-1-2-5-7-9-10-11*8-14-6-9-10-12-13*5-3-11-10-12-13-9-7*0-1-4-3-5-7-14-6*3-1-2-5-7-14-6-9*0-1-3-5-7-9-10-12*
1,14.106382978723405,63.0,10-9*14-8*4-3*11-10-12-13*0-1-2-5-7-14-6-9*3-1*
2,13.539007092198581,65.0,11-10*0-1-2-5*12-13*8-14*4-3-5-14-6-9-10-12*5-7*
3,11.109606705351386,132.0,4-3-1-2-5-7-14-8*0-1-2-5-7-9-10-12*1-2-5-3-11-10-9*1-2-5-7-14-6-9-10*9-13*1-4-3*
4,10.945841392649903,145.0,0-1-3-5-7-14*0-1-2-5-7-9-13-12*9-6-14-5-3-11-10-12*7-14-8*4-3-1-2-5-7-9-10*2-5-7-14-8*
5,10.62669245647969,180.0,1-2-5-7-9-6-14-8*10-9-12-13*4-3-5-14-6-9-10-11*10-9-7-5-3-1-4*3-11-10-12-13-9-6*0-1-2-5-7-14-6-9*
6,10.505480335267569,188.0,0-1-2-5-7-9-10-11*8-14-6-9-10-12-13*5-3-11-10-12-13-9-7*0-1-4-3-5-7-14-6*4-1-2-5-7-14-6*2-1-3-5-7-9-10-12*
7,11.691811734364926,103.0,1-3*1-2-5-14-6-9*7-9-6-14-8*0-1-3-5-7-9-10-11*9-13-12*4-3-5*
8,12.983236621534495,72.0,0-1-2-5-7-9*9-13-12*14-8*9-10-11*4-3-5-7-14-6*1-2*
9,11.97678916827853,101.0,0-1-2-5*2-1-3-5-14-6-9*11-3-5-7-9-10-12-13*1-4-3*5-7-14-8*3-1-4*
