Total_iterations,Unnamed: 0.1,MSC_add_terminal,MSC_del_terminal
100,100.0,0.5,0.5
101,101.0,0.5,0.5
102,102.0,0.5,0.5
103,103.0,0.5,0.5
104,104.0,0.5,0.5
105,105.0,0.5,0.5
106,106.0,0.5,0.5
107,107.0,0.5,0.5
108,108.0,0.5,0.5
109,109.0,0.5,0.5
110,110.0,0.5,0.5
111,111.0,0.5,0.5
112,112.0,0.5,0.5
113,113.0,0.5,0.5
114,114.0,0.5,0.5
115,115.0,0.5,0.5
116,116.0,0.5,0.5
117,117.0,0.5,0.5
118,118.0,0.5,0.5
119,119.0,0.5,0.5
120,120.0,0.5,0.5
121,121.0,0.5,0.5
122,122.0,0.5,0.5
123,123.0,0.5,0.5
124,124.0,0.5,0.5
125,125.0,0.5,0.5
126,126.0,0.5,0.5
127,127.0,0.5,0.5
128,128.0,0.5,0.5
129,129.0,0.5,0.5
130,130.0,0.5,0.5
131,131.0,0.5,0.5
132,132.0,0.5,0.5
133,133.0,0.5,0.5
134,134.0,0.5,0.5
135,135.0,0.5,0.5
136,136.0,0.5,0.5
137,137.0,0.5,0.5
138,138.0,0.5,0.5
139,139.0,0.5,0.5
140,140.0,0.5,0.5
141,141.0,0.5,0.5
142,142.0,0.5,0.5
143,143.0,0.5,0.5
144,144.0,0.5,0.5
145,145.0,0.5,0.5
146,146.0,0.5,0.5
147,147.0,0.5,0.5
148,148.0,0.5,0.5
149,149.0,0.5,0.5
150,150.0,0.5,0.5
151,151.0,0.5,0.5
152,152.0,0.5,0.5
153,153.0,0.5,0.5
154,154.0,0.5,0.5
155,155.0,0.5,0.5
156,156.0,0.5,0.5
157,157.0,0.5,0.5
158,158.0,0.5,0.5
159,159.0,0.5,0.5
160,160.0,0.5,0.5
161,161.0,0.5,0.5
162,162.0,0.5,0.5
163,163.0,0.5,0.5
164,164.0,0.5,0.5
165,165.0,0.5,0.5
166,166.0,0.5,0.5
167,167.0,0.5,0.5
168,168.0,0.5,0.5
169,169.0,0.5,0.5
170,170.0,0.5,0.5
171,171.0,0.5,0.5
172,172.0,0.5,0.5
173,173.0,0.5,0.5
174,174.0,0.5,0.5
175,175.0,0.5,0.5
176,176.0,0.5,0.5
177,177.0,0.5,0.5
178,178.0,0.5,0.5
179,179.0,0.5,0.5
180,180.0,0.5,0.5
181,181.0,0.5,0.5
182,182.0,0.5,0.5
183,183.0,0.5,0.5
184,184.0,0.5,0.5
185,185.0,0.5,0.5
186,186.0,0.5,0.5
187,187.0,0.5,0.5
188,188.0,0.5,0.5
189,189.0,0.5,0.5
190,190.0,0.5,0.5
191,191.0,0.5,0.5
192,192.0,0.5,0.5
193,193.0,0.5,0.5
194,194.0,0.5,0.5
195,195.0,0.5,0.5
196,196.0,0.5,0.5
197,197.0,0.5,0.5
198,198.0,0.5,0.5
199,199.0,0.4985768181881598,0.5014231818118402
200,200.0,0.4928724498590171,0.5071275501409829
201,201.0,0.4872379338494724,0.5127620661505276
202,202.0,0.4817226300876613,0.5182773699123386
203,203.0,0.4763697703864287,0.5236302296135713
204,204.0,0.4712166389367289,0.5287833610632711
205,205.0,0.4662947942279056,0.5337052057720942
206,206.0,0.4616303260329596,0.5383696739670404
207,207.0,0.4572441413824525,0.5427558586175476
208,208.0,0.4531522737684454,0.5468477262315546
209,209.0,0.4493662101634285,0.5506337898365715
210,210.0,0.4458932308025528,0.5541067691974472
211,211.0,0.4427367570550131,0.5572632429449869
212,212.0,0.4398967030969511,0.5601032969030488
213,213.0,0.4373698274889998,0.5626301725110002
214,214.0,0.4351500811522274,0.5648499188477726
215,215.0,0.4332289486228838,0.566771051377116
216,216.0,0.4315957798455198,0.5684042201544801
217,217.0,0.4302381101327107,0.5697618898672892
218,218.0,0.4291419662751294,0.5708580337248704
219,219.0,0.4282921571258289,0.571707842874171
220,220.0,0.427672547305474,0.5723274526945259
221,221.0,0.4272663129793738,0.5727336870206261
222,222.0,0.4270561789413637,0.5729438210586362
223,223.0,0.4270246365030149,0.572975363496985
224,224.0,0.4271541419287447,0.5728458580712551
225,225.0,0.4274272953778879,0.5725727046221118
226,226.0,0.4278270005136119,0.5721729994863879
227,227.0,0.4283366051159012,0.5716633948840986
228,228.0,0.4289400231920764,0.5710599768079233
229,229.0,0.4296218392139873,0.5703781607860124
230,230.0,0.4303673952268412,0.5696326047731587
231,231.0,0.431162861671415,0.5688371383285848
232,232.0,0.4319952928400913,0.5680047071599086
233,233.0,0.432852667948773,0.5671473320512269
234,234.0,0.4337239188523726,0.5662760811476273
235,235.0,0.4345989454623624,0.5654010545376374
236,236.0,0.4354686199420035,0.5645313800579963
237,237.0,0.4363247807595343,0.5636752192404655
238,238.0,0.4371602176729906,0.5628397823270092
239,239.0,0.4379686487036452,0.5620313512963545
240,240.0,0.4387446901294719,0.5612553098705279
241,241.0,0.4394838204966951,0.5605161795033047
242,242.0,0.4401823396075028,0.5598176603924968
243,243.0,0.4408373233964288,0.559162676603571
244,244.0,0.4414465755577716,0.5585534244422281
245,245.0,0.4420085767326764,0.5579914232673234
246,246.0,0.4425224320080378,0.557477567991962
247,247.0,0.4429878174210566,0.5570121825789432
248,248.0,0.4434049261038368,0.556595073896163
249,249.0,0.4437744146425746,0.5562255853574253
250,250.0,0.4440973501662867,0.5559026498337132
251,251.0,0.4443751586212386,0.5556248413787612
252,252.0,0.4446095746297569,0.555390425370243
253,253.0,0.4448025932763996,0.5551974067236003
254,254.0,0.444956424110888,0.555043575889112
255,255.0,0.4450734476060924,0.5549265523939075
256,256.0,0.4451561742609895,0.5548438257390106
257,257.0,0.4452072064930609,0.5547927935069393
258,258.0,0.4452292034222683,0.5547707965777319
259,259.0,0.4452248486096063,0.5547751513903939
260,260.0,0.4451968207773883,0.554803179222612
261,261.0,0.4451477675058921,0.5548522324941082
262,262.0,0.4450802818717605,0.5549197181282398
263,263.0,0.4449968819675983,0.555003118032402
264,264.0,0.4448999932194503,0.5551000067805499
265,265.0,0.4447919333991964,0.5552080666008038
266,266.0,0.4446749002122498,0.5553250997877504
267,267.0,0.4445509613271493,0.5554490386728509
268,268.0,0.4444220467025612,0.5555779532974389
269,269.0,0.4442899430586803,0.5557100569413198
270,270.0,0.4441562903338745,0.5558437096661256
271,271.0,0.4440225799634845,0.5559774200365156
272,272.0,0.4438901548157724,0.5561098451842276
273,273.0,0.4437602106199477,0.5562397893800521
274,274.0,0.4436337987227799,0.5563662012772198
275,275.0,0.4435118300133751,0.5564881699866246
276,276.0,0.4433950798600509,0.5566049201399489
277,277.0,0.4432841939087324,0.5567158060912673
278,278.0,0.4431796945987324,0.5568203054012673
279,279.0,0.4430819882590189,0.5569180117409808
280,280.0,0.4429913726559605,0.5570086273440392
281,281.0,0.4429080448719222,0.5570919551280775
282,282.0,0.4428321094028424,0.5571678905971573
283,283.0,0.442763586371916,0.5572364136280836
284,284.0,0.442702419765637,0.5572975802343626
285,285.0,0.4426484856076035,0.5573515143923962
286,286.0,0.4426015999945711,0.5573984000054285
287,287.0,0.4425615269281702,0.5574384730718295
288,288.0,0.4425279858844015,0.5574720141155981
289,289.0,0.4425006590714396,0.55749934092856
290,290.0,0.4424791983343334,0.5575208016656663
291,291.0,0.4424632316728685,0.5575367683271313
292,292.0,0.4424523693460951,0.5575476306539046
293,293.0,0.4424462095438121,0.5575537904561876
294,294.0,0.4424443436115931,0.5575556563884065
295,295.0,0.442446360821754,0.5575536391782456
296,296.0,0.4424518526879551,0.5575481473120445
297,297.0,0.4424604168259305,0.5575395831740692
298,298.0,0.4424716603671229,0.5575283396328767
299,299.0,0.4424852029357987,0.5575147970642009
300,300.0,0.4425006792035229,0.5574993207964768
301,301.0,0.4425177410377133,0.5574822589622864
302,302.0,0.4425360592633814,0.5574639407366183
303,303.0,0.4425553250591229,0.5574446749408769
304,304.0,0.4425752510099727,0.557424748990027
305,305.0,0.4425955718409118,0.557404428159088
306,306.0,0.4426160448556218,0.557383955144378
307,307.0,0.4426364501055784,0.5573635498944214
308,308.0,0.4426565903147574,0.5573434096852423
309,309.0,0.4426762905851449,0.5573237094148549
310,310.0,0.4426953979079161,0.5573046020920837
311,311.0,0.4427137805046048,0.5572862194953948
312,312.0,0.4427313270218526,0.5572686729781471
313,313.0,0.4427479456024309,0.5572520543975688
314,314.0,0.442763562854201,0.5572364371457987
315,315.0,0.442778122737526,0.5572218772624739
316,316.0,0.4427915853904172,0.5572084146095827
317,317.0,0.4428039259093889,0.557196074090611
318,318.0,0.4428151331026434,0.5571848668973565
319,319.0,0.4428252082308199,0.55717479176918
320,320.0,0.4428341637491445,0.5571658362508554
321,321.0,0.442842022063419,0.5571579779365807
322,322.0,0.4428488143109058,0.5571511856890939
323,323.0,0.4428545791758087,0.5571454208241909
324,324.0,0.4428593617477372,0.5571406382522625
325,325.0,0.4428632124302694,0.5571367875697303
326,326.0,0.4428661859055195,0.5571338140944802
327,327.0,0.4428683401594633,0.5571316598405364
328,328.0,0.4428697355716919,0.5571302644283077
329,329.0,0.4428704340722548,0.5571295659277449
330,330.0,0.4428704983673126,0.557129501632687
331,331.0,0.4428699912344654,0.5571300087655342
332,332.0,0.4428689748878323,0.5571310251121674
333,333.0,0.4428675104122579,0.5571324895877418
334,334.0,0.4428656572653924,0.5571343427346074
335,335.0,0.4428634728458334,0.5571365271541664
336,336.0,0.4428610121250458,0.557138987874954
337,337.0,0.4428583273403604,0.5571416726596394
338,338.0,0.4428554677460139,0.5571445322539861
339,339.0,0.4428524794189158,0.5571475205810842
340,340.0,0.4428494051156122,0.5571505948843878
341,341.0,0.4428462841767567,0.5571537158232432
342,342.0,0.4428431524752931,0.5571568475247068
343,343.0,0.4428400424044969,0.5571599575955032
344,344.0,0.4428369829020092,0.5571630170979909
345,345.0,0.4428339995060241,0.557166000493976
346,346.0,0.4428311144398511,0.557168885560149
347,347.0,0.4428283467211708,0.5571716532788292
348,348.0,0.4428257122924206,0.5571742877075793
349,349.0,0.4428232241688952,0.5571767758311046
350,350.0,0.4428208926013073,0.5571791073986925
351,351.0,0.442818725249739,0.5571812747502607
352,352.0,0.442816727366104,0.5571832726338957
353,353.0,0.4428149019824454,0.5571850980175543
354,354.0,0.4428132501026021,0.5571867498973977
355,355.0,0.442811770894991,0.5571882291050088
356,356.0,0.442810461884465,0.5571895381155347
357,357.0,0.4428093191414208,0.5571906808585789
358,358.0,0.4428083374665408,0.5571916625334591
359,359.0,0.4428075105697572,0.5571924894302427
360,360.0,0.4428068312422283,0.5571931687577716
361,361.0,0.4428062915203039,0.557193708479696
362,362.0,0.4428058828406428,0.5571941171593571
363,363.0,0.4428055961858153,0.5571944038141846
364,364.0,0.4428054222198861,0.5571945777801136
365,365.0,0.4428053514136251,0.5571946485863747
366,366.0,0.4428053741591277,0.557194625840872
367,367.0,0.4428054808737627,0.557194519126237
368,368.0,0.4428056620934705,0.5571943379065293
369,369.0,0.4428059085555467,0.5571940914444531
370,370.0,0.4428062112711336,0.557193788728866
371,371.0,0.4428065615877244,0.5571934384122752
372,372.0,0.4428069512420528,0.5571930487579468
373,373.0,0.4428073724038017,0.5571926275961979
374,374.0,0.4428078177106116,0.557192182289388
375,375.0,0.4428082802949082,0.5571917197050914
376,376.0,0.4428087538031001,0.5571912461968996
377,377.0,0.4428092324077157,0.557190767592284
378,378.0,0.4428097108130665,0.5571902891869334
379,379.0,0.4428101842550254,0.5571898157449745
380,380.0,0.442810648495512,0.5571893515044879
381,381.0,0.4428110998122687,0.5571889001877312
382,382.0,0.442811534984501,0.5571884650154988
383,383.0,0.4428119512749389,0.5571880487250609
384,384.0,0.4428123464088574,0.5571876535911422
385,385.0,0.4428127185505696,0.5571872814494301
386,386.0,0.4428130662778786,0.557186933722121
387,387.0,0.4428133885549519,0.5571866114450477
388,388.0,0.4428136847040422,0.5571863152959574
389,389.0,0.442813954376457,0.5571860456235427
390,390.0,0.4428141975231395,0.5571858024768601
391,391.0,0.4428144143651964,0.5571855856348032
392,392.0,0.4428146053646695,0.5571853946353301
393,393.0,0.4428147711958224,0.5571852288041771
394,394.0,0.4428149127171757,0.5571850872828238
395,395.0,0.4428150309444959,0.5571849690555036
396,396.0,0.442815127024913,0.5571848729750867
397,397.0,0.4428152022123131,0.5571847977876866
398,398.0,0.4492801811445813,0.5507198188554184
399,399.0,0.4583488740368362,0.5416511259631637
400,400.0,0.4621293207649828,0.5378706792350172
401,401.0,0.4657379642044417,0.5342620357955584
402,402.0,0.469155898249687,0.5308441017503132
403,403.0,0.4723680144996878,0.5276319855003124
404,404.0,0.4753627735714684,0.5246372264285319
405,405.0,0.4781319635921329,0.5218680364078674
406,406.0,0.4806704495665865,0.5193295504334138
407,407.0,0.4829759170397056,0.5170240829602946
408,408.0,0.4850486131868926,0.5149513868131076
409,409.0,0.4868910881792687,0.5131089118207314
410,410.0,0.4885079393823913,0.5114920606176088
411,411.0,0.4899055606631546,0.5100944393368455
412,412.0,0.4910918988009868,0.5089081011990133
413,413.0,0.4920762187288027,0.5079237812711974
414,414.0,0.4928688790683257,0.5071311209316743
415,415.0,0.49348111917499,0.5065188808250101
416,416.0,0.4939248586710147,0.5060751413289853
417,417.0,0.4942125102225037,0.5057874897774964
418,418.0,0.4943568061083954,0.5056431938916047
419,419.0,0.4943706389363907,0.5056293610636092
420,420.0,0.4942669166839994,0.5057330833160004
421,421.0,0.4940584320817841,0.5059415679182158
422,422.0,0.4937577462107493,0.5062422537892506
423,423.0,0.4933770860564872,0.5066229139435127
424,424.0,0.4929282556488632,0.5070717443511367
425,425.0,0.4924225603172898,0.5075774396827101
426,426.0,0.4918707435074776,0.5081292564925223
427,427.0,0.4912829355353486,0.5087170644646513
428,428.0,0.4906686135968559,0.509331386403144
429,429.0,0.4900365723080206,0.5099634276919793
430,430.0,0.4893949040167655,0.5106050959832344
431,431.0,0.488750988106245,0.5112490118937549
432,432.0,0.488111488497491,0.511888511502509
433,433.0,0.4874823585564141,0.5125176414435859
434,434.0,0.4868688526156576,0.5131311473843424
435,435.0,0.486275543334597,0.513724456665403
436,436.0,0.4857063441400732,0.5142936558599267
437,437.0,0.4851645360153779,0.514835463984622
438,438.0,0.4846527979347751,0.5153472020652248
439,439.0,0.4841732402746617,0.5158267597253382
440,440.0,0.4837274405695897,0.5162725594304102
441,441.0,0.4833164810211058,0.5166835189788941
442,442.0,0.4829409872090361,0.5170590127909639
443,443.0,0.4826011674978597,0.5173988325021402
444,444.0,0.4822968526745992,0.5177031473254008
445,445.0,0.4820275353986956,0.5179724646013045
446,446.0,0.4817924090881721,0.518207590911828
447,447.0,0.481590405909596,0.518409594090404
448,448.0,0.4814202335815584,0.5185797664184417
449,449.0,0.4812804107422858,0.5187195892577144
450,450.0,0.4811693006712942,0.518830699328706
451,451.0,0.4810851431924657,0.5189148568075345
452,452.0,0.4810260846213723,0.5189739153786279
453,453.0,0.4809902056529512,0.519009794347049
454,454.0,0.4809755471166196,0.5190244528833807
455,455.0,0.4809801335545317,0.5190198664454686
456,456.0,0.481001994604884,0.5189980053951163
457,457.0,0.481039184195929,0.5189608158040713
458,458.0,0.4810897975776871,0.5189102024223132
459,459.0,0.4811519862372693,0.518848013762731
460,460.0,0.4812239707602973,0.518776029239703
461,461.0,0.4813040517151963,0.5186959482848039
462,462.0,0.4813906186492303,0.51860938135077
463,463.0,0.4814821572951453,0.5185178427048549
464,464.0,0.4815772550952941,0.5184227449047061
465,465.0,0.4816746051562519,0.5183253948437482
466,466.0,0.4817730087513282,0.5182269912486718
467,467.0,0.4818713764911604,0.5181286235088396
468,468.0,0.4819687282838746,0.5180312717161255
469,469.0,0.4820641922062554,0.5179358077937447
470,470.0,0.4821570024061123,0.5178429975938877
471,471.0,0.4822464961536993,0.5177535038463008
472,472.0,0.4823321101567673,0.5176678898432328
473,473.0,0.4824133762497377,0.5175866237502624
474,474.0,0.4824899165626903,0.5175100834373098
475,475.0,0.4825614382704977,0.5174385617295024
476,476.0,0.4826277280165961,0.5173722719834041
477,477.0,0.4826886460996955,0.5173113539003047
478,478.0,0.4827441205052648,0.5172558794947354
479,479.0,0.4827941408570013,0.5172058591429989
480,480.0,0.482838752356771,0.5171612476432292
481,481.0,0.4828780497747726,0.5171219502252276
482,482.0,0.4829121715450032,0.5170878284549969
483,483.0,0.4829412940145375,0.5170587059854626
484,484.0,0.4829656258887498,0.5170343741112502
485,485.0,0.4829854029084302,0.5170145970915698
486,486.0,0.483000882788835,0.516999117211165
487,487.0,0.4830123404450878,0.5169876595549122
488,488.0,0.4830200635230411,0.5169799364769588
489,489.0,0.4830243482497456,0.5169756517502544
490,490.0,0.4830254956130588,0.516974504386941
491,491.0,0.483023807875687,0.5169761921243128
492,492.0,0.4830195854250723,0.5169804145749275
493,493.0,0.4830131239570451,0.5169868760429547
494,494.0,0.4830047119880269,0.5169952880119728
495,495.0,0.4829946286878072,0.5170053713121926
496,496.0,0.482983142022508,0.5170168579774916
497,497.0,0.4829705071952905,0.5170294928047091
498,498.0,0.4829569653706187,0.517043034629381
499,499.0,0.4829427426664846,0.517057257333515
500,500.0,0.4829280493978759,0.5170719506021237
501,501.0,0.4829130795539261,0.5170869204460735
502,502.0,0.4828980104906089,0.5171019895093909
503,503.0,0.482883002820494,0.5171169971795059
504,504.0,0.4828682004809624,0.5171317995190374
505,505.0,0.4828537309623512,0.5171462690376487
506,506.0,0.4828397056777543,0.5171602943222455
507,507.0,0.4828262204566165,0.5171737795433835
508,508.0,0.482813356144803,0.517186643855197
509,509.0,0.4828011792944996,0.5171988207055004
510,510.0,0.4827897429280584,0.5172102570719416
511,511.0,0.4827790873607575,0.5172209126392425
512,512.0,0.4827692410683558,0.5172307589316442
513,513.0,0.4827602215862876,0.5172397784137124
514,514.0,0.4827520364283401,0.5172479635716599
515,515.0,0.4827446840136807,0.5172553159863192
516,516.0,0.4827381545921273,0.5172618454078727
517,517.0,0.4827324311585846,0.5172675688414152
518,518.0,0.4827274903485873,0.5172725096514127
519,519.0,0.4827233033078806,0.5172766966921194
520,520.0,0.4827198365299425,0.5172801634700575
521,521.0,0.4827170526562756,0.5172829473437244
522,522.0,0.4827149112351894,0.5172850887648106
523,523.0,0.4827133694356367,0.5172866305643633
524,524.0,0.4827123827134597,0.5172876172865403
525,525.0,0.4827119054281426,0.5172880945718573
526,526.0,0.4827118914088525,0.5172881085911474
527,527.0,0.4827122944691797,0.5172877055308202
528,528.0,0.4827130688705592,0.5172869311294407
529,529.0,0.482714169734872,0.517285830265128
530,530.0,0.4827155534071815,0.5172844465928184
531,531.0,0.482717177769965,0.5172828222300349
532,532.0,0.4827190025105473,0.5172809974894524
533,533.0,0.4827209893437427,0.517279010656257
534,534.0,0.482723102191958,0.5172768978080419
535,535.0,0.4827253073252089,0.517274692674791
536,536.0,0.4827275734636593,0.5172724265363404
537,537.0,0.482729871845405,0.5172701281545948
538,538.0,0.4827321762622989,0.517267823737701
539,539.0,0.4827344630666571,0.5172655369333428
540,540.0,0.4827367111516897,0.5172632888483101
541,541.0,0.482738901908479,0.5172610980915209
542,542.0,0.4827410191622814,0.5172589808377186
543,543.0,0.4827430490908575,0.5172569509091425
544,544.0,0.4827449801274442,0.5172550198725557
545,545.0,0.4827468028508745,0.5172531971491254
546,546.0,0.4827485098652299,0.5172514901347701
547,547.0,0.4827500956712742,0.5172499043287259
548,548.0,0.4827515565317781,0.517248443468222
549,549.0,0.4827528903326906,0.5172471096673095
550,550.0,0.4827540964419617,0.5172459035580383
551,551.0,0.482755175567663,0.5172448244323371
552,552.0,0.4827561296168943,0.5172438703831059
553,553.0,0.4827569615568102,0.51724303844319
554,554.0,0.4827576752789433,0.5172423247210569
555,555.0,0.4827582754678504,0.5172417245321498
556,556.0,0.4827587674749651,0.5172412325250351
557,557.0,0.4827591571983954,0.5172408428016046
558,558.0,0.4827594509692755,0.5172405490307245
559,559.0,0.4827596554451517,0.5172403445548484
560,560.0,0.4827597775107656,0.5172402224892345
561,561.0,0.4827598241864872,0.5172401758135129
562,562.0,0.4827598025445485,0.5172401974554516
563,563.0,0.482759719633135,0.5172402803668651
564,564.0,0.4827595824083083,0.5172404175916918
565,565.0,0.4827593976736579,0.5172406023263422
566,566.0,0.4827591720275128,0.5172408279724873
567,567.0,0.4827589118174838,0.5172410881825161
568,568.0,0.4827586231020597,0.5172413768979403
569,569.0,0.4827583116189342,0.5172416883810658
570,570.0,0.4827579827597087,0.5172420172402913
571,571.0,0.4827576415505854,0.5172423584494146
572,572.0,0.4827572926386454,0.5172427073613546
573,573.0,0.4827569402832897,0.5172430597167103
574,574.0,0.4827565883524135,0.5172434116475865
575,575.0,0.4827562403228775,0.5172437596771224
576,576.0,0.4827558992848432,0.5172441007151567
577,577.0,0.4827555679495406,0.5172444320504592
578,578.0,0.4827552486600497,0.5172447513399502
579,579.0,0.4827549434046841,0.5172450565953157
580,580.0,0.4827546538325852,0.5172453461674148
581,581.0,0.482754381271147,0.517245618728853
582,582.0,0.4827541267449179,0.5172458732550821
583,583.0,0.4827538909956393,0.5172461090043606
584,584.0,0.4827536745031091,0.517246325496891
585,585.0,0.4827534775065776,0.5172465224934225
586,586.0,0.4827533000264101,0.51724669997359
587,587.0,0.4827531418857721,0.5172468581142279
588,588.0,0.4827530027321169,0.517246997267883
589,589.0,0.4827528820582829,0.5172471179417171
590,590.0,0.4827527792230263,0.5172472207769737
591,591.0,0.4827526934708418,0.5172473065291582
592,592.0,0.4827526239509442,0.5172473760490558
593,593.0,0.4827525697353036,0.5172474302646963
594,594.0,0.482752529835651,0.5172474701643491
595,595.0,0.4827525032193838,0.5172474967806163
596,596.0,0.4827524888243263,0.5172475111756738
597,597.0,0.4764202679990863,0.5235797320009139
598,598.0,0.4754922215309429,0.5245077784690573
599,599.0,0.4704122330009294,0.529587766999071
600,600.0,0.4696737593125346,0.5303262406874658
601,601.0,0.4690420766349498,0.5309579233650505
602,602.0,0.46851282269387,0.5314871773061303
603,603.0,0.4680810471550555,0.5319189528449448
604,604.0,0.4677413199336678,0.5322586800663325
605,605.0,0.4674878334701782,0.532512166529822
606,606.0,0.4673144985534317,0.5326855014465686
607,607.0,0.4672150333779215,0.5327849666220787
608,608.0,0.4671830456212791,0.5328169543787212
609,609.0,0.467212107419184,0.5327878925808162
610,610.0,0.4672958231982027,0.5327041768017976
611,611.0,0.4674278904024334,0.532572109597567
612,612.0,0.4676021532173126,0.5323978467826878
613,613.0,0.4678126494536267,0.5321873505463737
614,614.0,0.4680536508068691,0.5319463491931312
615,615.0,0.4683196967518146,0.5316803032481857
616,616.0,0.4686056223698434,0.531394377630157
617,617.0,0.4689065804374668,0.5310934195625335
618,618.0,0.4692180581290491,0.5307819418709512
619,619.0,0.4695358887052787,0.5304641112947216
620,620.0,0.4698562585719285,0.5301437414280719
621,621.0,0.47017571010129,0.5298242898987103
622,622.0,0.4704911406117984,0.5295088593882019
623,623.0,0.4707997979002339,0.5292002020997664
624,624.0,0.4710992727159195,0.5289007272840807
625,625.0,0.4713874885579733,0.5286125114420268
626,626.0,0.471662689165338,0.5283373108346622
627,627.0,0.4719234240554087,0.5280765759445913
628,628.0,0.4721685324510143,0.5278314675489858
629,629.0,0.4723971259176452,0.527602874082355
630,630.0,0.4726085700135324,0.5273914299864677
631,631.0,0.4728024652347916,0.5271975347652085
632,632.0,0.4729786275166729,0.5270213724833273
633,633.0,0.4731370685302953,0.5268629314697049
634,634.0,0.4732779759923485,0.5267220240076518
635,635.0,0.4734016941833689,0.5265983058166315
636,636.0,0.4735087048485495,0.526491295151451
637,637.0,0.4735996086338225,0.526400391366178
638,638.0,0.4736751071893259,0.5263248928106745
639,639.0,0.4737359860524817,0.5262640139475188
640,640.0,0.4737830984038931,0.5262169015961075
641,641.0,0.4738173497712203,0.5261826502287802
642,642.0,0.4738396837391986,0.526160316260802
643,643.0,0.473851068708083,0.5261489312919175
644,644.0,0.4738524857280942,0.5261475142719063
645,645.0,0.4738449174239192,0.5261550825760812
646,646.0,0.4738293380110185,0.5261706619889819
647,647.0,0.4738067043943936,0.5261932956056067
648,648.0,0.4737779483305833,0.526222051669417
649,649.0,0.4737439696249441,0.5262560303750562
650,650.0,0.4737056303287153,0.526294369671285
651,651.0,0.4736637498939183,0.526336250106082
652,652.0,0.4736191012387577,0.5263808987612426
653,653.0,0.4735724076718215,0.5264275923281787
654,654.0,0.4735243406199568,0.5264756593800434
655,655.0,0.4734755181021749,0.5265244818978252
656,656.0,0.4734265038902454,0.5265734961097547
657,657.0,0.4733778072957023,0.5266221927042978
658,658.0,0.4733298835227525,0.5266701164772476
659,659.0,0.4732831345269662,0.526716865473034
660,660.0,0.4732379103205847,0.5267620896794154
661,661.0,0.4731945106667316,0.5268054893332687
662,662.0,0.4731531871066924,0.5268468128933078
663,663.0,0.4731141452666861,0.5268858547333141
664,664.0,0.4730775473931096,0.5269224526068905
665,665.0,0.4730435150680556,0.5269564849319445
666,666.0,0.4730121320599224,0.5269878679400777
