,f_1,f_2,Routes
0,13.76982591876209,115,11-3-5-14-8*10-12-13-9-6-14*4-1-2-5-14-8*6-14-7*13-9-6-14*0-1-2-5-7-9*
1,12.563507414571244,108,4-3-5-14*2-5-7-9-13-12*12-10-9-6-14*0-1-2-5-7-9-10*8-14-5-3-11*6-14*
2,12.424242424242424,106,3-5-7-9-10-12-13*1-4*0-1-2-5*2-5-14*8-14-6-9-12*2-5-7-9-10-11*
3,16.11283043197937,118,8-14-6-9-13*10-12-13*0-1-2-5-3-11-10-12*4-1-3*6-14-5-3-11*7-5-3-11*
4,12.899419729206963,154,0-1-2-5-7-9-13*2-5-7-9-10-12*1-2-5-7-9-13-12*4-3-5-7-9*11-3-5-7-9-13*8-14-6-9-13*
5,16.08768536428111,141,0-1-2-5-7-9-13*2-5-7-9-13-12*2-1-3-4*8-14-5-7-9-13-12*10-11-3-5-14-6*7-9-13-12*
6,16.602836879432623,87,0-1-2-5-14*10-11-3-5-7*6-14-7*2-5-7-9-13-12*4-3-5*7-14-8*
7,14.715667311411993,131,7-9-10*11-10-12*8-14-6-9-13*0-1-4-3-5-7-9-10*4-3-5-7-9-10*2-5-7-9-10*
8,18.93745970341715,119,4-3-5-14-7*8-14-6-9-13-12*0-1-2*6-14-5-3-11-10*12-9-6-14*0-1-3-11*
9,13.911025145067699,122,7-9-13-12-10*4-3-5-7-9-13*9-6-14*11-3-5-14-8*0-1-2-5-7*3-5-7-9-13-12*
