,Run_number,Duration,HV Obtained
0,Run_1,0 days 00:08:33.138086,0.8502965428034808
1,Run_10,0 days 00:07:25.280524,0.8522323806320106
2,Run_2,0 days 00:22:10.223140,0.8527826167049108
3,Run_3,0 days 00:08:16.677587,0.8538814869989709
4,Run_4,0 days 00:07:26.493265,0.8508171446191799
5,Run_5,0 days 00:07:07.440478,0.8567688247614242
6,Run_6,0 days 00:08:25.584272,0.8523220843294849
7,Run_7,0 days 00:31:37.444993,0.85335607962805
8,Run_8,0 days 00:07:40.393839,0.8539735934740562
9,Run_9,0 days 00:09:44.975624,0.851666126041704
10,Average,0 days 00:11:50.765180800,0.8528096879993272
