,R_x,f_1,f_2,Generation,Rank
0,0-1-2-5-7-9-10-12*8-14-6-9-10-11*0-1-3-11-10-12-13-9*0-1-4-3-5-7-9-10*0-1-2-5-14-6*2-1-4-3-5-7-14-6*,10.202450032237266,188.0,144,0.0
1,0-1-2-5-7-9-10-12-13*8-14-6-9-10-11*0-1-3-11-10-12-13-9*0-1-4-3-5-7-9*0-1-2-5-14-6*2-1-4-3-5-7-14-6*,10.217279174725984,185.0,149,0.0
2,0-1-2-5-7-9-10-12*8-14-6-9-10-11*0-1-3-11-10-12-13-9*0-1-4-3-5-7-9*0-1-2-5-14-6*2-1-4-3-5-7-14-6*,10.220502901353964,183.0,146,0.0
3,0-1-2-5-7-9-10-12*8-14-6-9-10-11*0-1-3-11-10-12-13-9*4-3-5-7-9-10-12*0-1-2-5-14-6*2-1-4-3-5-7-14-6*,10.249516441005802,179.0,187,0.0
1,4-3-5-7-14-6*0-1-2-5-7-9-10-12*0-1-3-11-10-12-13-9*2-1-4-3-5-7-9-10*8-14-6-9-10-11*0-1-2-5-14-6*,10.254029658284978,174.0,142,0.0
2,4-3-5-7-14-6*0-1-2-5-7-9-10-12*0-1-3-11-10-12-13-9*2-1-4-3-5-7-9*8-14-6-9-10-11*0-1-2-5-14-6*,10.272082527401675,169.0,147,0.0
0,9-10-11-3-5-7-14-6*0-1-2-5-14-6*0-1-2-5-7-9-10-12*2-1-4-3-5-7-9-13*0-1-3-4*8-14-6-9-10-12-13*,10.284977433913603,164.0,92,0.0
6,0-1-2-5-7-9-13-12*6-14-7-5-3-11-10-9*2-1-4-3-5-7-9-10*0-1-2-5-14-6*0-1-3-4*8-14-6-9-10-12-13*,10.30883301096067,161.0,130,0.0
6,0-1-2-5-7-9-10-12*8-14-6-9-10-11*2-1-3-11-10-12*4-3-5-7-9-13-12*4-1-2-5-14-6*0-1-3-5-7-14-6*,10.317214700193423,160.0,162,0.0
7,0-1-2-5-7-9-13-12*6-14-7-5-3-11-10-9*2-1-4-3-5-7-9-10*0-1-2-5-14-6*0-1-3-4*8-14-6-9-10-12*,10.319148936170214,159.0,117,0.0
5,0-1-2-5-7-9-13-12*8-14-6-9-10-11*7-14-6*0-1-3-11-10-12-13*0-1-2-5-14-6*2-1-4-3-5-7-9-10*,10.321727917472598,156.0,111,0.0
