,test,count,mean,std,min,lq,med,uq,max,outliers,parameter,value,HV_overall
0,HV,10,0.683593596,0.066483426,0.534832744,0.644745075,0.717847929,0.728869107,0.742541014,,B_Mutations_AMALGAM,5,0.753189282
0,HV,10,0.681486201,0.042072021,0.612915203,0.644050843,0.696296766,0.712644916,0.725112737,,B_Mutations_AMALGAM,6,0.749631794
0,HV,8,0.718590614,0.015619383,0.697139574,0.709720069,0.718712677,0.723889273,0.748892953,"0.6219602236884503, 0.6321721930810192",B_Mutations_AMALGAM,7,0.752857892
0,HV,8,0.731093931,0.010225339,0.717487345,0.726032888,0.728395453,0.737945102,0.749365885,"0.6109256768830418, 0.4884443621837611",B_Mutations_AMALGAM,8,0.759562785
0,HV,8,0.723671964,0.010841449,0.700497182,0.720807215,0.726380713,0.730740616,0.734164543,"0.6249893637587289, 0.6176267420552026",B_Mutations_AMALGAM_every_n,5,0.749981478
0,HV,10,0.714669494,0.014690615,0.689600547,0.70685927,0.717782717,0.724040487,0.733503101,,B_Mutations_AMALGAM_every_n,6,0.743466056
0,HV,9,0.711638391,0.018209515,0.684324567,0.701123592,0.710664339,0.723954045,0.735093286,0.60990085,B_Mutations_AMALGAM_every_n,7,0.744182395
0,HV,8,0.728249022,0.003035149,0.72415482,0.725599009,0.728572925,0.729925706,0.732769028,"0.715355535440104, 0.752694426780993",B_Mutations_AMALGAM_every_n,8,0.760916412
0,HV,10,0.704602512,0.039879904,0.64037707,0.670036603,0.720255632,0.730870123,0.747054668,,B_Mutations_Counts_normal,5,0.75287234
0,HV,9,0.705636494,0.024222384,0.656477314,0.702987656,0.711804201,0.71904999,0.73141426,0.625271214,B_Mutations_Counts_normal,6,0.753945652
0,HV,7,0.724912367,0.002861111,0.722106404,0.72282987,0.723497368,0.726623164,0.729876731,"0.7154989438736858, 0.7123787345458414, 0.7490693718384156",B_Mutations_Counts_normal,7,0.753387274
0,HV,8,0.721961753,0.006822252,0.713289462,0.715442861,0.723085361,0.726899908,0.730344103,"0.7581166701744919, 0.6121000251220493",B_Mutations_Counts_normal,8,0.760511296
