,R_x,f_1,f_2,Generation,Rank
0,0-1-2-5-7-9-10-12*8-14-6-9-10-11*0-1-3-11-10-12-13*0-1-4-3-5-7-14-6*0-1-2-5-14-6-9-13*2-1-4-3-5-7-9-10*,10.191489361702128,195.0,105,0.0
1,0-1-2-5-7-9-10-12*2-1-4-3-5-7-14-6*0-1-2-5-14-6*0-1-3-11-10-12-13*8-14-6-9-10-11*0-1-4-3-5-7-9-13*,10.207607994842038,183.0,200,0.0
2,0-1-2-5-7-9-10-12*8-14-6-9-10-11*0-1-3-11-10-12-13*4-3-5-7-14-6*0-1-2-5-14-6-9-13*2-1-4-3-5-7-9-10*,10.243068987749838,181.0,158,0.0
3,0-1-3-11-10-12-13-9*2-1-4-3-5-7-9-10*4-3-5-7-14-6*0-1-2-5-14-6*8-14-6-9-10-11*0-1-2-5-7-9-10-12*,10.254029658284978,174.0,114,0.0
4,0-1-3-11-10-12-13*2-1-4-3-5-7-9-13*4-3-5-7-14-6*0-1-2-5-14-6*8-14-6-9-10-11*0-1-2-5-7-9-10-12*,10.25918762088975,169.0,152,0.0
5,0-1-3-11-10-12-13*2-1-4-3-5-7-9-13*3-5-7-14-6*0-1-2-5-14-6*8-14-6-9-10-11*0-1-2-5-7-9-10-12*,10.277240490006449,165.0,162,0.0
6,0-1-2-5-14-6*2-1-4-3-5-7-9-10*7-14-6*0-1-3-11-10-12-13-9*8-14-6-9-10-11*0-1-2-5-7-9-10-12*,10.30560928433269,164.0,191,0.0
6,8-14-6-9-10-12-13*6-14-7-5-3-11-10-9*4-3-1-0*0-1-2-5-7-9-13-12*2-1-4-3-5-7-9-10*0-1-2-5-14-6*,10.30883301096067,161.0,162,0.0
15,4-3-5-7-9-13-12*1-3-11-10-9-6-14-8*0-1-3-5-7-14-6*0-1-2-5-7-9-10-12*4-1-2-5-14-6*11-10-12-13*,10.320438426821406,160.0,198,0.0
7,8-14-6-9-13-12*6-14-7-5-3-11-10-9*4-3-1-0*0-1-2-5-14-6*2-1-4-3-5-7-9-10*0-1-2-5-7-9-10-12*,10.322372662798196,159.0,107,0.0
3,8-14-6-9-10-11*0-1-2-5-7-9-13-12*0-1-2-5-14-6*4-3-5-7-9-10-12-13*2-1-4-3-5-7-14-6*0-1-3-11*,10.32301740812379,156.0,151,0.0
8,8-14-6-9-13-12*6-14-7-5-3-11-10-9*4-3-1-0*0-1-2-5-14-6*2-1-4-3-5-7-9*0-1-2-5-7-9-10-12*,10.340425531914894,154.0,87,0.0
5,8-14-6-9-10-11*0-1-2-5-7-9-13-12*0-1-2-5-14-6*4-3-5-7-9-10-12-13*2-1-4-3-5-7-14-6*5-2-1-3-11*,10.362991618310769,153.0,141,0.0
