,R_x,f_1,f_2,Generation,Rank
0,21-15-16-28-25-22-0-12-17-11-14-23-1-9*5-6-16-7-4-3-1-9-14-11-17-22-18-0*5-6-16-7-20-23-1-3-11-17-22-18-0-26-8*5-15-6-13-0-26-8-12-19-22-25-7-20-14-4*1-9-3-11-25-28-16-6-5-21-10-7-24-23-14*25-28-0-18-13-6-21-10-2-29-27-7-14-11*8-12-19-17-28-16-27-10-2-7-24-1-3-9*13-6-16-7-14-23-9-3-11-17-19-12-8-26*9-23-14-7-27-15-2-6-13-18-19*9-3-1-23-14-7-27-29-2-6-13-18-12-19*22-18-0-25-7-4-24-14-11-17-19-12-8-26*16-10-15-2-21-5-6-13-0-19-12-22-18-17*,14.807516951133971,641.0,200,0.0
1,6-21-15-16-28-25-22-0-12-17-11-14-23-1-9*5-6-16-7-4-3-1-9-14-11-17-19-12-8-26*5-6-16-7-20-23-1-3-11-17-22-18-0-26-8*15-6-13-0-26-8-12-19-22-25-7-20-14-4*1-9-3-11-25-28-16-6-5-21-10-7-24-23*25-28-0-18-13-6-21-10-2-29-27-7-14-11*8-12-19-17-28-16-27-10-2-7-24-1-3-9*13-6-16-7-14-23-9-3-11-17-22-18-0-26*9-23-14-7-27-15-2-6-13-18*9-3-1-23-14-7-27-29-2-6-13-18-12-19*22-18-0-25-7-4-24-14-11-17-19-12-8-26*16-10-15-2-21-5-6-13-0-19-12-22-18-17*,14.845247837269111,638.0,200,0.0
2,6-21-15-16-28-25-22-0-12-17-11-14-23-1-9*5-6-16-7-4-3-1-9-14-11-17-19-12-8*5-6-16-7-20-23-1-3-11-17-22-18-0-26*5-15-6-13-0-26-8-12-19-22-25-7-20-14-4*9-3-11-25-28-16-6-5-21-10-7-24-23-14*25-28-0-18-13-6-21-10-2-29-27-7-14-11*8-12-19-17-28-16-27-10-2-7-24-1-3-9*13-6-16-7-14-23-9-3-11-17-22-18-0-26*9-23-14-7-27-15-2-6-13-18-19-0*9-3-1-23-14-7-27-29-2-6-13-18-12-19*22-18-0-25-7-4-24-14-11-17-19-12-8-26*10-15-2-21-5-6-13-0-19-22-18*,14.852758943184476,630.0,194,0.0
0,7-16-28-25-22-18-0-26-8-12-17-11-14-24-4*8-12-19-17-28-16-10-15-2-29-27-7-14-11-25*2-6-5-21-15-10-27-7-14-23-9-1-3-4-20*21-5-6-16-7-24-1-3-9*11-25-28-16-6-5-21-15-27-7-4-24-20-23-3*8-12-19-22-25-7-27-2-29-10-6*26-0-28-7-4-3-1-23-14-11-17-19-12-8*20-24-23-9-1-3-11-17-22-18-0-13-6-5-21*13-18-0-28-7-20-14-23*8-12-19-18-13-6-15-10-27-16-28-25-7-2-29*26-8-12-19-22-25-7-20-4-1*17-12-18-0-25-28-16-6-21-2-29-27-7-24-3*,14.855593874210896,580.0,199,0.0
1,7-16-28-25-22-18-0-26-8-12-17-11-14-24-4*8-12-19-17-28-16-10-15-2-29-27-7-14-11-25*6-5-21-15-10-27-7-14-23-9-1-3-4-20*21-5-6-16-7-24-1-3-9*11-25-28-16-6-5-21-15-27-7-4-24-20-23-3*8-12-19-22-25-7-27-2-29-10-6*26-0-28-7-4-3-1-23-14-11-17-19-12-8*20-24-23-9-1-3-11-17-22-18-0-13-6-5-21*13-18-0-28-7-20-14-23*8-12-19-18-13-6-15-10-27-16-28-25-7-2-29*26-8-12-19-22-25-7-20-4-1-9*17-12-18-0-25-28-16-6-21-2-29-27-7-24-3*,14.875672200140285,574.0,199,0.0
2,16-28-25-22-18-0-26-8-12-17-11-14-24-4*8-12-19-17-28-16-10-15-2-29-27-7-14-11-25*6-5-21-15-10-27-7-14-23-9-1-3-4-20*21-5-6-16-7-24-1-3-9*11-25-28-16-6-5-21-15-27-7-4-24-20-23-3*8-12-19-22-25-7-27-2-29-10-6*26-0-28-7-4-3-1-23-14-11-17-19-12-8*20-24-23-9-1-3-11-17-22-18-0-13-6-5-21*13-18-0-28-7-20-14-23*8-12-19-18-13-6-15-10-27-16-28-25-7-2-29*26-8-12-19-22-25-7-20-4-1*17-12-18-0-25-28-16-6-21-2-29-27-7-24-3*,14.876227495908347,568.0,198,0.0
3,7-16-28-25-22-18-0-26-8-12-17-11-14-24-4*8-12-19-17-28-16-10-15-2-29-27-7-14-11*5-21-15-10-27-7-14-23-9-1-3-4-20*2-21-5-6-16-7-24-1-3-9*11-25-28-16-6-5-21-15-27-7-4-24-20-23-3*8-12-19-22-25-7-27-2-29-10-6*26-0-28-7-4-3-1-23-14-11-17-19-12-8*24-23-9-1-3-11-17-22-18-0-13-6-5-21*13-18-0-28-7-20-14-23*8-12-19-18-13-6-15-10-27-16-28-25-7-2-29*26-8-12-19-22-25-7-20-4-1*17-12-18-0-25-28-16-6-21-2-29-27-7-24-3*,14.880991349076456,567.0,192,0.0
4,7-16-28-25-22-18-0-26-8-12-17-11-14-24-4*8-12-19-17-28-16-10-15-2-29-27-7-14-11-25*6-5-21-15-10-27-7-14-23-9-1-3-4-20*21-5-6-16-7-24-1-3-9*11-25-28-16-6-5-21-15-27-7-4-24-20-23-3*8-12-19-22-25-7-27-2-29-10-6*26-0-28-7-4-3-1-23-14-11-17-19-12-8*20-24-23-9-1-3-11-17-22-18-0-13-6-5-21*13-18-0-28-7-20-14-23*8-12-19-18-13-6-15-10-27-16-28-25-7-2-29*26-8-12-19-22-25-7-20-4*17-12-18-0-25-28-16-6-21-2-29-27-7-24-3*,14.883183306055647,566.0,198,0.0
5,7-16-28-25-22-18-0-26-8-12-17-11-14-24-4*8-12-19-17-28-16-10-15-2-29-27-7-14-11*5-21-15-10-27-7-14-23-9-1-3-4-20*21-5-6-16-7-24-1-3-9*11-25-28-16-6-5-21-15-27-7-4-24-20-23-3*8-12-19-22-25-7-27-2-29-10-6*26-0-28-7-4-3-1-23-14-11-17-19-12-8*24-23-9-1-3-11-17-22-18-0-13-6-5-21*13-18-0-28-7-20-14-23-9*8-12-19-18-13-6-15-10-27-16-28-25-7-2-29*26-8-12-19-22-25-7-20-4-1*17-12-18-0-25-28-16-6-21-2-29-27-7-24-3*,14.88683656768763,562.0,199,0.0
6,7-16-28-25-22-18-0-26-8-12-17-11-14-24-4*8-12-19-17-28-16-10-15-2-29-27-7-14-11*5-21-15-10-27-7-14-23-9-1-3-4-20*21-5-6-16-7-24-1-3-9*11-25-28-16-6-5-21-15-27-7-4-24-20-23-3*8-12-19-22-25-7-27-2-29-10-6*26-0-28-7-4-3-1-23-14-11-17-19-12-8*24-23-9-1-3-11-17-22-18-0-13-6-5-21*13-18-0-28-7-20-14-23*8-12-19-18-13-6-15-10-27-16-28-25-7-2-29*26-8-12-19-22-25-7-20-4-1*17-12-18-0-25-28-16-6-21-2-29-27-7-24-3*,14.893850830021044,559.0,185,0.0
