,R_x,f_1,f_2,Generation,Rank
0,52-64-51-35-34-45-22-13-43-61-44-14-2-50-33-58-41-25-4-7-40-46-53-47-6-21-24-62-49-1*20-17-9-31-11-1-26-8-56-6-47-7-40-53-4-25-34-35-57-41-36-54-18-39-48-3-38-19-66-29*47-53-46-7-40-4-25-34-51-8-26-1-9-16-55-10-28-56-6-63-24-21-30-15-42-49-11-31*43-13-20-55-8-26-30-21-24-63-6-35-57-41-45-36-38-19-29-69-48-3-23-2-0-50-33-58-51-56*2-23-29-3-69-66-19-65-67-37-5-32-18-54-36-45-58-64-52-8-26-49-15-42-62-24-21-63-30*61-14-2-0-3-66-54-38-19-18-32-39-48-29-69-23-50-43-17-59-9-68-1-16-26-49-15-30-24*53-4-25-27-41-51-56-8-10-59-68-11-9-17-20-33-22-19-54-18-39-48-66-38-36-45-34-58-35-6*12-25-57-35-6-21-24-30-26-16-10-20-43-50-0-3-38-36-45-41-27-67-5-65-18-66-54*48-69-66-19-22-33-13-43-17-59-9-49-1-26-8-51-41-45-36-54-18-39-32-37-5-67-65*58-45-41-27-12-40-53-7-4-25-57-51-64-52-20-17-61-44-14-2-50-23-29-19-66-38*57-41-27-67-37-5-54-38-22-33-20-10-16-26-30-62-42-15-49-9-11-31-1-59-17-55*57-34-58-33-13-43-61-60-17-59-10-55-52-64-51-35-41-27-67-37-5-65-54-66-3-19-38-36*43-13-22-36-45-41-12-4-53-47-6-56-8-28-10-17-61-44-14-2-50-23-69-38-19-18-37-32-39*18-54-66-3-23-69-0-2-50-17-44-14-60-61-43-33-58-41-12-4-7-40-53-47-6-63-24-62-15-11*30-42-62-24-63-6-35-34-45-36-38-19-66-69-23-29-48-39-65-54-18-37-67-27-12-40-46*,22.987394674405685,1786.0,196,0.0
1,52-64-51-35-34-45-22-13-43-61-44-14-2-50-33-58-41-25-4-7-40-46-53-47-6-21-24-62-49-1*20-17-9-31-11-1-26-8-56-6-47-7-40-53-4-25-34-35-57-41-36-54-18-39-48-3-38-19-66-29*53-46-7-40-4-25-34-51-8-26-1-9-16-55-10-28-56-6-63-24-21-30-15-42-49-11-31*43-13-20-55-8-26-30-21-24-63-6-35-57-41-45-36-38-19-29-69-48-3-23-2-0-50-33-58-51-56*2-23-29-3-69-66-19-65-67-37-5-32-18-54-36-45-58-64-52-8-26-49-15-42-62-24-21-63-30*61-14-2-0-3-66-54-38-19-18-32-39-48-29-69-23-50-43-17-59-9-68-1-16-26-49-15-30-24*53-4-25-27-41-51-56-8-10-59-68-11-9-17-20-33-22-19-54-18-39-48-66-38-36-45-34-58-35-6*12-25-57-35-6-21-24-30-26-16-10-20-43-50-0-3-38-36-45-41-27-67-5-37-65-18-66-54*48-69-66-19-22-33-13-43-17-59-9-49-1-26-8-51-41-45-36-54-18-39-32-37-5-67-65*58-45-41-27-12-40-53-7-4-25-57-51-64-52-20-17-61-44-14-2-50-23-29-19-66-38*57-41-27-67-37-5-54-38-22-33-20-10-16-26-30-62-42-15-49-9-11-31-1-59-17-55*57-34-58-33-13-43-61-60-17-59-10-55-52-64-51-35-41-27-67-5-65-54-66-3-19-38-36*43-13-22-36-45-41-12-4-53-47-6-56-8-28-10-17-61-44-14-2-50-23-69-38-19-18-37-32-39-48*18-54-66-3-23-69-0-2-50-17-44-14-60-61-43-33-58-41-12-4-7-40-53-47-6-63-24-62-15-11*30-42-62-24-63-6-35-34-45-36-38-19-66-69-23-29-48-39-65-54-18-37-67-27-12-40-46*,22.987436207603693,1785.0,196,0.0
2,52-64-51-35-34-45-22-13-43-61-44-14-2-50-33-58-41-25-4-7-40-46-53-47-6-21-24-62-49-1*20-17-9-31-11-1-26-8-56-6-47-7-40-53-4-25-34-35-57-41-36-54-18-39-48-3-38-19-66-29*53-46-7-40-4-25-34-51-8-26-1-9-16-55-10-28-56-6-63-24-21-30-15-42-49-11-31*43-13-20-55-8-26-30-21-24-63-6-35-57-41-45-36-38-19-29-69-48-3-23-2-0-50-33-58-51-56*2-23-29-3-69-66-19-65-67-37-5-32-18-54-36-45-58-64-52-8-26-49-15-42-62-24-21-63-30*61-14-2-0-3-66-54-38-19-18-32-39-48-29-69-23-50-43-17-59-9-68-1-16-26-49-15-30-24*53-4-25-27-41-51-56-8-10-59-68-11-9-17-20-33-22-19-54-18-39-48-66-38-36-45-34-58-35-6*12-25-57-35-6-21-24-30-26-16-10-20-43-50-0-3-38-36-45-41-27-67-5-37-65-18-66-54*48-69-66-19-22-33-13-43-17-59-9-49-1-26-8-51-41-45-36-54-18-39-32-37-5-67-65*58-45-41-27-12-40-53-7-4-25-57-51-64-52-20-17-61-44-14-2-50-23-29-19-66-38*57-41-27-67-37-5-54-38-22-33-20-10-16-26-30-62-42-15-49-9-11-31-1-59-17-55*57-34-58-33-13-43-61-60-17-59-10-55-52-64-51-35-41-27-67-5-65-54-66-3-19-38-36*43-13-22-36-45-41-12-4-53-47-6-56-8-28-10-17-61-44-14-2-50-23-69-38-19-18-37-32-39*18-54-66-3-23-69-0-2-50-17-44-14-60-61-43-33-58-41-12-4-7-40-53-47-6-63-24-62-15-11*30-42-62-24-63-6-35-34-45-36-38-19-66-69-23-29-48-39-65-54-18-37-67-27-12-40-46*,22.988536837350804,1781.0,193,0.0
3,52-64-51-35-34-45-22-13-43-61-44-14-2-50-33-58-41-25-4-7-40-46-53-47-6-21-24-62-49-1*20-17-9-31-11-1-26-8-56-6-47-7-40-53-4-25-34-35-57-41-36-54-18-39-48-3-38-19-66-29*47-53-46-7-40-4-25-34-51-8-26-1-9-16-55-10-28-56-6-63-24-21-30-15-42-49-11-31*43-13-20-55-8-26-30-21-24-63-6-35-57-41-45-36-38-19-29-69-48-3-23-2-0-50-33-58-51-56*23-29-3-69-66-19-65-67-37-5-32-18-54-36-45-58-64-52-8-26-49-15-42-62-24-21-63-30*61-14-2-0-3-66-54-38-19-18-32-39-48-29-69-23-50-43-17-59-9-68-1-16-26-49-15-30-24*53-4-25-27-41-51-56-8-10-59-68-11-9-17-20-33-22-19-54-18-39-48-66-38-36-45-34-58-35-6*12-25-57-35-6-21-24-30-26-16-10-20-43-50-0-3-38-36-45-41-27-67-5-37-65-18-66-54*48-69-66-19-22-33-13-43-17-59-9-49-1-26-8-51-41-45-36-54-18-39-32-37-5-67-65*58-45-41-27-12-40-53-7-4-25-57-51-64-52-20-17-61-44-14-2-50-23-29-19-66-38*57-41-27-67-37-5-54-38-22-33-20-10-16-26-30-62-42-15-49-9-11-31-1-59-17-55*57-34-58-33-13-43-61-60-17-59-10-55-52-64-51-35-41-27-67-5-65-54-66-3-19-38-36*43-13-22-36-45-41-12-4-53-47-6-56-8-28-10-17-61-44-14-2-50-23-69-38-19-18-37-32-39*18-54-66-3-23-69-0-2-50-17-44-14-60-61-43-33-58-41-12-4-7-40-53-47-6-63-24-62-15-11*30-42-62-24-63-6-35-34-45-36-38-19-66-69-23-29-48-39-65-54-18-37-67-27-12-40-46*,22.98908196057461,1780.0,195,0.0
4,52-64-51-35-34-45-22-13-43-61-44-14-2-50-33-58-41-25-4-7-40-46-53-47-6-21-24-62-49-1*20-17-9-31-11-1-26-8-56-6-47-7-40-53-4-25-34-35-57-41-36-54-18-39-48-3-38-19-66-29*53-46-7-40-4-25-34-51-8-26-1-9-16-55-10-28-56-6-63-24-21-30-15-42-49-11-31*43-13-20-55-8-26-30-21-24-63-6-35-57-41-45-36-38-19-29-69-48-3-23-2-0-50-33-58-51-56*2-23-29-3-69-66-19-65-67-37-5-32-18-54-36-45-58-64-52-8-26-49-15-42-62-24-21-63-30*14-2-0-3-66-54-38-19-18-32-39-48-29-69-23-50-43-17-59-9-68-1-16-26-49-15-30-24*53-4-25-27-41-51-56-8-10-59-68-11-9-17-20-33-22-19-54-18-39-48-66-38-36-45-34-58-35-6*12-25-57-35-6-21-24-30-26-16-10-20-43-50-0-3-38-36-45-41-27-67-5-37-65-18-66-54*48-69-66-19-22-33-13-43-17-59-9-49-1-26-8-51-41-45-36-54-18-39-32-37-5-67-65*58-45-41-27-12-40-53-7-4-25-57-51-64-52-20-17-61-44-14-2-50-23-29-19-66-38*57-41-27-67-37-5-54-38-22-33-20-10-16-26-30-62-42-15-49-9-11-31-1-59-17-55*57-34-58-33-13-43-61-60-17-59-10-55-52-64-51-35-41-27-67-5-65-54-66-3-19-38-36*43-13-22-36-45-41-12-4-53-47-6-56-8-28-10-17-61-44-14-2-50-23-69-38-19-18-37-32-39*18-54-66-3-23-69-0-2-50-17-44-14-60-61-43-33-58-41-12-4-7-40-53-47-6-63-24-62-15-11*30-42-62-24-63-6-35-34-45-36-38-19-66-69-23-29-48-39-65-54-18-37-67-27-12-40-46*,22.99059273065202,1773.0,194,0.0
5,52-64-51-35-34-45-22-13-43-61-44-14-2-50-33-58-41-25-4-7-40-46-53-47-6-21-24-62-49-1*20-17-9-31-11-1-26-8-56-6-47-7-40-53-4-25-34-35-57-41-36-54-18-39-48-3-38-19-66-29*53-46-7-40-4-25-34-51-8-26-1-9-16-55-10-28-56-6-63-24-21-30-15-42-49-11-31*43-13-20-55-8-26-30-21-24-63-6-35-57-41-45-36-38-19-29-69-48-3-23-2-0-50-33-58-51*2-23-29-3-69-66-19-65-67-37-5-32-18-54-36-45-58-64-52-8-26-49-15-42-62-24-21-63-30*14-2-0-3-66-54-38-19-18-32-39-48-29-69-23-50-43-17-59-9-68-1-16-26-49-15-30-24*53-4-25-27-41-51-56-8-10-59-68-11-9-17-20-33-22-19-54-18-39-48-66-38-36-45-34-58-35-6*12-25-57-35-6-21-24-30-26-16-10-20-43-50-0-3-38-36-45-41-27-67-5-37-65-18-66-54*48-69-66-19-22-33-13-43-17-59-9-49-1-26-8-51-41-45-36-54-18-39-32-37-5-67-65*58-45-41-27-12-40-53-7-4-25-57-51-64-52-20-17-61-44-14-2-50-23-29-19-66-38*57-41-27-67-37-5-54-38-22-33-20-10-16-26-30-62-42-15-49-9-11-31-1-59-17-55*57-34-58-33-13-43-61-60-17-59-10-55-52-64-51-35-41-27-67-5-65-54-66-3-19-38-36*43-13-22-36-45-41-12-4-53-47-6-56-8-28-10-17-61-44-14-2-50-23-69-38-19-18-37-32-39*18-54-66-3-23-69-0-2-50-17-44-14-60-61-43-33-58-41-12-4-7-40-53-47-6-63-24-62-15-11*30-42-62-24-63-6-35-34-45-36-38-19-66-69-23-29-48-39-65-54-18-37-67-27-12-40-46*,23.01214846041627,1769.0,195,0.0
6,20-52-64-51-35-34-45-22-13-43-61-44-14-2-50-33-58-41-25-4-7-40-46-53-47-6-21-24-62-49*20-17-9-31-11-1-26-8-56-6-47-7-40-53-4-25-34-35-57-41-36-54-18-39-48-3-38-19-66*40-7-46-53-4-25-57-51-64-52-20-17-61-44-14-2-50-23-29-19-18-66-38*43-13-20-55-8-26-30-21-24-63-6-35-58-33-50-0-2-23-3-66-48-69-29-19-38-36-45-41-57-51*2-23-29-3-69-66-19-65-67-37-5-32-54-36-45-58-64-52-8-26-49-15-42-62-24-21-63-30*2-0-3-66-54-19-18-32-39-48-29-69-23-50-43-17-59-9-68-1-16-26-49-15-30*4-25-27-41-51-56-8-10-59-68-11-9-17-20-33-22-19-54-18-39-48-66-38-36-45-34-58-35*12-25-57-35-6-21-24-30-26-16-10-20-43-50-0-3-38-36-45-41-27-67-5-37-65-18-66-54*29-66-19-22-33-13-43-17-59-9-49-1-26-8-51-41-45-36-54-18-39-32-37-5-67-65*58-45-41-27-12-40-46-7-4-25-34-51-8-26-1-9-16-10-28-56-6-63-24-21-30-15-42-49-11-31*57-41-27-67-65-37-5-54-38-22-33-20-10-16-26-30-62-42-15-49-9-11-31-1-59-17-55-52*57-34-58-33-13-43-61-60-17-59-10-55-52-64-51-35-41-27-67-5-65-54-66-3-19-38-36*50-43-13-22-36-45-41-12-25-4-53-47-6-56-8-28-10-17-61-44-14-2-23-69-38-19-18-37-32*18-54-66-3-23-69-0-2-50-17-44-14-60-61-43-33-58-41-12-4-7-40-53-47-6-63-24-62-15-11*30-42-62-24-63-6-35-34-45-36-38-19-66-69-23-29-48-39-65-18-37-67-27-25-12-40-46*,23.018762622198448,1747.0,199,0.0
7,20-52-64-51-35-34-45-22-13-43-61-44-14-2-50-33-58-41-25-4-7-40-46-53-47-6-21-24-62-49*20-17-9-31-11-1-26-8-56-6-47-7-40-53-4-25-34-35-57-41-36-54-18-39-48-3-38-19-66*40-7-46-53-4-25-57-51-64-52-20-17-61-44-14-2-50-23-29-19-18-66-38*43-13-20-55-8-26-30-21-24-63-6-35-58-33-50-0-2-23-3-66-48-69-29-19-38-36-45-41-57-51*2-23-29-3-69-66-19-65-67-37-5-32-54-36-45-58-64-52-8-26-49-15-42-62-24-21-63-30*2-0-3-66-54-19-18-32-39-48-29-69-23-50-43-17-59-9-68-1-16-26-49-15-30*4-25-27-41-51-56-8-10-59-68-11-9-17-20-33-22-19-54-18-39-48-66-38-36-45-34-58-35*12-25-57-35-6-21-24-30-26-16-10-20-43-50-0-3-38-36-45-41-27-67-5-37-65-18-66-54*29-66-19-22-33-13-43-17-59-9-49-1-26-8-51-41-45-36-54-18-39-32-37-5-67-65*58-45-41-27-12-40-46-7-4-25-34-51-8-26-1-9-16-10-28-56-6-63-24-21-30-15-42-49-11-31*57-41-27-67-65-37-5-54-38-22-33-20-10-16-26-30-62-42-15-49-9-11-31-1-59-17-55-52*57-34-58-33-13-43-61-60-17-59-10-55-52-64-51-35-41-27-67-5-65-54-66-3-19-38-36*43-13-22-36-45-41-12-25-4-53-47-6-56-8-28-10-17-61-44-14-2-23-69-38-19-18-37-32*18-54-66-3-23-69-0-2-50-17-44-14-60-61-43-33-58-41-12-4-7-40-53-47-6-63-24-62-15-11*30-42-62-24-63-6-35-34-45-36-38-19-66-69-23-29-48-39-65-18-37-67-27-25-12-40-46*,23.024805702508093,1743.0,198,0.0
8,20-52-64-51-35-34-45-22-13-43-61-44-14-2-50-33-58-41-25-4-7-40-46-53-47-6-21-24-62-49*20-17-9-31-11-1-26-8-56-6-47-7-40-53-4-25-34-35-57-41-36-54-18-39-48-3-38-19-66*40-7-46-53-4-25-57-51-64-52-20-17-61-44-14-2-50-23-29-19-66-38*43-13-20-55-8-26-30-21-24-63-6-35-58-33-50-0-2-23-3-66-48-69-29-19-38-36-45-41-57-51*2-23-29-3-69-66-19-65-67-37-5-32-18-54-36-45-58-64-52-8-26-49-15-42-62-24-21-63-30*2-0-3-66-54-19-18-32-39-48-29-69-23-50-43-17-59-9-68-1-16-26-49-15-30-24*4-25-27-41-51-56-8-10-59-68-11-9-17-20-33-22-19-54-18-39-48-66-38-36-45-34-58-35*12-25-57-35-6-21-24-30-26-16-10-20-43-50-0-3-38-36-45-41-27-67-5-37-65-18-66-54*29-66-19-22-33-13-43-17-59-9-49-1-26-8-51-41-45-36-54-18-39-32-37-5-67-65*58-45-41-27-12-40-46-7-4-25-34-51-8-26-1-9-16-10-28-56-6-63-24-21-30-15-42-49-11-31*57-41-27-67-65-37-5-54-38-22-33-20-10-16-26-30-62-42-15-49-9-11-31-1-59-17-55-52*57-34-58-33-13-43-61-60-17-59-10-55-52-64-51-35-41-27-67-5-65-54-66-3-19-38-36*43-13-22-36-45-41-12-25-4-53-47-6-56-8-28-10-17-61-44-14-2-23-69-38-19-18-37-32*18-54-66-3-23-69-0-2-50-17-44-14-60-61-43-33-58-41-12-4-7-40-53-47-6-63-24-62-15-11*30-42-62-24-63-6-35-34-45-36-38-19-66-69-23-29-48-39-65-18-37-67-27-25-12-40-46*,23.026700654667035,1740.0,195,0.0
0,21-30-26-1-16-10-55-52-64-58-45-36-54-18-39-48-69-19-22-33-13-20-17-44-60*11-68-9-59-10-55-52-64-35-41-27-67-5-18-54-38-3-0-23-29-66-19-36-22-45-34-57-58-33-50*8-52-64-35-34-51-57-58-41-27-67-37-5-54-19-22-33-20-10-16-26-49-15-42-24-63-6*1-31-11-9-17-20-33-22-38-54-65-37*11-15-62-24-30-63-6-47-53-40-7-4-25-57-35-64-52-20-17-61-60-14-2-50*15-30-63-21-6-56-28-8-55-10-59-17-60-61-43-13-50-2-23-69-3-38-36-45-41-25-4-40-46-53*15-11-68-59-1-49-62-24-63-30-26-8-51-58-45-36-54-5-65-37-67-27-12-25-4-40-46*45-58-57-35-51-64-52-55-20-13-50-0-23-69-38-36-41-25-4-7-46-40-12-27-67-5-37-65-39-32*58-51-56-28-8-26-16-10-20-43-50-23-69-0*37-65-18-39-48-29-23-50-17-9-68-1-26-30-24-21-63-6-47-7-40-46-53-4-12-27-25-57-51*15-62-42-24-21-6-47-53-46-7-4-12-41-58-33-43-61-60-14-2-0-69-66-19-38-3-48*10-55-52-64-35-34-25-27-67-18-19-36-45-41-51-8-26-1-31-11-68-9-59-17-43-50-23-3-0-2*19-65-67-5-32-39-18-54-36-45-34-51-56-8-26-49-42-24-62-21-63-6-35-58-33-50-43-20-17-59*21-30-26-62-24-63-6-35-41-45-36-54-18-39-48-66-19-22-13-20-17-44-60-14-2-0-23-29-69*18-37-32-54-38-19-69-23-2-14-44-61-17-10-8-56-6-47-53-4-12-25-41-45-22-13-50*,23.03154965553404,1655.0,197,0.0
