,f_1,f_2,R_x
2,15.554798924479776,482,8-12-19-22-25-28-16-27-2-29-10*15-2-7-14-11-17*24-20-7-28-0-18-13-6-10-16*23-20-7-25-0-26-8-19-17-28-16-15-5*18-17-22-25-7-14-9-3-4*5-15-10-7-24-4-3-1*11-3-9-1-24-14-23-4-7-25-0-18-13-6-21*8-12-18-13-6-2-29-27-7-14-1-3-11-17-19*25-28*23-9-1-3-11-17-22-0-13-6-21-10-2-7*8-19-12-18*26-8-12-17-11-3-23-14-7-16-6-5-21-15-29*
3,15.581833060556464,481,8-12-19-22-25-28-16-27-2-29-10*15-2-7-14-11-17-28*24-20-7-28-0-18-13-6-10-16*23-20-7-25-0-26-8-19-17-28-16-15*18-17-22-25-7-14-9-3-4*5-15-10-7-24-4-3-1*11-3-9-1-24-14-23-4-7-25-0-18-12-19-8*8-12-18-13-6-21*25-28*23-9-1-3-11-17-22-0-13-6-21-10-2-7*18-13-6-2-29-27-7-14-1-3-11-17-19*26-8-12-17-11-3-23-14-7-16-6-5-21-15-29*
4,15.582066869300911,476,8-12-19-22-25-28-16-27-2-29-10*15-2-7-14-11-17*24-20-7-28-0-18-13-6-10-16*23-20-7-25-22-17-18*4-3-9-14-7-25-0-26-8-19-17-28-16-15*5-15-10-7-24-4-3-1*11-3-9-1-24-14-23-4-7-25-0-18-12-19-8*8-12-18-13-6-21*25-28*23-9-1-3-11-17-22-0-13-6-21-10-2-7*18-13-6-2-29-27-7-14-1-3-11-17-19*26-8-12-17-11-3-23-14-7-16-6-5-21-15-29*
5,15.69075870937573,475,8-12-19-22-25-28-16-2-29-10*15-2-7-14-11-17*24-20-7-28-0-18-13-6-10-16*23-20-7-25-22-17-18*4-3-9-14-7-25-0-26-8-19-17-28-16-15*5-15-10-7-24-4-3-1*11-3-9-1-24-14-23-4-7-25-0-18-12-19-8*8-12-18-13-6-21*25-28*23-9-1-3-11-17-22-0-13-6-21-10-2-7*18-13-6-2-29-27-7-14-1-3-11-17-19*26-8-12-17-11-3-23-14-7-16-6-5-21-15-29*
6,15.706482347439794,469,8-12-19-22-25-28-16-2-29-10*15-2-7-14-11-17*24-20-7-28-0-18-13-6-10-16*23-20-7-25-22-18*4-3-9-14-7-25-0-26-8-19-17-28-16-15*5-15-10-7-24-4-3-1*11-14-24-1-9-3-23-4-7-25-0-18-12-19-8*8-12-18-13-6-21*25-28*23-9-1-3-11-17-22-0-13-6-21-10-2-7*18-13-6-2-29-27-7-14-1-3-11-17-19*26-8-12-17-11-3-23-14-7-16-6-5-21-15-29*
7,15.713847322889876,463,8-12-19-22-25-28-16-2-29-10*15-2-7-14-11*24-20-7-28-0-18-13-6-10-16*23-20-7-25-22-18*4-3-9-14-7-25-0-26-8-19-17-28-16-15*5-15-10-7-24-4-3-1*11-14-24-1-3-9-23-4-7-25-0-18-12-19-8*8-12-18-13-6-21*25-28*23-9-1-3-11-17-22-0-13-6-21-10-2-7*18-13-6-2-29-27-7-14-1-3-11-17-19*26-8-12-17-11-3-23-14-7-16-6-5-21-15-29*
8,15.7219137245733,453,8-12-19-22-25-28-16-2-29-10-27*2-7-14-11*24-20-7-28-0-18-13-6-10-16*23-20-7-25-22-18*4-3-9-14-7-25-0-26-8-19-17-28-16-15*5-15-10-7-4-24-1-23*14-24-1-3-9-23-4-7-25-0-18-12-19-8*8-12-0-13-6*25-28*23-9-1-3-11-17-22-0-13-6-5-21-10-2-7*18-13-6-2-29-27-7-14-1-3-11-17-19*8-12-17-11-3-23-14-7-16-6-21-5-15-29*
9,15.75666354921674,452,8-12-19-22-25-28-16-2-29-10-27*2-7-14-11*24-20-7-28-0-13-6-10-16*23-20-7-25-22-18*4-3-9-14-7-25-0-26-8-19-17-28-16-15*5-15-10-7-4-24-1-23*14-24-1-3-9-23-4-7-25-0-18-12-19-8*8-12-0-13-6*25-28*23-9-1-3-11-17-22-0-13-6-5-21-10-2-7*18-13-6-2-29-27-7-14-1-3-11-17-19*8-12-17-11-3-23-14-7-16-6-21-5-15-29*
10,15.782470189385084,446,8-12-19-22-25-28-16-2-29-10-27*2-7-14-11*24-20-7-28-0-13-6-10-16*23-20-7-25-22-18*3-9-14-7-25-0-26-8-19-17-28-16-15*5-15-10-7-4-24-1-23*14-24-1-3-9-23-4-7-25-0-18-12-19-8*8-12-0-13-6*25-28*23-9-1-3-11-17-22-0-13-6-5-21-10-2-7*18-13-6-2-29-27-7-14-1-3-11-17-19*8-12-17-11-3-23-14-7-16-6-21-5-15-29*
11,15.801817862988075,434,12-19-22-25-28-16-2-29-10-27*2-7-14-11*24-20-7-28-0-13-6-10-16*23-20-7-25-22-18*3-9-14-7-25-0-26-8-19-17-28-16-15*5-15-10-7-4-24-1-23*14-24-1-3-9-23-4-7-25-0-18-12-19-8*8-12-0-13-6*25-28*23-9-1-3-11-17-22-0-13-6-5-21-10-2*18-13-6-2-29-27-7-14-1-3-11-17-19*8-12-17-11-3-23-14-7-16-6-21-5-15-29*
12,15.839753331774608,431,12-19-22-25-28-16-2-29-10-27*2-7-14-11*24-20-7-28-0-13-6-10-16*23-20-7-25-22-18*3-9-14-7-25-0-26-8-19-17-28-16-15*5-15-10-7-4-24-23*14-24-1-3-9-23-4-7-25-0-18-12-19-8*8-12-0-13-6*25-28*23-9-1-3-11-17-22-0-13-6-5-21-10-2*18-13-6-2-29-27-7-14-1-3-11-17-19*8-12-17-11-3-23-14-7-16-6-21-5-15-29*
13,15.885696750058452,427,12-19-22-25-28-16-2-29-10-27*2-7-14-11*24-20-7-28-0-13-6-10-16*23-20-7-25-22-18*3-9-14-7-25-0-26-8-19-17-28-16-15*5-15-10-7-4-24-23*14-24-1-3-9-23-4-7-25-0-18-12-19-8*8-12-0-13-6*25-28*23-9-1-3-11-17-22-0-13-6-5-21-10*18-13-6-2-29-27-7-14-1-3-11-17-19*8-12-17-11-3-23-14-7-16-6-21-5-15-29*
16,15.893763151741876,357,26-0-25-11-14-23-9*14-1*7-10-6-13-18-12-19-0-28-16*26-0-13-6-5-21-2-29-27-16-28-25-22-19-8*4-24-1-3-23-20-7-16-6-5-21-10-15*3-14*18-0-25-7-20-24-3-9*2-15-6-13-18-22-17-11-14-4-1*26-8-12-19-17-11-3-1-9-14-7-27-10-15-21*0-12*8-12-17-28-7-20-24-14*24-4-7-2*
17,15.909925181201777,356,26-0-25-11-14-23-9*14-1*7-10-6-13-18-12-19-0-28-16*26-0-13-6-5-21-2-29-27-16-28-25-22-19-8*4-24-1-3-23-20-7-16-6-5-21-10-15*3-14*18-0-25-7-20-24-3-9*2-15-6-13-18-22-17-11-14-4-1*26-8-12-19-17-11-3-1-9-14-7-27-10-15-21*0-12*8-12-17-28-7-24-14*24-4-7-2*
18,15.914338321253217,354,26-0-25-11-14-23-9*14-1*7-10-6-13-18-12-19-0-28-16*26-0-13-6-5-21-2-29-27-16-28-25-22-19-8*4-24-1-3-23-20-7-16-6-5-21-10-15*3-14*18-0-25-7-20-24-3*2-15-6-13-18-22-17-11-14-4-1*26-8-12-19-17-11-3-1-9-14-7-27-10-15-21*0-12*8-12-17-28-7-24-14*24-4-7-2*
19,15.932633855506197,352,26-0-25-11-14-23-9*14-1*7-10-6-13-18-12-19-0-28-16*26-0-13-6-5-21-2-29-27-16-28-25-22-19-8*4-24-1-3-23-20-7-16-6-5-21-10-15*3-14*18-0-25-7-20-24-3*2-15-6-13-18-22-17-11-14-4-1*26-8-12-19-17-11-3-1-9-14-7-27-10-15-21*0-12*8-12-17-28-7-24-14*4-7-2*
20,15.939385083002104,346,26-0-25-11-14-23-9*14-1*7-10-6-13-18-12-19-0-28-16*26-0-13-6-5-21-2-29-27-16-28-25-22-19-8*4-24-1-3-23-20-7-16-6-5-21-10-15*3-14*18-0-25-7-20-24-3*2-15-6-13-18-22-17-11-14-4*26-8-12-19-17-11-3-1-9-14-7-27-10-15-21*0-12*8-12-17-28-7-24-14*4-7-2*
