,f_1,f_2,R_x
1,10.32495164410058,181,0-1-2-5-7-9-10-12*8-14-6-9-10-11*4-3-11-10-12-13-9-7*0-1-3-5-14-6*4-3-5-7-9-10-12*3-4-1-2-5-7-14-6*
0,10.334622823984525,177,0-1-2-5-7-9-10-12*8-14-6-9-10-11*3-11-10-12-13-9-7*0-1-3-5-14-6*4-3-5-7-9-10-12*3-4-1-2-5-7-14-6*
2,10.360412637008384,176,0-1-2-5-7-9-10*8-14-6-9-10-11*4-3-11-10-12-13-9-7*0-1-3-5-14-6*4-3-5-7-9-10-12*3-4-1-2-5-7-14-6*
3,10.372662798194712,173,0-1-2-5-7-9-10*8-14-6-9-10-11*4-3-11-10-12-13-9-7*0-1-3-5-14-6*4-3-5-7-9-10-12*4-3-1-2-5-7-14-6*
40,10.382978723404257,151,11-10-9-7-5-3-4*12-13-9-7-5-2-1-0*12-10-11-3-1-0*13-12-10-9-6-14-8*7-14-6*6-14-5-2-1-4*
41,10.390070921985817,146,11-10-9-7-5-3-4*12-13-9-7-5-2-1-0*13-12-10-11-3-1-0*10-9-6-14-8*7-14-6*6-14-5-2-1-4*
39,10.399742101869762,144,11-10-9-7-5-3-4*12-13-9-7-5-2-1-0*12-10-11-3-1-0*10-9-6-14-8*7-14-6*6-14-5-2-1-4*
38,10.43197936814958,142,11-10-9-7-5-3-4*12-13-9-7-5-2-1-0*12-10-11-3-1-0*10-9-6-14-8*7-14*6-14-5-2-1-4*
42,10.435203094777565,139,11-10-9-7-5-3-4*12-13-9-7-5-2-1-0*12-10-11-3-1-0*9-6-14-8*7-14-6*6-14-5-2-1-4*
32,10.467440361057383,137,11-10-9-7-5-3-4*12-13-9-7-5-2-1-0*12-10-11-3-1-0*9-6-14-8*7-14*6-14-5-2-1-4*
44,10.484848484848484,133,11-10-9-7-5-3-4*12-13-9-7-5-2-1-0*12-10-11-3-1-2*9-6-14-8*7-14-6*6-14-5-2-1-4*
43,10.497743391360412,131,11-10-9-7-5-3-4*12-13-9-7-5-2-1-0*12-10-11-3-1*9-6-14-8*7-14-6*6-14-5-2-1-4*
33,10.529980657640232,129,11-10-9-7-5-3-4*12-13-9-7-5-2-1-0*12-10-11-3-1*9-6-14-8*7-14*6-14-5-2-1-4*
48,10.56802063185042,127,11-10-9-7-5-3-4*12-13-9-7-5-2-1-0*12-10-11-3*9-6-14-8*7-14*6-14-5-2-1-3-4*
21,10.597034171502257,125,9-6*9-7-14-8*12-10*12-13-9-7-5-2-1-0*11-10-9-7-5-3-4-1*11-3-1-2-5-14-6*
30,10.602836879432623,119,9-6-14-8*7-14*12-10*12-13-9-7-5-2-1-0*11-10-9-7-5-3-4-1*11-3-1-2-5-14-6*
29,10.722114764667957,115,9-6-14-7*7-14-8*12-10*12-13-9-7-5-2-1-0*11-10-9-7-5-3-4*11-3-1-2-5-14-6*
25,10.754352030947777,113,9-6-14*7-14-8*12-10*12-13-9-7-5-2-1-0*11-10-9-7-5-3-4*11-3-1-2-5-14-6*
26,10.772404900064476,111,9-6*7-14-8*12-10*12-13-9-7-5-2-1-0*11-10-9-7-5-3-4*11-3-1-2-5-14-6*
42,10.816247582205028,110,1-3-11*9-6-14-7-5-2-1-0*11-10-9-7-5-3-4*1-4*12-13-9-6-14-8*10-12*
46,10.841392649903288,109,2-1-3-11*6-14-7-5-2-1-0*11-10-9-7-5-3-4*2-1-4*12-13-9-6-14-8*10-12-13*
39,10.851063829787234,107,2-1-3-11*6-14-7-5-2-1-0*11-10-9-7-5-3-4*2-1-4*12-13-9-6-14-8*10-12*
36,10.863958736299162,105,1-3-11*6-14-7-5-2-1-0*11-10-9-7-5-3-4*2-1-4*12-13-9-6-14-8*10-12*
41,10.902643455834944,103,1-3-11*6-14-7-5-2-1-0*11-10-9-7-5-3-4*1-4*12-13-9-6-14-8*10-12*
4,10.963249516441007,102,6-14-7-5-2-1-0*9-10-11-3-1*12-10-9-7-5-3-4*9-6-14-8*13-12*13-9*
32,10.97485493230174,101,2-1*6-14-7-5-2-1-0*11-10-9-7-5-3-4*2-1-3-11*12-13-9-6-14-8*10-12*
33,11.00322372662798,99,2-1*6-14-7-5-2-1-0*11-10-9-7-5-3-4*1-3-11*12-13-9-6-14-8*10-12*
29,11.032237266279822,97,1-3*6-14-7-5-2-1-0*11-10-9-7-5-3-4*3-11*8-14-6-9-13-12*10-12*
35,11.066408768536427,95,1-3*6-14-7-5-2-1-0*11-10-9-7-5-3-4*2-1-4*12-13-9-6-14-8*10-12*
40,11.105093488072212,93,1-3*6-14-7-5-2-1-0*11-10-9-7-5-3-4*1-4*12-13-9-6-14-8*10-12*
7,11.163765312701482,92,7-14-8*3-1*1-4*11-10-9-7-5-2-1-0*9-6-14-5-3-4*9-13-12-10*
31,11.183752417794972,91,2-1*6-14-7-5-2-1-0*11-10-9-7-5-3-4*2-1-3*12-13-9-6-14-8*10-12*
30,11.205673758865249,89,2-1*6-14-7-5-2-1-0*11-10-9-7-5-3-4*1-3*12-13-9-6-14-8*10-12*
19,11.23533204384268,88,11-10-9-7-5-3-4*10-12-13-9*5-2*9-6-14-7-5-2-1-0*14-8*1-3*
12,11.391360412637008,86,11-10-9-6-14-5-3-4*10-12-13-9*5-7*9-7-5-2-1-0*14-8*3-1*
12,11.441650548033529,84,1-2*3-5-7-9-10-12-13*1-3-4*0-1-2-5-7-14-6-9*14-8*9-10-11*
17,11.549323017408126,82,11-10-9*9-6-14-7-5-2-1-0*4-3*3-1*8-14*13-12-10-9-7-5-3*
24,11.624113475177305,79,4-3-1*8-14*11-10*9-6-14-7-5-2-1-0*3-5-7-9-10-12-13*2-1*
13,11.942617666021919,78,11-10-9-7-5-2-1-0*10-12-13*5-7*9-6-14-5-3-4*14-8*3-1*
1,12.027079303675047,77,0-1-2-5-14-6*14-8*10-11*13-12-10-9-7-5-3-4*13-12*9-6-14*
9,12.146357188910383,76,5-14-6-9*5-3-4*1-3*11-10-9-7-5-2-1-0*14-8*13-12-10*
3,12.178594455190199,75,0-1-2-5-14-6*6-14-8*10-11*12-10-9-7-5-3-4*13-12*9-6*
2,12.291424887169569,73,0-1-2-5-14-6*14-8*10-11*12-10-9-7-5-3-4*13-12*9-6*
9,12.526112185686653,72,13-12-10-9-7-5-3*3-1*4-3*6-14-8*6-14-7-5-2-1-0*11-10*
8,12.5357833655706,70,13-12-10-9-7-5-3*3-1*4-3*14-8*6-14-7-5-2-1-0*11-10*
9,13.081237911025145,68,11-10-9-7-5-2-1-0*6-14-7*1-3-4*3-5*8-14*13-12-10*
2,13.27337201805287,67,5-3-4*5-7-14-6*8-14*11-10-9-7-5-2-1-0*12-10*12-13*
8,13.456479690522244,66,7-14-6*3-1*1-4*11-10-9-7-5-2-1-0*14-8*13-12-10*
0,13.53900709219858,65,11-10*0-1-2-5*12-13*8-14*4-3-5-14-6-9-10-12*5-7*
0,14.106382978723405,63,10-9*14-8*4-3*11-10-12-13*0-1-2-5-7-14-6-9*3-1*
