Generations,Unnamed: 0.1,Intertwine_two,Add_vertex,Delete_vertex,Invert_path_vertices,Insert_inside_vertex,Delete_inside_vertex,Replace_inside_vertex,Donate_between_routes,Trim_one_terminal_cb,Grow_one_terminal_cb
0,0.0,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999
1,1.0,0.1019199771043978,0.1000979824101469,0.100120125908707,0.0998280398482584,0.0999646799138452,0.0995439799975504,0.0981090741664952,0.0970711398525503,0.1012106724366973,0.102134328361351
2,2.0,0.1049226810932777,0.099456620254898,0.0998246383487982,0.0994095530200486,0.0987802275837767,0.0991304239835647,0.0953021947992053,0.0944117009340722,0.1046922124807117,0.1040697475016464
3,3.0,0.1069711602189052,0.1006935322149312,0.0993823939166294,0.0992578512625604,0.0989921419303492,0.0976621291688237,0.0919324134208951,0.0916529872227615,0.1071273742058752,0.1063280164382687
4,4.0,0.1079342145340847,0.1007889561196462,0.099830115621655,0.0992240961862007,0.0995217701764414,0.0968139006629352,0.0906258816711175,0.0884156058007353,0.1091690939929309,0.1076763652342526
5,5.0,0.1102180572532562,0.1001094027036694,0.0991049451630596,0.09869637622407,0.0988824169941974,0.0962778896410868,0.0878154977590956,0.085853154054971,0.1127429674001115,0.110299292806482
6,6.0,0.112759353005405,0.099990443878404,0.0996676923577475,0.0979308255377422,0.0982196084672667,0.0949966666503877,0.0849270227789871,0.0834466728219075,0.116368121005216,0.1116935934969358
7,7.0,0.1145173844044658,0.1000513762891633,0.1007571740439614,0.0962934271326261,0.0964392663755134,0.0936088044736319,0.0808830652542326,0.0814333729619436,0.1215120313950534,0.1145040976694081
8,8.0,0.1157077516725817,0.1000942398945256,0.1009800795355446,0.0949632722843894,0.0950033951918059,0.0929368142041795,0.0790492221874391,0.0782128376603322,0.125440901112357,0.1176114862568447
9,9.0,0.1187120951487764,0.0994742502400665,0.1015237495341556,0.0925562940238837,0.094472707903277,0.0910755149257906,0.0781178480307575,0.0760903116962246,0.1288114459258945,0.1191657825711734
10,10.0,0.1206445256413509,0.1007785258845132,0.1020396706942385,0.0910618977754183,0.0937008923692579,0.0899639270518712,0.0744648177951219,0.0746151358969733,0.132132703289347,0.1205979036019074
