,R_x,f_1,f_2,Generation,Rank
0,2-1-4-3-5-7-9-13*0-1-3-11-10-12-13*11-10-9-6-14-8*0-1-2-5-14-6-9-12*0-1-2-5-7-9-10-12*0-1-4-3-5-7-14-6*,10.201160541586074,200.0,150,0.0
1,2-1-4-3-5-7-9-13*0-1-3-11-10-12-13*11-10-9-6-14-8*0-1-2-5-14-6*0-1-2-5-7-9-10-12*0-1-4-3-5-7-14-6*,10.207607994842038,183.0,185,0.0
2,0-1-2-5-7-9-10-12-13*8-14-6-9-10-11*4-3-5-7-14-6*0-1-3-11-10-12-13-9*0-1-2-5-14-6*0-1-4-3-5-7-9-10*,10.237911025145069,182.0,111,0.0
0,0-1-2-5-7-9-10-12*8-14-6-9-10-11*4-3-5-7-14-6*0-1-3-11-10-12-13-9*0-1-2-5-14-6*0-1-4-3-5-7-9-10*,10.24113475177305,180.0,64,0.0
1,8-14-6-9-10-11*0-1-2-5-14-6*4-3-5-7-14-6*2-1-4-3-5-7-9-10*0-1-2-5-7-9-10-12*0-1-3-11-10-12-13-9*,10.254029658284978,174.0,182,0.0
3,0-1-2-5-14-6*0-1-2-5-7-9-10-12*2-1-4-3-5-7-9-13*0-1-3-11-10-12-13*4-3-5-7-14-6*11-10-9-6-14-8*,10.25918762088975,169.0,171,0.0
1,8-14-6-9-10-11*0-1-2-5-14-6*4-3-5-7-9-10*2-1-4-3-5-7-14-6*0-1-3-11-10-12-13*0-1-2-5-7-9-13-12*,10.270148291424888,166.0,166,0.0
5,0-1-2-5-14-6*0-1-2-5-7-9-10-12*2-1-4-3-5-7-9-13*0-1-3-11-10-12-13*3-5-7-14-6*11-10-9-6-14-8*,10.277240490006449,165.0,125,0.0
2,8-14-6-9-10-11*0-1-2-5-14-6*4-3-5-7-9-10*2-1-4-3-5-7-14-6*0-1-3-11-10-12*0-1-2-5-7-9-13-12*,10.279819471308834,164.0,173,0.0
6,8-14-6-9-10-11-3-1-0*13-12-10-9-7-5-2-1-0*4-3-5-7-14-6*0-1-2-5-14-6*12-13*2-1-4-3-5-7-9-13-12*,10.298517085751127,158.0,189,0.0
7,8-14-6-9-10-11-3-1-0*13-12-10-9-7-5-2-1-0*4-3-5-7-14-6*0-1-2-5-14-6*12-13*2-1-4-3-5-7-9-13*,10.308188265635074,156.0,185,0.0
5,0-1-3-11*8-14-6-9-10-11*2-1-4-3-5-7-14-6*0-1-2-5-7-9-13-12*0-1-2-5-14-6*4-3-5-7-9-10-12*,10.333333333333334,154.0,145,0.0
8,4-3-11-10-9-6-14-8*0-1-2-5-7-9-10-12-13*12-13*4-1-2-5-14-6*4-3-5-7-9-13-12*0-1-3-5-7-14-6*,10.3571889103804,148.0,200,0.0
9,4-3-11-10-9-6-14-8*0-1-2-5-7-9-10-12*12-13*4-1-2-5-14-6*4-3-5-7-9-13-12*0-1-3-5-7-14-6*,10.36814958091554,146.0,163,0.0
16,12-13-9-7-5-3-4*11-10-9-6-14-8*0-1-3-4*11-3-5-7-14-6*4-1-2-5-14-6*0-1-2-5-7-9-10-12*,10.37137330754352,144.0,193,0.0
12,3-11-10-9-6-14-8*0-1-2-5-7-9-10-12*12-13*4-1-2-5-14-6*4-3-5-7-9-13-12*0-1-3-5-7-14-6*,10.388136686009029,142.0,128,0.0
16,6-14-7*6-14-5-2-1-4*0-1-2-5-7-9-10-12*0-1-3-4*4-3-5-7-9-13-12*8-14-6-9-10-11-3-1*,10.39458413926499,141.0,193,0.0
17,6-14-7*6-14-5-2-1-4*0-1-2-5-7-9-10-12-13*0-1-3-4*4-3-5-7-9-13-12*8-14-6-9-10-11-3*,10.39651837524178,140.0,199,0.0
18,6-14-7*6-14-5-2-1-3-4*0-1-2-5-7-9-10-12*0-1-3-4*4-3-5-7-9-13-12*8-14-6-9-10-11-3*,10.401031592520956,139.0,186,0.0
14,1-3-11-10-9-6-14-8*0-1-2-5-7-9-10-12-13*0-1-2-5-14-6*4-1-2*4-3-5-7-9-13-12*7-14-6*,10.404900064474532,138.0,167,0.0
15,1-3-11-10-9-6-14-8*0-1-2-5-7-9-10-12*0-1-2-5-14-6*4-1-2*4-3-5-7-9-13-12*7-14-6*,10.415860735009671,136.0,105,0.0
13,8-14-6-9-10-11-3-1-0*12-13*7-14-6*6-14-5-2-1-4*0-1-2-5-7-9-10-12*4-3-5-7-9-13*,10.429400386847195,134.0,150,0.0
14,8-14-6-9-10-11-3-1-2*12-13*7-14-6*6-14-5-2-1-4*0-1-2-5-7-9-10-12-13*4-3-5-7-9-13-12*,10.450676982591876,132.0,151,0.0
15,8-14-6-9-10-11-3-1-2*12-13*7-14-6*6-14-5-2-1-4*0-1-2-5-7-9-10-12-13*4-3-5-7-9-13*,10.460348162475825,130.0,144,0.0
16,8-14-6-9-10-11-3-1-2*12-13*7-14-6*6-14-5-2-1-4*0-1-2-5-7-9-10-12*4-3-5-7-9-13*,10.47130883301096,128.0,132,0.0
19,1-3-11-10-9-6-14-8*4-3-5-7-9-13*0-1-2-5-7-9-10-12*7-14-6*4-1-2-5-14-6*12-13*,10.484203739522888,126.0,92,0.0
