Total_iterations,Unnamed: 0.1,Trim_one_terminal_cb,Grow_one_terminal_cb
100,100.0,0.5,0.5
101,101.0,0.5,0.5
102,102.0,0.5,0.5
103,103.0,0.5,0.5
104,104.0,0.5,0.5
105,105.0,0.5,0.5
106,106.0,0.5,0.5
107,107.0,0.5,0.5
108,108.0,0.5,0.5
109,109.0,0.5,0.5
110,110.0,0.5,0.5
111,111.0,0.5,0.5
112,112.0,0.5,0.5
113,113.0,0.5,0.5
114,114.0,0.5,0.5
115,115.0,0.5,0.5
116,116.0,0.5,0.5
117,117.0,0.5,0.5
118,118.0,0.5,0.5
119,119.0,0.5,0.5
120,120.0,0.5,0.5
121,121.0,0.5,0.5
122,122.0,0.5,0.5
123,123.0,0.5,0.5
124,124.0,0.5,0.5
125,125.0,0.5,0.5
126,126.0,0.5,0.5
127,127.0,0.5,0.5
128,128.0,0.5,0.5
129,129.0,0.5,0.5
130,130.0,0.5,0.5
131,131.0,0.5,0.5
132,132.0,0.5,0.5
133,133.0,0.5,0.5
134,134.0,0.5,0.5
135,135.0,0.5,0.5
136,136.0,0.5,0.5
137,137.0,0.5,0.5
138,138.0,0.5,0.5
139,139.0,0.5,0.5
140,140.0,0.5,0.5
141,141.0,0.5,0.5
142,142.0,0.5,0.5
143,143.0,0.5,0.5
144,144.0,0.5,0.5
145,145.0,0.5,0.5
146,146.0,0.5,0.5
147,147.0,0.5,0.5
148,148.0,0.5,0.5
149,149.0,0.5,0.5
150,150.0,0.5,0.5
151,151.0,0.5,0.5
152,152.0,0.5,0.5
153,153.0,0.5,0.5
154,154.0,0.5,0.5
155,155.0,0.5,0.5
156,156.0,0.5,0.5
157,157.0,0.5,0.5
158,158.0,0.5,0.5
159,159.0,0.5,0.5
160,160.0,0.5,0.5
161,161.0,0.5,0.5
162,162.0,0.5,0.5
163,163.0,0.5,0.5
164,164.0,0.5,0.5
165,165.0,0.5,0.5
166,166.0,0.5,0.5
167,167.0,0.5,0.5
168,168.0,0.5,0.5
169,169.0,0.5,0.5
170,170.0,0.5,0.5
171,171.0,0.5,0.5
172,172.0,0.5,0.5
173,173.0,0.5,0.5
174,174.0,0.5,0.5
175,175.0,0.5,0.5
176,176.0,0.5,0.5
177,177.0,0.5,0.5
178,178.0,0.5,0.5
179,179.0,0.5,0.5
180,180.0,0.5,0.5
181,181.0,0.5,0.5
182,182.0,0.5,0.5
183,183.0,0.5,0.5
184,184.0,0.5,0.5
185,185.0,0.5,0.5
186,186.0,0.5,0.5
187,187.0,0.5,0.5
188,188.0,0.5,0.5
189,189.0,0.5,0.5
190,190.0,0.5,0.5
191,191.0,0.5,0.5
192,192.0,0.5,0.5
193,193.0,0.5,0.5
194,194.0,0.5,0.5
195,195.0,0.5,0.5
196,196.0,0.5,0.5
197,197.0,0.5,0.5
198,198.0,0.5,0.5
199,199.0,0.5,0.5
200,200.0,0.4983333333333333,0.5016666666666667
201,201.0,0.49585,0.5041500000000001
202,202.0,0.4950731666666667,0.5049268333333334
203,203.0,0.4968399516666667,0.5031600483333335
204,204.0,0.5002949919833334,0.4997050080166669
205,205.0,0.5045682450151667,0.4954317549848335
206,206.0,0.5114518236269984,0.4885481763730019
207,207.0,0.5177158594747102,0.48228414052529
208,208.0,0.5281906188571894,0.4718093811428108
209,209.0,0.5391812342080871,0.4608187657919132
210,210.0,0.5545916899675283,0.445408310032472
211,211.0,0.5700124054735723,0.429987594526428
212,212.0,0.5852469859803369,0.4147530140196635
213,213.0,0.5951344264554094,0.4048655735445909
214,214.0,0.6052472797839218,0.3947527202160785
215,215.0,0.6141842204695893,0.3858157795304111
216,216.0,0.6225661443625136,0.3774338556374867
217,217.0,0.6286933053316113,0.3713066946683891
218,218.0,0.6341166727654564,0.3658833272345441
219,219.0,0.639795611297484,0.3602043887025165
220,220.0,0.6453963769437355,0.354603623056265
221,221.0,0.6507272808843138,0.3492727191156868
222,222.0,0.6499425197308996,0.3500574802691009
223,223.0,0.6498079874403799,0.3501920125596205
224,224.0,0.6493388304031946,0.3506611695968058
225,225.0,0.6491157163101565,0.3508842836898438
226,226.0,0.648628371261185,0.3513716287388155
227,227.0,0.6479000878497937,0.3520999121502067
228,228.0,0.6502149117440076,0.3497850882559927
229,229.0,0.6489132472221874,0.3510867527778128
230,230.0,0.6461805045818994,0.3538194954181007
231,231.0,0.6432228333471076,0.3567771666528925
232,232.0,0.6401415641733542,0.3598584358266459
233,233.0,0.6370572691581553,0.3629427308418448
234,234.0,0.6339345434599688,0.3660654565400313
235,235.0,0.6307697477266561,0.3692302522733441
236,236.0,0.6272761562739015,0.3727238437260986
237,237.0,0.6238623103946286,0.3761376896053716
238,238.0,0.6205090110870559,0.3794909889129443
239,239.0,0.6139104033537559,0.3860895966462443
240,240.0,0.6074570041146343,0.3925429958853659
241,241.0,0.6011988265126644,0.3988011734873357
242,242.0,0.5951789301601509,0.4048210698398492
243,243.0,0.5894336858956731,0.410566314104327
244,244.0,0.5839930809530723,0.4160069190469276
245,245.0,0.5747143907829202,0.4252856092170797
246,246.0,0.5658242108096735,0.4341757891903264
247,247.0,0.557372591813374,0.442627408186626
248,248.0,0.5493244363105324,0.4506755636894675
249,249.0,0.5418638189007707,0.4581361810992291
250,250.0,0.5350025126947994,0.4649974873052004
251,251.0,0.5286915073266067,0.4713084926733931
252,252.0,0.5229388827660969,0.4770611172339029
253,253.0,0.5178012722330516,0.4821987277669481
254,254.0,0.5132190998806044,0.4867809001193953
255,255.0,0.50918264361422,0.4908173563857798
256,256.0,0.5047401963879559,0.4952598036120439
257,257.0,0.501653865103396,0.4983461348966039
258,258.0,0.5007355681458823,0.4992644318541177
259,259.0,0.4994443517189517,0.5005556482810483
260,260.0,0.4981637532671488,0.5018362467328512
261,261.0,0.4972805169774787,0.5027194830225213
262,262.0,0.4984304056632916,0.5015695943367084
263,263.0,0.4995309608813575,0.5004690391186426
264,264.0,0.5005801953935908,0.4994198046064094
265,265.0,0.503241135578359,0.4967588644216413
266,266.0,0.5021154751507716,0.4978845248492287
267,267.0,0.5015027798991469,0.4984972201008534
268,268.0,0.501057880258405,0.4989421197415953
269,269.0,0.4938160647114841,0.5061839352885162
270,270.0,0.4859532525282808,0.5140467474717195
271,271.0,0.4774303469328518,0.5225696530671484
272,272.0,0.4676878093800182,0.532312190619982
273,273.0,0.4578021712981916,0.5421978287018087
274,274.0,0.4474520753115657,0.5525479246884345
275,275.0,0.4369458015038201,0.5630541984961801
276,276.0,0.4264932078843216,0.5735067921156785
277,277.0,0.4174973484743368,0.5825026515256633
278,278.0,0.4097837938282994,0.5902162061717007
279,279.0,0.4023911926060186,0.5976088073939816
280,280.0,0.3956613754773416,0.6043386245226586
281,281.0,0.3902317258405585,0.6097682741594419
282,282.0,0.3854537961701203,0.6145462038298801
283,283.0,0.3810071634630667,0.6189928365369337
284,284.0,0.3776887121356774,0.6223112878643229
285,285.0,0.3745634972079488,0.6254365027920515
286,286.0,0.3734978427935875,0.6265021572064128
287,287.0,0.3729464493854005,0.6270535506145998
288,288.0,0.3728634048168522,0.627136595183148
289,289.0,0.3766092980562576,0.6233907019437427
290,290.0,0.3806978423244931,0.6193021576755071
291,291.0,0.3855896013617079,0.6144103986382925
292,292.0,0.3879644020346976,0.6120355979653027
293,293.0,0.3904349907079534,0.6095650092920469
294,294.0,0.3938244087020423,0.6061755912979581
295,295.0,0.3970699741430352,0.6029300258569652
296,296.0,0.40015729310242,0.5998427068975803
297,297.0,0.4024369958860602,0.5975630041139401
298,298.0,0.4050669501390148,0.5949330498609855
299,299.0,0.4076437259086649,0.5923562740913353
300,300.0,0.4101468732856446,0.5898531267143556
301,301.0,0.410900828898609,0.5890991711013912
302,302.0,0.4114222204881306,0.5885777795118695
303,303.0,0.41185766196923,0.5881423380307701
304,304.0,0.4122113939379385,0.5877886060620616
305,305.0,0.412488050025808,0.5875119499741922
306,306.0,0.4171622682297407,0.5828377317702594
307,307.0,0.4263914895500303,0.5736085104499699
308,308.0,0.436594588128505,0.5634054118714952
309,309.0,0.4454964560305037,0.5545035439694964
310,310.0,0.4540215309779876,0.5459784690220126
311,311.0,0.4624358275653876,0.5375641724346125
312,312.0,0.4706385028850604,0.5293614971149397
313,313.0,0.4776414195833093,0.5223585804166908
314,314.0,0.4841490698098396,0.5158509301901605
315,315.0,0.490476786062499,0.509523213937501
316,316.0,0.4968028808328327,0.5031971191671675
317,317.0,0.5022812388022849,0.4977187611977151
318,318.0,0.506466575345975,0.4935334246540251
319,319.0,0.5098901410532647,0.4901098589467354
320,320.0,0.5133059985628426,0.4866940014371575
321,321.0,0.5122255559033103,0.4877744440966898
322,322.0,0.510534525139104,0.4894654748608962
323,323.0,0.5072072521999272,0.492792747800073
324,324.0,0.5032960186480535,0.4967039813519467
325,325.0,0.4984461533930918,0.5015538466069085
326,326.0,0.4930284828488649,0.5069715171511353
327,327.0,0.4828459756696945,0.5171540243303058
328,328.0,0.4728079980138356,0.5271920019861647
329,329.0,0.4630129896054126,0.5369870103945876
330,330.0,0.4534240772879766,0.5465759227120236
331,331.0,0.4459937335580594,0.5540062664419407
332,332.0,0.4372524031714697,0.5627475968285305
333,333.0,0.4293175158466582,0.570682484153342
334,334.0,0.4227894744523937,0.5772105255476065
335,335.0,0.4166527649194541,0.5833472350805461
336,336.0,0.4113494420768573,0.5886505579231428
337,337.0,0.4065158671506618,0.5934841328493383
338,338.0,0.4021534010984892,0.5978465989015109
339,339.0,0.398258557693459,0.601741442306541
340,340.0,0.3948235231049073,0.6051764768950927
341,341.0,0.3918366667970718,0.6081633332029283
342,342.0,0.3892830395049591,0.6107169604950409
343,343.0,0.3868591403142039,0.6131408596857961
344,344.0,0.3848333782637208,0.6151666217362792
345,345.0,0.3831861972599875,0.6168138027400126
346,346.0,0.3818962110083662,0.618103788991634
347,347.0,0.3809405998961619,0.6190594001038382
348,348.0,0.3804209274460001,0.619579072554
349,349.0,0.3801333573176954,0.6198666426823047
350,350.0,0.3799054096699388,0.6200945903300613
351,351.0,0.3799128889106404,0.6200871110893598
352,352.0,0.3805025479289177,0.6194974520710825
353,353.0,0.3807637322233339,0.6192362677766664
354,354.0,0.3813363466147091,0.6186636533852912
355,355.0,0.3820505170233256,0.6179494829766747
356,356.0,0.3828849461433729,0.6171150538566275
357,357.0,0.3838192638125074,0.6161807361874929
358,358.0,0.3851789655853361,0.6148210344146643
359,359.0,0.386597571206175,0.6134024287938254
360,360.0,0.3877101766478079,0.6122898233521925
361,361.0,0.3888466007013251,0.6111533992986753
362,362.0,0.3901310282994858,0.6098689717005146
363,363.0,0.3919952545934197,0.6080047454065808
364,364.0,0.3940548288136088,0.6059451711863917
365,365.0,0.3960739682513127,0.6039260317486878
366,366.0,0.3979074927323384,0.6020925072676621
367,367.0,0.3994543662354536,0.6005456337645468
368,368.0,0.4007234372973314,0.599276562702669
369,369.0,0.40044312878481,0.5995568712151905
370,370.0,0.4009245150737879,0.5990754849262127
371,371.0,0.4017212282058407,0.5982787717941598
372,372.0,0.4031702788280578,0.5968297211719427
373,373.0,0.4045415448072165,0.595458455192784
374,374.0,0.4058290919478311,0.5941709080521694
375,375.0,0.4071871468210799,0.5928128531789204
376,376.0,0.4085671634908456,0.5914328365091547
377,377.0,0.4113193196666081,0.5886806803333922
378,378.0,0.4147895530708212,0.585210446929179
379,379.0,0.4186213536465977,0.5813786463534024
380,380.0,0.4226235800043568,0.5773764199956433
381,381.0,0.426493354494441,0.5735066455055591
382,382.0,0.4292355651487905,0.5707644348512096
383,383.0,0.4307596437866779,0.5692403562133223
384,384.0,0.4319154118458536,0.5680845881541466
385,385.0,0.4328730290672333,0.5671269709327669
386,386.0,0.4336427343623827,0.5663572656376173
387,387.0,0.4342356218709735,0.5657643781290266
388,388.0,0.4346634444965755,0.5653365555034245
389,389.0,0.4349384305012317,0.5650615694987683
390,390.0,0.4303936265075028,0.5696063734924972
391,391.0,0.4255896011447579,0.5744103988552421
392,392.0,0.4202608739882768,0.5797391260117233
393,393.0,0.4149632024889978,0.5850367975110022
394,394.0,0.4118775061832904,0.5881224938167097
395,395.0,0.4098955009664673,0.5901044990335328
396,396.0,0.4080266377818084,0.5919733622181916
397,397.0,0.4062782910579438,0.5937217089420562
398,398.0,0.4040517259493661,0.595948274050634
399,399.0,0.4017887369348796,0.5982112630651204
400,400.0,0.4013371016715644,0.5986628983284358
401,401.0,0.4020202011369361,0.5979797988630641
402,402.0,0.4018177308634726,0.5981822691365276
403,403.0,0.4025536058611254,0.5974463941388749
404,404.0,0.4034931203080033,0.596506879691997
405,405.0,0.4047238986272599,0.5952761013727405
406,406.0,0.404337839981798,0.5956621600182024
407,407.0,0.4040004886545443,0.5959995113454561
408,408.0,0.4037103474269503,0.5962896525730501
409,409.0,0.4024655967013261,0.5975344032986742
410,410.0,0.3999408116013976,0.6000591883986027
411,411.0,0.3984892434155945,0.6015107565844059
412,412.0,0.396784752801029,0.6032152471989715
413,413.0,0.3951696769067228,0.6048303230932776
414,414.0,0.3978178916862599,0.6021821083137404
415,415.0,0.4005265859244605,0.5994734140755398
416,416.0,0.4032626247330764,0.5967373752669238
417,417.0,0.4059959132669797,0.5940040867330205
418,418.0,0.4086993936683027,0.5913006063316975
419,419.0,0.4108728214700999,0.5891271785299004
420,420.0,0.4129760390828771,0.5870239609171232
421,421.0,0.4149950353494086,0.5850049646505917
422,422.0,0.4169180424416537,0.5830819575583466
423,423.0,0.4187354292061185,0.5812645707938817
424,424.0,0.4204395838079365,0.5795604161920638
425,425.0,0.4220247879173542,0.5779752120826461
426,426.0,0.4193204178758506,0.5806795821241497
427,427.0,0.4156991414655998,0.5843008585344006
428,428.0,0.4114405714892882,0.5885594285107121
429,429.0,0.4071894845417466,0.5928105154582537
430,430.0,0.404213833665764,0.5957861663342364
431,431.0,0.4001289270010394,0.599871072998961
432,432.0,0.3959823084238636,0.6040176915761368
433,433.0,0.3921875982172364,0.6078124017827642
434,434.0,0.3894481020967186,0.6105518979032821
435,435.0,0.3868821221863329,0.6131178778136678
436,436.0,0.3846826957282095,0.6153173042717912
437,437.0,0.3848413192771714,0.6151586807228293
438,438.0,0.3844987625165607,0.61550123748344
439,439.0,0.3843085690449406,0.61569143095506
440,440.0,0.3842574044681283,0.615742595531872
441,441.0,0.3843318775424112,0.6156681224575891
442,442.0,0.3838520131052704,0.6161479868947299
443,443.0,0.3826447102188861,0.6173552897811142
444,444.0,0.3815447857570467,0.6184552142429537
445,445.0,0.3805525011219159,0.6194474988780845
446,446.0,0.3796670151771744,0.6203329848228261
447,447.0,0.3788865029132304,0.62111349708677
448,448.0,0.3782082720846438,0.6217917279153566
449,449.0,0.3776288768561647,0.6223711231438358
450,450.0,0.377144227620067,0.6228557723799335
451,451.0,0.3761496962694737,0.6238503037305267
452,452.0,0.3752462163293403,0.6247537836706601
453,453.0,0.374433717458022,0.6255662825419784
454,454.0,0.3707945598706839,0.6292054401293166
455,455.0,0.3672728010148013,0.632727198985199
456,456.0,0.3638919186057875,0.6361080813942127
457,457.0,0.3606716338230458,0.6393283661769544
458,458.0,0.3576280897517764,0.6423719102482238
459,459.0,0.3547740477615447,0.6452259522384555
460,460.0,0.3521190980641493,0.6478809019358508
461,461.0,0.3496698809272806,0.6503301190727195
462,462.0,0.3474303152662544,0.6525696847337457
463,463.0,0.3454018315900969,0.654598168409903
464,464.0,0.3435836065370828,0.6564163934629171
465,465.0,0.3419727964954278,0.6580272035045721
466,466.0,0.3405647680644126,0.6594352319355873
467,467.0,0.3393533233672834,0.6606466766327165
468,468.0,0.3383309184776228,0.661669081522377
469,469.0,0.3374888734635807,0.6625111265364192
470,470.0,0.3368175727877355,0.6631824272122644
471,471.0,0.3363066550230261,0.6636933449769739
472,472.0,0.3359451910559859,0.664054808944014
473,473.0,0.3357218501465185,0.6642781498534814
474,474.0,0.3356250533979612,0.6643749466020388
475,475.0,0.3356431143617085,0.6643568856382914
476,476.0,0.3357643666568927,0.6642356333431073
477,477.0,0.335977278627418,0.664022721372582
478,478.0,0.3362705551860452,0.6637294448139548
479,479.0,0.3366332271083778,0.6633667728916222
480,480.0,0.337054728138822,0.662945271861178
481,481.0,0.337524960356262,0.662475039643738
482,482.0,0.3380343483198241,0.661965651680176
483,483.0,0.3394072159085936,0.6605927840914065
484,484.0,0.3424601531508288,0.6575398468491714
485,485.0,0.3454946237087607,0.6545053762912395
486,486.0,0.3484821295452404,0.6515178704547598
487,487.0,0.3513974920740483,0.648602507925952
488,488.0,0.3542187720006635,0.6457812279993368
489,489.0,0.3569271647860391,0.6430728352139612
490,490.0,0.3595068752164453,0.640493124783555
491,491.0,0.361944974423075,0.6380550255769253
492,492.0,0.3642312425362397,0.6357687574637607
493,493.0,0.3663579999841539,0.6336420000158465
494,494.0,0.3683199302588638,0.6316800697411366
495,495.0,0.3701138967749426,0.6298861032250578
496,496.0,0.3717387562430927,0.6282612437569077
497,497.0,0.3731951707734255,0.626804829226575
498,498.0,0.3744854207144193,0.6255145792855812
499,499.0,0.3756132200255981,0.6243867799744024
500,500.0,0.3765835357768316,0.623416464223169
501,501.0,0.377402413166602,0.6225975868333986
502,502.0,0.378076807257158,0.6219231927428428
503,503.0,0.3786144224375153,0.6213855775624855
504,504.0,0.3790235604468903,0.6209764395531104
505,505.0,0.3793129776222874,0.6206870223777132
506,506.0,0.3794917518753506,0.6205082481246501
507,507.0,0.3795691597557825,0.6204308402442181
508,508.0,0.379554563822042,0.6204454361779587
509,509.0,0.3794573104148837,0.620542689585117
510,510.0,0.3792866378157209,0.6207133621842797
511,511.0,0.3790515946697457,0.6209484053302549
512,512.0,0.3787609684630992,0.6212390315369014
513,513.0,0.378423223763915,0.6215767762360856
514,514.0,0.3780464498684386,0.6219535501315621
515,515.0,0.377638317435254,0.6223616825647467
516,516.0,0.3772060436424638,0.6227939563575368
517,517.0,0.3767563653639567,0.6232436346360439
518,518.0,0.3762955198310892,0.6237044801689113
519,519.0,0.3758292322246261,0.6241707677753744
520,520.0,0.3753627096279918,0.6246372903720088
521,521.0,0.3749006407661694,0.6250993592338311
522,522.0,0.3744472009542962,0.6255527990457043
523,523.0,0.3740060616854959,0.6259939383145046
524,524.0,0.3735804042981493,0.6264195957018512
525,525.0,0.3731729371779844,0.6268270628220161
526,526.0,0.3727859159694847,0.6272140840305157
527,527.0,0.3724211662935687,0.6275788337064317
528,528.0,0.3720801084937373,0.6279198915062633
529,529.0,0.3717637839603802,0.6282362160396204
530,530.0,0.3714728826121835,0.6285271173878171
531,531.0,0.3712077711441132,0.6287922288558874
532,532.0,0.3715685216828374,0.6284314783171631
533,533.0,0.3729489405222894,0.627051059477711
534,534.0,0.3749999233106685,0.6250000766893318
535,535.0,0.3770339038251983,0.6229660961748019
536,536.0,0.3790322424881183,0.6209677575118818
537,537.0,0.3809785200979604,0.6190214799020396
538,538.0,0.3828584799839339,0.617141520016066
539,539.0,0.384659954319566,0.6153400456804339
540,540.0,0.3863727769165345,0.6136272230834654
541,541.0,0.3863220180560693,0.6136779819439305
542,542.0,0.3853512101391852,0.6146487898608146
543,543.0,0.3838120661506929,0.6161879338493068
544,544.0,0.3818934778043049,0.618106522195695
545,545.0,0.3797144801811792,0.6202855198188206
546,546.0,0.3775371898995067,0.6224628101004932
547,547.0,0.3753832091279587,0.6246167908720412
548,548.0,0.3732717467232383,0.6267282532767617
549,549.0,0.3712196654727099,0.6287803345272902
550,550.0,0.3692415480734597,0.6307584519265403
551,551.0,0.3673497793143522,0.6326502206856477
552,552.0,0.3655546420189644,0.6344453579810354
553,553.0,0.3638644244138781,0.6361355755861218
554,554.0,0.362285536706114,0.6377144632938858
555,555.0,0.3660607300211128,0.633939269978887
556,556.0,0.3699025586091625,0.6300974413908375
557,557.0,0.3737659406570776,0.6262340593429225
558,558.0,0.3776100869983922,0.622389913001608
559,559.0,0.3813984797403534,0.6186015202596469
560,560.0,0.3850988103154769,0.6149011896845235
561,561.0,0.3886828816346951,0.6113171183653052
562,562.0,0.3921264789104065,0.6078735210895939
563,563.0,0.3954092135742045,0.6045907864257959
564,564.0,0.3985143445406426,0.6014856554593578
565,565.0,0.4014285808697924,0.5985714191302081
566,566.0,0.4008085363287579,0.5991914636712427
567,567.0,0.4000138394499678,0.5999861605500328
568,568.0,0.3982365691026523,0.6017634308973483
569,569.0,0.3963427553371371,0.6036572446628635
570,570.0,0.3938629906328972,0.6061370093671034
571,571.0,0.3913306677308477,0.6086693322691529
572,572.0,0.3854430323464565,0.6145569676535441
573,573.0,0.3795944920818017,0.6204055079181988
574,574.0,0.3738396228275563,0.6261603771724442
575,575.0,0.3682266061752218,0.6317733938247788
576,576.0,0.3627973870311304,0.6372026129688703
577,577.0,0.3542545445025655,0.6457454554974351
578,578.0,0.3459948693532599,0.6540051306467407
579,579.0,0.3380726415967808,0.6619273584032197
580,580.0,0.3352000054380771,0.6647999945619233
581,581.0,0.3327007280789583,0.6672992719210421
582,582.0,0.330562466413057,0.6694375335869434
583,583.0,0.3287705014877105,0.6712294985122897
584,584.0,0.3256414566114501,0.6743585433885502
585,585.0,0.3218403302281298,0.6781596697718704
586,586.0,0.3183723417522888,0.6816276582477113
587,587.0,0.3152388572779375,0.6847611427220625
588,588.0,0.3124377612496706,0.6875622387503293
589,589.0,0.3079638257831622,0.6920361742168376
590,590.0,0.3038290741769016,0.6961709258230981
591,591.0,0.3000409355609267,0.6999590644390731
592,592.0,0.2966026300223685,0.7033973699776312
593,593.0,0.2940135573088711,0.7059864426911286
594,594.0,0.2912646848650632,0.7087353151349365
595,595.0,0.2888494813884141,0.7111505186115856
596,596.0,0.286425398683641,0.7135746013163587
597,597.0,0.2840794702625088,0.715920529737491
598,598.0,0.281863054266579,0.7181369457334208
599,599.0,0.279807189010116,0.7201928109898836
600,600.0,0.2780413780717379,0.7219586219282617
601,601.0,0.2765542741290199,0.7234457258709797
602,602.0,0.2753328775218232,0.7246671224781764
603,603.0,0.2743628314826676,0.725637168517332
604,604.0,0.2736287014151406,0.7263712985848589
605,605.0,0.2731142370227545,0.7268857629772449
606,606.0,0.2728026163819192,0.7271973836180803
607,607.0,0.272676671323888,0.7273233286761116
608,608.0,0.2727190937409606,0.7272809062590389
609,609.0,0.2729126226614561,0.7270873773385433
610,610.0,0.2732402121458271,0.7267597878541723
611,611.0,0.2736851802428424,0.726314819757157
612,612.0,0.2742313394102675,0.725768660589732
613,613.0,0.2748631089493871,0.7251368910506124
614,614.0,0.2755656101276405,0.7244343898723591
615,615.0,0.2763247447693319,0.7236752552306678
616,616.0,0.2771272581817005,0.7228727418182992
617,617.0,0.2779607873535549,0.7220392126464448
618,618.0,0.278813895417228,0.7211861045827717
619,619.0,0.2796760934029011,0.7203239065970986
620,620.0,0.2805378503385177,0.7194621496614821
621,621.0,0.281390592759727,0.7186094072402729
622,622.0,0.2822266946937579,0.7177733053062421
623,623.0,0.2830394591699877,0.7169605408300121
624,624.0,0.2838230922894345,0.7161769077105655
625,625.0,0.2845726708565818,0.7154273291434181
626,626.0,0.2852841045409883,0.7147158954590116
627,627.0,0.2859540934940839,0.7140459065059159
628,628.0,0.2865800822994688,0.7134199177005309
629,629.0,0.2871602110838602,0.7128397889161395
630,630.0,0.2876932645615136,0.7123067354384862
631,631.0,0.2881786197283261,0.7118213802716737
632,632.0,0.2886161928637138,0.7113838071362861
633,633.0,0.2890063864394653,0.7109936135605346
634,634.0,0.2893500364757867,0.7106499635242132
635,635.0,0.2896483608262578,0.7103516391737421
636,636.0,0.2899029088159588,0.7100970911840412
637,637.0,0.2901155126010699,0.7098844873989303
638,638.0,0.2902882405641988,0.7097117594358013
639,639.0,0.2904233530079125,0.7095766469920877
640,640.0,0.2905232603597155,0.7094767396402848
641,641.0,0.2905904840552806,0.7094095159447196
642,642.0,0.2906276202232761,0.7093723797767242
643,643.0,0.290637306254779,0.7093626937452213
644,644.0,0.2906221903031235,0.7093778096968768
645,645.0,0.2905849037261419,0.7094150962738583
646,646.0,0.2905280364521368,0.7094719635478635
647,647.0,0.2904541152235505,0.7095458847764498
648,648.0,0.2920322513147937,0.7079677486852066
649,649.0,0.292581457632971,0.7074185423670293
650,650.0,0.2940991350922072,0.7059008649077931
651,651.0,0.2948589740895184,0.705141025910482
652,652.0,0.2950363029382667,0.7049636970617337
653,653.0,0.2951697422219639,0.7048302577780365
654,654.0,0.2952623465042781,0.7047376534957223
655,655.0,0.2960117176869689,0.7039882823130315
656,656.0,0.2972752409237272,0.7027247590762731
657,657.0,0.2980343203222334,0.7019656796777669
658,658.0,0.2987409003814184,0.7012590996185819
659,659.0,0.2993931652346225,0.7006068347653778
660,660.0,0.2999900237539118,0.7000099762460885
661,661.0,0.3005310479874848,0.6994689520125156
662,662.0,0.3010164111215775,0.6989835888784229
663,663.0,0.301446825634797,0.6985531743652035
664,664.0,0.3018234822440984,0.6981765177559022
665,665.0,0.3021479901737804,0.6978520098262202
666,666.0,0.3057556525458416,0.694244347454159
