,f_1,f_2,R_x
52,10.340425531914894,186,13-12-10-11-3-4-1-0*12-13-9-7-5-3-4*12-10-9-7-5-2-1-0*3-1-2-5-14-6-9-10*4-1-2-5-14-8*11-10-9-7-14-8*
53,10.342359767891683,184,13-12-10-11-3-4-1-0*13-9-7-5-3-4*12-10-9-7-5-2-1-0*3-1-2-5-14-6-9-10*4-1-2-5-14-8*11-10-9-7-14-8*
51,10.344294003868473,179,13-12-10-11-3-1-0*12-13-9-7-5-3-4*12-10-9-7-5-2-1-0*3-1-2-5-14-6-9-10*4-1-2-5-14-8*11-10-9-7-14-8*
50,10.348807221147649,177,13-12-10-11-3-1-0*13-9-7-5-3-4*12-10-9-7-5-2-1-0*3-1-2-5-14-6-9-10*4-1-2-5-14-8*11-10-9-7-14-8*
54,10.353320438426822,176,13-12-10-11-3-1-0*12-13-9-7-5-3-4*12-10-9-7-5-2-1-0*1-2-5-14-8*4-1-2-5-14-6-9-10*11-10-9-7-14-8*
49,10.357833655705996,174,13-12-10-11-3-1-0*13-9-7-5-3-4*12-10-9-7-5-2-1-0*1-2-5-14-8*10-9-6-14-5-2-1-4*11-10-9-7-14-8*
36,10.365570599613152,173,13-12-10-11-3-1-0*13-9-7-5-3-4*12-10-9-7-5-2-1-0*3-5-14-8*10-9-6-14-5-2-1-4*11-10-9-7-14-8*
47,10.367504835589942,172,13-12-10-11-3-1-0*13-9-7-5-3-4*12-10-9-7-5-2-1-0*2-5-14-8*10-9-6-14-5-2-1-4*11-10-9-7-14-8*
35,10.372662798194712,171,13-12-10-11-3-1-0*12-13-9-7-5-3-4*12-10-9-7-5-2-1-0*5-14-8*10-9-6-14-5-2-1-4*11-10-9-7-14-8*
37,10.377176015473887,169,13-12-10-11-3-1-0*13-9-7-5-3-4*12-10-9-7-5-2-1-0*5-14-8*10-9-6-14-5-2-1-4*11-10-9-7-14-8*
55,10.388136686009027,168,13-12-10-11-3-1-0*13-9-7-5-3-4*12-10-9-7-5-2-1-0*3-5-14-8*4-1-2-5-14-6-9*11-10-9-7-14-8*
48,10.390070921985817,167,13-12-10-11-3-1-0*13-9-7-5-3-4*12-10-9-7-5-2-1-0*2-5-14-8*9-6-14-5-2-1-4*11-10-9-7-14-8*
38,10.395228884590587,166,13-12-10-11-3-1-0*12-13-9-7-5-3-4*12-10-9-7-5-2-1-0*5-14-8*9-6-14-5-2-1-4*11-10-9-7-14-8*
45,10.399097356544164,163,13-12-10-11-3-1-0*12-13-9-7-5-3-4*12-10-9-7-5-2-1-0*5-14*10-9-6-14-5-2-1-4*11-10-9-7-14-8*
46,10.40361057382334,161,13-12-10-11-3-1-0*13-9-7-5-3-4*12-10-9-7-5-2-1-0*5-14*10-9-6-14-5-2-1-4*11-10-9-7-14-8*
44,10.404255319148936,158,13-12-10-11-3-1-0*12-13-9-7-5-2-1-0*10-9-7-5-3-4*5-14*10-9-6-14-5-2-1-4*11-10-9-7-14-8*
61,10.410058027079305,155,10-9-6-14-5-2-1-3*12-13-9-7-5-2-1-0*6-14-7*8-14-5-2-1-4*13-12-10-11-3-1-0*11-10-9-7-5-3-4*
59,10.419084461637652,152,10-9-6-14-5-2-1-4*12-13-9-7-5-2-1-0*6-14-7*8-14-5-2-1*13-12-10-11-3-1-0*11-10-9-7-5-3-4*
58,10.429400386847195,150,10-9-6-14-5-2-1-4*12-13-9-7-5-2-1-0*6-14-7*8-14-5-2*13-12-10-11-3-1-0*11-10-9-7-5-3-4*
36,10.433913604126369,148,10-9-6-14-5-2-1-4*12-13-9-7-5-2-1-0*6-14-7*8-14-7-9*13-12-10-11-3-1-2*11-10-9-7-5-3-4*
57,10.43907156673114,147,10-9-6-14-5-2-1-4*12-13-9-7-5-2-1-0*6-14-7*8-14-5*13-12-10-11-3-1-0*11-10-9-7-5-3-4*
52,10.448742746615087,145,10-9-6-14-5-2-1-4*12-13-9-7-5-2-1-0*6-14-7*8-14-5*12-10-11-3-1-0*11-10-9-7-5-3-4*
39,10.478401031592519,144,10-9-6-14-5-2-1-4*12-13-9-7-5-2-1-0*6-14-7*8-14-5-2*13-12-10-11-3-1-2*11-10-9-7-5-3-4*
53,10.480980012894909,143,10-9-6-14-5-2-1-4*12-13-9-7-5-2-1-0*14-7*8-14-5*12-10-11-3-1-0*11-10-9-7-5-3-4*
55,10.486137975499675,141,9-6-14-5-2-1-4*12-13-9-7-5-2-1-0*6-14-7*8-14-7-5*12-10-11-3-1-0*11-10-9-7-5-3-4*
56,10.491940683430043,140,9-6-14-5-2-1-4*12-13-9-7-5-2-1-0*6-14-7*8-14-5*12-10-11-3-1-0*11-10-9-7-5-3-4*
38,10.498388136686009,139,10-9-6-14-5-2-1-4*12-13-9-7-5-2-1-0*6-14-7*8-14-5*12-10-11-3-1-2*11-10-9-7-5-3-4*
40,10.511283043197936,137,10-9-6-14-5-2-1-4*12-13-9-7-5-2-1-0*6-14-7*8-14-5*12-10-11-3-1*11-10-9-7-5-3-4*
37,10.52869116698904,136,10-9-6-14-5-2-1-4*12-13-9-7-5-2-1-0*6-14-7*8-14-7*12-10-11-3-1*11-10-9-7-5-3-4*
47,10.5357833655706,135,9-6-14-5-2-1-4*12-13-9-7-5-2-1-0*6-14-7*8-14-7-5*12-10-11-3-1-2*11-10-9-7-5-3-4*
48,10.541586073500968,134,9-6-14-5-2-1-4*12-13-9-7-5-2-1-0*6-14-7*8-14-5*12-10-11-3-1-2*11-10-9-7-5-3-4*
46,10.548678272082528,133,9-6-14-5-2-1-4*12-13-9-7-5-2-1-0*6-14-7*8-14-7-5*12-10-11-3-1*11-10-9-7-5-3-4*
45,10.554480980012896,132,9-6-14-5-2-1-4*12-13-9-7-5-2-1-0*6-14-7*8-14-5*12-10-11-3-1*11-10-9-7-5-3-4*
51,10.56415215989684,131,9-6-14-5-2-1-4*12-13-9-7-5-2-1-0*6-14-7*8-14-7*12-10-11-3-1*11-10-9-7-5-3-4*
31,10.580915538362348,130,12-10*12-13-9-7-5-2-1-0*4-3-5-7-9*1-3-11*10-9-6-14-5-2-1-4*11-10-9-7-14-8*
34,10.59638942617666,129,9-6-14-5-2-1-4*12-13-9-7-5-2-1-0*6-14*8-14-7*12-10-11-3-1*11-10-9-7-5-3-4*
54,10.627337201805288,128,4-1-3-11*13-12-10-9-7-5-3-4*11-10-9-6-14-8*9-6-14-7-5-2-1-0*13-9*6-14-5-3-4*
43,10.644100580270793,127,9-6-14-5-2-1-4*12-13-9-7-5-2-1-0*14-7*8-14*12-10-11-3-1*11-10-9-7-5-3-4*
53,10.64990328820116,124,4-1-3-11*13-12-10-9-7-5-3-4*11-10-9-6-14-8*9-6-14-7-5-2-1-0*13-9*6-14-5-3*
52,10.678272082527403,123,4-1-3-11*13-12-10-9-7-5-3-4*11-10-9-6-14-8*9-6-14-7-5-2-1-0*13-9*6-14-5-2*
41,10.686009026434556,122,0-1-3-11*13-12-10-9-7-5-3-4*11-10-9-6-14-8*9-6-14-7-5-2-1-0*13-9*6-14-5*
49,10.691811734364926,120,4-1-3-11*13-12-10-9-7-5-3-4*11-10-9-6-14-8*9-6-14-7-5-2-1-0*13-9*6-14-5*
50,10.7143778207608,118,4-1-3-11*13-12-10-9-7-5-3-4*11-10-9-6-14-8*9-6-14-7-5-2-1-0*13-9*14-5*
39,10.721470019342359,117,4-1-3-11*13-12-10-9-7-5-3-4*11-10-9-6-14-8*9-6-14-7-5-2-1-0*13-9*6-14*
30,10.722114764667957,116,12-13-9*8-14*11-3-1*11-10-9-6-14-5-3-4*12-10-9-7-5-2-1-0*6-14-7-5-2-1-4*
31,10.768536428110897,115,9-6-14-5-2-1-0*4-1-2-5-7-14-8*5-3*10-12-13-9*11-3-1-2*11-10-9-7-5-3-4*
48,10.779497098646038,113,4-1-3-11*13-12-10-9-7-5-3-4*11-10-9-6-14-8*6-14-7-5-2-1-0*13-9*6-14-5*
47,10.80206318504191,111,4-1-3-11*13-12-10-9-7-5-3-4*11-10-9-6-14-8*6-14-7-5-2-1-0*13-9*14-5*
38,10.809155383623471,110,4-1-3-11*13-12-10-9-7-5-3-4*11-10-9-6-14-8*6-14-7-5-2-1-0*13-9*6-14*
39,10.82849774339136,109,12-13-9*8-14-7*2-1-4*11-10-9-6-14-5-3-4*12-10-9-7-5-2-1-0*1-3-11*
44,10.874274661508704,107,2-1-3-11*13-12-10-9-7-5-3-4*11-10-9-6-14-8*6-14-7-5-2-1-0*13-9*14-5*
51,10.881366860090264,106,2-1-3-11*13-12-10-9-7-5-3-4*11-10-9-6-14-8*6-14-7-5-2-1-0*13-9*6-14*
46,10.902643455834944,105,1-3-11*13-12-10-9-7-5-3-4*11-10-9-6-14-8*6-14-7-5-2-1-0*13-9*14-5*
40,10.909735654416506,104,1-3-11*13-12-10-9-7-5-3-4*11-10-9-6-14-8*6-14-7-5-2-1-0*13-9*6-14*
14,10.932301740812381,103,9-10-11*4-1-3-11*4-3-5-7-9-10-12-13*14-6*8-14-5*0-1-2-5-7-14-6-9*
23,10.975499677627337,101,11-3-1*0-1-2-5-7-14-6-9*4-3-5-7-9-10-11*9-13-12-10*5-14*5-14-8*
24,11.024500322372663,98,11-3-1*0-1-2-5-7-14-6-9*4-3-5-7-9-10-11*9-13-12-10*5-14*14-8*
15,11.032882011605416,97,9-10-11*1-3-11*4-3-5-7-9-10-12-13*14-6*8-14-5*0-1-2-5-7-14-6-9*
21,11.10186976144423,96,9-6-14-7-5-2-1-0*5-14-8*5-3*10-12-13-9*4-3-1*11-10-9-7-5-3-4*
18,11.116698903932946,95,9-6-14-7-5-2-1-0*5-3*8-14-7*10-12-13-9*4-3-1*11-10-9-7-5-3-4*
28,11.127659574468083,94,1-3*9-6-14-7-5-2-1-0*1-4-3-5-7-9-10-11*8-14*10-12-13-9*14-5*
22,11.134751773049645,93,1-3*9-6-14-7-5-2-1-0*1-4-3-5-7-9-10-11*8-14*10-12-13-9*6-14*
22,11.181818181818182,92,3-1*0-1-2-5-7-14-6-9*4-3-5-7-9-10-11*9-13-12-10*5-7-14*5-14-8*
32,11.206318504190843,90,2-1-3*9-6-14-7-5-2-1-0*4-3-5-7-9-10-11*8-14*10-12-13-9*14-5*
29,11.228239845261124,88,1-3*9-6-14-7-5-2-1-0*4-3-5-7-9-10-11*8-14*10-12-13-9*14-5*
21,11.23533204384268,87,1-3*9-6-14-7-5-2-1-0*4-3-5-7-9-10-11*8-14*10-12-13-9*6-14*
5,11.34493874919407,85,9-10-11*3-1*4-3-5-7-9-10-12-13*5-14*8-14*0-1-2-5-7-14-6-9*
18,11.476466795615732,83,10-11*1-3*4-3-5-7-9-10-12-13*14-6*8-14-7-5*0-1-2-5-7-14-6-9*
17,11.480980012894909,82,10-11*1-3*4-3-5-7-9-10-12-13*14-6*8-14-5*0-1-2-5-7-14-6-9*
3,11.534493874919407,79,10-11*3-1*4-3-5-7-9-10-12-13*7-14*8-14*0-1-2-5-7-14-6-9*
22,11.652482269503546,78,10-11*1-3*4-3-5-7-9-10-12-13*7-5*8-14*0-1-2-5-14-6-9*
26,11.952288845905867,77,6-9*0-1-2-5-7-14-6*8-14*13-12-10-9-7-5-3-4*10-11*14-5*
25,11.95938104448743,76,6-9*0-1-2-5-7-14-6*8-14*13-12-10-9-7-5-3-4*10-11*7-5*
27,12.08575112830432,75,6-9*0-1-2-5-14-6*8-14*13-12-10-9-7-5-3-4*10-11*7-14*
20,12.206318504190845,74,10-11*1-3*4-3-5-7-9-10-12-13*14-6*8-14-7*0-1-2-5-7-14-6*
4,12.338491295938105,72,10-11*3-1*4-3-5-7-9-10-12-13*7-14*8-14*0-1-2-5-7-14-6*
21,12.658284977433913,71,10-11*1-3*4-3-5-7-9-10-12-13*7-14*8-14*0-1-2-5-14-6*
40,12.934880722114766,69,6-14-7-5-2-1-0*11-10*14-6*8-14*13-12-10-9*4-3-5-7-9*
36,13.097356544165056,68,9-6-14-7-5-2-1-0*11-10*14-6*8-14*9-10-12-13*4-3-5-7*
38,13.145712443584786,66,9-6-14-7-5-2-1-0*11-10*14-6*8-14*9-10-12-13*5-3-4*
0,13.53900709219858,65,11-10*0-1-2-5*12-13*8-14*4-3-5-14-6-9-10-12*5-7*
28,13.65506125080593,64,5-7-14-6-9-10-12*0-1-2-5*5-3-4*8-14*13-12*10-11*
0,14.106382978723405,63,10-9*14-8*4-3*11-10-12-13*0-1-2-5-7-14-6-9*3-1*
