,f_1,f_2,R_x
0,10.475822050290136,198,0-1-2-5-7-9-10-11*8-14-6-9-10-12-13*5-3-11-10-12-13-9-7*0-1-4-3-5-7-14-6*3-1-2-5-7-14-6-9*0-1-3-5-7-9-10-12*
1,10.48549323017408,193,3-1-2-5-7-9-10-11*8-14-6-9-10-12-13*5-3-11-10-12-13-9-7*0-1-4-3-5-7-14-6*0-1-2-5-7-14-6-9*0-1-3-5-7-9-10*
0,10.505480335267569,188,0-1-2-5-7-9-10-11*8-14-6-9-10-12-13*5-3-11-10-12-13-9-7*0-1-4-3-5-7-14-6*4-1-2-5-7-14-6*2-1-3-5-7-9-10-12*
0,10.562217923920052,186,1-2-5-7-9-6-14-8*10-9-12*4-3-5-14-6-9-10-11*12-10-9-7-5-3-1-4*1-3-11-10-12-13-9-6*0-1-2-5-7-14-6-9*
4,10.588652482269504,180,1-2-5-7-9-6-14-8*7-5-3-11-10-9*4-3-5-14-6-9*12-10-9-7-5-3-1-4*1-3-11-10-12-13-9*0-1-2-5-7-14-6-9*
5,10.613797549967762,177,1-2-5-7-9-6-14-8*7-5-3-11-10-9*4-3-5-14-6-9*12-10-9-7-5-3-1-4*3-11-10-12-13-9*0-1-2-5-7-14-6-9*
28,10.622823984526113,176,3-1-2-5-14-8*0-1-2-5-7-9-10-12*10-11-3-1-0*1-2-5-14-6-9-10-11*13-12-9-7-5-3-4-1*4-1-2-5-3-11*
1,10.631205673758863,175,0-1-2-5-7-9-10-12*8-14-6-9-10-12-13*5-3-11-10-12-13-9*0-1-4-3-5-7-14-6*1-2-5-7-14-6*0-1-3-5-7-9-10-12*
3,10.632495164410058,170,0-1-2-5-7-9-10-12*8-14-6-9-10-12-13*5-3-11-10-12-13-9*0-1-4-3-5-7-14-6*1-2-5-7-14-6*0-1-3-5-7-9-10*
4,10.63765312701483,165,0-1-2-5-7-9-10-12*8-14-6-9-10-12-13*5-3-11-10-12-13-9*0-1-4-3-5-7-14-6*1-2-5-7-14-6*0-1-3-5-7-9*
26,10.647969052224372,163,1-2-5-14-8*0-1-2-5-7-9-10-12*11-3-1-0*1-2-5-14-6-9-10-11*13-12-9-7-5-3-4-1*4-1-2-5-3-11*
6,10.651192778852351,161,0-1-2-5-7-9-10-12*8-14-6-9-10-12-13*3-11-10-12-13-9*0-1-4-3-5-7-14-6*1-2-5-7-14-6*0-1-3-5-7-9*
25,10.66408768536428,153,1-2-5-14-8*0-1-2-5-7-9-10-12*11-3-1-0*1-2-5-14-6-9-10-11*13-12-9-7-5-3-4-1*4-1-2-5-3*
