,R_x,f_1,f_2,Generation,Rank
0,10-6-13-18-0-22-17-11-3-1-9-23*24-3-9-1-23-14-11-25-28-16-10-15-21*9-23-14-11-17-22-18-0-26*21-10-7-20-4-24-14-11-17-19-12-8-26*20-4-1-3-9-23-14-7-27-29-2-15-6-13-0*25-22-17-12-19-0-28-16-2*11-17-22*5-6-13-18-12-19-17-28-25-7-4-23*8-19-22-18-13-6-5-21-2-7-24-1-3*13-0-25-7-20*26-8-19-17-28-16-27-29-2-21*9-3-1-23-14-20-7-16-6-5-21*,15.506575870937573,453.0,197,0.0
1,10-6-13-18-0-22-17-11-3-1-9-23*24-3-9-1-23-14-11-25-28-16-10-15-21*9-23-14-11-17-22-18-0-26*21-10-7-20-4-24-14-11-17-19-12-8-26*20-4-1-3-9-23-14-7-27-29-2-15-6-13-0*25-22-17-12-19-0-28-16-2*11-17-22*5-6-13-18-12-19-17-28-25-7-4*8-19-22-18-13-6-5-21-2-7-24-1-3*13-0-25-7-20*26-8-19-17-28-16-27-29-2-21*9-3-1-23-14-20-7-16-6-5-21*,15.519552256254384,447.0,195,0.0
2,10-6-13-18-0-22-17-11-3-1-9-23*24-3-9-1-23-14-11-25-28-16-10-15-21*9-23-14-11-17-22-18-0-26*21-10-7-20-4-24-14-11-17-19-12-8-26*20-4-1-3-9-23-14-7-27-29-2-15-6-13*25-22-17-12-19-0-28-16-2*11-17*5-6-13-18-12-19-17-28-25-7-4*8-19-22-18-13-6-5-21-2-7-24-1-3*13-0-25-7-20*26-8-19-17-28-16-27-29-2-21*9-3-1-23-14-20-7-16-6-5-21*,15.544511339724105,439.0,198,0.0
3,10-6-13-18-0-22-17-11-3-1-9-23*24-3-9-1-23-14-11-25-28-16-10-15-21*9-23-14-11-17-22-18-0-26*21-10-7-20-4-24-14-11-17-19-12-8-26*20-4-1-3-9-23-14-7-27-29-2-15-6-13*25-22-17-12-19-0-28-16-2*11-17-22*6-13-18-12-19-17-28-25-7-4*8-19-22-18-13-6-5-21-2-7-24-1-3*13-0-25-7-20*26-8-19-17-28-16-27-29-2-21*9-3-1-23-14-20-7-16-6-5-21*,15.565992518120176,436.0,198,0.0
4,21-10-6-13-18-0-22-17-11-3-1-9*3-9-1-23-14-11-25-28-16-10-15-21*9-23-14-11-17-22-18-0-25-7-20-4*21-10-7-20-4-24-14-11-17-19-12-8-26*20-4-1-3-9-23-14-7-27-29-2-15-6-13*25-22-17-12-19-0-28-16-2*11-17-22*6-13-18-12-19-17-28-25-7-4*8-19-22-18-13-6-5-21-2-7-24-1*13-0-26*26-8-19-17-28-16-27-29-2-21*9-3-1-23-14-20-7-16-6-5*,15.568301379471592,433.0,196,0.0
3,19-12-17-28-16-27-29-2-7-20-23-3-1*19-22-18-13-6-5-21-10-27-7-14-11*8-19-22-25-28-7-4*0-18-22-17-11-14-20-24-4*8-12-17-22-0-25-28-16-6-21-5-15*15-10-27-7-14-23-9-3-1-4*6-5*8-12-0-25-7-20-24-4-14*26-0-18-22-17-11-3-1-23-14-7-16-6-5*1-9-3-24-14-7-27-2-29-10-21*26-8-12-0-18-13-6-10-15-2-29*21-5-6-13-0-22-17-11-14-23-9-1*,15.580576338555062,420.0,187,0.0
4,19-12-17-28-16-27-29-2-7-20-23-3-1*19-22-18-13-6-5-21-10-27-7-14-11*8-19-22-25-28-7-4*18-22-17-11-14-20-24-4*8-12-17-22-0-25-28-16-6-21-5-15*15-10-27-7-14-23-9-3-1-4*6-5*8-12-0-25-7-20-24-4*26-0-18-22-17-11-3-1-23-14-7-16-6-5*1-9-3-24-14-7-27-2-29-10-21*26-8-12-0-18-13-6-10-15-2-29*21-5-6-13-0-22-17-11-14-23-9-1*,15.58180383446341,414.0,198,0.0
4,23-4-24-14-11-17-22-12-8*29-27-7-4*25-11-17-19-18-22-0*3-1-23-14-20-7-27-10-15-21*8-19-12-0-13-6-15-10-2-29-27-7-24-3-9*5-21-6-13-18-22-17-11-14-23-3-1-24-7*6-10*19-0*5-6-16-7-14-23-1-9-3-11-17-22-18-0-26*6-13-18-0-28-25-7-20-24-4-1-3-9*2-29-27-16-28-17-22-19-12-0-13-6-5-21*16-10-21-5-15-2-27-7-28-25-22-19-12-8-26*,15.64145429039046,413.0,191,0.0
5,23-4-24-14-11-17-22-12-8*29-27-7-4*11-17-19-18-22-0*3-1-23-14-20-7-27-10-15-21*8-19-12-0-13-6-15-10-2-29-27-7-24-3-9*5-21-6-13-18-22-17-11-14-23-3-1-24-7-10*6-10*19-0*5-6-16-7-14-23-1-9-3-11-17-22-18-0-26*13-18-0-28-25-7-20-24-4-1-3-9*2-29-27-16-28-17-22-19-12-0-13-6-5-21*16-10-21-5-15-2-27-7-28-25-22-19-12-8-26*,15.643266308159925,411.0,200,0.0
13,9-1-23-14-20-7-16-6-5-21*8-19-22-25-28-16-27-10-21*1-3-24-20-7-27-10-15-21*4-24-20-7-25-0-18-22-19-12*18-0-22-17-11-3-9-1-14-7-27-10-15*12-19-22-18-0-13-6-21-5-15*15-6-13-0-22-17-11-14-23-3-4-1*25-11-14-24-4-7-27-29-10*24-4-7-28-17-22-0-13*24-1-9-3-11-17-19-12-8-26*26-0-22-17-28-16-27-2-29*8-12-0-18-13-6-15-10-2-21-5*,15.647299509001636,409.0,195,0.0
