,f_1,f_2,R_x
27,10.354609929078014,156,8-14-7-5-2-1-3-11*11-10-9-6-14-8*4-3-1-0*13-12-10-9-7-5-3-4*6-14-5-2-1-4*0-1-2-5-7-9-13-12*
26,10.382978723404255,155,8-14-7-5-2-1-3-11*11-10-9-6-14-8*4-1-0*13-12-10-9-7-5-3-4*6-14-5-2-1-4*0-1-2-5-7-9-13-12*
34,10.384268214055448,154,7-14-6*4-1-2-5-14-6-9-10*0-1-2-5-7-9-13-12*4-3-5-7-9-10-11*13-12-10-11-3-1-0*8-14-7-9*
28,10.390070921985815,152,8-14-7-5-2-1-4*11-10-9-6-14-8*0-1-3-11*13-12-10-9-7-5-3-4*6-14-5-2-1-3*0-1-2-5-7-9-13-12*
29,10.400386847195358,150,8-14-7-5-2-1-4*11-10-9-6-14-8*0-1-3-11*12-10-9-7-5-3-4*6-14-5-2-1-3*0-1-2-5-7-9-13-12*
30,10.406189555125726,147,8-14-7-5-2-1*11-10-9-6-14-8*0-1-3-11*12-10-9-7-5-2-1-0*6-14-5-2-1-4*12-13-9-7-5-3-4*
31,10.413926499032884,145,8-14-7-5-2*11-10-9-6-14-8*0-1-3-11*12-10-9-7-5-2-1-0*6-14-5-2-1-4*12-13-9-7-5-3-4*
35,10.42166344294004,142,8-14-7-5*11-10-9-6-14-8*0-1-3-11*12-10-9-7-5-2-1-0*6-14-5-2-1-4*12-13-9-7-5-3-4*
34,10.445519019987104,141,8-14-5*11-10-9-6-14-8*0-1-3-11*12-10-9-7-5-2-1-0*6-14-5-2-1-4*12-13-9-7-5-3-4*
25,10.45712443584784,139,8-14-7-5-2*11-10-9-6-14-8*4-1-2*12-10-9-7-5-3-4*11-3-1-2-5-14-6*0-1-2-5-7-9-13-12*
36,10.468729851708575,137,8-14-7-5-2*11-10-9-6-14-8*1-3-11*12-10-9-7-5-2-1-0*6-14-5-2-1-4*12-13-9-7-5-3-4*
32,10.472598323662153,134,14-7-5*11-10-9-6-14-8*0-1-3-11*12-10-9-7-5-2-1-0*6-14-5-2-1-4*12-13-9-7-5-3-4*
33,10.50741457124436,133,14-5*11-10-9-6-14-8*0-1-3-11*12-10-9-7-5-2-1-0*6-14-5-2-1-4*12-13-9-7-5-3-4*
14,10.512572533849127,132,13-12-10-9-7-5-3-4*0-1-2-5-7-9-13-12*11-3-1*8-14-6-9-10-11*6-14-5-2-1-4*14-7-5-3*
38,10.5177304964539,129,14-7*11-10-9-6-14-8*1-3-11*12-10-9-7-5-2-1-0*6-14-5-2-1-4*10-12-13-9-7-5-3-4*
37,10.527401676337847,126,14-7-5*11-10-9-6-14-8*1-3-11*12-10-9-7-5-2-1-0*6-14-5-2-1-4*12-13-9-7-5-3-4*
45,10.5531914893617,123,6-14-7*11-10-9-7-5-2-1-0*2-1-3-11*9-6-14-8*6-14-5-2-1-4*10-12-13-9-7-5-3-4*
44,10.56608639587363,121,6-14-7*11-10-9-7-5-2-1-0*1-3-11*9-6-14-8*6-14-5-2-1-4*10-12-13-9-7-5-3-4*
39,10.59832366215345,119,14-7*11-10-9-7-5-2-1-0*1-3-11*9-6-14-8*6-14-5-2-1-4*10-12-13-9-7-5-3-4*
11,10.680851063829786,118,13-12-10-9-7-5-3-4*0-1-2-5-7-9*11-3-1*8-14-6-9-10-11*6-14-5-2-1-4*14-7-5*
46,10.686009026434558,117,6-14-7*11-10-9-7-5-2-1-0*2-1-3-11*9-6-14-8*6-14-5-2-1*10-12-13-9-7-5-3-4*
47,10.7143778207608,115,6-14-7*11-10-9-7-5-2-1-0*1-3-11*9-6-14-8*6-14-5-2-1*10-12-13-9-7-5-3-4*
43,10.74661508704062,113,14-7*11-10-9-7-5-2-1-0*1-3-11*9-6-14-8*6-14-5-2-1*10-12-13-9-7-5-3-4*
41,10.765312701482914,111,6-14-7*11-10-9-7-5-2-1-0*1-3*9-6-14-8*6-14-5-2-1-4*10-12-13-9-7-5-3-4*
40,10.797549967762734,109,14-7*11-10-9-7-5-2-1-0*1-3*9-6-14-8*6-14-5-2-1-4*10-12-13-9-7-5-3-4*
23,10.847195357833655,108,14-7*11-10-9*8-14-7-5-2-1-4*13-12-10-9-7-5-3-4*11-3-1*9-6-14-5-2-1-0*
35,10.869116698903932,105,13-12-10-9-7-5-3-4*0-1-2-5-7-14-6*4-1-2*8-14-6-9-10-11*14-5*11-3-1*
26,10.905867182462927,103,13-12-10-9-7-5-3-4*0-1-2-5-7-14-6*4-3-1-2*8-14-6-9-10-11*3-11*5-14*
25,10.912959381044487,102,13-12-10-9-7-5-3-4*0-1-2-5-7-14-6*4-3-1-2*8-14-6-9-10-11*3-11*7-14*
3,10.940683430045132,101,1-4-3-5-7-9-10-11*8-14*1-3-11*0-1-2-5-7-14-6-9*10-12*9-13-12*
24,10.999355254674404,100,4-3-5-7-9-10-12-13*8-14-7*1-3-4*0-1-2-5-7-14-6-9*9-10-11-3*13-12*
36,11.008381689232753,99,13-12-10-9-7-5-3-4*0-1-2-5-7-14-6*1-2*8-14-6-9-10-11*14-5*11-3-1*
20,11.015473887814313,98,13-12-10-9-7-5-3-4*0-1-2-5-7-14-6*11-3-1*8-14-6-9-10-11*5-7*7-14*
24,11.031592520954224,97,1-3-11*11-10-9-7-5-3-4*10-12-13-9*7-14*8-14*9-6-14-7-5-2-1-0*
4,11.041263700838169,95,4-3-5-7-9-10-11*8-14*1-3-11*0-1-2-5-7-14-6-9*10-12*9-13-12*
30,11.0889748549323,94,11-3-1*11-10-9*13-12-10-9-7-5-3-4*14-6*8-14*9-6-14-7-5-2-1-0*
6,11.126370083816893,91,4-3-5-7-9-10-11*8-14-7*1-3-4*0-1-2-5-7-14-6-9*10-12*9-13-12*
7,11.165054803352676,89,4-3-5-7-9-10-11*8-14*1-3-4*0-1-2-5-7-14-6-9*10-12*9-13-12*
5,11.22308188265635,87,4-3-5-7-9-10-11*8-14*2-1-3*0-1-2-5-7-14-6-9*10-12*9-13-12*
8,11.245003223726629,85,4-3-5-7-9-10-11*8-14*1-3*0-1-2-5-7-14-6-9*10-12*9-13-12*
28,11.352030947775628,84,3-1*11-10-9*13-12-10-9-7-5-3-4*14-6*8-14*9-6-14-7-5-2-1-0*
9,11.4642166344294,83,6-14*11-10-9*8-14*13-12-10-9-7-5-3-4*3-1*9-6-14-5-2-1-0*
15,11.480980012894909,82,3-1*13-12*0-1-2-5-7-14-6-9*4-3-5-7-9-10-12-13*5-14-8*10-11*
43,11.495809155383624,81,3-1*11-10*13-12-10-9-7-5-3-4*14-6*8-14-7*9-6-14-7-5-2-1-0*
14,11.527401676337847,80,14-5*11-10*8-14*13-12-10-9-7-5-3-4*3-1*9-6-14-7-5-2-1-0*
11,11.534493874919407,79,6-14*11-10*8-14*13-12-10-9-7-5-3-4*3-1*9-6-14-7-5-2-1-0*
10,11.652482269503546,78,6-14*11-10*8-14*13-12-10-9-7-5-3-4*3-1*9-6-14-5-2-1-0*
13,11.695680206318505,77,3-1*13-12*0-1-2-5-7-14-6-9*4-3-5-7-9-10-12*14-8*10-11*
9,11.803997421018698,76,3-1*13-12*0-1-2-5-7-9-10-12*4-3-5-14-6-9*14-8*10-11*
34,12.206318504190843,74,3-1*11-10*13-12-10-9-7-5-3-4*14-6*8-14-7*6-14-7-5-2-1-0*
7,12.326241134751774,73,3-5-14-6-9*13-12*0-1-2-5-7-9-10-12*3-4*14-8*10-11*
33,12.338491295938104,72,3-1*11-10*13-12-10-9-7-5-3-4*14-6*8-14*6-14-7-5-2-1-0*
12,12.4996776273372,70,3-1*13-12*0-1-2-5-7-14-6*4-3-5-7-9-10-12*14-8*10-11*
3,12.847195357833655,69,0-1-2-5*1-3*14-8*13-12-10-9-7-5-14-6*11-10*5-3-4*
8,13.137975499677628,67,3-5-7-14-6*13-12*0-1-2-5-7-9-10-12*3-4*14-8*10-11*
4,13.369439071566733,66,0-1-2-5*3-5*14-8*13-12-10-9-7-5-14-6*11-10*4-3*
5,13.515151515151516,65,0-1-2-5*3-5-7-9-10-12-13*14-8*6-14-7*11-10*4-3*
0,13.609929078014185,63,10-11*14-8*4-3*13-12-10-9*0-1-2-5-7-14-6-9*3-1*
