,f_1,f_2,Routes
0,26.636456628477905,199,12-18-13*12-0-13-6-15*2-7-20-23*1-24-7-10-21*25-0-26-8-12-17-11-3-9-14*2-7-24*5-6-13-18-22-17-19*4-7-16*12-17-28-16-27-29*12-0-13*10-15*4-7-27*
1,23.416471826046294,207,1-9-14-7-10-21-5*29-15-16-7-14-23*12-0-13*3-23*11-25-7-10-21*13-18-22-17-11-14-20*18-17-11-14-23*6-15-16-28-25*4-24-14-11-17*26-8-19-17-28-16-27-2*23-14-7-25*0-22*
2,21.92459667991583,222,1-4-7-28-17-19-8*10-7-14-11*25-22-0-28*23-14-7-27*5-6*17-0-13-6-21-2*8-12-17-28-16-27-29*18-22-17-11-14-23-20*4-3-9*24-4-7-28-0-26*13-6-16-7-14*12-0-28-16-15*
3,31.251169043722236,186,3-23-20*26-8-12-17-11-14-20-4*5-15-29*27-10-7-14-23*2-21*8-19-17-11-3-9*18-22-25*16-7-10-21*22-25-7-24*1-3-11-17-12-8*7-28*5-6-13-0-17*
4,23.22828501285948,245,22-17-11-14-24-1*10-6-13-18*15-16-28-25*27-10-7-20-23*19-0-26*8-12-0-13-6-15-21-5*6-16-7-14-9*3-24-7-16-6-2*12-17-11-14-23*8-12-17-11-14-20*8-12-0-13-6-15-29*4-24-14-11-17-19*
5,22.263940846387655,204,8-12-17-28-16-27-29*18-0-28-7-20*9-3-11-17-0-26*2-7-14-11-25*1-14-20*2-21*1-3-11-17-12-8*7-10-15*15-27-7-24-4*5-6-13-0-22-17*16-7-14-23*9-3-11-17-22-18-19*
6,26.85337269113865,207,8-19-17-18-12*5-6-16-7-20-23*14-7-28*9-1-3-11-25*14-23*1-14-7-10-29*11-25-22*13-6-16-7-14-23*8-19-0-26*3-24-7-10-21-15-2-27*4-24-14-11-17-19-8*4-7-16*
7,20.90486906710311,199,6-13-0-22-17*4-7-16-6-5*2-7-14-9*7-27*18-19-22-25-7-20*21-10-16-28-25*3-24-7-16-15*4-24-14-11-17-12-8*26-0-25-7-4-1*4-7-27-29*20-7-25-22*20-24-23*
8,24.130523731587562,216,16-28-17*12-17-28-16*1-24-7-16-6-5*14-7-10-15*0-28-7-24-20-23*9-3-11-17*5-6-13-18-19*2-7-27-29*26-8-12-18-13-6-21*4-3-11-25-28*0-17-11*13-0-22-17-11-14*
9,27.557429272854804,208,1-24-7-10*12-22-25*3-23-20-4*29-2-16-28*6-16-7-14-23*3-24-7-27-15-5*7-27-15*8-26-0-22-17-11-14-23*6-16-7-14-9*21-2-6-13-18*0-22-17-11*19-22-17-11-14-24*
