Total_iterations,Unnamed: 0.1,Insert_inside_vertex,Delete_inside_vertex
100,100.0,0.5,0.5
101,101.0,0.5,0.5
102,102.0,0.5,0.5
103,103.0,0.5,0.5
104,104.0,0.5,0.5
105,105.0,0.5,0.5
106,106.0,0.5,0.5
107,107.0,0.5,0.5
108,108.0,0.5,0.5
109,109.0,0.5,0.5
110,110.0,0.5,0.5
111,111.0,0.5,0.5
112,112.0,0.5,0.5
113,113.0,0.5,0.5
114,114.0,0.5,0.5
115,115.0,0.5,0.5
116,116.0,0.5,0.5
117,117.0,0.5,0.5
118,118.0,0.5,0.5
119,119.0,0.5,0.5
120,120.0,0.5,0.5
121,121.0,0.5,0.5
122,122.0,0.5,0.5
123,123.0,0.5,0.5
124,124.0,0.5,0.5
125,125.0,0.5,0.5
126,126.0,0.5,0.5
127,127.0,0.5,0.5
128,128.0,0.5,0.5
129,129.0,0.5,0.5
130,130.0,0.5,0.5
131,131.0,0.5,0.5
132,132.0,0.5,0.5
133,133.0,0.5,0.5
134,134.0,0.5,0.5
135,135.0,0.5,0.5
136,136.0,0.5,0.5
137,137.0,0.5,0.5
138,138.0,0.5,0.5
139,139.0,0.5,0.5
140,140.0,0.5,0.5
141,141.0,0.5,0.5
142,142.0,0.5,0.5
143,143.0,0.5,0.5
144,144.0,0.5,0.5
145,145.0,0.5,0.5
146,146.0,0.5,0.5
147,147.0,0.5,0.5
148,148.0,0.5,0.5
149,149.0,0.5,0.5
150,150.0,0.5,0.5
151,151.0,0.5,0.5
152,152.0,0.5,0.5
153,153.0,0.5,0.5
154,154.0,0.5,0.5
155,155.0,0.5,0.5
156,156.0,0.5,0.5
157,157.0,0.5,0.5
158,158.0,0.5,0.5
159,159.0,0.5,0.5
160,160.0,0.5,0.5
161,161.0,0.5,0.5
162,162.0,0.5,0.5
163,163.0,0.5,0.5
164,164.0,0.5,0.5
165,165.0,0.5,0.5
166,166.0,0.5,0.5
167,167.0,0.5,0.5
168,168.0,0.5,0.5
169,169.0,0.5,0.5
170,170.0,0.5,0.5
171,171.0,0.5,0.5
172,172.0,0.5,0.5
173,173.0,0.5,0.5
174,174.0,0.5,0.5
175,175.0,0.5,0.5
176,176.0,0.5,0.5
177,177.0,0.5,0.5
178,178.0,0.5,0.5
179,179.0,0.5,0.5
180,180.0,0.5,0.5
181,181.0,0.5,0.5
182,182.0,0.5,0.5
183,183.0,0.5,0.5
184,184.0,0.5,0.5
185,185.0,0.5,0.5
186,186.0,0.5,0.5
187,187.0,0.5,0.5
188,188.0,0.5,0.5
189,189.0,0.5,0.5
190,190.0,0.5,0.5
191,191.0,0.5,0.5
192,192.0,0.5,0.5
193,193.0,0.5,0.5
194,194.0,0.5,0.5
195,195.0,0.5,0.5
196,196.0,0.5,0.5
197,197.0,0.5,0.5
198,198.0,0.5,0.5
199,199.0,0.5,0.5
200,200.0,0.5,0.5
201,201.0,0.5,0.5
202,202.0,0.5,0.5
203,203.0,0.5,0.5
204,204.0,0.5,0.5
205,205.0,0.5,0.5
206,206.0,0.5,0.5
207,207.0,0.5,0.5
208,208.0,0.5,0.5
209,209.0,0.5,0.5
210,210.0,0.5,0.5
211,211.0,0.5,0.5
212,212.0,0.5,0.5
213,213.0,0.5,0.5
214,214.0,0.5,0.5
215,215.0,0.5,0.5
216,216.0,0.5,0.5
217,217.0,0.5,0.5
218,218.0,0.5,0.5
219,219.0,0.5,0.5
220,220.0,0.5,0.5
221,221.0,0.5016666666666667,0.4983333333333333
222,222.0,0.5033166666666667,0.4966833333333333
223,223.0,0.5049351666666667,0.4950648333333333
224,224.0,0.5065091316666668,0.4934908683333333
225,225.0,0.5080272755166668,0.4919727244833333
226,226.0,0.5094799988931669,0.4905200011068333
227,227.0,0.5108593166097519,0.4891406833902483
228,228.0,0.5121587760552475,0.4878412239447527
229,229.0,0.5133733684623079,0.4866266315376924
230,230.0,0.5144994346107057,0.4855005653892946
231,231.0,0.5155345664648234,0.4844654335351769
232,232.0,0.5164775061355478,0.4835224938644526
233,233.0,0.5189947101111775,0.4810052898888228
234,234.0,0.5214035799214658,0.4785964200785345
235,235.0,0.5236908602848439,0.4763091397151563
236,236.0,0.5258458373423691,0.4741541626576311
237,237.0,0.5278601916540514,0.4721398083459487
238,238.0,0.5297278419513584,0.4702721580486417
239,239.0,0.5314447821327544,0.4685552178672457
240,240.0,0.5330089138080165,0.4669910861919835
241,241.0,0.5344198765110056,0.4655801234889943
242,242.0,0.5356788775119192,0.4643211224880809
243,243.0,0.5367885229709555,0.4632114770290445
244,244.0,0.5377526519877118,0.462247348012288
245,245.0,0.5385761749162489,0.461423825083751
246,246.0,0.539264917136103,0.4607350828638968
247,247.0,0.5398254692959441,0.4601745307040558
248,248.0,0.5402650448801749,0.459734955119825
249,249.0,0.5405913457905142,0.4594086542094856
250,250.0,0.5408124364852478,0.459187563514752
251,251.0,0.5409366270789888,0.4590633729210108
252,252.0,0.5409723656758992,0.4590276343241004
253,253.0,0.5409281400896929,0.4590718599103067
254,254.0,0.5408123889945436,0.459187611005456
255,255.0,0.5406334224522972,0.4593665775477025
256,256.0,0.5403993516730857,0.4596006483269139
257,257.0,0.5401180277883979,0.4598819722116017
258,258.0,0.5397969893476282,0.4602030106523714
259,259.0,0.5394434181907926,0.4605565818092071
260,260.0,0.5390641033010659,0.4609358966989337
261,261.0,0.5386654122006346,0.4613345877993651
262,262.0,0.5382532694215734,0.4617467305784263
263,263.0,0.5378331415595359,0.4621668584404638
264,264.0,0.5340766950681068,0.4659233049318929
265,265.0,0.5303551262751396,0.4696448737248602
266,266.0,0.5267021630987178,0.4732978369012822
267,267.0,0.5231474746089508,0.4768525253910491
268,268.0,0.5197167802220711,0.4802832197779289
269,269.0,0.5164319874716587,0.4835680125283414
270,270.0,0.5133113541215709,0.4866886458784292
271,271.0,0.5103696705652763,0.489630329434724
272,272.0,0.5076184586589583,0.492381541341042
273,273.0,0.5050661833566825,0.4949338166433178
274,274.0,0.5027184737510675,0.4972815262489329
275,275.0,0.5005783503685033,0.4994216496314971
276,276.0,0.4986464558205105,0.50135354417949
277,277.0,0.4969212861691118,0.5030787138308886
278,278.0,0.4953994206211619,0.5046005793788386
279,279.0,0.4940757474217953,0.5059242525782052
280,280.0,0.4929436840681475,0.507056315931853
281,281.0,0.4919953902091829,0.5080046097908174
282,282.0,0.491221971834023,0.5087780281659773
283,283.0,0.4906136755780389,0.5093863244219614
284,284.0,0.4901600721918728,0.5098399278081276
285,285.0,0.4898502284224045,0.5101497715775958
286,286.0,0.4896728667456591,0.5103271332543412
287,287.0,0.4896165125691316,0.5103834874308687
288,288.0,0.4896696286845655,0.5103303713154348
289,289.0,0.4898207369016104,0.5101792630983899
290,290.0,0.4917251935946014,0.5082748064053989
291,291.0,0.493688619349014,0.5063113806509864
292,292.0,0.4965188163344951,0.5034811836655052
293,293.0,0.4993508054580831,0.5006491945419171
294,294.0,0.5021560876147316,0.4978439123852687
295,295.0,0.5049092806795679,0.4950907193204324
296,296.0,0.5075880616311249,0.4924119383688754
297,297.0,0.510173083871215,0.4898269161287854
298,298.0,0.5126478730485838,0.4873521269514165
299,299.0,0.51499870457773,0.4850012954222703
300,300.0,0.5172144659081842,0.482785534091816
301,301.0,0.5192865064465112,0.4807134935534891
302,302.0,0.5212084778665405,0.4787915221334599
303,303.0,0.5229761673659014,0.477023832634099
304,304.0,0.5245873262416672,0.4754126737583332
305,305.0,0.5260414959674397,0.4739585040325607
306,306.0,0.5273398337609606,0.4726601662390399
307,307.0,0.5284849394375197,0.4715150605624807
308,308.0,0.5294806851520478,0.4705193148479527
309,309.0,0.5303320494436026,0.4696679505563979
310,310.0,0.5310449568115658,0.4689550431884345
311,311.0,0.5316261238746172,0.4683738761253833
312,312.0,0.5320829129926172,0.4679170870073832
313,313.0,0.532423194068891,0.4675768059311094
314,314.0,0.5326552150968485,0.4673447849031518
315,315.0,0.5327874818710419,0.4672125181289585
316,316.0,0.5328286471491054,0.4671713528508949
317,317.0,0.5327874094278715,0.4672125905721287
318,318.0,0.5326724213844823,0.4673275786155179
319,319.0,0.5324922079315872,0.467507792068413
320,320.0,0.5322550937446658,0.4677449062553344
321,321.0,0.5319691400389899,0.4680308599610104
322,322.0,0.5316420903034916,0.4683579096965086
323,323.0,0.5312813246385083,0.468718675361492
324,324.0,0.5308938222936381,0.469106177706362
325,325.0,0.5304861319603187,0.4695138680396815
326,326.0,0.530064349340728,0.4699356506592722
327,327.0,0.529634101489689,0.4703658985103111
328,328.0,0.5292005374088571,0.4707994625911429
329,329.0,0.5287683243620198,0.4712316756379802
330,330.0,0.5283416493762461,0.471658350623754
331,331.0,0.5262575587286206,0.4737424412713795
332,332.0,0.5242026348918047,0.4757973651081953
333,333.0,0.5221945104230858,0.4778054895769142
334,334.0,0.5202485866303412,0.4797514133696589
335,335.0,0.518378102683901,0.481621897316099
336,336.0,0.5165942194385993,0.4834057805614009
337,337.0,0.5149061156567749,0.4850938843432253
338,338.0,0.5133210944298986,0.4866789055701016
339,339.0,0.5118446977147443,0.4881553022852559
340,340.0,0.5104808270272914,0.4895191729727089
341,341.0,0.5092318684716441,0.4907681315283563
342,342.0,0.5080988204201784,0.4919011795798219
343,343.0,0.5070814223029909,0.4929185776970094
344,344.0,0.5061782831078255,0.4938217168921748
345,345.0,0.5053870083344318,0.4946129916655686
346,346.0,0.5047043242883664,0.495295675711634
347,347.0,0.5041261987373573,0.4958738012626431
348,348.0,0.5036479570874088,0.4963520429125916
349,349.0,0.5032643933649146,0.496735606635086
350,350.0,0.5029698754143539,0.4970301245856466
351,351.0,0.502758443838039,0.4972415561619615
352,352.0,0.5026239043143086,0.4973760956856919
353,353.0,0.5025599130331414,0.4974400869668591
354,354.0,0.5025600550830929,0.4974399449169077
355,355.0,0.5026179157105516,0.4973820842894489
356,356.0,0.5027271444514922,0.4972728555485083
357,357.0,0.5028815122071573,0.4971184877928433
358,358.0,0.5030749613985176,0.4969250386014829
359,359.0,0.5033016493900899,0.4966983506099105
360,360.0,0.5035559854219376,0.4964440145780628
361,361.0,0.5038326613297144,0.496167338670286
362,362.0,0.5041266763667498,0.4958733236332507
363,363.0,0.5044333564697474,0.4955666435302531
364,364.0,0.5047483683310812,0.4952516316689194
365,365.0,0.5050677286563041,0.4949322713436965
366,366.0,0.5053878089957751,0.4946121910042256
367,367.0,0.5057053365446744,0.4942946634553261
368,368.0,0.5060173913065704,0.49398260869343
369,369.0,0.5063214000125444,0.4936785999874559
370,370.0,0.506615127181129,0.4933848728188713
371,371.0,0.5068966636943771,0.4931033363056232
372,372.0,0.50716441325269,0.4928355867473103
373,373.0,0.507417077055978,0.4925829229440223
374,374.0,0.5076536370417108,0.4923463629582895
375,375.0,0.5078733379917866,0.4921266620082137
376,376.0,0.5080756688002701,0.4919243311997301
377,377.0,0.508260343173236,0.4917396568267642
378,378.0,0.5084272800105063,0.4915727199894939
379,379.0,0.5085765836972778,0.4914234163027223
380,380.0,0.5087085245117327,0.4912914754882674
381,381.0,0.5088235193329582,0.491176480667042
382,382.0,0.5089221128120649,0.4910778871879353
383,383.0,0.5090049591484735,0.4909950408515267
384,384.0,0.50907280459309,0.4909271954069103
385,385.0,0.5091264707806473,0.4908735292193531
386,386.0,0.5091668389749757,0.4908331610250248
387,387.0,0.5091948352934548,0.4908051647065458
388,388.0,0.5092114169604848,0.4907885830395158
389,389.0,0.5092175596245402,0.4907824403754603
390,390.0,0.509214245759278,0.4907857542407225
391,391.0,0.5092024541562825,0.4907975458437179
392,392.0,0.5091831505053571,0.4908168494946432
393,393.0,0.5091572790478041,0.4908427209521961
394,394.0,0.5091257552788616,0.4908742447211386
395,395.0,0.5090894596673581,0.490910540332642
396,396.0,0.5090492323536646,0.4909507676463354
397,397.0,0.5048392021144705,0.4951607978855294
398,398.0,0.5006684495447179,0.4993315504552821
399,399.0,0.4957414210698266,0.5042585789301733
400,400.0,0.4909330145650596,0.5090669854349403
401,401.0,0.486279451898452,0.5137205481015479
402,402.0,0.481811784312854,0.5181882156871459
403,403.0,0.4775560989760206,0.5224439010239794
404,404.0,0.4735337545164436,0.5264662454835564
405,405.0,0.4697616402909933,0.5302383597090067
406,406.0,0.470419121085178,0.529580878914822
407,407.0,0.4729733292557592,0.5270266707442408
408,408.0,0.4757090499833913,0.5242909500166086
409,409.0,0.478580774805093,0.521419225194907
410,410.0,0.4815461860632402,0.5184538139367598
411,411.0,0.484566261001607,0.5154337389983932
412,412.0,0.4876053325027877,0.5123946674972125
413,413.0,0.4889644435288225,0.5110355564711778
414,414.0,0.4892979990169655,0.5107020009830348
415,415.0,0.4896052189661246,0.5103947810338757
416,416.0,0.4898856647307065,0.5101143352692938
417,417.0,0.4901392092715231,0.5098607907284772
418,418.0,0.4903660072655429,0.5096339927344574
419,419.0,0.4905664653875052,0.5094335346124951
420,420.0,0.4907412130433963,0.5092587869566041
421,421.0,0.4908910738032643,0.5091089261967361
422,422.0,0.4910170377491128,0.5089829622508876
423,423.0,0.4911202349228853,0.508879765077115
424,424.0,0.4912019100300518,0.5087980899699486
425,425.0,0.4912633985262011,0.5087366014737993
426,426.0,0.4913061041874734,0.5086938958125269
427,427.0,0.4913314782407438,0.5086685217592565
428,428.0,0.4913410001062797,0.5086589998937205
429,429.0,0.4913361597841992,0.508663840215801
430,430.0,0.4913184418964848,0.5086815581035155
431,431.0,0.4906226447119103,0.5093773552880899
432,432.0,0.4899235341320075,0.5100764658679927
433,433.0,0.4892284326021083,0.510771567397892
434,434.0,0.4885438902325112,0.5114561097674891
435,435.0,0.4878756965308821,0.5121243034691183
436,436.0,0.4872288985674403,0.5127711014325601
437,437.0,0.4899411580813351,0.5100588419186654
438,438.0,0.4934827800630269,0.5065172199369735
439,439.0,0.4969854120459193,0.503014587954081
440,440.0,0.5004179267100634,0.4995820732899371
441,441.0,0.5037530106406923,0.4962469893593081
442,442.0,0.5069670560718514,0.4930329439281489
443,443.0,0.5100400263991762,0.4899599736008242
444,444.0,0.5129552994297768,0.4870447005702237
445,445.0,0.5156994921630195,0.484300507836981
446,446.0,0.5182622707013077,0.4817377292986928
447,447.0,0.5206361486787541,0.4793638513212464
448,448.0,0.5228162773716682,0.4771837226283322
449,449.0,0.5248002304215743,0.4751997695784262
450,450.0,0.5265877858622741,0.4734122141377264
451,451.0,0.528180707900281,0.4718192920997194
452,452.0,0.5295825306554846,0.4704174693445159
453,453.0,0.5299650124952795,0.4700349875047209
454,454.0,0.5301762626928088,0.4698237373071915
455,455.0,0.5302312919103238,0.4697687080896766
456,456.0,0.5301451719536507,0.4698548280463496
457,457.0,0.5299328789397751,0.4700671210602252
458,458.0,0.529609153104556,0.4703908468954443
459,459.0,0.5291883749884799,0.4708116250115204
460,460.0,0.5286844576007933,0.4713155423992071
461,461.0,0.528110754042534,0.4718892459574663
462,462.0,0.527479979966342,0.4725200200336583
463,463.0,0.5268041501647724,0.4731958498352278
464,464.0,0.5260945285083788,0.4739054714916214
465,465.0,0.5253615903992074,0.4746384096007928
466,466.0,0.5246149968636277,0.4753850031363724
467,467.0,0.5238635793796365,0.4761364206203637
468,468.0,0.5231153345169146,0.4768846654830856
469,469.0,0.5223774274619625,0.4776225725380377
470,470.0,0.5216562035045526,0.4783437964954476
471,471.0,0.5209572065745048,0.4790427934254954
472,472.0,0.5202852039383835,0.4797147960616168
473,473.0,0.5196442161931571,0.4803557838068432
474,474.0,0.5190375517271885,0.4809624482728118
475,475.0,0.5184678448572114,0.4815321551427888
476,476.0,0.5179370968923267,0.4820629031076736
477,477.0,0.5174467194216738,0.4825532805783265
478,478.0,0.516997579170536,0.4830024208294641
479,479.0,0.5165900438194734,0.4834099561805267
480,480.0,0.516224028231989,0.4837759717680111
481,481.0,0.5158990405875998,0.4841009594124003
482,482.0,0.5156142279684403,0.4843857720315599
483,483.0,0.5153684209981788,0.4846315790018213
484,484.0,0.5151601771816284,0.4848398228183717
485,485.0,0.5149878226415835,0.4850121773584167
486,486.0,0.5148494919957939,0.4851505080042063
487,487.0,0.514743166161292,0.4852568338387082
488,488.0,0.514666707915294,0.4853332920847062
489,489.0,0.5146178950814095,0.4853821049185907
490,490.0,0.5145944512467662,0.4854055487532341
491,491.0,0.5145940739497861,0.4854059260502142
492,492.0,0.5146144603096727,0.4853855396903275
493,493.0,0.5146533300971406,0.4853466699028595
494,494.0,0.5147084462715571,0.485291553728443
495,495.0,0.514777633032483,0.4852223669675172
496,496.0,0.5148587914536582,0.4851412085463421
497,497.0,0.5149499127848459,0.4850500872151543
498,498.0,0.5150490895217331,0.4849509104782672
499,499.0,0.5151545243563809,0.4848454756436194
500,500.0,0.5152645371306667,0.4847354628693335
501,501.0,0.515377569922884,0.4846224300771162
502,502.0,0.5154921904033174,0.4845078095966829
503,503.0,0.5156070935983409,0.4843929064016593
504,504.0,0.5157211022045453,0.4842788977954549
505,505.0,0.5158331655947505,0.4841668344052497
506,506.0,0.5159423576566543,0.4840576423433458
507,507.0,0.5160478736024678,0.4839521263975322
508,508.0,0.5161490258843421,0.483850974115658
509,509.0,0.5162452393458521,0.483754760654148
510,510.0,0.5163360457344193,0.4836639542655808
511,511.0,0.5164210776934522,0.4835789223065479
512,512.0,0.5165000623463141,0.4834999376536861
513,513.0,0.5165728145770933,0.483427185422907
514,514.0,0.5166392301056901,0.48336076989431
515,515.0,0.5166992784470372,0.483300721552963
516,516.0,0.5167529958364458,0.4832470041635544
517,517.0,0.5168004781952159,0.4831995218047845
518,518.0,0.5168418742028235,0.483158125797177
519,519.0,0.5168773785343086,0.4831226214656918
520,520.0,0.5169072253139688,0.4830927746860316
521,521.0,0.51693168182919,0.4830683181708104
522,522.0,0.5169510425412638,0.4830489574587366
523,523.0,0.5169656234233843,0.4830343765766161
524,524.0,0.5169757566497255,0.4830242433502748
525,525.0,0.5169817856536021,0.4830182143463983
526,526.0,0.5169840605672217,0.4830159394327787
527,527.0,0.5169829340504737,0.4830170659495267
528,528.0,0.5169787575115625,0.483021242488438
529,529.0,0.5169718777180935,0.483028122281907
530,530.0,0.5169626337934571,0.4830373662065434
531,531.0,0.5169513545900164,0.4830486454099841
532,532.0,0.5169383564276863,0.4830616435723142
533,533.0,0.516923941183979,0.4830760588160215
534,534.0,0.5169083947194694,0.4830916052805312
535,535.0,0.5168919856208827,0.483108014379118
536,536.0,0.5168749642426125,0.4831250357573882
537,537.0,0.5168575620264099,0.4831424379735908
538,538.0,0.5168399910782301,0.4831600089217706
539,539.0,0.5168224439807526,0.483177556019248
540,540.0,0.516805093819882,0.4831949061801186
541,541.0,0.5167880944035663,0.4832119055964342
542,542.0,0.5167715806515132,0.4832284193484873
543,543.0,0.5167556691348169,0.4832443308651835
544,544.0,0.5167404587451088,0.4832595412548916
545,545.0,0.516726031473587,0.4832739685264133
546,546.0,0.5167124532811481,0.4832875467188521
547,547.0,0.5166997750418084,0.4833002249581917
548,548.0,0.5166880335426512,0.4833119664573488
549,549.0,0.5166772525246499,0.4833227474753501
550,550.0,0.516667443749869,0.483332556250131
551,551.0,0.516658608081734,0.483341391918266
552,552.0,0.5166507365662619,0.483349263433738
553,553.0,0.5166438115033412,0.4833561884966588
554,554.0,0.5166378074983456,0.4833621925016543
555,555.0,0.5166326924855329,0.483367307514467
556,556.0,0.5166284287158127,0.4833715712841872
557,557.0,0.5166249737025731,0.4833750262974268
558,558.0,0.5166222811202984,0.4833777188797015
559,559.0,0.5166203016517149,0.483379698348285
560,560.0,0.5166189837801393,0.4833810162198607
561,561.0,0.5166182745245864,0.4833817254754135
562,562.0,0.5166181201160097,0.4833818798839902
563,563.0,0.5166184666137973,0.4833815333862027
564,564.0,0.5166192604623348,0.4833807395376653
565,565.0,0.5166204489880618,0.4833795510119383
566,566.0,0.5166219808380021,0.4833780191619979
567,567.0,0.5166238063612352,0.483376193638765
568,568.0,0.5166258779351992,0.483374122064801
569,569.0,0.5166281502390815,0.4833718497609187
570,570.0,0.5166305804768514,0.4833694195231489
571,571.0,0.5166331285527425,0.4833668714472578
572,572.0,0.5166357572021837,0.4833642427978166
573,573.0,0.5166384320813255,0.4833615679186747
574,574.0,0.5166411218184066,0.4833588781815936
575,575.0,0.5166437980302623,0.483356201969738
576,576.0,0.5166464353072965,0.4833535646927039
577,577.0,0.5166490111702209,0.4833509888297795
578,578.0,0.5166515060018173,0.4833484939981831
579,579.0,0.5166539029569026,0.4833460970430978
580,580.0,0.516656187853577,0.4833438121464234
581,581.0,0.5166583490487149,0.4833416509512856
582,582.0,0.5166603773005184,0.483339622699482
583,583.0,0.5166622656208031,0.4833377343791973
584,584.0,0.5166640091195179,0.4833359908804825
585,585.0,0.5166656048438327,0.4833343951561676
586,586.0,0.5166670516139444,0.4833329483860558
587,587.0,0.5166683498575722,0.483331650142428
588,588.0,0.5166695014449281,0.4833304985550721
589,589.0,0.5166705095257658,0.4833294904742343
590,590.0,0.5166713783699288,0.4833286216300713
591,591.0,0.5166721132126428,0.4833278867873573
592,592.0,0.5166727201056257,0.4833272798943744
593,593.0,0.5166732057749207,0.4833267942250793
594,594.0,0.5166735774862037,0.4833264225137963
595,595.0,0.516673842918163,0.483326157081837
596,596.0,0.5166740100444114,0.4833259899555887
597,597.0,0.5166740870242575,0.4833259129757425
598,598.0,0.5166740821025432,0.4833259178974569
599,599.0,0.5166740035186415,0.4833259964813586
600,600.0,0.5166738594246102,0.48332614057539
601,601.0,0.5166736578124026,0.4833263421875975
602,602.0,0.5166734064499584,0.4833265935500417
603,603.0,0.5166731128259257,0.4833268871740744
604,604.0,0.5166727841027037,0.4833272158972965
605,605.0,0.5166724270774435,0.4833275729225567
606,606.0,0.5166720481506016,0.4833279518493986
607,607.0,0.5166716533016046,0.4833283466983957
608,608.0,0.5166712480711578,0.4833287519288425
609,609.0,0.5166708375497109,0.4833291624502895
610,610.0,0.5166704263715781,0.4833295736284222
611,611.0,0.5166700187142096,0.4833299812857908
612,612.0,0.5166696183021025,0.483330381697898
613,613.0,0.5166692284148517,0.4833307715851487
614,614.0,0.5166688518988443,0.4833311481011563
615,615.0,0.5166684911821157,0.4833315088178849
616,616.0,0.5166681482919054,0.4833318517080951
617,617.0,0.5166678248744639,0.4833321751255366
618,618.0,0.5166675222166885,0.483332477783312
619,619.0,0.5166672412691905,0.48333275873081
620,620.0,0.516666982670417,0.4833330173295835
621,621.0,0.5166667467714833,0.4833332532285171
622,622.0,0.5166665336613948,0.4833334663386056
623,623.0,0.5166663431923679,0.4833336568076324
624,624.0,0.5166661750049868,0.4833338249950136
625,625.0,0.5166660285529605,0.4833339714470399
626,626.0,0.5166659031272739,0.4833340968727265
627,627.0,0.5166657978795499,0.4833342021204505
628,628.0,0.5166657118444695,0.4833342881555309
629,629.0,0.516665643961119,0.4833343560388813
630,630.0,0.5166655930931592,0.4833344069068412
631,631.0,0.5166655580477304,0.4833344419522701
632,632.0,0.5166655375930338,0.4833344624069667
633,633.0,0.5166655304745432,0.4833344695254573
634,634.0,0.516665535429823,0.4833344645701775
635,635.0,0.5166655512019431,0.4833344487980573
636,636.0,0.5166655765514985,0.4833344234485019
637,637.0,0.51666561026725,0.4833343897327503
638,638.0,0.5166656511754205,0.4833343488245798
639,639.0,0.5166656981476865,0.4833343018523138
640,640.0,0.5166657501079156,0.4833342498920847
641,641.0,0.5166658060377093,0.4833341939622909
642,642.0,0.5166658649808132,0.4833341350191869
643,643.0,0.5166659260464653,0.4833340739535348
644,644.0,0.5166659884117542,0.4833340115882459
645,645.0,0.5166660513230632,0.4833339486769368
646,646.0,0.5166661140966775,0.4833338859033225
647,647.0,0.5166661761186302,0.4833338238813697
648,648.0,0.5166662368438679,0.4833337631561319
649,649.0,0.5166662957948099,0.4833337042051899
650,650.0,0.5166663525593763,0.4833336474406235
651,651.0,0.516666406788559,0.4833335932114409
652,652.0,0.5166664581936045,0.4833335418063955
653,653.0,0.516666506542876,0.4833334934571239
654,654.0,0.5166665516584583,0.4833334483415417
655,655.0,0.5166665934125645,0.4833334065874355
656,656.0,0.516666631723801,0.4833333682761989
657,657.0,0.5166666665533426,0.4833333334466574
658,658.0,0.5166666979010632,0.4833333020989367
659,659.0,0.5166667258016678,0.4833332741983321
660,660.0,0.516666750320862,0.483333249679138
661,661.0,0.5166667715515948,0.4833332284484053
662,662.0,0.516666789610405,0.4833332103895951
663,663.0,0.5166668046338969,0.4833331953661033
664,664.0,0.5166668167753673,0.483333183224633
665,665.0,0.5166668262016035,0.4833331737983967
666,666.0,0.5166668330898668,0.4833331669101334
667,667.0,0.5166668376250717,0.4833331623749284
668,668.0,0.5166668399971722,0.483333160002828
669,669.0,0.5166668403987575,0.4833331596012427
670,670.0,0.5166668390228635,0.4833331609771368
671,671.0,0.5166668360609968,0.4833331639390035
672,672.0,0.5166668317013735,0.4833331682986268
673,673.0,0.5166668261273655,0.4833331738726348
674,674.0,0.5166668195161513,0.4833331804838491
675,675.0,0.5166668120375637,0.4833331879624367
