,f_1,f_2,R_x
1,15.603898760813657,496,9-1-4-24-23-3-14*19-17-28-7-4-3-1*27-16-15-21-10-7-20-14-1-3-9-23-24*6-15-10*2-21-5-6-16-7-14-23-9-1-3-11-17-22-0*29-15-5-21-6-13-18-0-22-17-28-16-2-27-10*10-15-16-28-0-26-8-12-22-25-7-27-29-2-6*2-27*29-2-7-20-24-3-1-23-14-11-25-28-0-13*4-24-14-9-23-20-7-25-0-18-12-8-19-17-11*12-17-28-16-27-29-2-10-6-13-18-22-19-8-26*12-19-17-11-25-28-0-18-13-6-16*
0,15.606032265606734,494,9-1-4-24-23-3-14*19-17-28-7-4-3-1*27-16-15-21-10-7-20-14-23-9-3-1-24*6-15-10*2-21-5-6-16-7-14-23-9-1-3-11-17-22-0*29-15-5-21-6-13-18-0-22-17-28-16-2-27-10*10-15-16-28-0-26-8-12-22-25-7-27-29-2-6*2-27*29-2-7-20-24-3-1-23-14-11-25-28-0-13*4-24-14-9-23-20-7-25-0-18-12-8-19-17-11*12-17-28-16-27-29-2-10-6-13-18-22-19-8-26*12-19-17-11-25-28-0-18-13-6-16*
2,15.636544306757072,487,9-1-4-24-23-3-14*19-17-28-7-4-3-1*27-16-15-21-10-7-20-14-1-3-9-23-24*6-15-10*2-21-5-6-16-7-14-23-9-1-3-11-17-22-0*29-15-5-21-6-13-18-0-22-17-28-16-27-10*10-15-16-28-0-26-8-12-22-25-7-27-29-2-6*2-27*29-2-7-20-24-3-1-23-14-11-25-28-0-13*4-24-14-9-23-20-7-25-0-18-12-8-19-17-11*12-17-28-16-27-29-2-10-6-13-18-22-19-8-26*12-19-17-11-25-28-0-18-13-6-16*
3,15.644961421557166,486,9-1-4-24-23-3-14*19-17-28-7-4-3-1*27-16-15-21-10-7-20-14-1-3-9-23-24*6-10*2-21-5-6-16-7-14-23-9-1-3-11-17-22-0*29-2-15-5-21-6-13-18-0-22-17-28-16-27-10*10-15-16-28-0-26-8-12-22-25-7-27-29-2-6*2-27*29-2-7-20-24-3-1-23-14-11-25-28-0-13*4-24-14-9-23-20-7-25-0-18-12-8-19-17-11*12-17-28-16-27-29-2-10-6-13-18-22-19-8-26*12-19-17-11-25-28-0-18-13-6-16*
4,15.657674772036474,484,9-1-4-24-23-3-14*19-17-28-7-4-3-1*27-16-15-21-10-7-20-14-1-3-9-23-24*6-10*2-21-5-6-16-7-14-23-9-1-3-11-17-22-0*2-15-5-21-6-13-18-0-22-17-28-16-27-10*10-15-16-28-0-26-8-12-22-25-7-27-29-2-6*2-27*29-2-7-20-24-3-1-23-14-11-25-28-0-13*4-24-14-9-23-20-7-25-0-18-12-8-19-17-11*12-17-28-16-27-29-2-10-6-13-18-22-19-8-26*12-19-17-11-25-28-0-18-13-6-16*
5,15.671440261865794,459,1-4-23-3-14*8-19-17-28-7-4-24*27-16-15-21-10-7-14-1-3-9-23-24*6-10*5-6-16-7-14-23-9-1-3-11-17-22-0*16-28-17-22-0-13-6-21-5-15-2-10*10-15-16-28-0-26-8-19-22-25-7-27-2-6*2-10-27*29-2-7-20-24-3-1-9-23-14-11-25-0-13-6*4-24-14-23-20-7-25-0-18-12-8-19-17-11-3*12-17-28-16-27-29-2-10-6-13-18-19-8-26*12-17-11-25-28-0-13*
6,15.693418283843815,450,4-23-3-14*12-19-17-28-7-4-24*27-16-15-21-10-7-14-1-3-9-23-24*6-10*5-6-16-7-14-23-9-1-3-11-17-22-0*16-28-17-22-0-13-6-21-5-15-2-10*10-15-16-28-0-26-8-19-22-25-7-27-2-6*2-10-27*29-2-7-20-24-3-1-9-23-14-11-25-0-13-6*4-24-14-23-20-7-25-0-18-12-8-19-17-11-3*12-17-28-16-27-29-2-10-6-13-18-19-8-26*12-17-11-25-28-0-13*
8,15.708119008650923,446,4-14*12-19-17-28-7-4-14-24*27-16-15-21-10-7-14-1-3-9-23-24*6-10-29*5-21-6-13-0-22-17-28-16*27-10-15-5-6-16-7-14-9-1-3-11-17-22-0*10-15-16-28-0-26-8-19-22-25-7-27-29-2-6*2-15-27*29-2-7-20-24-3-1-9-23-14-11-25-0-13-6*4-24-20-7-25-0-18-12-8-19-17-11-3*12-17-28-16-27-29-2-10-6-13-18-19-8-26*12-17-11-25-28-0-18-13*
9,15.714548749123216,441,4-14*12-19-17-28-7-4-14-24*27-16-15-21-10-7-14-1-3-9-23-24*6-10-29*5-21-6-13-0-22-17-28*27-10-15-5-6-16-7-14-9-1-3-11-17-22-0*10-15-16-28-0-26-8-19-22-25-7-27-29-2-6*2-15-27*29-2-7-20-24-3-1-9-23-14-11-25-0-13-6*4-24-20-7-25-0-18-12-8-19-17-11-3*12-17-28-16-27-29-2-10-6-13-18-19-8-26*12-17-11-25-28-0-18-13*
7,15.739040215104044,440,4-14*12-19-17-28-7-4-14-24*27-16-15-21-10-7-14-1-3-9-23-24*6-10-29*5-21-6-13-0-22-17-28-16*27-10-15-5-6-16-7-14-9-1-3-11-17-22-0*10-15-16-28-0-26-8-19-22-25-7-27-29-2-6*2-27*29-2-7-20-24-3-1-9-23-14-11-25-0-13-6*4-24-20-7-25-0-18-12-8-19-17-11-3*12-17-28-16-27-29-2-10-6-13-18-19-8-26*12-17-11-25-28-0-18-13*
10,15.742722702829086,436,4-14*12-19-17-28-7-4-14-24*27-16-15-21-10-7-14-1-3-9-23-24*6-10-29*5-21-6-13-0-22-17-28*10-15-5-6-16-7-14-9-1-3-11-17-22-0*10-15-16-28-0-26-8-19-22-25-7-27-29-2-6*2-15-27*29-2-7-20-24-3-1-9-23-14-11-25-0-13-6*4-24-20-7-25-0-18-12-8-19-17-11-3*12-17-28-16-27-29-2-10-6-13-18-19-8-26*12-17-11-25-28-0-18-13*
11,15.762070376432078,434,4-14*12-19-17-28-7-4-14-24*27-16-15-21-10-7-14-1-3-9-23-24-20*6-10-29*5-21-6-13-0-22-17-28*10-15-5-6-16-7-14-9-1-3-11-17-22-0*10-15-16-28-0-26-8-19-22-25-7-27-29-2-6*15-27*29-2-7-20-24-3-1-9-23-14-11-25-0-13-6*4-24-20-7-25-0-18-12-8-19-17-11-3*12-17-28-16-27-29-2-10-6-13-18-19-8-26*12-17-11-25-28-0-18-13*
12,15.774491465980828,429,4-14*12-19-17-28-7-4-14-24*27-16-15-21-10-7-14-1-3-9-23-24-20*6-10-29*5-21-6-13-0-22-17*10-15-5-6-16-7-14-9-1-3-11-17-22-0*10-15-16-28-0-26-8-19-22-25-7-27-29-2-6*15-27*29-2-7-20-24-3-1-9-23-14-11-25-0-13-6*4-24-20-7-25-0-18-12-8-19-17-11-3*12-17-28-16-27-29-2-10-6-13-18-19-8-26*12-17-11-25-28-0-18-13*
13,15.779956745382275,427,4-14*12-19-17-28-7-4-14-24*27-16-15-21-10-7-14-1-3-9-23-24-20*6-10-29*5-21-6-13-0-22-17*15-5-6-16-7-14-9-1-3-11-17-22-0*10-15-16-28-0-26-8-19-22-25-7-27-29-2-6*15-27*29-2-7-20-24-3-1-9-23-14-11-25-0-13-6*4-24-20-7-25-0-18-12-8-19-17-11-3*12-17-28-16-27-29-2-10-6-13-18-19-8-26*12-17-11-25-28-0-18-13*
14,15.838525835866262,402,4-14*12-19-17-28-7-4-23-14-24*15-21-10-7-14-1-3-4-24*10-29*5-21-6-13-0-22-17*2-15-5-6-16-7-14-9-1-3-11-17-22*10-15-16-28-0-26-8-19-22-25-7-27-29*21-15-27*29-2-7-24-3-1-9-23-14-11-25-0-13-6*4-24-20-7-25-0-18-12-8-19-17-11-3-14*12-17-28-16-27-29-2-10-6-13-18-19-8*12-17-11-25-28-0*
15,15.878302548515316,399,4-14*12-19-17-28-7-4-23-24-14*15-21-10-7-14-1-3-4-24*10-15-29*5-21-6-13-0-22-17*2-15-5-6-16-7-14-9-1-3-11-17-22*10-27*21-15-16-28-0-26-8-19-22-25-7-27*29-2-7-24-3-1-9-23-14-11-25-0-13-6*4-24-20-7-25-0-18-12-8-19-17-11-3-14*12-17-28-16-27-29-2-10-6-13-18-19-8*12-17-11-25-28-0*
18,15.88160509703063,381,24-14*12-17-11-3-1-9-14-7-16-6-5*5-21-10-7-20-14-23-3-4*15-2*21-6-13-0-22-12-17*12-17-28-7-4*10-27*6-15-10-27-7-25-22-19-8-26-0-28-16-2-29*29-2-7-24-3-1-9-23-14-11-25-0-18-13-6*23-4-24-20-7-25-0-18-12-8-19-17-28*0-22-17-28-16-27-29-2-10-6-13-18-19-8*28-25-11-17-18-13-6*
17,15.899228431143325,376,24-14*12-17-11-3-1-9-14-7-16-6-5*5-21-10-7-20-14-23-3-4*15-2*21-6-13-0-22-12-17*12-17-28-7-4*10-27*6-15-10-27-7-25-22-19-8-26-0-28-16-2-29*29-2-7-24-3-1-9-23-14-11-25-0-18-13-6*23-4-24-20-7-25-0-18-12-8-19-17*0-22-17-28-16-27-29-2-10-6-13-18-19-8*28-25-11-17-18-13-6*
19,15.913841477671266,375,24-14*12-17-11-3-1-9-14-7-16-6-5*5-21-10-7-20-14-23-3*15-2*21-6-13-0-22-12-17*12-17-28-7-4*10-27*6-15-10-27-7-25-22-19-8-26-0-28-16-2-29*29-2-7-24-3-1-9-23-14-11-25-0-18-13-6*23-4-24-20-7-25-0-18-12-8-19-17-28*0-22-17-28-16-27-29-2-10-6-13-18-19-8*28-25-11-17-18-13-6*
40,15.92728548047697,371,20-24*27-29-2-7-28-17-19-12-8-26-0-18*23-14-9-1-3-24-7-16-6-5-21-15-2-29-10*21-6-13-18-0-22-17-11-3-1-9-23-20-7*2-27-7-4-24-14-20*11-17-22-18-12*11-25-28-16-2-6-10*13-6-10-27*26-8-19-0-13-6-15-10-7-20-14-11-17-12*12-19-18-0-25-7-4-24-23*0-28-16-27*8-12-22-25-28-16-27-10-21-5*
20,15.929886602758945,370,24-14*12-17-11-3-1-9-14-7-16-6-5*5-21-10-7-20-14-23-3*15-2*21-6-13-0-22-12-17*12-17-28-7-4*10-27*6-15-10-27-7-25-22-19-8-26-0-28-16-2-29*29-2-7-24-3-1-9-23-14-11-25-0-18-13-6*23-4-24-20-7-25-0-18-12-8-19-17-28*0-22-17-28-16-27-29-2-10-6-13-18-19-8*28-25-11-17-18-13*
21,15.94970189385083,365,24-14*12-17-11-3-1-9-14-7-16-6-5*5-21-10-7-20-14-23-3*15-2*21-6-13-0-22-12-17*12-17-28-7-4*10-27*6-15-10-27-7-25-22-19-8-26-0-28-16-2-29*29-2-7-24-3-1-9-23-14-11-25-0-18-13*23-4-24-20-7-25-0-18-12-8-19-17-28*0-22-17-28-16-27-29-2-10-6-13-18-19-8*28-25-11-17-18-13*
42,15.978197334580312,363,20-24*27-29-2-7-28-17-19-12-8-26-0-18*23-14-9-1-3-24-7-16-6-5-21-15-2-29-10*21-6-13-18-0-22-17-11-3-1-9-23-20-7*2-27-7-4-24-14-20*11-17-22-18-12*11-25-28-16-2-10-6*13-6-10-27*26-8-19-0-13-6-15-10-7-20-14-11-17-12*12-19-18-0-25-7-4-24-23*0-28-16-27*12-22-25-28-16-27-10-21-5*
