,f_1,f_2,R_x
0,29.20324270443419,574.0,27-41-34-58-64-52-20-17-61-60*46-40-53-47-6-56-28-8-10-59*32-39-18-54-36-45-58-51-35-6-47*23-2-0-69-3-66-19-38-22-33-50*29-48-66-19-36-45-34-35-51-8-26-62*4-25-12-41-45-22-13-50-2-14*7-4-12-25-41-34-57-35-6-47*2-50-43-20-55-10-16-26-30-24-21*63-21-24-30-26-16-10-17-61-60-44*5-18-54-36-45-58-64-52-10-16*68-9-11-31-1-26-8-51-41-45-36-54-5-37*15-49-26-16-10-55-20-33-22-19-66-48*37-65-5-54-19-22-33-43-61-60*22-33-20-55-10-16-26-49-15-42*12-25-27-41-36-54-18-5-37-67*
1,27.566928152759104,641.0,37-65-54-38-22-33-20-17-9-68*42-49-26-16-10-55-20-33-22-19-66-48*57-35-6-21-24-30-26-16-10-55-20-17-61-60*5-54-36-45-34-35-51-8-26-62*29-23-50-43-20-55-10-16-26-49-42*32-39-18-54-36-45-58-64-52-10-16-1-31*2-50-33-58-34-41-12-4-7-40*9-68-1-26-8-56-51-41-27-67*3-29-69-23-50-43-17-10-16-26-62-15*7-47-6-56-8-55-10-17-61-44-14*13-50-0-23-69-38-36-41-25-4-7-46*11-1-26-8-56-6-47-53-7-40-46*9-68-59-10-28-8-56-6-47-53*63-24-30-26-16-10-20-43-50-23-69*28-8-56-6-35-34-25-12-4-40-7-47*
2,28.370984907874174,591.0,27-41-34-58-64-52-20-17-61-44*48-3-66-38-36-45-58-35-6-63-24*29-3-66-19-36-45-34-35-6-63*67-27-41-34-51-56-8-26-1-68*21-6-35-57-34-41-45-36-54-32-65*1-26-8-52-64-58-45-36-54-18*31-1-16-10-28-8-56-6-47-53-40*62-26-8-51-34-41-45-36-54-18-32-39*2-50-43-20-55-10-16-26-49-15*23-50-43-20-55-16-26-49-15-42*0-23-69-38-36-41-25-4-7-46*7-4-25-34-51-64-52-20-17-61-14-60*2-50-13-22-45-41-25-12-4-7*0-50-17-55-10-16-26-30-24-21*11-9-59-17-20-33-22-19-54-5-37*
3,28.827657994881033,579.0,19-38-36-45-58-64-52-8-26-49*49-26-8-28-56-51-35-41-27-67*46-7-47-6-63-24-30-26-16-1-31*26-16-55-52-64-58-45-36-54-18-39-32*11-1-26-8-56-51-35-41-27-67*37-65-5-54-38-22-33-43-61-60*24-63-6-35-58-45-36-38-19-66*2-50-13-22-45-41-25-12-4-7*21-63-6-35-34-45-36-38-3-29*9-68-59-17-20-33-22-19-54-65*3-66-19-36-45-34-57-35-6-47-53-40*48-3-23-50-43-20-55-10-16-26-49-42-15*0-69-19-38-36-45-58-64-52-8-26-62*21-24-30-26-16-10-55-20-43-50*14-44-61-17-55-10-16-26-30-21*
4,29.13171734582098,578.0,21-63-6-35-34-45-36-38-66-48*40-7-4-25-12-41-34-58-33-50-2-14*1-26-8-51-35-34-41-25-27-67*39-18-54-36-45-34-57-35-51-56*32-18-54-19-38-22-33-43-61-60*14-44-17-10-8-28-56-6-47-53*29-3-66-19-36-45-34-57-35-6-63*27-41-34-35-51-8-26-1-9-68-59*13-20-52-64-58-45-36-54-18-5-37-65*39-18-54-36-45-41-25-4-7-46*52-64-58-45-36-38-19-66-3-69*62-49-1-26-8-51-35-34-41-27-67*38-36-45-58-64-52-10-16-26-49-15*31-11-9-17-20-33-22-19-54-5-65-37*23-0-2-50-43-17-10-55-16-26-30-24-42*
5,27.65563268039685,609.0,5-54-36-45-58-64-52-8-26-49-15-42*39-18-54-36-45-58-64-52-8-26-49-11*4-25-34-35-51-8-26-16-9-68*5-54-36-45-58-64-52-8-26-49-15-42*31-1-26-8-56-51-35-34-45-36-41-57*46-40-4-12-41-58-64-52-20-17-61-60*7-47-6-56-28-8-55-17-61-44*21-63-6-35-34-41-45-36-54-65*0-23-69-38-36-45-41-25-12-4-53*21-24-30-62-49-26-8-56-6-47*26-16-10-55-20-33-22-38-19-66-48*30-26-16-10-52-64-58-45-36-54-32-37*14-2-50-13-22-45-41-12-4-7-46*29-3-69-23-50-43-20-10-16-26-30*59-10-55-52-64-51-35-41-27-67*
6,28.815436851368258,589.0,11-68-9-59-17-20-33-22-38-19*46-40-7-4-25-41-58-33-43-61-60*58-33-20-10-55-52-8-51-35-64*21-6-35-34-45-36-38-19-66-29-48*5-54-36-45-34-35-51-8-26-1-31*31-1-26-8-51-35-34-45-36-54-32-39-18*37-65-5-67-27-25-4-7-40-46*6-56-8-26-49-15-62-24-21-63*13-50-23-69-19-38-22-33-20-55-16-26-49-15-42*4-25-57-35-64-52-20-17-61-44*44-17-55-10-28-8-56-6-47-53*9-17-20-33-22-19-54-5-65-37*46-40-7-4-12-41-45-36-38-66-3*0-2-50-43-20-55-10-16-1-49-15*14-44-61-17-55-10-16-26-30-24*
7,31.087811563880653,567.0,23-3-38-36-45-41-25-4-7-40-46*32-37-18-54-36-45-41-34-57-35-6-21*29-48-66-19-38-36-45-34-35-51-56*21-24-62-49-1-26-8-56-6-47*28-56-51-35-34-45-36-54-5-65*47-6-56-8-10-55-20-17-61-60*3-66-38-36-45-58-35-6-63-24-30*8-56-51-35-34-45-36-54-18-39*44-61-43-33-22-38-19-54-5-67-27*53-47-6-56-28-8-26-16-1-59*0-69-38-36-45-41-25-12-4-7*14-2-50-13-20-10-55-17-60-61*31-11-68-9-59-17-20-33-22-38*53-47-6-35-51-64-52-55-10-59*47-6-56-8-26-49-15-42-24-63*
8,27.987976139177746,605.0,25-4-7-47-6-56-8-55-10-59-9-68*30-26-16-10-55-20-33-22-19-38*29-3-69-23-50-43-20-55-16-26-30*32-18-54-36-45-41-35-51-8-26-49-42*31-11-1-26-8-52-64-58-45-36-54-5-37*56-28-8-51-64-52-10-16-26-30-63*23-69-38-36-45-41-12-4-7-40-46*2-50-13-33-22-45-41-12-4-53*14-44-61-17-20-10-16-26-30-24*19-38-36-45-58-64-52-8-26-30-62-15*32-18-54-19-38-22-13-43-61-60*28-8-51-34-45-36-38-19-66-48-39*0-50-43-17-10-16-26-30-24-21-6-35-57-41-27-67*24-30-26-16-10-55-20-17-61-44*16-55-20-33-22-38-54-5-65-37*
9,28.008830996225672,621.0,19-38-22-33-20-10-16-26-49-62*48-3-66-19-36-45-41-25-4-53*11-9-17-20-33-22-38-19-18-39-65*31-1-49-26-8-28-56-6-47-53*42-15-49-26-16-10-20-33-22-38-66-48*12-25-27-41-36-54-18-5-37-67*21-30-26-8-51-34-45-36-38-19-66*48-3-66-38-36-45-34-35-6-63*1-16-10-55-52-64-58-45-36-54-18-32*14-44-60-17-50-0-23-69-38-36-41-25-4-7-46*40-4-25-57-35-51-64-52-20-17-61-43-13*29-3-69-23-50-43-17-59-1-49-15-42*15-49-26-8-52-64-58-45-36-38-66*68-1-26-8-51-34-41-36-54-5-37*0-2-50-43-20-55-10-16-26-30-24*
