,f_1,f_2,R_x
6,23.795542449524184,1164,40-4-25-57-58-51-8-26-30-24-63-6-56-28-10-55-20-13-50-0-69-18-67-27*28-8-10-59-9-31-1-26-16-55-20-52-64-35-34-45-36-38-54-66-69*53-46-40-4-25-34-35-51-8-26-1-68-11*37-65-54-66-3-29-48-69-38-36-45-58-64-52-8-26-49-15-42-62-30-63*37-65-39-48-69-23-2-14-44-61-17-9-68-11-15-62-21-6-35-57-41-12-4-53*46-40-7-53-47-6-56-8-10-17-61-60-44-14*31-11-49-15-42-24-63-21-30-26-16-10-20-43-61-60-44-14-2-50-33-58-35-6-47-7-46*8-28-56-51-41-36-38-19-66-3-23-50-43-17-59-1-26-62-24*32-18-54-36-45-41-25-12-40-46*9-1-49-62-26-8-51-57-34-58-33-43-13-22-45-36-19-18-39-32-54*44-17-20-33-22-38-54-18-32-5-67-27-25-12-4-7-47*59-9-49-42-24-63-6-35-64-58-45-41-12-4-7-46*0-2-50-13-22-45-41-12-40-46*33-43-61-14-2-0-69-3-66-18-54-5-37-65-32-39-48-29-23-50-17-55-10-16-26-49*26-16-1-11-9-68-59-10-55-52-64-51-35-41-27-67-37-65-18*
7,23.796103147697245,1140,40-4-25-57-58-51-8-26-30-24-63-6-56-28-10-55-20-13-50-0-69-18-67-65*28-8-10-59-9-31-1-26-16-55-20-52-64-35-34-45-36-38-54-19*46-40-4-25-34-35-51-8-26-1-68-9*65-54-66-3-29-48-69-38-36-45-58-64-52-8-26-49-15-42-62-30*39-48-69-23-2-14-44-61-17-9-68-11-15-62-21-6-35-57-41-12-4-53*46-40-7-53-47-6-56-8-10-17-61-60-44-14*31-11-49-15-42-24-63-21-30-26-16-10-20-43-61-60-44-14-2-50-33-58-35-6-47-7-46*8-28-56-51-41-36-38-19-66-3-23-50-43-17-59-1-26-62-24-63*39-32-18-54-36-45-41-25-12-40-46*16-9-1-49-62-26-8-51-57-34-58-33-43-13-22-45-36-19-18-39*14-60-44-17-20-33-22-38-54-18-32-5-67-27-25-12-4-7*11-59-9-49-42-24-63-6-35-64-58-45-41-12-4-7*0-2-50-13-22-45-41-12-40-46*61-14-2-0-69-3-66-18-54-5-37-65-32-39-48-29-23-50-17-55-10-16-26-49*26-16-1-11-9-68-59-10-55-52-64-51-35-41-27-67-37-65-18-38*
8,23.800240892548427,1134,40-4-25-57-58-51-8-26-30-24-63-6-56-28-10-55-20-13-50-0-69-18-67-65*28-8-10-59-9-31-1-26-16-55-20-52-64-35-34-45-36-38-54-19*46-40-4-25-34-35-51-8-26-1-68-9*65-54-66-3-29-48-69-38-36-45-58-64-52-8-26-49-15-42-62-30*39-48-69-23-2-14-44-61-17-9-68-11-15-62-21-6-35-57-41-12-4-53*46-40-7-53-47-6-56-8-10-17-61-60-44-14*31-11-49-15-42-24-63-21-30-26-16-10-20-43-61-60-44-14-2-50-33-58-35-6-47-7-46*8-28-56-51-41-36-38-19-66-3-23-50-43-17-59-1-26-62-24-63*39-32-18-54-36-45-41-25-12-40-46*9-1-49-62-26-8-51-57-34-58-33-43-13-22-45-36-19-18-39*14-60-44-17-20-33-22-38-54-18-32-5-67-27-25-12-4-7*11-59-9-49-42-24-63-6-35-64-58-45-41-12-4-7*0-2-50-13-22-45-41-12-40-46*61-14-2-0-69-3-66-18-54-5-37-65-32-39-48-29-23-50-17-55-10-16-26-49*26-16-1-11-9-68-59-10-55-52-64-51-35-41-27-67-37-65-18-38*
9,23.807789551285712,1132,40-4-25-57-58-51-8-26-30-24-63-6-56-28-10-55-20-13-50-0-69-18-67-65*28-8-10-59-9-31-1-26-16-55-20-52-64-35-34-45-36-38-54-19*46-40-4-25-34-35-51-8-26-1-68-9*65-54-66-3-29-48-69-38-36-45-58-64-52-8-26-49-15-42-62-30*39-48-69-23-2-14-44-61-17-9-68-11-15-62-21-6-35-57-41-12-4-53*40-7-53-47-6-56-8-10-17-61-60-44-14*31-11-49-15-42-24-63-21-30-26-16-10-20-43-61-60-44-14-2-50-33-58-35-6-47-7-46*8-28-56-51-41-36-38-19-66-3-23-50-43-17-59-1-26-62-24-63*39-32-18-54-36-45-41-25-12-40-46*9-1-49-62-26-8-51-57-34-58-33-43-13-22-45-36-19-18-39*14-60-44-17-20-33-22-38-54-18-32-5-67-27-25-12-4-7*11-59-9-49-42-24-63-6-35-64-58-45-41-12-4-7*0-2-50-13-22-45-41-12-40-46*61-14-2-0-69-3-66-18-54-5-37-65-32-39-48-29-23-50-17-55-10-16-26-49*26-16-1-11-9-68-59-10-55-52-64-51-35-41-27-67-37-65-18-38*
10,23.81207785397966,1127,4-25-57-58-51-8-26-30-24-63-6-56-28-10-55-20-13-50-0-69-18-67-65*28-8-10-59-9-31-1-26-16-55-20-52-64-35-34-45-36-38-54-19*46-40-4-25-34-35-51-8-26-1-68-9*65-54-66-3-29-48-69-38-36-45-58-64-52-8-26-49-15-42-62-30*39-48-69-23-2-14-44-61-17-9-68-11-15-62-21-6-35-57-41-12-4-53*40-7-53-47-6-56-8-10-17-61-60-44-14*31-11-49-15-42-24-63-21-30-26-16-10-20-43-61-60-44-14-2-50-33-58-35-6-47-7-46*8-28-56-51-41-36-38-19-66-3-23-50-43-17-59-1-26-62-24-63*39-32-18-54-36-45-41-25-12-40-46*9-1-49-62-26-8-51-57-34-58-33-43-13-22-45-36-19-18-39*14-60-44-17-20-33-22-38-54-18-32-5-67-27-25-12-4-7*11-59-9-49-42-24-63-6-35-64-58-45-41-12-4-7*0-2-50-13-22-45-41-12-40-46*61-14-2-0-69-3-66-18-54-5-37-65-32-39-48-29-23-50-17-55-10-16-26-49*26-16-1-11-9-68-59-10-55-52-64-51-35-41-27-67-37-65-18-38*
12,23.81227513667018,1116,12-25-57-58-51-8-26-30-24-63-6-56-28-10-55-20-13-50-0-69-18-67-65*28-8-10-59-9-31-1-26-16-55-20-52-64-35-34-45-36-38-54-19*46-40-4-25-34-35-51-8-26-1-68-9*65-54-66-3-29-48-69-38-36-45-58-64-52-8-26-49-15-42-62-30*69-23-2-14-44-61-17-9-68-11-15-62-21-6-35-57-41-12-4-53*40-7-53-47-6-56-8-10-17-61-60-44*31-11-49-15-42-24-63-21-30-26-16-10-20-43-61-60-44-14-2-50-33-58-35-6-47-7-46*8-28-56-51-41-36-38-19-66-3-23-50-43-17-59-1-26-62-24-63*39-32-18-54-36-45-41-25-12-40-46*1-49-62-26-8-51-57-34-58-33-43-13-22-45-36-19-18-39-48*60-44-17-20-33-22-38-54-18-32-5-67-27-25-12-4-7-46*11-59-9-49-42-24-63-6-35-64-58-45-41-12-4-7-53-46*23-0-2-50-13-22-45-41-12-40-46*61-14-2-0-69-3-66-18-54-5-37-65-32-39-48-29-23-50-17-55-10-16-26-49*16-1-11-9-68-59-10-55-52-64-51-35-41-27-67-37-65-18-38*
13,23.81574315870354,1112,12-25-57-58-51-8-26-30-24-63-6-56-28-10-55-20-13-50-0-69-18-67-65*28-8-10-59-9-31-1-26-16-55-20-52-64-35-34-45-36-38-54-19*46-40-4-25-34-35-51-8-26-1-68-9*65-54-66-3-29-48-69-38-36-45-58-64-52-8-26-49-15-42-62-30*69-23-2-14-44-61-17-9-68-11-15-62-21-6-35-57-41-12-4-53*40-7-53-47-6-56-8-10-17-61-60-44*31-11-49-15-42-24-63-21-30-26-16-10-20-43-61-60-44-14-2-50-33-58-35-6-47-7-46*8-28-56-51-41-36-38-19-66-3-23-50-43-17-59-1-26-62-24*39-32-18-54-36-45-41-25-12-40-46*1-49-62-26-8-51-57-34-58-33-43-13-22-45-36-19-18-39-48*60-44-17-20-33-22-38-54-18-32-5-67-27-25-12-4-7-46*11-59-9-49-42-24-63-6-35-64-58-45-41-12-4-7-53-46*23-0-2-50-13-22-45-41-12-40-46*61-14-2-0-69-3-66-18-54-5-37-65-32-39-48-29-23-50-17-55-10-16-26-49*16-1-11-9-68-59-10-55-52-64-51-35-41-27-67-37-65-18-38*
11,23.82263247792251,1107,25-57-58-51-8-26-30-24-63-6-56-28-10-55-20-13-50-0-69-18-67-65*28-8-10-59-9-31-1-26-16-55-20-52-64-35-34-45-36-38-54-19*46-40-4-25-34-35-51-8-26-1-68-9*65-54-66-3-29-48-69-38-36-45-58-64-52-8-26-49-15-42-62-30*69-23-2-14-44-61-17-9-68-11-15-62-21-6-35-57-41-12-4-53*40-7-53-47-6-56-8-10-17-61-60-44*31-11-49-15-42-24-63-21-30-26-16-10-20-43-61-60-44-14-2-50-33-58-35-6-47-7-46*28-56-51-41-36-38-19-66-3-23-50-43-17-59-1-26-62-24-63*39-32-18-54-36-45-41-25-12-40-46*1-49-62-26-8-51-57-34-58-33-43-13-22-45-36-19-18-39-48*60-44-17-20-33-22-38-54-18-32-5-67-27-25-12-4-7-46*11-59-9-49-42-24-63-6-35-64-58-45-41-12-4-7-53*23-0-2-50-13-22-45-41-12-40-46*61-14-2-0-69-3-66-18-54-5-37-65-32-39-48-29-23-50-17-55-10-16-26-49*16-1-11-9-68-59-10-55-52-64-51-35-41-27-67-37-65-18-38*
14,23.823151642897564,1104,12-25-57-58-51-8-26-30-24-63-6-56-28-10-55-20-13-50-0-69-18-67-65*28-8-10-59-9-31-1-26-16-55-20-52-64-35-34-45-36-38-54-19*46-40-4-25-34-35-51-8-26-1-68-9*65-54-66-3-29-48-69-38-36-45-58-64-52-8-26-49-15-42-62-30*69-23-2-14-44-61-17-9-68-11-15-62-21-6-35-57-41-12-4-53*40-7-53-47-6-56-8-10-17-61-60-44*31-11-49-15-42-24-63-21-30-26-16-10-20-43-61-60-44-14-2-50-33-58-35-6-47-7-46*8-28-56-51-41-36-38-19-66-3-23-50-43-17-59-1-26-62-24*39-32-18-54-36-45-41-25-12-40-46*1-49-62-26-8-51-57-34-58-33-43-13-22-45-36-19-18-39-48*60-44-17-20-33-22-38-54-18-32-5-67-27-25-12-4-7-46*11-59-9-49-42-24-63-6-35-64-58-45-41-12-4-7-53-46*23-0-2-50-13-22-45-41-12-40-46*14-2-0-69-3-66-18-54-5-37-65-32-39-48-29-23-50-17-55-10-16-26-49*16-1-11-9-68-59-10-55-52-64-51-35-41-27-67-37-65-18-38*
15,23.840725377303144,1102,12-25-57-58-51-8-26-30-24-63-6-56-28-10-55-20-13-50-0-69-18-67-65*28-8-10-59-9-31-1-26-16-55-20-52-64-35-34-45-36-38-54-19*40-4-25-34-35-51-8-26-1-68-9*65-54-66-3-29-48-69-38-36-45-58-64-52-8-26-49-15-42-62-30*69-23-2-14-44-61-17-9-68-11-15-62-21-6-35-57-41-12-4-53*40-7-53-47-6-56-8-10-17-61-60-44*31-11-49-15-42-24-63-21-30-26-16-10-20-43-61-60-44-14-2-50-33-58-35-6-47-7-46*8-28-56-51-41-36-38-19-66-3-23-50-43-17-59-1-26-62-24*39-32-18-54-36-45-41-25-12-40-46*1-49-62-26-8-51-57-34-58-33-43-13-22-45-36-19-18-39-48*60-44-17-20-33-22-38-54-18-32-5-67-27-25-12-4-7-46*11-59-9-49-42-24-63-6-35-64-58-45-41-12-4-7-53-46*23-0-2-50-13-22-45-41-12-40-46*14-2-0-69-3-66-18-54-5-37-65-32-39-48-29-23-50-17-55-10-16-26-49*16-1-11-9-68-59-10-55-52-64-51-35-41-27-67-37-65-18-38*
