Total_iterations,Unnamed: 0.1,Add_vertex,Delete_vertex,Insert_inside_vertex,Delete_inside_vertex
43,43.0,0.25,0.25,0.25,0.25
44,44.0,0.25,0.25,0.25,0.25
45,45.0,0.25,0.25,0.25,0.25
46,46.0,0.25,0.25,0.25,0.25
47,47.0,0.25,0.25,0.25,0.25
48,48.0,0.25,0.25,0.25,0.25
49,49.0,0.25,0.25,0.25,0.25
50,50.0,0.25,0.25,0.25,0.25
51,51.0,0.25,0.25,0.25,0.25
52,52.0,0.25,0.25,0.25,0.25
53,53.0,0.25,0.25,0.25,0.25
54,54.0,0.25,0.25,0.25,0.25
55,55.0,0.25,0.25,0.25,0.25
56,56.0,0.25,0.25,0.25,0.25
57,57.0,0.25,0.25,0.25,0.25
58,58.0,0.25,0.25,0.25,0.25
59,59.0,0.25,0.25,0.25,0.25
60,60.0,0.25,0.25,0.25,0.25
61,61.0,0.25,0.25,0.25,0.25
62,62.0,0.25,0.25,0.25,0.25
63,63.0,0.25,0.25,0.25,0.25
64,64.0,0.25,0.25,0.25,0.25
65,65.0,0.25,0.25,0.25,0.25
66,66.0,0.25,0.25,0.25,0.25
67,67.0,0.25,0.25,0.25,0.25
68,68.0,0.25,0.25,0.25,0.25
69,69.0,0.25,0.25,0.25,0.25
70,70.0,0.25,0.25,0.25,0.25
71,71.0,0.25,0.25,0.25,0.25
72,72.0,0.25,0.25,0.25,0.25
73,73.0,0.25,0.25,0.25,0.25
74,74.0,0.25,0.25,0.25,0.25
75,75.0,0.25,0.25,0.25,0.25
76,76.0,0.25,0.25,0.25,0.25
77,77.0,0.25,0.25,0.25,0.25
78,78.0,0.25,0.25,0.25,0.25
79,79.0,0.25,0.25,0.25,0.25
80,80.0,0.25,0.25,0.25,0.25
81,81.0,0.25,0.25,0.25,0.25
82,82.0,0.25,0.25,0.25,0.25
83,83.0,0.25,0.25,0.25,0.25
84,84.0,0.25,0.25,0.25,0.25
85,85.0,0.25,0.25,0.25,0.25
86,86.0,0.25,0.25,0.25,0.25
87,87.0,0.25,0.25,0.25,0.25
88,88.0,0.25,0.25,0.25,0.25
89,89.0,0.25,0.25,0.25,0.25
90,90.0,0.25,0.25,0.25,0.25
91,91.0,0.25,0.25,0.25,0.25
92,92.0,0.25,0.25,0.25,0.25
93,93.0,0.25,0.25,0.25,0.25
94,94.0,0.25,0.25,0.25,0.25
95,95.0,0.25,0.25,0.25,0.25
96,96.0,0.25,0.25,0.25,0.25
97,97.0,0.25,0.25,0.25,0.25
98,98.0,0.25,0.25,0.25,0.25
99,99.0,0.25,0.25,0.25,0.25
100,100.0,0.25,0.25,0.25,0.25
101,101.0,0.25,0.25,0.25,0.25
102,102.0,0.25,0.25,0.25,0.25
103,103.0,0.25,0.25,0.25,0.25
104,104.0,0.25,0.25,0.25,0.25
105,105.0,0.25,0.25,0.25,0.25
106,106.0,0.25,0.25,0.25,0.25
107,107.0,0.25,0.25,0.25,0.25
108,108.0,0.25,0.25,0.25,0.25
109,109.0,0.25,0.25,0.25,0.25
110,110.0,0.25,0.25,0.25,0.25
111,111.0,0.25,0.25,0.25,0.25
112,112.0,0.25,0.25,0.25,0.25
113,113.0,0.25,0.25,0.25,0.25
114,114.0,0.25,0.25,0.25,0.25
115,115.0,0.25,0.25,0.25,0.25
116,116.0,0.25,0.25,0.25,0.25
117,117.0,0.25,0.25,0.25,0.25
118,118.0,0.25,0.25,0.25,0.25
119,119.0,0.25,0.25,0.25,0.25
120,120.0,0.25,0.25,0.25,0.25
121,121.0,0.25,0.25,0.25,0.25
122,122.0,0.25,0.25,0.25,0.25
123,123.0,0.25,0.25,0.25,0.25
124,124.0,0.25,0.25,0.25,0.25
125,125.0,0.25,0.25,0.25,0.25
126,126.0,0.25,0.25,0.25,0.25
127,127.0,0.25,0.25,0.25,0.25
128,128.0,0.25,0.25,0.25,0.25
129,129.0,0.25,0.25,0.25,0.25
130,130.0,0.25,0.25,0.25,0.25
131,131.0,0.25,0.25,0.25,0.25
132,132.0,0.25,0.25,0.25,0.25
133,133.0,0.25,0.25,0.25,0.25
134,134.0,0.25,0.25,0.25,0.25
135,135.0,0.25,0.25,0.25,0.25
136,136.0,0.25,0.25,0.25,0.25
137,137.0,0.25,0.25,0.25,0.25
138,138.0,0.25,0.25,0.25,0.25
139,139.0,0.25,0.25,0.25,0.25
140,140.0,0.25,0.25,0.25,0.25
141,141.0,0.25,0.25,0.25,0.25
142,142.0,0.25,0.25,0.25,0.25
143,143.0,0.25,0.25,0.25,0.25
144,144.0,0.25,0.25,0.25,0.25
145,145.0,0.25,0.25,0.25,0.25
146,146.0,0.25,0.25,0.25,0.25
147,147.0,0.25,0.25,0.25,0.25
148,148.0,0.25,0.25,0.25,0.25
149,149.0,0.25,0.25,0.25,0.25
150,150.0,0.25,0.25,0.25,0.25
151,151.0,0.25,0.25,0.25,0.25
152,152.0,0.25,0.25,0.25,0.25
153,153.0,0.25,0.25,0.25,0.25
154,154.0,0.25,0.25,0.25,0.25
155,155.0,0.25,0.25,0.25,0.25
156,156.0,0.25,0.25,0.25,0.25
157,157.0,0.25,0.25,0.25,0.25
158,158.0,0.25,0.25,0.25,0.25
159,159.0,0.25,0.25,0.25,0.25
160,160.0,0.25,0.25,0.25,0.25
161,161.0,0.25,0.25,0.25,0.25
162,162.0,0.25,0.25,0.25,0.25
163,163.0,0.25,0.25,0.25,0.25
164,164.0,0.25,0.25,0.25,0.25
165,165.0,0.25,0.25,0.25,0.25
166,166.0,0.25,0.25,0.25,0.25
167,167.0,0.25,0.25,0.25,0.25
168,168.0,0.25,0.25,0.25,0.25
169,169.0,0.25,0.25,0.25,0.25
170,170.0,0.25,0.25,0.25,0.25
171,171.0,0.25,0.25,0.25,0.25
172,172.0,0.25,0.25,0.25,0.25
173,173.0,0.25,0.25,0.25,0.25
174,174.0,0.25,0.25,0.25,0.25
175,175.0,0.25,0.25,0.25,0.25
176,176.0,0.25,0.25,0.25,0.25
177,177.0,0.25,0.25,0.25,0.25
178,178.0,0.25,0.25,0.25,0.25
179,179.0,0.25,0.25,0.25,0.25
180,180.0,0.25,0.25,0.25,0.25
181,181.0,0.25,0.25,0.25,0.25
182,182.0,0.25,0.25,0.25,0.25
183,183.0,0.25,0.25,0.25,0.25
184,184.0,0.25,0.25,0.25,0.25
185,185.0,0.25,0.25,0.25,0.25
186,186.0,0.25,0.25,0.25,0.25
187,187.0,0.25,0.25,0.25,0.25
188,188.0,0.25,0.25,0.25,0.25
189,189.0,0.25,0.25,0.25,0.25
190,190.0,0.25,0.25,0.25,0.25
191,191.0,0.25,0.25,0.25,0.25
192,192.0,0.25,0.25,0.25,0.25
193,193.0,0.25,0.25,0.25,0.25
194,194.0,0.25,0.25,0.25,0.25
195,195.0,0.25,0.25,0.25,0.25
196,196.0,0.25,0.25,0.25,0.25
197,197.0,0.25,0.25,0.25,0.25
198,198.0,0.2508800778208997,0.2522653791898174,0.2484356724433103,0.2484188705459724
199,199.0,0.2528425529494122,0.2627316756953088,0.2423107793792585,0.2421149919760205
200,200.0,0.2573248814586467,0.2730320756590922,0.2349202424441462,0.2347228004381148
201,201.0,0.261737595776283,0.2831169253832508,0.2276714059691707,0.2274740728712954
202,202.0,0.2660435301783045,0.2929069313945056,0.220622588273068,0.2204269501541218
203,203.0,0.2702103033122526,0.3023336780040344,0.2138242756549119,0.2136317430288012
204,204.0,0.2742101635735949,0.3113392236859144,0.2073194007330893,0.2071312120074015
205,205.0,0.2780198036469787,0.3198756330760917,0.2011436684871851,0.2009608947897445
206,206.0,0.281620149150466,0.3279044557098349,0.1953259219720664,0.1951494731676327
207,207.0,0.2849961260860116,0.3353961620364499,0.189888540079806,0.1897191717977325
208,208.0,0.2881364115410542,0.3423295466233834,0.1848478601670406,0.1846861816685218
209,209.0,0.2910331718090937,0.3486911077987342,0.1802146188349483,0.1800611015572238
210,210.0,0.29368179180615,0.354474412291907,0.1759944046387828,0.1758493912631603
211,211.0,0.2960805993593508,0.359679452726188,0.172188117006913,0.1720518309075483
212,212.0,0.2982305876375497,0.3643120051031235,0.168792426159228,0.1686649811000988
213,213.0,0.3001351386854649,0.3683829927046788,0.1658002293257863,0.1656816392840701
214,214.0,0.3017997507156456,0.3719078621323761,0.1632010990734979,0.1630912880784805
215,215.0,0.3032317715095635,0.3749059765093245,0.1609817200467703,0.1608805319343418
216,216.0,0.3044401399829056,0.3774000301968293,0.1591263109133148,0.1590335189069504
217,217.0,0.3054351376829961,0.3794154887269598,0.1576170287751387,0.1575323448149055
218,218.0,0.3062281517101592,0.3809800570301521,0.1564343537540959,0.1563574375055928
219,219.0,0.3068314502914162,0.3821231784460682,0.1555574518886833,0.1554879193738323
220,220.0,0.307257971985545,0.3828755664492764,0.1549645148819922,0.1549019466831864
221,221.0,0.3075211292643171,0.3832687705010156,0.1546330756182173,0.15457702461645
222,222.0,0.3076346269964805,0.3833347769559152,0.1545402987157048,0.1544902973318996
223,223.0,0.3076122961593744,0.3831056455091102,0.1546632457073534,0.154618812624162
224,224.0,0.3074679429182969,0.382613181265239,0.1549791147338307,0.1549397610826335
225,225.0,0.3072152130460558,0.3818886421464471,0.1554654549013889,0.1554306899061082
226,226.0,0.3068674715044899,0.3809624810314143,0.1561003556942444,0.1560696917698513
227,227.0,0.3064376968759474,0.3798641217309152,0.1568626120419389,0.1568355693511984
228,228.0,0.3059383902154114,0.3786217676565013,0.1577318658255116,0.1577079763025756
229,229.0,0.3053814977926865,0.3772622418263083,0.1586887247635389,0.1586675356174662
230,230.0,0.3047783471082189,0.375810856674216,0.1597148597511951,0.1596959364663698
231,231.0,0.3041395954950276,0.3742913119839353,0.1607930818336408,0.1607760106873962
232,232.0,0.3034751905621168,0.3727256191561878,0.1619074000805724,0.1618917902011229
233,233.0,0.3027943416907876,0.3711340499329976,0.1630430616930722,0.1630285466831425
234,234.0,0.3021055017635951,0.369535107646141,0.1641865757184583,0.1641728148718055
235,235.0,0.3014163582853976,0.3679455190248531,0.1653257217751882,0.165312400914561
236,236.0,0.3007338330460775,0.36638024458879,0.1664495451995603,0.1664363771655722
237,237.0,0.3000640894741403,0.3648525056637897,0.1675483400205665,0.1675350648415034
238,238.0,0.2994125468385671,0.3633738260879961,0.1686136211503335,0.1686000059231032
239,239.0,0.2987839004720773,0.3619540867222464,0.1696380871466874,0.1696239256589889
240,240.0,0.2981821472114273,0.3606015909391936,0.1706155748630061,0.1706006869863729
241,241.0,0.2976106152786397,0.3593231393383987,0.1715410072501298,0.1715252381328317
242,242.0,0.2970719978602562,0.3581241120176438,0.1724103355171069,0.172393554604993
243,243.0,0.2965683896790201,0.3570085568221324,0.1732204767932822,0.1732025767055652
244,244.0,0.2961013258930291,0.3559792820912953,0.1739692483649742,0.1739501436507013
245,245.0,0.2956718227006186,0.3550379525259735,0.1746552994869142,0.1746349252864936
246,246.0,0.2952804190743546,0.3541851869052686,0.1752780416928581,0.1752563523275186
247,247.0,0.2949272190938852,0.353420656490926,0.175837578452346,0.1758145459628427
248,248.0,0.2946119343944355,0.3527431830664529,0.1763346349424287,0.1763102475966828
249,249.0,0.2943339262948981,0.3521508356671071,0.1767704886251458,0.1767447494128489
250,250.0,0.2940922472162771,0.3516410251643692,0.1771469012444068,0.1771198263749467
251,251.0,0.2938856810472671,0.351210595973606,0.1774660527803646,0.1774376701987622
252,252.0,0.2937127821585972,0.3508559142555275,0.17773047782599,0.1777008257598852
253,253.0,0.2935719128111199,0.350572952080046,0.17794300477986,0.177912130328974
254,254.0,0.2934612787441908,0.3503573671146567,0.1781066981816113,0.1780746559595409
255,255.0,0.2933789627704244,0.3502045774880043,0.1782248044524385,0.1781916552891326
256,256.0,0.2933229562402422,0.3501098315624815,0.1783007012427255,0.1782665109545507
257,257.0,0.2932911882745873,0.3500682724272307,0.1783378505326236,0.1783026887655582
258,258.0,0.2932815526966638,0.3500749969945773,0.1783397555792726,0.1783036947294863
259,259.0,0.2932919326234776,0.3501251096485878,0.178309921756531,0.1782730359714035
260,260.0,0.2933202227052869,0.3502137704540559,0.1782518212895653,0.1782141855510917
261,261.0,0.2933643490257742,0.3503362379877811,0.1781688618474675,0.1781305511389771
262,262.0,0.2934222866978666,0.3504879069016005,0.1780643589221718,0.178025447478361
263,263.0,0.2934920752096828,0.3506643403683663,0.177941511891251,0.1779020725306997
264,264.0,0.2935718315921323,0.3508612975981165,0.1778033836355768,0.1777634871741744
265,265.0,0.2936597614943271,0.3510747566422549,0.1776528835601812,0.1776125983032367
266,266.0,0.2937541682652709,0.3513009327289015,0.1774927538477903,0.1774521451580372
267,267.0,0.2938534601503793,0.3515362923929389,0.1773255587592277,0.1772846886974542
268,268.0,0.2939561557193847,0.3517775636799876,0.177153676782996,0.1771126038176317
269,269.0,0.2940608876482074,0.3520217427148761,0.1769792954276246,0.176938074209292
270,270.0,0.2941664049815774,0.3522660969324714,0.1768044084445811,0.1767630896413702
271,271.0,0.2942715740057063,0.352508165272327,0.1766308152664631,0.1765894454555037
272,272.0,0.2943753778612769,0.3527457556388182,0.1764601224445592,0.1764187440553456
273,273.0,0.2944769150265894,0.3529769399256167,0.1762937468714672,0.1762523981763267
274,274.0,0.2945753967990164,0.3532000468978236,0.1761329205780367,0.1760916357251233
275,275.0,0.2946701439001222,0.353413653217176,0.175978696899236,0.1759375059834658
276,276.0,0.294760582326028,0.353616572885766,0.1758319578103899,0.1757908869778162
277,277.0,0.2948462385599945,0.3538078453719838,0.1756934222433916,0.1756524938246302
278,278.0,0.294926734258876,0.3539867226692044,0.1755636552017261,0.1755228878701934
279,279.0,0.2950017805191924,0.3541526555233555,0.175443077503277,0.1754024864541752
280,280.0,0.2950711718221969,0.3543052790502023,0.175331975990707,0.1752915731368938
281,281.0,0.2951347797505906,0.354444397947207,0.175230514060554,0.1751903082416485
282,282.0,0.2951925465625507,0.3545699714883836,0.1751387423738777,0.1750987395751881
283,283.0,0.295244478701601,0.3546820984739032,0.1750566096231973,0.1750168132012986
284,284.0,0.2952906403136419,0.3547810022894763,0.1749839732424199,0.174944384154462
285,285.0,0.2953311468352539,0.3548670162139418,0.1749206099583631,0.1748812269924412
286,286.0,0.2953661587102639,0.3549405690971658,0.1748662260941954,0.1748270460983749
287,287.0,0.295395875284582,0.3550021715144402,0.1748204675465695,0.1747814856544084
288,288.0,0.2954205289225341,0.3550524024881873,0.1747829293693075,0.1747441392199712
289,289.0,0.2954403793813773,0.3550918968530223,0.1747531649071456,0.1747145588584549
290,290.0,0.2954557084744341,0.355121333326188,0.1747306944331954,0.1746922637661825
291,291.0,0.2954668150473526,0.3551414233321198,0.1747150132533754,0.1746767483671523
292,292.0,0.2954740102864173,0.3551529006174817,0.1747055992500706,0.1746674898460305
293,293.0,0.2954776133726231,0.3551565116814771,0.1747019198456625,0.1746639551002373
294,294.0,0.2954779474903937,0.3551530070356026,0.1747034383743057,0.174665607099698
295,295.0,0.295475336195395,0.3551431332973041,0.1747096198574085,0.1746719106498924
296,296.0,0.295470100141854,0.3551276261132068,0.1747199361846939,0.1746823375602453
297,297.0,0.2954625541661601,0.3551072038997317,0.1747338707084708,0.1746963712256372
298,298.0,0.2954530047202857,0.3550825623819513,0.1747509222638524,0.1747135106339105
299,299.0,0.2954417476457076,0.3550543699054739,0.1747706086321243,0.1747332738166941
300,300.0,0.2954290662760419,0.355023263490934,0.1747924694683148,0.1747552007647093
301,301.0,0.295415229854494,0.3549898455962832,0.1748160687172701,0.1747788558319526
302,302.0,0.2954004922504676,0.3549546815484792,0.1748409965452241,0.174803829655829
303,303.0,0.2953850909582509,0.3549182976033153,0.1748668708159975,0.1748297406224363
304,304.0,0.295369246359585,0.3548811795899791,0.1748933381426006,0.1748562359078353
305,305.0,0.2953531612311015,0.3548437720954212,0.1749200745461844,0.1748829921272928
306,306.0,0.295337020477067,0.3548064781427094,0.174946785755015,0.1749097156252086
307,307.0,0.295320991067577,0.3547696593171862,0.1749732071764793,0.1749361424387575
308,308.0,0.2953052221622719,0.3547336362943878,0.1749991035750995,0.1749620379682407
309,309.0,0.2952898453997862,0.35469868972427,0.1750242684891736,0.1749871963867701
310,310.0,0.295274975333463,0.3546650614272658,0.1750485234180157,0.1750114398212557
311,311.0,0.295260709994349,0.3546329558590337,0.1750717168108603,0.1750346173357569
312,312.0,0.2952471315631148,0.3546025418023791,0.1750937228873789,0.1750566037471273
313,313.0,0.2952343071332844,0.3545739542467106,0.1751144403184388,0.1750772983015662
314,314.0,0.2952222895490159,0.3545472964174863,0.1751337907942754,0.1750966232392224
315,315.0,0.2952111183015958,0.3545226419203541,0.1751517175056526,0.1751145222723976
316,316.0,0.2952008204698134,0.354500036967076,0.1751681835619025,0.1751309590012081
317,317.0,0.2951914116904227,0.3544795026527995,0.1751831703679754,0.1751459152888023
318,318.0,0.2951828971459786,0.3544610372567671,0.1751966759808283,0.175159389616426
319,319.0,0.2951752725584308,0.3544446185411148,0.1752087134636546,0.1751713954367998
320,320.0,0.2951685251779651,0.3544302060249611,0.1752193092546287,0.175181959542445
321,321.0,0.295162634757678,0.3544177432135176,0.1752285015650262,0.1751911204637782
322,322.0,0.2951575745057545,0.3544071597644277,0.1752363388198007,0.175198926910017
323,323.0,0.2951533120078775,0.3543983735759471,0.1752428781519667,0.1752054362642086
324,324.0,0.2951498101136211,0.3543912927838995,0.1752481839604634,0.1752107131420159
325,325.0,0.2951470277815658,0.3543858176565622,0.1752523265395729,0.175214828022299
326,326.0,0.295144920878812,0.3543818423787375,0.1752553807864426,0.1752178559560077
327,327.0,0.2951434429314572,0.3543792567182523,0.175257424991828,0.1752198753584622
328,328.0,0.2951425458234349,0.3543779475699776,0.1752585397178236,0.1752209668887636
329,329.0,0.2951421804418923,0.3543778003741751,0.1752588067651084,0.175221212418824
330,330.0,0.2951422972679966,0.3543787004075557,0.1752583082310806,0.1752206940933669
331,331.0,0.2951428469127222,0.3543805339468671,0.1752571256592118,0.1752194934811987
332,332.0,0.2951437805977597,0.3543831893061231,0.1752553392790048,0.1752176908171122
333,333.0,0.2951450505822275,0.3543865577497369,0.1752530273350954,0.17521536433294
334,334.0,0.295146610536338,0.3543905342848363,0.1752502655032931,0.1752125896755325
335,335.0,0.2951484158635857,0.354395018336922,0.175247126390705,0.1752094394087872
336,336.0,0.2951504239733844,0.3543999143137744,0.1752436791165357,0.1752059825963054
337,337.0,0.2951525945063811,0.3544051320631482,0.1752399889696849,0.1752022844607856
338,338.0,0.295154889514926,0.3544105872302976,0.1752361171388895,0.1751984061158867
339,339.0,0.2951572736013788,0.3544162015217737,0.1752321205108516,0.1751944043659957
340,340.0,0.2951597140170842,0.3544219028822289,0.1752280515315761,0.1751903315691106
341,341.0,0.2951621807249599,0.3544276255911607,0.1752239581259793,0.1751862355578998
342,342.0,0.2951646464287101,0.3544333102866323,0.1752198836707494,0.1751821596139079
343,343.0,0.2951670865717098,0.3544389039230349,0.1752158670154021,0.175178142489853
344,344.0,0.2951694793086042,0.3544443596699114,0.1752119425465024,0.1751742184749818
345,345.0,0.2951718054526348,0.3544496367587456,0.1752081402900947,0.1751704174985248
346,346.0,0.2951740484016477,0.3544547002844533,0.1752044860474938,0.175166765266405
347,347.0,0.2951761940456544,0.3544595209680903,0.1752010015597451,0.17516328342651
348,348.0,0.2951782306587156,0.3544640748870272,0.1751977046962408,0.1751599897580163
349,349.0,0.2951801487777952,0.3544683431785446,0.1751946096631916,0.1751568983804685
350,350.0,0.2951819410711006,0.3544723117224693,0.1751917272278823,0.1751540199785477
351,351.0,0.2951836021982761,0.3544759708081213,0.1751890649548922,0.1751513620387104
352,352.0,0.2951851286646629,0.3544793147904714,0.1751866274507191,0.1751489290941465
353,353.0,0.2951865186716761,0.3544823417400263,0.1751844166135232,0.1751467229747743
354,354.0,0.295187771965183,0.3544850530905699,0.1751824318849787,0.1751447430592685
355,355.0,0.2951888896835989,0.3544874532884979,0.1751806705015058,0.1751429865263973
356,356.0,0.295189874207249,0.3544895494470926,0.1751791277424321,0.1751414486032262
357,357.0,0.2951907290103732,0.3544913510087015,0.1751777971729085,0.1751401228080167
358,358.0,0.295191458516993,0.3544928694174069,0.1751766708796752,0.1751390011859249
359,359.0,0.2951920679616925,0.3544941178044121,0.1751757396980355,0.1751380745358598
360,360.0,0.2951925632562168,0.3544951106880173,0.1751749934286464,0.1751373326271194
361,361.0,0.2951929508626382,0.3544958636897262,0.1751744210429767,0.1751367644046588
362,362.0,0.2951932376737027,0.3544963932677115,0.1751740108765113,0.1751363581820744
363,363.0,0.2951934309008354,0.3544967164685655,0.1751737508089943,0.1751361018216045
364,364.0,0.2951935379701582,0.3544968506979931,0.1751736284312061,0.1751359829006425
365,365.0,0.2951935664267588,0.3544968135108424,0.1751736311979516,0.175135988864447
366,366.0,0.2951935238473435,0.3544966224206429,0.17517374656711,0.1751361071649035
367,367.0,0.2951934177613079,0.3544962947286014,0.1751739621247486,0.175136325385342
368,368.0,0.2951932555801744,0.3544958473718225,0.1751742656964428,0.1751366313515602
369,369.0,0.2951930445352643,0.3544952967903478,0.1751746454450701,0.1751370132293178
370,370.0,0.2951927916234041,0.3544946588124615,0.175175089955451,0.1751374596086832
371,371.0,0.2951925035604077,0.3544939485575837,0.1751755883063064,0.1751379595757021
372,372.0,0.2951921867420184,0.3544931803559624,0.1751761301300801,0.175138502771939
373,373.0,0.2951918472119597,0.3544923676842881,0.1751767056612427,0.1751390794425096
374,374.0,0.2951914906366988,0.3544915231162828,0.1751773057737435,0.1751396804732748
375,375.0,0.2951911222865087,0.3544906582872597,0.1751779220083239,0.1751402974179076
376,376.0,0.2951907470223842,0.3544897838716108,0.17517854659043,0.1751409225155749
377,377.0,0.2951903692883599,0.3544889095721551,0.1751791724394882,0.1751415486999966
378,378.0,0.2951899931087662,0.3544880441202679,0.1751797931703127,0.1751421696006529
379,379.0,0.2951896220899559,0.3544871952857113,0.1751804030874186,0.1751427795369139
380,380.0,0.2951892594260387,0.3544863698950977,0.1751809971730068,0.1751433735058565
381,381.0,0.2951889079081645,0.354485573857939,0.1751815710693731,0.1751439471645231
382,382.0,0.2951885699369078,0.3544848121992613,0.175182121056476,0.1751444968073547
383,383.0,0.2951882475373193,0.3544840890978032,0.1751826440253709,0.1751450193395063
384,384.0,0.2951879423762282,0.3544834079288574,0.1751831374481896,0.1751455122467246
385,385.0,0.2951876557813956,0.3544827713108621,0.1751835993453115,0.1751459735624307
386,386.0,0.295187388762144,0.3544821811549021,0.1751840282503352,0.1751464018326186
387,387.0,0.2951871420311078,0.3544816387163337,0.1751844231734201,0.1751467960791384
388,388.0,0.2951869160267757,0.3544811446478032,0.1751847835635293,0.1751471557618917
389,389.0,0.2951867109365209,0.3544806990529922,0.1751851092700594,0.1751474807404275
390,390.0,0.2951865267198379,0.3544803015404769,0.1751854005043028,0.1751477712353823
391,391.0,0.2951863631315365,0.3544799512771528,0.1751856578011459,0.1751480277901647
392,392.0,0.2951862197446617,0.3544796470407342,0.1751858819813602,0.175148251233244
393,393.0,0.2951860959729393,0.3544793872708945,0.1751860741148065,0.1751484426413598
394,394.0,0.2951859910925714,0.3544791701186744,0.1751862354848271,0.1751486033039272
395,395.0,0.2951859042632263,0.354478993493834,0.1751863675540643,0.1751487346888754
396,396.0,0.2976560709581453,0.3515056629086274,0.1767136246418733,0.1741246414913541
397,397.0,0.2981802096946886,0.350205009006186,0.1796837601637079,0.1719310211354174
398,398.0,0.2934201751639769,0.3499966603755232,0.1809978324006549,0.175585332059845
399,399.0,0.2877259838143836,0.3502792241782941,0.1832901224471976,0.1787046695601247
400,400.0,0.2825030573131671,0.3496802444535646,0.1873008786225789,0.1805158196106895
401,401.0,0.2774021464495053,0.3491154114455473,0.1912085636674678,0.1822738784374797
402,402.0,0.2724620587682794,0.3485869588126513,0.1949844078444645,0.183966574574605
403,403.0,0.2677161128280579,0.3480965330436933,0.1986038367985882,0.1855835173296606
404,404.0,0.2631923539141427,0.3476452357099692,0.2020462977625852,0.1871161126133029
405,405.0,0.2589138009130423,0.3472336669412929,0.2052950629258281,0.1885574692198368
406,406.0,0.2548987187634862,0.3468619695688462,0.2083370142167598,0.1899022974509078
407,407.0,0.2511609112018155,0.3465298734267307,0.2111624135097022,0.1911468018617515
408,408.0,0.2477100288448585,0.3462367393533345,0.2137646620115248,0.1922885697902821
409,409.0,0.2445518879957133,0.3459816024825196,0.2161400523163213,0.1933264572054458
410,410.0,0.2416887959120902,0.3457632144627359,0.2182875163407464,0.1942604732844275
411,411.0,0.2391198786382732,0.3455800842890783,0.2202083720725929,0.1950916650000556
412,412.0,0.2368414078660199,0.3454305174786707,0.2219060717838002,0.1958220028715092
413,413.0,0.2348471236528964,0.3453126533632921,0.2233859540793203,0.1964542689044912
414,414.0,0.233128550185121,0.3452245003145934,0.2246550018777666,0.1969919476225189
415,415.0,0.2316753021228366,0.3451639687563937,0.2257216081508621,0.1974391209699076
416,416.0,0.2304753794061171,0.345128901855225,0.2265953509884108,0.1978003677502471
417,417.0,0.2295154487275729,0.345117103814396,0.2272867793055919,0.1980806681524391
418,418.0,0.2287811101901722,0.3451263657282808,0.2278072102712705,0.1982853138102764
419,419.0,0.2282571479651746,0.3451544889822694,0.2281685393109399,0.1984198237416161
420,420.0,0.2279277640435897,0.3451993062098114,0.2283830633268044,0.1984898664197944
421,421.0,0.227776794434292,0.3452586998412761,0.2284633175810858,0.1985011881433459
422,422.0,0.227787907402146,0.3453306182999566,0.2284219265073997,0.1984595477904976
423,423.0,0.2279447835597577,0.3454130899185444,0.2282714685492796,0.198370657972418
424,424.0,0.2282312778265754,0.3455042346648631,0.2280243549747502,0.1982401325338111
425,425.0,0.2286315634490103,0.3456022737786762,0.2276927224811976,0.1980734402911156
426,426.0,0.2291302584352763,0.3457055374320963,0.2272883392854598,0.1978758648471674
