,R_x,f_1,f_2,Generation,Rank
0,2-1-4-3-5-7-9*0-1-2-5-7-9-10-12*0-1-2-5-14-6*0-1-4-3-5-7-14-6*8-14-6-9-10-11*0-1-3-11-10-12-13-9*,10.220502901353964,183.0,199,0.0
0,0-1-3-11-10-12-13*8-14-6-9-10-11*4-3-5-7-14-6*2-1-4-3-5-7-9-10*0-1-2-5-7-9-10-12*0-1-2-5-14-6-9-13*,10.243068987749838,181.0,148,0.0
1,8-14-6-9-10-11*0-1-2-5-14-6*2-1-4-3-5-7-9-10*0-1-2-5-7-9-10-12-13*0-1-3-11-10-12-13-9*4-3-5-7-14-6*,10.250805931656997,176.0,160,0.0
2,8-14-6-9-10-11*0-1-2-5-14-6*2-1-4-3-5-7-9-10*0-1-2-5-7-9-10-12*0-1-3-11-10-12-13-9*4-3-5-7-14-6*,10.254029658284978,174.0,112,0.0
0,0-1-3-11-10-12-13*2-1-4-3-5-7-14-6*0-1-2-5-14-6*8-14-6-9-10-11*4-3-5-7-9-13-12*0-1-2-5-7-9-10-12*,10.254674403610574,171.0,112,0.0
1,0-1-3-11-10-12-13*2-1-4-3-5-7-14-6*0-1-2-5-14-6*8-14-6-9-10-11*4-3-5-7-9-13*0-1-2-5-7-9-10-12*,10.25918762088975,169.0,132,0.0
2,0-1-3-4*2-1-4-3-5-7-9-10*0-1-2-5-14-6*8-14-6-9-10-11*6-14-7-5-3-11-10-12*0-1-2-5-7-9-13-12*,10.275306254029658,164.0,146,0.0
5,2-1-4-3-5-7-9-10*0-1-3-11-10-12-13*0-1-2-5-14-6*3-5-7-14-6*8-14-6-9-10-11*0-1-2-5-7-9-13-12*,10.288201160541586,162.0,194,0.0
6,2-1-4-3-5-7-9-10*0-1-3-11-10-12*0-1-2-5-14-6*3-5-7-14-6*8-14-6-9-10-11*0-1-2-5-7-9-13-12*,10.297872340425531,160.0,170,0.0
4,4-3-5-7-14-6*0-1-3-4*0-1-2-5-7-9-10-12*4-3-5-7-9-13-12-10*1-3-11-10-9-6-14-8*0-1-2-5-14-6*,10.323662153449389,158.0,199,0.0
5,4-3-5-7-14-6*0-1-3-4*0-1-2-5-7-9-10-12*4-3-5-7-9-13-12*4-3-11-10-9-6-14-8*0-1-2-5-14-6*,10.326241134751774,154.0,195,0.0
6,4-3-5-7-14-6*0-1-3-4*0-1-2-5-7-9-10-12*4-3-5-7-9-13-12*1-3-11-10-9-6-14-8*0-1-2-5-14-6*,10.333333333333334,153.0,194,0.0
7,4-3-5-7-14-6*0-1-3-4*0-1-2-5-7-9-10-12-13*4-3-5-7-9-13-12*3-11-10-9-6-14-8*0-1-2-5-14-6*,10.335267569310124,152.0,139,0.0
8,3-5-7-14-6*0-1-3-4*0-1-2-5-7-9-10-12*4-3-5-7-9-13-12*4-3-11-10-9-6-14-8*0-1-2-5-14-6*,10.344294003868471,150.0,197,0.0
10,0-1-2-5-7-9-10-12-13*0-1-2-5-14-6*0-1-3-11-10-9-6-14-8*6-14-7*12-13-9-7-5-3-4*4-1-2*,10.35009671179884,146.0,174,0.0
17,0-1-2-5-7-9-10-12*13-12*4-3-5-7-9-13-12*0-1-3-5-7-14-6*1-3-11-10-9-6-14-8*4-1-2-5-14-6*,10.3752417794971,145.0,123,0.0
11,0-1-3-4*0-1-2-5-7-9-10-12*4-3-5-7-9-13-12*0-1-2-5-14-6*4-3-11-10-9-6-14-8*7-14-6*,10.377820760799484,144.0,199,0.0
12,0-1-3-4*0-1-2-5-14-6*4-3-5-7-9-13-12*7-14-6*1-3-11-10-9-6-14-8*0-1-2-5-7-9-10-12*,10.384912959381044,143.0,134,0.0
13,0-1-3-4*0-1-2-5-7-9-10-12*4-3-5-7-9-13-12*0-1-2-5-14-6*3-11-10-9-6-14-8*7-14-6*,10.397807865892972,140.0,136,0.0
11,0-1-2-5-7-9-10-12-13*0-1-2-5-14-6*1-3-11-10-9-6-14-8*6-14-7*12-13-9-7-5-3-4*4-1-2*,10.404900064474532,138.0,158,0.0
12,0-1-2-5-7-9-10-12*0-1-2-5-14-6*1-3-11-10-9-6-14-8*6-14-7*12-13-9-7-5-3-4*4-1-2*,10.415860735009671,136.0,161,0.0
18,0-1-3-11*7-14-6*4-3-5-7-9-13-12*8-14-6-9-10-11*0-1-2-5-7-9-10-12*4-1-2-5-14-6*,10.440361057382336,134.0,147,0.0
23,4-3-5-7-9-13-12*8-14-6-9-10-11-3-1-2*0-1-2-5-7-9-10-12*5-7*7-14-6*4-1-2-5-14-6*,10.461637653127015,130.0,199,0.0
24,4-3-5-7-9-13-12*8-14-6-9-10-11-3-1*0-1-2-5-7-9-10-12*5-7*7-14-6*4-1-2-5-14-6*,10.474532559638943,128.0,151,0.0
16,12-13*4-3-5-7-9-13*6-14-7*1-3-11-10-9-6-14-8*4-3-1-2-5-14-6*0-1-2-5-7-9-10-12*,10.494519664732431,127.0,164,0.0
21,1-3-11*7-14-6*4-3-5-7-9-13-12*8-14-6-9-10-11*0-1-2-5-7-9-10-12*4-1-2-5-14-6*,10.495164410058027,126.0,183,0.0
14,12-13*8-14-6-9-10-11-3*0-1-2-5-7-9-10-12*4-3-5-7-9-13*7-14-6*4-3-1-2-5-14-6*,10.517085751128304,124.0,147,0.0
15,12-13*8-14-6-9-10-11-3*0-1-2-5-7-9-10-12*4-3-5-7-9-13*7-14*4-3-1-2-5-14-6*,10.549323017408124,122.0,154,0.0
25,1-4-3-5-7-9-10-11*10-12*0-1-2-5-7-9-13-12*11-3-1-2-5-14-6*7-14-6*8-14-6-9*,10.570599613152805,121.0,178,0.0
26,1-4-3-5-7-9-10-11*10-12*0-1-2-5-7-9-13-12*11-3-1-2-5-14-6*7-14*8-14-6-9*,10.602836879432624,119.0,190,0.0
27,4-1-2-5-14-6*10-12*1-3-11*4-3-5-7-9-10-11*8-14-6-9*0-1-2-5-7-9-13-12*,10.620245003223726,117.0,136,0.0
28,4-3-5-7-9-10-11*10-12*0-1-2-5-7-9-13-12*11-3-1-2-5-14-6*7-14-6*8-14-6-9*,10.655705996131529,115.0,170,0.0
29,4-3-5-7-9-10-11*10-12*0-1-2-5-7-9-13-12*11-3-1-2-5-14-6*7-14*8-14-6-9*,10.687943262411348,113.0,157,0.0
25,8-14-6-9-10-11*2-1-4*2-1-3-11*4-3-5-7-9-10-12-13*0-1-2-5-7-14-6*13-9*,10.757575757575758,112.0,198,0.0
30,4-3-5-7-9-10-11*10-12*0-1-2-5-7-9-13-12*4-3-1-2-5-14-6*7-14-6*8-14-6-9*,10.76595744680851,109.0,160,0.0
31,4-3-5-7-9-10-11*10-12*0-1-2-5-7-9-13-12*4-3-1-2-5-14-6*7-14*8-14-6-9*,10.79819471308833,107.0,158,0.0
30,2-1*2-1-4*11-3-1-2*0-1-2-5-7-14-6*4-3-5-7-9-10-12-13*8-14-6-9-10-11*,10.863313990973566,106.0,78,0.0
32,4-3-5-7-9-10-11*10-12*0-1-2-5-7-9-13-12*3-1-2-5-14-6*7-14-6*8-14-6-9*,10.873629916183107,105.0,149,0.0
31,2-1*1-3-11*2-1-4*0-1-2-5-7-14-6*4-3-5-7-9-10-12-13*8-14-6-9-10-11*,10.876208897485494,104.0,148,0.0
38,11-10-9*0-1-2-5-7-14-6-9*11-3-1*5-14-8*2-1-4*13-12-10-9-7-5-3-4*,10.893617021276595,103.0,74,0.0
39,7-14-8*11-10-9*13-12-10-9-7-5-3-4*0-1-2-5-7-14-6-9*11-3-1*2-1-4*,10.9110251450677,102.0,73,0.0
33,4-3-1-2*11-10-9*5-14-8*11-3*0-1-2-5-7-14-6-9*4-3-5-7-9-10-12-13*,10.93036750483559,101.0,126,0.0
36,8-14-7*11-3*4-3-5-7-9-10-12-13*11-10-9*0-1-2-5-7-14-6-9*4-3-1-2*,10.947775628626692,100.0,113,0.0
39,4-3-5-7-9-10-11*0-1-2-5-7-14-6-9*7-14-8*10-12*11-3-1-2*12-13-9*,10.974210186976144,99.0,137,0.0
40,0-1-2-5-7-14-6-9*12-13-9*8-14-5*10-12*11-3-1*4-3-5-7-9-10-11*,10.985170857511283,98.0,128,0.0
41,4-3-5-7-9-10-11*0-1-2-5-7-14-6-9*7-14-8*10-12*11-3-1*12-13-9*,11.002578981302385,97.0,92,0.0
38,11-10-9*4-3-5-7-9-10-12-13*4-3-1*11-3*0-1-2-5-7-14-6-9*8-14*,11.038684719535784,96.0,76,0.0
42,4-3-5-7-9-10-11*0-1-2-5-7-14-6-9*14-8*10-12*11-3-1*12-13-9*,11.041263700838169,95.0,65,0.0
40,3-1*11-10-9*7-14-8*11-3*0-1-2-5-7-14-6-9*4-3-5-7-9-10-12-13*,11.079303675048356,94.0,78,0.0
44,4-3-5-7-9-10-11*0-1-2-5-7-14-6-9*7-14-8*10-12*3-1-4*12-13-9*,11.105738233397808,93.0,124,0.0
47,14-8*0-1-2-5-7-14-6-9*3-1*13-12-10-9-7-5-3-4*11-10-9*11-3*,11.118633139909736,92.0,158,0.0
45,4-3-5-7-9-10-11*0-1-2-5-7-14-6-9*14-8*10-12*3-1-4*12-13-9*,11.144422952933592,91.0,65,0.0
46,0-1-2-5-7-14-6-9*12-13-9*8-14*10-12*4-3-1*4-3-5-7-9-10-11*,11.165054803352676,89.0,63,0.0
47,0-1-2-5-7-14-6-9*12-13-9*8-14-5*10-12*3-1*4-3-5-7-9-10-11*,11.191489361702128,88.0,79,0.0
48,4-3-5-7-9-10-11*0-1-2-5-7-14-6-9*7-14-8*10-12*3-1*12-13-9*,11.206318504190843,87.0,94,0.0
49,4-3-5-7-9-10-11*0-1-2-5-7-14-6-9*14-8*10-12*3-1*12-13-9*,11.245003223726629,85.0,66,0.0
54,2-1*11-10-9*3-1*0-1-2-5-7-14-6-9*14-8*13-12-10-9-7-5-3-4*,11.352030947775628,84.0,17,0.0
55,7-14*13-12-10-9-7-5-3-4*0-1-2-5-14-6-9*3-1*11-10-9*14-8*,11.429400386847195,83.0,166,0.0
56,2-1*11-10*3-1*0-1-2-5-7-14-6-9*5-14-8*13-12-10-9-7-5-3-4*,11.480980012894909,82.0,34,0.0
