,Run_number,Duration,HV Obtained
0,Run_1,0 days 04:28:58.975473,0.5899955376031436
1,Run_10,0 days 04:54:25.121899,0.5806836064471937
2,Run_2,0 days 06:15:13.610186,0.5979521210857643
3,Run_3,0 days 05:13:17.569547,0.5789313086294395
4,Run_4,0 days 05:22:55.768753,0.577340823150163
5,Run_5,0 days 05:21:05.441810,0.5780544463635953
6,Run_6,0 days 04:52:59.123824,0.5758307151640824
7,Run_7,0 days 05:03:52.649764,0.5792015243239531
8,Run_8,0 days 04:27:26.657319,0.5873179905179082
9,Run_9,0 days 04:42:31.175515,0.5697388144308095
10,Average,0 days 05:04:16.609409,0.5815046887716052
