,f_1,f_2,R_x
1,10.348807221147649,184,0-1-2-5-7-9-10-12*8-14-6-9-10-11-3*5-3-11-10-12-13-9-6*0-1-4-3-5-7-9*4-1-2-5-14-6*2-1-3-5-7-14-6*
0,10.358478401031592,177,0-1-2-5-7-9-10-12*8-14-6-9-10-11-3*5-3-11-10-12-13-9*0-1-4-3-5-7-9*4-1-2-5-14-6*2-1-3-5-7-14-6*
2,10.368149580915539,173,0-1-2-5-7-9-10-12*8-14-6-9-10-11-3*3-11-10-12-13-9*0-1-4-3-5-7-9*4-1-2-5-14-6*2-1-3-5-7-14-6*
46,10.390070921985817,164,12-10-9-7-5-2-1-0*6-14-5-2-1-0*13-12-10-11-3-1-0*13-9-6-14-7-5-3-4*4-1-0*11-10-9-6-14-8*
48,10.402965828497743,158,12-10-9-7-5-2-1-0*6-14-5-2-1-0*13-12-10-11-3-1-0*13-9-6-14-7-5-3-4*4-1-2*11-10-9-6-14-8*
45,10.435203094777565,157,12-10-9-7-5-2-1-0*6-14-5-2-1-0*9-13-12-10-11-3-1*9-6-14-7-5-3-4*4-3-1-0*11-10-9-6-14-8*
47,10.441650548033527,156,12-10-9-7-5-2-1-0*6-14-5-2-1-0*13-12-10-11-3-1-0*13-9-6-14-7-5-3-4*4-1*11-10-9-6-14-8*
55,10.442940038684721,155,12-10-9-7-5-2-1-0*6-14-5-2-1-0*13-12-10-11-3-1-2-5*13-9-6-14-7-5-3-4*4-1-2*11-10-9-6-14-8*
56,10.444874274661508,152,12-10-9-7-5-2-1-0*6-14-5-2-1-0*13-12-10-11-3-1-2*13-9-6-14-7-5-3-4*4-1-2*11-10-9-6-14-8*
49,10.457769181173436,150,12-10-9-7-5-2-1-0*6-14-5-2-1-0*13-12-10-11-3-1*13-9-6-14-7-5-3-4*4-1-2*11-10-9-6-14-8*
30,10.477111540941328,146,13-12-10-9-7-5-3-4*12-13-9-7-5-2-1-0*1-3-11*11-10-9-6-14-5-3-4*6-14-7-5-2-1-4*9-7-14-8*
29,10.4822695035461,145,13-12-10-9-7-5-3-4*12-13-9-7-5-2-1-0*1-3-11*11-10-9-6-14-5-3-4*6-14-5-2-1-4*9-7-14-8*
53,10.512572533849127,144,12-10-9-7-5-2-1-0*6-14-5-2-1*13-12-10-11-3-1-2*13-9-6-14-7-5-3-4*4-1-2*11-10-9-6-14-8*
52,10.525467440361057,142,12-10-9-7-5-2-1-0*6-14-5-2-1*13-12-10-11-3-1*13-9-6-14-7-5-3-4*4-1-2*11-10-9-6-14-8*
31,10.549323017408122,138,13-12-10-9-7-5-3-4*12-13-9-7-5-2-1-0*1-3-11*11-10-9-6-14-5-3-4*6-14-7-5-2-1-4*7-14-8*
41,10.558994197292071,137,12-10-9-7-5-2-1-0*9-10-11-3-1*7-5*9-7-5-3-4-1-2*9-6-14-5-2-1-3*8-14-7-9-13-12*
27,10.562862669245648,135,6-14-5-2-1-3*9-7-5-3-4-1-0*0-1-2-5-7-9-10-12*9-13-12*8-14-5*3-11-10-9-6-14-7*
24,10.604126370083817,134,4-1-2-5-14-6*9-7-14-8*9-13*4-3-5-7-9-10-12-13*9-10-11-3-1-0*9-6-14-7-5-2-1-0*
43,10.610573823339779,132,12-10-9-7-5-2-1-0*9-10-11-3-1*7-5*9-7-5-3-4-1*9-6-14-5-2-1*8-14-7-9-13-12*
34,10.618955512572533,124,13-12-10-9-7-5-3-4*13-9-7-5-2-1-0*3-11*11-10-9-6-14-8*6-14-7-5-2-1-3-4*5-14*
35,10.623468729851707,123,13-12-10-9-7-5-3-4*13-9-7-5-2-1-0*3-11*11-10-9-6-14-8*6-14-5-2-1-3-4*5-14*
36,10.660863958736297,122,13-12-10-9-7-5-3-4*12-13-9-7-5-2-1-0*3-11*11-10-9-6-14-8*6-14-5-2-1-3*5-7-14*
40,10.67311411992263,121,13-12-10-9-7-5-3-4*7-5-2-1-3-4*3-11*11-10-9-6-14-8*13-9-6-14-5-2-1-0*7-14*
33,10.677627337201805,120,5-2*9-13*4-3-5-7-9-10-12-13*9-6-14-7-5-2-1-0*4-1-2*8-14-6-9-10-11-3-1*
39,10.713733075435202,114,13-12-10-9-7-5-3-4*9-7-5-2-1-0*3-11*11-10-9-6-14-8*6-14-5-2-1-3-4*7-14*
43,10.768536428110897,113,4-1-2*5-14-8*9-13*4-3-5-7-9-10-12-13*9-10-11-3-1-2*9-6-14-7-5-2-1-0*
38,10.779497098646038,112,4-1-2*5-7-14-8*9-13*4-3-5-7-9-10-12-13*9-10-11-3-1*9-6-14-7-5-2-1-0*
36,10.781431334622825,111,4-1-2*5-14-8*9-13*4-3-5-7-9-10-12-13*9-10-11-3-1*9-6-14-7-5-2-1-0*
40,10.798839458413925,110,4-1-2*7-14-8*9-13*4-3-5-7-9-10-12-13*9-10-11-3-1*9-6-14-7-5-2-1-0*
39,10.820116054158607,109,4-1*5-14-8*9-13*4-3-5-7-9-10-12-13*9-10-11-3-1*9-6-14-7-5-2-1-0*
