,R_x,f_1,f_2,Generation,Rank
0,11-10-9-6-14-8*0-1-4-3-5-7-9-13*0-1-2-5-7-9-10-12*0-1-2-5-14-6*6-14-7-5-3-4-1-2*13-12-10-11-3-1-0*,10.207607994842038,183.0,145,0.0
0,2-1-4-3-5-7-14-6*8-14-6-9-10-11*0-1-3-11-10-12-13*0-1-4-3-5-7-9-10*0-1-2-5-7-9-13-12*0-1-2-5-14-6*,10.218568665377177,180.0,103,0.0
1,2-1-4-3-5-7-14-6*8-14-6-9-10-11*0-1-3-11-10-12*0-1-4-3-5-7-9-10*0-1-2-5-7-9-13-12*0-1-2-5-14-6*,10.228239845261122,178.0,55,0.0
2,0-1-2-5-14-6*0-1-2-5-7-9-10-12*11-10-9-6-14-8*0-1-3-11-10-12-13*0-1-4-3-5-7-14-6*4-3-5-7-9-13-12*,10.241779497098646,177.0,153,0.0
1,11-10-9-6-14-8*0-1-4-3-5-7-9-13*0-1-2-5-7-9-10-12*0-1-2-5-14-6*6-14-7-5-3-4*13-12-10-11-3-1-0*,10.24629271437782,175.0,156,0.0
3,4-3-5-7-9-13-12-10-11*0-1-2-5-14-6*7-14*0-1-3-11-10-9-6-14-8*0-1-2-5-7-9-10-12-13*2-1-4-3-5-7-14-6*,10.25338491295938,173.0,167,0.0
2,2-1-4-3-5-7-14-6*8-14-6-9-10-11*4-3-5-7-9-13-12*0-1-3-11-10-12-13*0-1-2-5-7-9-10-12*0-1-2-5-14-6*,10.254674403610574,171.0,131,0.0
3,2-1-4-3-5-7-14-6*8-14-6-9-10-11*4-3-5-7-9-13*0-1-3-11-10-12-13*0-1-2-5-7-9-10-12*0-1-2-5-14-6*,10.25918762088975,169.0,136,0.0
4,2-1-4-3-5-7-14-6*8-14-6-9-10-11*4-3-5-7-9-10*0-1-3-11-10-12-13*0-1-2-5-7-9-13-12*0-1-2-5-14-6*,10.270148291424888,166.0,97,0.0
5,2-1-4-3-5-7-14-6*8-14-6-9-10-11*4-3-5-7-9-10*0-1-3-11-10-12*0-1-2-5-7-9-13-12*0-1-2-5-14-6*,10.279819471308834,164.0,77,0.0
6,2-1-4-3-5-7-14-6*8-14-6-9-10-11*4-3-5-7-9-13*2-1-3-11-10-12-13*0-1-2-5-7-9-10-12*0-1-2-5-14-6*,10.301096067053514,163.0,183,0.0
9,13-12-10-9-6-14-8*2-1-4-3-5-7-9-10*0-1-2-5-14-6*4-3-1-0*9-10-11-3-5-7-14-6*0-1-2-5-7-9-13-12*,10.30883301096067,161.0,147,0.0
