,test,count,mean,std,min,lq,med,uq,max,outliers,parameter,value,HV_overall
0,HV,10.0,0.7737438260195707,0.0107551242708477,0.7549939305979132,0.7657085294126486,0.7758694150951588,0.7810113989276313,0.7882584838723343,,max_iterations_t,10.0,0.7993215373430579
0,HV,9.0,0.7775576031385795,0.010230544765044,0.7619412932519272,0.7725127599792209,0.7767853716139612,0.783174001629148,0.7936989386090203,0.6603902502281535,max_iterations_t,50.0,0.8054038670390549
0,HV,8.0,0.7633946542658279,0.0178076319366588,0.7278551070315673,0.7551438774111958,0.7655792983759817,0.7771592233234559,0.7823873212020018,"0.6530735661121333, 0.6406341245872863",max_iterations_t,100.0,0.7964687010829726
0,HV,9.0,0.7732267291268543,0.015257992970321,0.743231194712324,0.7705751288983911,0.7747031584365135,0.783342938803313,0.7935219372262712,0.63484306080461,max_iterations_t,250.0,0.8012334401210202
0,HV,10.0,0.7311743053327765,0.0610978980466356,0.6308066134653286,0.6796707049593567,0.7627601074054097,0.7743968860387265,0.7958207646411,,max_iterations_t,500.0,0.7992590289387158
0,HV,10.0,0.7177720896974332,0.0743755409412274,0.5763982840176392,0.6729216217002132,0.755761450597455,0.7628528242284991,0.7847345694046656,,max_poor_epochs,100.0,0.793245997624386
0,HV,10.0,0.7232982349632893,0.0564891493064609,0.6343169378251091,0.6808792193909041,0.7458915712861416,0.7618653419616355,0.7839940049805284,,max_poor_epochs,200.0,0.7938107866691572
0,HV,9.0,0.7480977275674481,0.0520312983343389,0.6328548107601083,0.7440837315737527,0.7665347091050859,0.7751241751053268,0.8060829104611607,0.6098497558491683,max_poor_epochs,400.0,0.8118755683020649
0,HV,10.0,0.7252851996079712,0.0583029245566304,0.6450201580339174,0.6631606409336527,0.756173979160034,0.7690690421241156,0.7836034759444835,,max_poor_epochs,600.0,0.7907223623098193
0,HV,8.0,0.7616298338191251,0.0216885271798086,0.7225164283437931,0.7498547230412163,0.7644857173195017,0.7714825871577226,0.7923657982684181,"0.652908225722219, 0.6610992939276453",max_poor_epochs,800.0,0.7961798034122104
0,HV,10.0,0.7674589148752193,0.0164368119541691,0.7467493294497607,0.7549766129828468,0.767338492660164,0.7804115596391604,0.7947150669652691,,Temp,0.0001,0.8044756504864272
0,HV,9.0,0.7718657833002902,0.0184427050908063,0.7316370228694357,0.7672682957170112,0.7765411507248458,0.7794287313623625,0.7937577156987199,0.7129032089062246,Temp,0.001,0.8001904234545626
0,HV,8.0,0.763262457532055,0.0123215204743124,0.7380929993064526,0.7598366896483159,0.7651054214164017,0.7713051485512,0.7782246665869841,"0.6711892383078061, 0.6370663684417245",Temp,0.1,0.7891091373082768
0,HV,8.0,0.759811307190088,0.0197655867210507,0.7309280147062736,0.7461086950891106,0.7603474165128756,0.7701177604677946,0.7938111775687863,"0.647634428757964, 0.6153083315758081",Temp,1.0,0.8004574815122751
0,HV,8.0,0.7705884369366605,0.0112202137252479,0.751275624790615,0.7666443754883959,0.7713331429296777,0.7752875590933631,0.7895377866730964,"0.7973549796896675, 0.5866968418843289",Temp,10.0,0.8046120643037811
0,HV,10.0,0.7662541025677578,0.0187345832651167,0.734970490530096,0.7556047569581047,0.7702290393120752,0.7774979270643431,0.7921096270192098,,min_accepts,5.0,0.8002008305226125
0,HV,10.0,0.7753914803943631,0.016284825839605,0.7399172009604637,0.7670831565147088,0.7793241974404178,0.7862670787093969,0.7942189468014642,,min_accepts,10.0,0.8069522686981914
0,HV,10.0,0.7372634750107919,0.0568560766563434,0.6395407884776516,0.6919671958858757,0.7542966938440395,0.7814152509145122,0.7956282897249767,,min_accepts,25.0,0.8087333495541448
0,HV,10.0,0.7050075095372402,0.0900418774154135,0.5110205900947699,0.6442182496548203,0.7508039409302534,0.7707575368799078,0.7812815067639445,,min_accepts,50.0,0.7887036703221163
0,HV,10.0,0.7057045823163344,0.0719381759482738,0.6170545741368865,0.640766185838801,0.7077312032207368,0.7693118694814364,0.7962172764721187,,min_accepts,100.0,0.7990669677670053
0,HV,8.0,0.7925687268940244,0.0094513774749956,0.7814129505717268,0.7860126500095095,0.7918826742481295,0.7969618387333731,0.8064590904348425,"0.6559525926473748, 0.7583120897153028",Cooling_rate,0.95,0.8108554243405339
0,HV,8.0,0.7692968496708464,0.0059008855100105,0.7568396418847676,0.7671777922996146,0.7708755200335755,0.772781763650997,0.7754276249031937,"0.6539433507851234, 0.6735373038460584",Cooling_rate,0.96,0.7925117586669759
0,HV,9.0,0.7693060975071497,0.0223495671578304,0.7327794371890092,0.7497211540339885,0.7743388805950479,0.7750464723816315,0.8049931533676113,0.6550163499608026,Cooling_rate,0.97,0.8121191368456954
0,HV,10.0,0.7292022776228869,0.0691848450756879,0.5927993105261574,0.6835197470207257,0.7589908463084598,0.7781387505290344,0.7869433376062217,,Cooling_rate,0.98,0.800815527804457
