,f_1,f_2,R_x
2,15.631137479541737,642,17-18-0-25-7-4-24-20-14-23-9-1-3-11*0-22-25-28-16-6-13-18-17-11-3-9-14-4-23*26-0-25-22-19-12-17-28-7-16-27-2-10-15*9-1-24-20-7-10-6-15-29-2-16*14-23-20-7-25-0-18-13-6-21*6-13-18-22-17-11-14-20-7-27-10-21-15-29-2*19-22-12-0-13-6-10-27-16-28-7-2-29-15-5*2-29-27-15-5-6-13-18-22-17-19-0-28*6-2-10-21-15-29-27-16-28-17-19-12-8-26*21-5-6-13-18-0-26-8-12-19-17-11-14-1*29-15-10-2-21-5-6-16-7-14-1-3-4-20*8-12-19-18-0-25-11-3-1-23-14-7-20-24-4*
4,15.638531681084872,641,17-18-0-25-7-4-24-20-14-23-9-1-3-11*0-22-25-28-16-6-13-18-17-11-3-9-14-4-23*26-0-25-22-19-12-17-28-7-16-27-2-10-15*9-1-24-20-7-10-6-21*14-23-20-7-25-0-13-6-15-29-2-16*6-13-18-22-17-11-14-7-27-10-21-15-29-2*22-12-0-13-6-10-27-16-28-7-2-29-15-5*2-29-10-27-15-5-6-13-18-22-17-19-0-28*6-2-10-21-15-29-27-16-28-0-19-12-8-26*21-5-6-13-18-0-26-8-12-19-17-11-14-1*29-27-15-2-21-5-6-16-7-14-1-3-4*8-12-19-18-0-25-11-3-1-23-14-7-20-24*
1,15.657119476268411,640,17-18-0-25-7-4-24-20-14-23-1-3-11*13-6-16-28-25-22-0-18-17-11-3-9-14-4-23*26-0-25-22-19-12-17-28-7-16-27-2-10-15*9-1-24-20-7-10-6-15-29-2-16*14-23-20-7-25-0-18-13-6-21*6-13-18-22-17-11-14-20-7-27-10-21-15-29-2*19-22-12-0-13-6-10-27-16-28-7-2-29-15-5*2-29-27-15-5-6-13-18-22-17-19-0-28*5-6-2-10-21-15-29-27-16-28-17-19-12-8-26*21-5-6-13-18-0-26-8-12-19-17-11-14-1*29-15-10-2-21-5-6-16-7-14-1-3-4-20*8-12-19-18-0-25-11-3-1-23-14-7-20-24-4*
7,15.679535889642272,485,0-19-17-28-7-20-14-3-23-4*26-8-12-0-25-7-2-29-15-21*24-14-9-1-3-11-25-7-27-15-5-21-10-2-29*3-1-4-24-14-20-7-10-21-5*23-20-4-24-14-11-17-19-12-0-13-6-5-21*5-6-16-7-14-23-9-3-11-17-22-18-12-8-19*21-6-13-18-22-25-7-24-1-3-4-14-20-23-9*2-29-10-16-6-21*20-24-4-7-25-0-26-8-19-22*1-23-20-24*19-22-25-28-16-15-5-21*2-29-27-16-28-0-18-13-6-15-10*
8,15.681435585690904,479,0-19-17-28-7-20-14-3-23-4*26-8-12-0-25-7-2-29-15-21*24-14-9-1-3-11-25-7-27-15-5-21-10-2-29*3-1-4-24-14-20-7-10-21-5*23-20-4-24-14-11-17-19-12-0-13-6-5-21*5-6-16-7-14-23-9-3-11-17-22-18-12-8-19*21-6-13-18-22-25-7-24-1-3-4-20-23-9*2-29-10-16-6-21*20-24-4-7-25-0-26-8-19-22*1-23-14-24*19-22-25-28-16-15-5-21*2-29-27-16-28-0-18-13-6-15-10*
9,15.708820434884265,478,0-19-17-28-7-20-14-3-23-4*26-8-12-0-25-7-2-29-15-21*24-14-9-1-3-11-25-7-27-15-21-10-2-29*3-1-4-24-14-20-7-10-21-5*23-20-4-24-14-11-17-19-12-0-13-6-5-21*5-6-16-7-14-23-9-3-11-17-22-18-12-8-19*21-5-6-13-18-22-25-7-24-1-3-4-20-23-9*2-29-10-16-6-21*20-24-4-7-25-0-26-8-19-22*1-23-14-24*19-22-25-28-16-15-5-21*2-29-27-16-28-0-18-13-6-15-10*
10,15.74085223287351,473,0-19-17-28-7-20-14-3-23-4*26-8-12-0-25-7-2-29-15-21*24-14-9-1-3-11-25-7-27-15-5-21*3-1-4-24-14-20-7-10-21-5*23-20-4-24-14-11-17-19-12-0-13-6-5-21*5-6-16-7-14-23-9-3-11-17-22-18-12-8-19*21-5-6-13-18-22-25-7-24-1-3-4-20-23-9*29-10-16-6-21*20-24-4-7-25-0-26-8-19-22*1-23-14-24*22-25-28-16-15-21-10-2-29*2-29-27-16-28-0-18-13-6-15-10*
11,15.80775075987842,452,0-19-17-28-7-20-14-3-23-4*26-8-12-0-25-7-2-29-15-21*24-20-14-9-1-3-11-25-7-27-15-5-21*3-1-4-24-14-20-7-10-21*23-4-24-14-11-17-19-12-0-13-6-5-21*5-6-16-7-14-23-9-3-11-17-22-18-12-8-19*5-6-13-18-22-25-7-24-1-3-4-20-23-9*29-10-6-21*20-24-4-7-25-0-26-8-19-22*1-23*22-25-28-16-15-21-10-2-29*2-29-27-16-28-0-18-13-6-15*
12,15.888180967968202,451,0-19-17-28-7-20-14-3-23-4*26-8-12-0-25-7-2-29-15-21*24-20-14-9-1-3-11-25-7-27-15-5-21*3-1-4-24-14-20-7-10-21*23-4-24-14-11-17-12-0-13-6-5-21*5-6-16-7-14-23-9-3-11-17-22-18-12-8-19*5-6-13-18-22-25-7-24-1-3-4-20-23-9*29-10-6-21*20-24-4-7-25-0-26-8-19-22*1-23*22-25-28-16-15-21-10-2-29*2-29-27-16-28-0-18-13-6-15*
6,15.938449848024316,450,0-19-12-17-28-7-2-29-15-21*26-8-12-0-25-7-20*14-9-1-3-11-17-19-12-0-13-6-15-10-21*24-4-1-3-14-20-7-10-21-5*29-10-21-5-15-27-7-25-11-14-24-23-20*15-5-6-16-7-14-23-9-3-11-17-22-18-12-8*13-18-22-25-7-24-1-3-4-14-23-9*10-29-2-6-21*20-23-24-4-7-25-0-26-8*1-23-24-20*19-17-22-25-28-16-10-15-5*2-27-16-28-0-18-13-6-5*
