,f_1,f_2,Routes
0,38.02132210552547,813,39-18-54-36-45-58-51-8-26-62*15-49-26-16-55-20-33-22-38-66-48*32-54-36-45-34-51-8-26-49-42*15-49-26-8-51-34-45-36-54-18-39*61-60-44-14-2-0-69-23-50-43-17-9-31-1-16-10-20-33-22-38-18-32*21-6-63-24-30-26-8-51-34-45-36-54-18-39*4-53-46-7-47-40-12-27-67-37-5-54-19-22-33-20-17-59-68*65-5-54-36-45-34-51-8-26-1-31-9-17-50-13-33-58-57-35*39-18-54-36-41-51-8-26-49-42*11-31-1-16-10-20-33-22-38-18-32*31-1-26-8-51-34-45-36-54-32*15-49-26-16-10-20-33-22-19-66-29-3*56-28-8-52-64-58-41-25-27-67-37-5-54-38-22-33-20-17-59-68*15-49-26-8-51-58-45-36-54-18-39*15-49-26-8-51-34-45-36-54-32*
1,41.99588821339757,845,31-1-16-10-20-33-22-38-54-32*31-1-16-55-20-33-22-19-18-32*68-11-15-49-26-8-51-34-45-36-54-65*29-48-66-38-22-33-20-10-16-26-62-21-6-35-64-52*61-43-13-50-17-9-31-1-16-55-20-33-22-19-18-32*39-18-54-36-45-34-51-8-26-62*3-23-0-2-14-60-17-9-31-1-16-10-20-33-22-38-18-32-37*15-49-26-16-55-20-33-22-19-66-69*24-30-26-8-51-58-45-36-54-18-39*5-54-19-22-33-20-55-16-1-31*44-17-59-11-15-49-26-8-51-34-45-36-54-18-67-27-12-4-53-47-6-56-28*40-46-7-47-6-63-30-26-8-51-58-45-36-54-18-39*39-18-54-36-45-58-51-8-26-49-42*57-41-25-27-67-5-54-36-45-58-51-8-26-49-42*39-18-54-36-45-34-51-8-26-49-42*
2,38.231163396792596,810,69-18-54-36-45-34-51-8-26-49-42*24-63-6-35-34-45-36-19-66-48*42-49-26-16-55-20-33-22-19-66*65-39-18-54-36-45-58-51-8-26-62-21-6-47-40-12-41-25-4-53-7*57-58-64-52-8-56-6-63-30-26-16-55-20-33-22-19-66-48*28-10-59-68-9-31-1-26-8-51-34-45-36-54-32*31-1-16-10-20-33-22-19-54-32-37-67-27-12-40-46*42-49-26-16-10-20-33-22-19-66-29-23-2*15-49-26-8-51-58-45-36-54-18-39*14-61-44-60-17-59-11-15-49-26-16-55-20-33-22-19-66*5-54-36-45-34-51-8-26-49-42*39-18-54-36-45-34-51-8-26-49*39-18-54-36-45-34-51-8-26-49*30-26-16-55-20-33-22-38-66-48-3-0-50-43-13*48-66-19-22-33-20-10-16-26-62*
3,35.20087531214794,833,52-64-58-57-35-6-63-30-26-16-55-20-33-22-38-66-48-69*15-49-26-8-51-58-45-36-54-65*5-54-36-45-58-51-8-26-1-31-9-17-44-60-14-2-50-43-20-10-28-56-6-47-53-46-7*68-11-59-17-20-33-22-19-54-5-37*5-54-36-45-34-51-8-26-49-15*39-18-54-36-45-34-51-8-26-62*42-49-26-8-51-58-45-36-54-65-19-22-13-43-61*31-1-16-10-20-33-22-19-18-32*29-48-66-38-22-33-20-10-16-26-62*39-18-54-36-45-34-51-8-26-49-42*48-66-19-22-33-20-55-16-26-62-21-6-35-41-25-4-53-40-12-27-67*5-54-36-45-34-51-8-26-49-42-24*39-18-54-36-45-34-51-8-26-49-42*42-49-26-16-10-20-33-22-38-66-3-0-23*5-54-36-45-58-51-8-26-49-15*
4,40.522368222950206,794,42-49-26-8-51-58-45-36-54-65-67-27-12-40-46-7-47*31-1-16-10-20-33-22-38-18-32*39-18-54-36-45-34-51-8-26-49-42-30*57-41-25-4-53-40-12-27-67-37-5-54-19-22-33-20-17-9-68-59-10-52-64*29-48-66-38-22-33-20-55-16-26-62*39-18-54-36-45-34-51-8-26-49-9-17-60-44-61-14*5-54-36-45-58-51-8-26-49-42*56-28-10-59-11-9-17-20-33-22-19-54-5-37*37-5-54-38-22-33-20-17-9-68*21-24-63-6-35-34-45-36-19-66-48-69*11-59-17-20-33-22-19-54-5-37*5-54-36-45-58-51-8-26-1-31*15-42-49-26-16-10-20-33-22-19-66-3-0-23-2-50-43-13*5-54-36-45-34-51-8-26-49-42*5-54-36-45-34-51-8-26-1-31*
5,37.157545803329924,792,31-1-16-10-20-33-22-38-18-32*53-46-7-47-40-4-25-12-27-67-5-54-19-22-33-20-10-16-1-31*5-54-36-45-34-51-8-26-49-15*31-1-16-10-20-33-22-19-18-32*5-54-36-45-34-51-8-26-49-42*62-15-49-26-8-51-58-45-36-54-18-69-23-50-13-43-61-14-60-17-55-52-64*24-63-6-35-34-45-36-54-18-39-48-29*28-56-6-21-30-26-8-51-34-45-36-54-18-39*42-49-26-8-51-34-45-36-54-65*39-18-54-36-45-58-51-8-26-49-42*11-15-49-26-16-10-20-33-22-19-66-3-0-2-14-44*32-54-36-45-58-51-8-26-49-42*30-26-8-51-58-45-36-54-18-39*37-5-54-38-22-33-20-17-9-68-59-10-52-8-51-57-41*42-49-26-8-51-58-45-36-54-65*
6,38.41252329752825,787,30-26-8-51-34-45-36-54-18-39*32-54-36-45-58-51-8-26-49-42*31-1-16-10-20-33-22-19-54-32-37*42-49-26-16-55-20-33-22-38-66*41-57-25-4-53-7-46-40-47-6-63-30-26-16-55-20-33-22-38-66-48*28-10-59-68-11-15-49-26-8-51-34-45-36-54-18-39*65-39-18-54-36-45-34-51-8-26-49*39-18-54-36-45-58-51-8-26-49-9-17-44-14-2-50-43-61-60*15-49-26-16-10-20-33-22-38-66-29-3*39-18-54-36-45-34-51-8-26-49-42*48-66-19-22-33-20-55-16-26-62-21-6-56-51-64-52*12-27-67-5-54-38-22-33-20-55-16-1-31*15-49-26-16-10-20-33-22-19-66*24-63-6-35-34-45-36-38-66-48*24-63-6-35-34-45-36-38-66-48-69-0-23-50-13*
7,35.923106475544735,811,39-18-54-36-41-51-8-26-49-42-24-63-6-47-40-7-4-25-12-27*65-5-54-36-45-58-51-8-26-1-31*39-18-54-36-45-34-51-8-26-49-42*13-50-2-14-60-17-9-31-1-16-55-20-33-22-19-54-32*37-5-54-19-22-33-20-17-9-68-59-10-52-64*5-54-36-45-58-51-8-26-49-42-62-30-21-6-47-7-46-53*67-5-54-36-45-34-51-8-26-1-31*31-1-16-55-20-33-22-19-18-32*31-1-26-8-51-34-45-36-54-32*15-49-26-16-55-20-33-22-38-66-69-23*57-51-56-28-10-59-11-9-17-20-33-22-19-54-5-37*39-18-54-36-45-34-51-8-26-49-42*42-49-26-16-10-20-33-22-38-66-3-0-50-43-61-44*21-24-63-6-35-34-45-36-19-66-48-29*15-49-26-8-51-34-45-36-54-18*
8,42.00809897361084,787,5-54-36-45-34-51-8-26-1-31*31-1-16-55-20-33-22-19-54-32*39-18-54-36-45-34-51-8-26-49-42*15-49-26-8-51-34-45-36-54-32*37-5-54-38-22-33-20-17-59-68*42-49-26-16-10-20-33-22-38-66*0-50-13-43-61-14-2-23-29-48-66-19-22-33-20-55-16-26-62-24-63-6-47-40-46-53-7*15-49-26-8-51-58-45-36-54-65*64-35-57-41-25-4-40-12-27-67-37-5-54-19-22-33-20-17-9-68*28-56-6-21-30-26-16-10-20-33-22-19-66-48-69-3*15-49-26-8-51-34-45-36-54-32*31-1-16-55-20-33-22-38-18-32*39-18-54-36-45-58-51-8-26-49-11-59-10-52-20-17-44-60*15-49-26-8-51-58-45-36-54-32*31-1-26-8-51-58-45-36-54-32*
9,36.459009329394604,807,42-49-26-8-51-58-45-36-54-65*47-40-53-7-4-12-27-67-37-5-54-38-22-33-20-17-59-68*52-20-13-50-43-61-44-17-9-31-1-26-8-51-58-45-36-54-32*15-49-26-16-10-20-33-22-19-66*42-49-26-16-55-20-33-22-19-66*63-30-26-8-51-34-45-36-54-18-39*15-49-26-8-51-58-45-36-54-65-67-27-25-12-40-46*30-26-16-10-20-33-22-38-66-48*30-26-8-51-58-45-36-54-18-39*5-54-36-45-58-51-8-26-49-42*42-49-26-16-10-20-33-22-38-66*42-49-26-16-55-20-33-22-38-66*11-15-49-26-16-55-20-33-22-38-66-19-36-41-57-58-64-35*3-29-48-66-38-22-33-20-55-16-26-62-21-6-56-28-10-17-60-14-2-23*24-30-26-16-55-20-33-22-38-66-48-69-0*
